feature_space,classifier,seed,strategy,label_budget,n_labeled,scenario,target_fpr,threshold,calibration_empirical_fpr,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,TEMPLATE_OOD,0.01,0.8780368570090021,0.00936768149882904,0.9297011311866402,0.9085134221654262,0.9861922464152948,0.5436182669789227,0.7008869598037366,0.007611241217798595,1857,26,3390,1559,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,DOMAIN_TEMPLATE_OOD,0.01,0.8780368570090021,0.00936768149882904,0.9078929304522674,0.8837307946083514,0.9829738933030647,0.4670981661272923,0.63327239488117,0.008090614886731391,866,15,1839,988,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,IID_ORIGINAL,0.02,0.7904025200858188,0.01990632318501171,0.8056388479830356,0.828718567917769,0.9095652173913044,0.4943289224952741,0.640538885486834,0.02609131961866533,523,52,1941,535,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,IID_BALANCED,0.02,0.7904025200858188,0.01990632318501171,0.866293033394528,0.8284954670687996,0.944043321299639,0.4943289224952741,0.6488833746898263,0.02930056710775047,523,31,1027,535,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,TEMPORAL,0.02,0.7904025200858188,0.01990632318501171,0.9333714290431998,0.91164575,0.9736649597659107,0.6655,0.7906147906147906,0.018,2662,72,3928,1338,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,DOMAIN_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9149626283440613,0.8922900876394535,0.9648829431438127,0.5982374287195438,0.73856,0.02177293934681182,1154,42,1887,775,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,TEMPLATE_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9297011311866402,0.9085134221654262,0.9715536105032823,0.6498829039812647,0.7788107349587792,0.019028103044496487,2220,65,3351,1196,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.1,400,DOMAIN_TEMPLATE_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9078929304522674,0.8837307946083514,0.9640933572710951,0.5792880258899676,0.7237196765498652,0.021574973031283712,1074,40,1814,780,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.005,0.9038172381895805,0.00468384074941452,0.8313958972834736,0.8504501103578972,0.9652777777777778,0.3941398865784499,0.5597315436241611,0.007526342197691922,417,15,1978,641,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_BALANCED,0.005,0.9038172381895805,0.00468384074941452,0.8850154865985753,0.8506276778599275,0.9765807962529274,0.3941398865784499,0.5616161616161616,0.00945179584120983,417,10,1048,641,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPORAL,0.005,0.9038172381895805,0.00468384074941452,0.943693605262942,0.9264616250000001,0.9903886335144171,0.5925,0.7414359455654622,0.00575,2370,23,3977,1630,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.005,0.9038172381895805,0.00468384074941452,0.9242153731110637,0.9064853088154632,0.9860834990059643,0.514256091238984,0.6759795570698467,0.007257646448937273,992,14,1915,937,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.005,0.9038172381895805,0.00468384074941452,0.9407998436843846,0.9241882119684746,0.9889779559118237,0.5778688524590164,0.729490022172949,0.006440281030444965,1974,22,3394,1442,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.005,0.9038172381895805,0.00468384074941452,0.9182116709759269,0.8998052550303783,0.9849624060150376,0.49460625674217906,0.6585278276481149,0.007551240560949299,917,14,1840,937,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.01,0.8722481961843436,0.00936768149882904,0.8313958972834736,0.8504501103578972,0.9457831325301205,0.44517958412098296,0.6053984575835476,0.013547415955845458,471,27,1966,587,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_BALANCED,0.01,0.8722481961843436,0.00936768149882904,0.8850154865985753,0.8506276778599275,0.9671457905544147,0.44517958412098296,0.6097087378640776,0.015122873345935728,471,16,1042,587,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPORAL,0.01,0.8722481961843436,0.00936768149882904,0.943693605262942,0.9264616250000001,0.9860411012020163,0.63575,0.7730658154734762,0.009,2543,36,3964,1457,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.01,0.8722481961843436,0.00936768149882904,0.9242153731110637,0.9064853088154632,0.9792043399638336,0.5614307931570762,0.713673805601318,0.011923276308968377,1083,23,1906,846,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.01,0.8722481961843436,0.00936768149882904,0.9407998436843846,0.9241882119684746,0.9841933984193398,0.6197306791569087,0.7605532602838153,0.009953161592505855,2117,34,3382,1299,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.01,0.8722481961843436,0.00936768149882904,0.9182116709759269,0.8998052550303783,0.9776264591439688,0.5420711974110033,0.6974323386537127,0.012405609492988134,1005,23,1831,849,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.02,0.7813798119219088,0.01990632318501171,0.8313958972834736,0.8504501103578972,0.9213483146067416,0.5425330812854442,0.6829268292682927,0.024586051179126944,574,49,1944,484,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,IID_BALANCED,0.02,0.7813798119219088,0.01990632318501171,0.8850154865985753,0.8506276778599275,0.9534883720930233,0.5425330812854442,0.691566265060241,0.026465028355387523,574,28,1030,484,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPORAL,0.02,0.7813798119219088,0.01990632318501171,0.943693605262942,0.9264616250000001,0.9664591977869986,0.69875,0.8110853163087638,0.02425,2795,97,3903,1205,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.02,0.7813798119219088,0.01990632318501171,0.9242153731110637,0.9064853088154632,0.9503491078355314,0.6350440642820114,0.7613424487259167,0.03317781233799896,1225,64,1865,704,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.02,0.7813798119219088,0.01990632318501171,0.9407998436843846,0.9241882119684746,0.9636513837257331,0.6829625292740047,0.7993832448175433,0.02576112412177986,2333,88,3328,1083,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.02,0.7813798119219088,0.01990632318501171,0.9182116709759269,0.8998052550303783,0.9484193011647255,0.6148867313915858,0.7460732984293194,0.03344120819848975,1140,62,1792,714,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.005,0.8750581373058387,0.00468384074941452,0.830367055757562,0.8415351651384761,0.9555125725338491,0.4669187145557656,0.6273015873015872,0.01154039136979428,494,23,1970,564,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_BALANCED,0.005,0.8750581373058387,0.00468384074941452,0.8824504278539638,0.8410749318362928,0.9724409448818898,0.4669187145557656,0.6309067688378033,0.013232514177693762,494,14,1044,564,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPORAL,0.005,0.8750581373058387,0.00468384074941452,0.947047547962641,0.9282328125,0.9875679875679876,0.6355,0.773349558868269,0.008,2542,32,3968,1458,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.005,0.8750581373058387,0.00468384074941452,0.927717702883466,0.9067029898353713,0.982174688057041,0.5712804561949196,0.7223861029170764,0.010368066355624676,1102,20,1909,827,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.005,0.8750581373058387,0.00468384074941452,0.9436419049957767,0.9247798622270731,0.9870009285051068,0.6223653395784543,0.7633752244165171,0.00819672131147541,2126,28,3388,1290,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.005,0.8750581373058387,0.00468384074941452,0.9227036408066953,0.9011071428987034,0.9827586206896551,0.5533980582524272,0.7080745341614907,0.009708737864077669,1026,18,1836,828,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.01,0.8370434622082095,0.00936768149882904,0.830367055757562,0.8415351651384761,0.9460869565217391,0.5141776937618148,0.6662584200857318,0.015554440541896638,544,31,1962,514,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_BALANCED,0.01,0.8370434622082095,0.00936768149882904,0.8824504278539638,0.8410749318362928,0.9645390070921985,0.5141776937618148,0.6707768187422934,0.01890359168241966,544,20,1038,514,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPORAL,0.01,0.8370434622082095,0.00936768149882904,0.947047547962641,0.9282328125,0.9820117474302497,0.66875,0.7956573468173707,0.01225,2675,49,3951,1325,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.01,0.8370434622082095,0.00936768149882904,0.927717702883466,0.9067029898353713,0.970906068162926,0.6054950751684811,0.7458492975734355,0.018144116122343183,1168,35,1894,761,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.01,0.8370434622082095,0.00936768149882904,0.9436419049957767,0.9247798622270731,0.9802284710017575,0.6531030444964872,0.7839072382290935,0.013173302107728338,2231,45,3371,1185,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.01,0.8370434622082095,0.00936768149882904,0.9227036408066953,0.9011071428987034,0.9704565801253358,0.5846817691477886,0.7297206327835746,0.01779935275080906,1084,33,1821,770,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.02,0.7816429141573191,0.01990632318501171,0.830367055757562,0.8415351651384761,0.9287974683544303,0.554820415879017,0.6946745562130178,0.022579026593075764,587,45,1948,471,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,IID_BALANCED,0.02,0.7816429141573191,0.01990632318501171,0.8824504278539638,0.8410749318362928,0.9560260586319218,0.554820415879017,0.7021531100478469,0.02551984877126654,587,27,1031,471,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPORAL,0.02,0.7816429141573191,0.01990632318501171,0.947047547962641,0.9282328125,0.9704656011118833,0.69825,0.8121546961325967,0.02125,2793,85,3915,1207,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.02,0.7816429141573191,0.01990632318501171,0.927717702883466,0.9067029898353713,0.9526764934057409,0.6365992742353551,0.7632069608452455,0.03162260238465526,1228,61,1868,701,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.02,0.7816429141573191,0.01990632318501171,0.9436419049957767,0.9247798622270731,0.967287784679089,0.6838407494145199,0.8012347796261362,0.023126463700234193,2336,79,3337,1080,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.02,0.7816429141573191,0.01990632318501171,0.9227036408066953,0.9011071428987034,0.9508742714404663,0.61596548004315,0.7476268412438625,0.03182308522114347,1142,59,1795,712,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.005,0.8963823721153088,0.00468384074941452,0.8312400240705922,0.842219507406357,0.9585921325051759,0.43761814744801514,0.6009085009733939,0.010035122930255895,463,20,1973,595,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_BALANCED,0.005,0.8963823721153088,0.00468384074941452,0.882809759466623,0.8412911260322826,0.9747368421052631,0.43761814744801514,0.604044357469015,0.011342155009451797,463,12,1046,595,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPORAL,0.005,0.8963823721153088,0.00468384074941452,0.9442161762832804,0.9258526250000001,0.9877179080824089,0.62325,0.7642550582464746,0.00775,2493,31,3969,1507,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.005,0.8963823721153088,0.00468384074941452,0.9241626931668369,0.9037411842546212,0.9825847846012832,0.5557283566614827,0.7099337748344371,0.009849663037843442,1072,19,1910,857,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.005,0.8963823721153088,0.00468384074941452,0.9407357145451485,0.9227085721415683,0.9862167300380228,0.6074355971896955,0.7518115942028986,0.008489461358313818,2075,29,3387,1341,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.005,0.8963823721153088,0.00468384074941452,0.9179037715415634,0.8968488786017927,0.9814090019569471,0.5409924487594391,0.6974965229485396,0.010248112189859764,1003,19,1835,851,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.01,0.8599850428427963,0.00936768149882904,0.8312400240705922,0.842219507406357,0.9500924214417745,0.48582230623818523,0.642901813633521,0.013547415955845458,514,27,1966,544,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_BALANCED,0.01,0.8599850428427963,0.00936768149882904,0.882809759466623,0.8412911260322826,0.967984934086629,0.48582230623818523,0.6469477658904972,0.01606805293005671,514,17,1041,544,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPORAL,0.01,0.8599850428427963,0.00936768149882904,0.9442161762832804,0.9258526250000001,0.9814884775217227,0.6495,0.7817060327967504,0.01225,2598,49,3951,1402,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.01,0.8599850428427963,0.00936768149882904,0.9241626931668369,0.9037411842546212,0.9708154506437768,0.5863141524105754,0.7310924369747899,0.01762571280456195,1131,34,1895,798,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.01,0.8599850428427963,0.00936768149882904,0.9407357145451485,0.9227085721415683,0.9791760977818017,0.6331967213114754,0.7690666666666667,0.013466042154566744,2163,46,3370,1253,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.01,0.8599850428427963,0.00936768149882904,0.9179037715415634,0.8968488786017927,0.9685767097966729,0.5652642934196332,0.7138964577656676,0.018338727076591153,1048,34,1820,806,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.02,0.7946287929875239,0.01990632318501171,0.8312400240705922,0.842219507406357,0.926984126984127,0.5519848771266541,0.6919431279620853,0.02308078273958856,584,46,1947,474,0.3467715503113733
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,IID_BALANCED,0.02,0.7946287929875239,0.01990632318501171,0.882809759466623,0.8412911260322826,0.9573770491803278,0.5519848771266541,0.7002398081534772,0.024574669187145556,584,26,1032,474,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPORAL,0.02,0.7946287929875239,0.01990632318501171,0.9442161762832804,0.9258526250000001,0.9690249912002816,0.68825,0.804853091653267,0.022,2753,88,3912,1247,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.02,0.7946287929875239,0.01990632318501171,0.9241626931668369,0.9037411842546212,0.9510108864696734,0.6340072576464489,0.7608087091757387,0.03265940902021773,1223,63,1866,706,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.02,0.7946287929875239,0.01990632318501171,0.9407357145451485,0.9227085721415683,0.9656472559698366,0.6747658079625293,0.794416681027055,0.024004683840749413,2305,82,3334,1111,0.5
STRUCT,LOGREG,42,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.02,0.7946287929875239,0.01990632318501171,0.9179037715415634,0.8968488786017927,0.9481605351170569,0.6116504854368932,0.7436065573770492,0.03344120819848975,1134,62,1792,720,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_ORIGINAL,0.005,0.9255903709180672,0.00468384074941452,0.8056388479830356,0.828718567917769,0.970108695652174,0.33742911153119093,0.5007012622720898,0.0055193176116407425,357,11,1982,701,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_BALANCED,0.005,0.9255903709180672,0.00468384074941452,0.866293033394528,0.8284954670687996,0.9754098360655737,0.33742911153119093,0.5014044943820225,0.008506616257088847,357,9,1049,701,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPORAL,0.005,0.9255903709180672,0.00468384074941452,0.9333714290431998,0.91164575,0.9922600619195047,0.48075,0.6476928258672954,0.00375,1923,15,3985,2077,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_OOD,0.005,0.9255903709180672,0.00468384074941452,0.9149626283440613,0.8922900876394535,0.9899749373433584,0.4095386210471747,0.5793912724605794,0.00414722654224987,790,8,1921,1139,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPLATE_OOD,0.005,0.9255903709180672,0.00468384074941452,0.9297011311866402,0.9085134221654262,0.9925650557620818,0.4689695550351288,0.6369781312127236,0.00351288056206089,1602,12,3404,1814,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.005,0.9255903709180672,0.00468384074941452,0.9078929304522674,0.8837307946083514,0.99039780521262,0.389428263214671,0.5590398761130468,0.0037756202804746495,722,7,1847,1132,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_ORIGINAL,0.01,0.8780368570090021,0.00936768149882904,0.8056388479830356,0.828718567917769,0.9452954048140044,0.40831758034026466,0.5702970297029702,0.012543903662819869,432,25,1968,626,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_BALANCED,0.01,0.8780368570090021,0.00936768149882904,0.866293033394528,0.8284954670687996,0.9621380846325167,0.40831758034026466,0.5733244857332449,0.01606805293005671,432,17,1041,626,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPORAL,0.01,0.8780368570090021,0.00936768149882904,0.9333714290431998,0.91164575,0.9867724867724867,0.5595,0.7141033822590938,0.0075,2238,30,3970,1762,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_OOD,0.01,0.8780368570090021,0.00936768149882904,0.9149626283440613,0.8922900876394535,0.9821802935010482,0.4857439087610161,0.6500173430454388,0.008812856402280975,937,17,1912,992,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPLATE_OOD,0.01,0.8780368570090021,0.00936768149882904,0.9297011311866402,0.9085134221654262,0.9861922464152948,0.5436182669789227,0.7008869598037366,0.007611241217798595,1857,26,3390,1559,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.01,0.8780368570090021,0.00936768149882904,0.9078929304522674,0.8837307946083514,0.9829738933030647,0.4670981661272923,0.63327239488117,0.008090614886731391,866,15,1839,988,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_ORIGINAL,0.02,0.7904025200858188,0.01990632318501171,0.8056388479830356,0.828718567917769,0.9095652173913044,0.4943289224952741,0.640538885486834,0.02609131961866533,523,52,1941,535,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.1,400,IID_BALANCED,0.02,0.7904025200858188,0.01990632318501171,0.866293033394528,0.8284954670687996,0.944043321299639,0.4943289224952741,0.6488833746898263,0.02930056710775047,523,31,1027,535,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPORAL,0.02,0.7904025200858188,0.01990632318501171,0.9333714290431998,0.91164575,0.9736649597659107,0.6655,0.7906147906147906,0.018,2662,72,3928,1338,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9149626283440613,0.8922900876394535,0.9648829431438127,0.5982374287195438,0.73856,0.02177293934681182,1154,42,1887,775,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,TEMPLATE_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9297011311866402,0.9085134221654262,0.9715536105032823,0.6498829039812647,0.7788107349587792,0.019028103044496487,2220,65,3351,1196,0.5
STRUCT,LOGREG,42,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.02,0.7904025200858188,0.01990632318501171,0.9078929304522674,0.8837307946083514,0.9640933572710951,0.5792880258899676,0.7237196765498652,0.021574973031283712,1074,40,1814,780,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_ORIGINAL,0.005,0.9343003881354198,0.00468384074941452,0.8098778090533085,0.828953321502385,0.9696969696969697,0.3629489603024575,0.5281980742778541,0.006021073758153537,384,12,1981,674,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_BALANCED,0.005,0.9343003881354198,0.00468384074941452,0.8690492977545918,0.8291681704968178,0.9770992366412213,0.3629489603024575,0.5292901447277739,0.008506616257088847,384,9,1049,674,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPORAL,0.005,0.9343003881354198,0.00468384074941452,0.9365437465310378,0.9179731250000001,0.9902061855670103,0.48025,0.6468013468013468,0.00475,1921,19,3981,2079,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,DOMAIN_OOD,0.005,0.9343003881354198,0.00468384074941452,0.9161238711442832,0.8979089453730824,0.987389659520807,0.4059097978227061,0.5753122703894196,0.005184033177812338,783,10,1919,1146,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPLATE_OOD,0.005,0.9343003881354198,0.00468384074941452,0.932784570318844,0.9148123892798183,0.9906658369632856,0.46604215456674475,0.6338841329882541,0.004391100702576112,1592,15,3401,1824,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,DOMAIN_TEMPLATE_OOD,0.005,0.9343003881354198,0.00468384074941452,0.9094920907513139,0.8898419580859019,0.988795518207283,0.3807982740021575,0.5498442367601246,0.004314994606256742,706,8,1846,1148,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_ORIGINAL,0.01,0.8894062686354547,0.00936768149882904,0.8098778090533085,0.828953321502385,0.9469387755102041,0.43856332703213613,0.599483204134367,0.013045659809332665,464,26,1967,594,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_BALANCED,0.01,0.8894062686354547,0.00936768149882904,0.8690492977545918,0.8291681704968178,0.9707112970711297,0.43856332703213613,0.6041666666666666,0.013232514177693762,464,14,1044,594,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPORAL,0.01,0.8894062686354547,0.00936768149882904,0.9365437465310378,0.9179731250000001,0.9852430555555556,0.5675,0.7201776649746193,0.0085,2270,34,3966,1730,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,DOMAIN_OOD,0.01,0.8894062686354547,0.00936768149882904,0.9161238711442832,0.8979089453730824,0.9813471502590674,0.4909279419388284,0.6544574982722875,0.00933125972006221,947,18,1911,982,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPLATE_OOD,0.01,0.8894062686354547,0.00936768149882904,0.932784570318844,0.9148123892798183,0.9842436974789915,0.5485948477751756,0.7045112781954888,0.008782201405152224,1874,30,3386,1542,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,DOMAIN_TEMPLATE_OOD,0.01,0.8894062686354547,0.00936768149882904,0.9094920907513139,0.8898419580859019,0.981630309988519,0.46116504854368934,0.6275229357798165,0.008629989212513484,855,16,1838,999,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_ORIGINAL,0.02,0.7932805078985006,0.01990632318501171,0.8098778090533085,0.828953321502385,0.9035369774919614,0.5311909262759924,0.669047619047619,0.030105368790767688,562,60,1933,496,0.3467715503113733
STRUCT,LOGREG,42,RANDOM,0.15,600,IID_BALANCED,0.02,0.7932805078985006,0.01990632318501171,0.8690492977545918,0.8291681704968178,0.939799331103679,0.5311909262759924,0.678743961352657,0.034026465028355386,562,36,1022,496,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPORAL,0.02,0.7932805078985006,0.01990632318501171,0.9365437465310378,0.9179731250000001,0.9674737983375497,0.66925,0.79119255209103,0.0225,2677,90,3910,1323,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,DOMAIN_OOD,0.02,0.7932805078985006,0.01990632318501171,0.9161238711442832,0.8979089453730824,0.9528145695364238,0.5966822187662001,0.7338221230474976,0.029548989113530325,1151,57,1872,778,0.5
STRUCT,LOGREG,42,RANDOM,0.15,600,TEMPLATE_OOD,0.02,0.7932805078985006,0.01990632318501171,0.932784570318844,0.9148123892798183,0.964548205793342,0.6531030444964872,0.7788444754756502,0.024004683840749413,2231,82,3334,1185,0.5
