seed_analysis,contrast,candidate,reference,label_budget,scenario,target_fpr,metric,n_seeds,mean_difference,sd_difference,ci95_low,ci95_high,exact_signflip_p_two_sided,cohen_dz,wins,ties,losses
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_ORIGINAL,0.02,recall,5,-0.02117202268431001,0.11448891284554219,-0.1633287839581085,0.12098473858948847,0.9375,-0.184926401675884,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_ORIGINAL,0.02,empirical_fpr,5,-0.007425990968389362,0.0029979667328228115,-0.011148458328348017,-0.003703523608430707,0.0625,-2.4770091299169397,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_ORIGINAL,0.02,f1,5,-0.014378071690989458,0.10580047054107615,-0.1457467069548619,0.11699056357288298,0.9375,-0.1358979938128658,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_ORIGINAL,0.02,precision,5,0.021511010751690596,0.01885083390902794,-0.0018953910492681726,0.04491741255264936,0.125,1.141117197016343,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_ORIGINAL,0.02,roc_auc,5,0.06969615772405688,0.010920781926677744,0.056136215973466755,0.083256099474647,0.0625,6.381975044644027,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.005,recall,5,-0.045746691871455594,0.10564596554624851,-0.17692348384570789,0.08543010010279671,0.5,-0.43301882504381217,2,0,3
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.005,empirical_fpr,5,-0.004347826086956523,0.005202782209649484,-0.010807933447173328,0.002112281273260283,0.125,-0.8356732824396736,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.005,f1,5,-0.054826773704726786,0.1265905786122655,-0.2120097376793606,0.10235619026990701,0.5,-0.4331031132471225,2,0,3
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.005,precision,5,0.011294058891120607,0.011004843591456051,-0.0023702592022538105,0.024958376984495025,0.125,1.0262807278686903,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.005,roc_auc,5,0.0701812815134308,0.010472112039050458,0.0571784370093856,0.08318412601747599,0.0625,6.701731346238955,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.01,recall,5,-0.07542533081285444,0.10501578966749711,-0.2058196560859247,0.05496899446021583,0.125,-0.7182284783237595,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.01,empirical_fpr,5,-0.01172022684310019,0.0021759668115730324,-0.014422046494316663,-0.009018407191883718,0.0625,-5.386215810262059,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.01,f1,5,-0.07619704817679267,0.11668634051699786,-0.22108227627889437,0.06868817992530905,0.125,-0.6530074371960696,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.01,precision,5,0.023404976063932527,0.0032198688237963353,0.01940698086648591,0.027402971261379142,0.0625,7.268922227812144,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.01,roc_auc,5,0.0701812815134308,0.010472112039050458,0.0571784370093856,0.08318412601747599,0.0625,6.701731346238955,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.02,recall,5,-0.02117202268431001,0.11448891284554219,-0.1633287839581085,0.12098473858948847,0.9375,-0.184926401675884,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.02,empirical_fpr,5,-0.011531190926275992,0.001553088537349242,-0.013459605049125491,-0.009602776803426492,0.0625,-7.424683557292253,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.02,f1,5,-0.015345505800102965,0.1071502268787888,-0.14839008491486058,0.11769907331465465,0.9375,-0.14321486988041762,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.02,precision,5,0.019511923698585253,0.011974130179429146,0.0046440773449828755,0.03437977005218763,0.0625,1.6295065617463884,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,IID_BALANCED,0.02,roc_auc,5,0.0701812815134308,0.010472112039050458,0.0571784370093856,0.08318412601747599,0.0625,6.701731346238955,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.005,recall,5,-0.23914999999999997,0.1303452866428242,-0.40099504975994504,-0.07730495024005488,0.0625,-1.8347422155380695,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.005,empirical_fpr,5,-0.0012500000000000002,0.003259601202601324,-0.005297329461771766,0.0027973294617717652,0.5,-0.3834824944236853,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.005,f1,5,-0.25535838107186226,0.15465219663384658,-0.4473844458752393,-0.06333231626848523,0.0625,-1.6511784936132974,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.005,precision,5,-0.006325921739151719,0.008286240592452525,-0.016614648363254665,0.003962804884951229,0.1875,-0.7634248207701873,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.005,roc_auc,5,-0.006940812500000004,0.007175927249161231,-0.015850903019012895,0.0019692780190128847,0.1875,-0.9672356280940964,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.01,recall,5,-0.25429999999999997,0.11217528136804471,-0.39358400836307883,-0.11501599163692111,0.0625,-2.266987850608969,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.01,empirical_fpr,5,-0.0051,0.0020961273816254584,-0.0077026859054134585,-0.0024973140945865418,0.0625,-2.43305824097635,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.01,f1,5,-0.24298001903767652,0.1256140463011635,-0.39895045799853224,-0.0870095800768208,0.0625,-1.9343379677072463,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.01,precision,5,-0.0009489052951085375,0.004643884885351332,-0.0067150499690519115,0.004817239378834837,0.75,-0.2043343705830788,2,0,3
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.01,roc_auc,5,-0.006940812500000004,0.007175927249161231,-0.015850903019012895,0.0019692780190128847,0.1875,-0.9672356280940964,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.02,recall,5,-0.18045,0.08656110558443673,-0.2879298084489101,-0.07297019155108991,0.0625,-2.0846545198522053,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.02,empirical_fpr,5,-0.0047,0.005091046061469097,-0.011021368607723257,0.001621368607723257,0.0625,-0.9231894473655077,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.02,f1,5,-0.14436068209524164,0.07290161479059427,-0.23487999259164177,-0.05384137159884152,0.0625,-1.9802124069529798,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.02,precision,5,-0.002875031579253573,0.0073912087057677435,-0.012052429332415637,0.006302366173908489,0.4375,-0.38897989404764566,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPORAL,0.02,roc_auc,5,-0.006940812500000004,0.007175927249161231,-0.015850903019012895,0.0019692780190128847,0.1875,-0.9672356280940964,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.005,recall,5,-0.21223431829963713,0.12164740072995893,-0.36327951626109367,-0.06118912033818055,0.0625,-1.7446679257107114,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.005,empirical_fpr,5,0.00031104199066874037,0.002658554982883999,-0.0029899900188235518,0.0036120740001610325,1.0,0.1169966363950548,2,1,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.005,f1,5,-0.24476105399203502,0.1546715009615187,-0.43681108828409204,-0.05271101969997799,0.0625,-1.582457352973707,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.005,precision,5,-0.016184265197833603,0.015679518885068414,-0.035652959306579114,0.0032844289109119074,0.0625,-1.0321914413614985,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.005,roc_auc,5,-0.016943941225049653,0.015786534775120625,-0.03654551311170873,0.002657630661609421,0.125,-1.073316054879446,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.01,recall,5,-0.23680663556246756,0.1055682249197028,-0.36788689979954026,-0.10572637132539489,0.0625,-2.243162047506124,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.01,empirical_fpr,5,-0.00383618455158113,0.0023925310024290984,-0.00680690416188371,-0.0008654649412785501,0.0625,-1.603400143064526,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.01,f1,5,-0.2436837484842866,0.12444862921029394,-0.3982071310005182,-0.08916036596805496,0.0625,-1.958107132482018,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.01,precision,5,-0.0084040324736951,0.00927365609542739,-0.019918797379110204,0.0031107324317200032,0.0625,-0.9062264534306939,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.01,roc_auc,5,-0.016943941225049653,0.015786534775120625,-0.03654551311170873,0.002657630661609421,0.125,-1.073316054879446,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.02,recall,5,-0.17148781752203213,0.0820678461917807,-0.2733885075484903,-0.06958712749557396,0.0625,-2.089585939922072,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.02,empirical_fpr,5,-0.0033177812337998962,0.006553241303498385,-0.011454705031895763,0.0048191425642959695,0.3125,-0.5062809501656426,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.02,f1,5,-0.14718912030127834,0.07334031662655462,-0.23825315107333633,-0.056125089529220365,0.0625,-2.006933254062132,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.02,precision,5,-0.009746537348772066,0.008998745804460077,-0.020919956043157335,0.0014268813456132026,0.0625,-1.0830995297079464,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_OOD,0.02,roc_auc,5,-0.016943941225049653,0.015786534775120625,-0.03654551311170873,0.002657630661609421,0.125,-1.073316054879446,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.005,recall,5,-0.23524590163934428,0.13369258781257393,-0.40124717475291294,-0.06924462852577559,0.0625,-1.759603172384843,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.005,empirical_fpr,5,-0.002107728337236534,0.0031488271216685844,-0.006017513610780007,0.0018020569363069385,0.25,-0.6693693415977803,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.005,f1,5,-0.2546479829302452,0.16103295713767538,-0.45459680833238697,-0.05469915752810345,0.0625,-1.5813407854923358,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.005,precision,5,-0.005734039462454321,0.01161255978592754,-0.020152936875629385,0.008684857950720742,0.375,-0.4937791122852179,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.005,roc_auc,5,-0.009698282363200606,0.008837025124025871,-0.020670898310925702,0.001274333584524492,0.125,-1.0974600871998397,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.01,recall,5,-0.248536299765808,0.11630790842391463,-0.39295164236216334,-0.10412095716945263,0.0625,-2.136882204604285,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.01,empirical_fpr,5,-0.006323185011709602,0.00241044365927856,-0.009316146123134337,-0.0033302239002848677,0.0625,-2.6232453048092053,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.01,f1,5,-0.24085673953618186,0.13244328017201848,-0.40530679232979194,-0.07640668674257178,0.0625,-1.818565194273013,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.01,precision,5,0.000244183284859556,0.00833591579608019,-0.010106223251191305,0.010594589820910418,0.9375,0.029292916439292566,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.01,roc_auc,5,-0.009698282363200606,0.008837025124025871,-0.020670898310925702,0.001274333584524492,0.125,-1.0974600871998397,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.02,recall,5,-0.17699063231850118,0.08754973404477584,-0.28569798513421396,-0.0682832795027884,0.0625,-2.0216010276853873,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.02,empirical_fpr,5,-0.005971896955503513,0.004344996055873533,-0.01136692213041904,-0.0005768717805879862,0.0625,-1.3744309266819121,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.02,f1,5,-0.1433473165338876,0.0749533949214028,-0.23641424855094248,-0.05028038451683273,0.0625,-1.9124859745739824,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.02,precision,5,-0.0013971839895589922,0.006610754208492345,-0.009605519491217972,0.006811151512099989,0.6875,-0.21135016451891886,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,TEMPLATE_OOD,0.02,roc_auc,5,-0.009698282363200606,0.008837025124025871,-0.020670898310925702,0.001274333584524492,0.125,-1.0974600871998397,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,recall,5,-0.19924487594390508,0.11730033771810715,-0.3448924822656221,-0.05359726962218808,0.0625,-1.6985874023885994,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,empirical_fpr,5,0.00010787486515641854,0.0023324431834346976,-0.0027882358635702292,0.0030039855938830667,1.0,0.046249729006288036,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,f1,5,-0.23374837666835607,0.15153491841109037,-0.42190382933015214,-0.04559292400656004,0.0625,-1.5425380441637453,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,precision,5,-0.016115703973683827,0.016449452238021533,-0.036540396607807536,0.004308988660439883,0.125,-0.9797106761059025,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,roc_auc,5,-0.01794094578444345,0.015642468332845386,-0.03736363555638006,0.0014817439874931573,0.125,-1.146938283823904,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,recall,5,-0.22502696871628913,0.10671804213585723,-0.35753491959517564,-0.09251901783740263,0.0625,-2.1086122291282194,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,empirical_fpr,5,-0.004207119741100324,0.002625816924409511,-0.007467502082013754,-0.0009467374001868932,0.0625,-1.6022136585346343,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,f1,5,-0.23587003600586418,0.1278197188945275,-0.39457917921772473,-0.07716089279400362,0.0625,-1.84533370942942,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,precision,5,-0.007893986256871521,0.011479618741395971,-0.02214781556116813,0.006359843047425089,0.25,-0.6876523022846992,2,0,3
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,roc_auc,5,-0.01794094578444345,0.015642468332845386,-0.03736363555638006,0.0014817439874931573,0.125,-1.146938283823904,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,recall,5,-0.17270765911542613,0.07582133600990532,-0.26685228233463637,-0.07856303589621588,0.0625,-2.27782400316533,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,empirical_fpr,5,-0.003559870550161813,0.006634523461352731,-0.011797719477361739,0.004677978377038112,0.3125,-0.5365676330634275,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,f1,5,-0.15119705481516715,0.06989335560638625,-0.23798111818527035,-0.06441299144506396,0.0625,-2.1632536240877247,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,precision,5,-0.010211954816630597,0.009296536033373907,-0.021755128917275025,0.001331219284013833,0.0625,-1.0984688038609651,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,roc_auc,5,-0.01794094578444345,0.015642468332845386,-0.03736363555638006,0.0014817439874931573,0.125,-1.146938283823904,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.005,recall,5,-0.15425330812854443,0.10279974079467188,-0.2818960452979675,-0.02661057095912131,0.0625,-1.5005223450576968,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.005,empirical_fpr,5,-0.008329152032112394,0.0034141547087213242,-0.012568385018229529,-0.004089919045995259,0.0625,-2.4395942019955634,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.005,f1,5,-0.18492217698140306,0.12235049946389655,-0.3368403873279726,-0.03300396663483349,0.0625,-1.5114133394769695,0,0,5
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.005,precision,5,0.028858454123350842,0.017536664343635978,0.007083809359274364,0.05063309888742732,0.0625,1.6456068017190237,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.005,roc_auc,5,0.07675090605398671,0.004419575498854155,0.07126327826971605,0.08223853383825737,0.0625,17.36612624309407,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.01,recall,5,-0.058601134215500936,0.08030411729903422,-0.158311865573244,0.041109597142242146,0.1875,-0.729740095358793,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.01,empirical_fpr,5,-0.008128449573507276,0.003941261793608726,-0.013022172450127234,-0.0032347266968873172,0.0625,-2.0623977799923425,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.01,f1,5,-0.05649299530488994,0.08358931712371838,-0.16028284101184864,0.04729685040206878,0.1875,-0.6758398949626078,1,0,4
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.01,precision,5,0.02759811037518296,0.020988827491287526,0.001537038914741759,0.05365918183562416,0.125,1.3148952882974978,4,0,1
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.01,roc_auc,5,0.07675090605398671,0.004419575498854155,0.07126327826971605,0.08223853383825737,0.0625,17.36612624309407,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.02,recall,5,0.024007561436672986,0.05256847193472008,-0.04126481760525402,0.0892799404786,0.375,0.4566912552924452,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.02,empirical_fpr,5,-0.008128449573507276,0.0038278436774231107,-0.012881345258515465,-0.0033755538884990876,0.0625,-2.1235061456269593,5,0,0
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.02,f1,5,0.0274090145141886,0.04389052457658614,-0.027088269714836025,0.08190629874321323,0.3125,0.6244859176007713,3,0,2
ORIGINAL5,BASE_minus_STRUCT_LR,BASE_LOGREG,STRUCT_LOGREG,0.25,IID_ORIGINAL,0.02,precision,5,0.02951900362769779,0.008329967493682195,0.019175982884584948,0.039862024370810635,0.0625,3.5437117431834246,5,0,0
