Path;Bytes;SHA256
03_NOTEBOOK_HISTORY/E06_AL_SSL_FIX_HISTORY/phreshphish_AL_SSL_INTERACTION_N10_OVERNIGHT.ipynb;83204;be98f39db41f06f4cbe38b5d45e1d81ff9d0a29f7872efb33d9f022cd3170cc1
03_NOTEBOOK_HISTORY/README_HISTORY_STATUS.md;1595;19d19fdb724d5f23d54f27a180246e898e0191d7a4eaa62caa4703daa710276b
04_RESULTS/E01_CORE_FREEZE/FINAL_FREEZE_COMPLETE.json;203;6bf0a86f5c92e43bacbf97187398d4af36bc6220f574aeac3c0a22288b479485
04_RESULTS/E01_CORE_FREEZE/artifact_audit.json;1134;2083055a319cd880e248c82da84a944505351d81415ad14aefd41ca486c13bd8
04_RESULTS/E01_CORE_FREEZE/best_classifier_params.json;242;bea8f683ea5826d92d39ddf0ec6c1359f7041c0b4ed64839c1043aa330b1b7e9
04_RESULTS/E01_CORE_FREEZE/classifier_tuning.csv;3104;715b0134527755d75e3bbd427f2a641d1bd01f6d4834dc1900e9f05835375319
04_RESULTS/E01_CORE_FREEZE/configuration.json;999;7b63177a9b5cec8c200070ede07c54c3efc354ba5d576579365fad72087a4ed1
04_RESULTS/E01_CORE_FREEZE/contrastive_training_history.csv;1;01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
04_RESULTS/E01_CORE_FREEZE/effect_confidence_intervals.csv;71011;81e665c8a65242b9ea85e37ae0fdc546118d52565ae36fbc5bb584ae6915f3ab
04_RESULTS/E01_CORE_FREEZE/label_budget_audit.csv;337;c356bc5e27b100cf7400c65871b990b209d0650772eb98839cbed5bbbfd72a0f
04_RESULTS/E01_CORE_FREEZE/results_long.csv;184493;77680db9e4543e93a9db7c2cc7459eea7f80af32b17df0e08c9c3df12e290c75
04_RESULTS/E01_CORE_FREEZE/scenario_regression_audit.json;957;5dd4d7041d28aab6953c7d483605b99df73d5dddfaea4947dfb268fb4307fc1e
04_RESULTS/E01_CORE_FREEZE/scenario_summary.csv;199;159bda937b92a78963b070dd25df7766889489ce701a8fdf7214e55a08803cb1
04_RESULTS/E01_CORE_FREEZE/shift_degradation.csv;246422;9fb15cef318c6cd0d8ca72a9e0708752e9e2ded0f70cfbc1125e34b8637f340f
04_RESULTS/E01_CORE_FREEZE/ssl_effects.csv;193805;1f637f8fb2081e0f8f5736428106c0c3e3b8f93a9d93c42c54213ebb2df57188
04_RESULTS/E01_CORE_FREEZE/summary_metrics(2).csv;25149;df09af8fd681fd19a997c8c7e7819b9fa4055c6f29525330e672fec6b235539d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/DAPT_E2E_training_history_seed42.csv;255;1531cf2f1fe385334840951be62f5752c12a26ee4511dd7805a9da9826e2f77d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/DAPT_E2E_training_history_seed52.csv;255;5e83cc85829d5eca31672497ed60b0b433c64a70898c3ade683df0f5727c82e0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/DAPT_E2E_training_history_seed62.csv;257;a00a1768c7a6aec4a88a7d1e9ab948444cd15642c5cb25befa19e431f7407b6c
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/DAPT_E2E_training_history_seed72.csv;257;579522ea949e031a50491bf70cafb92d5b39be4bf6670bd0907673427177e439
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/DAPT_E2E_training_history_seed82.csv;257;707fc1d28ccec232c2465644b5f884d30b6ab3cd6e7b216065042736dd0e3fd8
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/HYBRID_FREEZE_EXTENSION_COMPLETE.json;991;bd2728885507710430bf86ecd2452d0d3992928b47d7ef83afa98b9f67293e98
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed42.csv;243;4e4c185316a07754c39ae6178c2d23a30536e232381cf441db1649dd3d8664b0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed52.csv;245;7d1ea5841191002ed27e232c26f1f49b75ec0a1f2ba043be13c048487ed8e5a2
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed62.csv;247;d1b1fd72956041005bd9bcd2b4543b56172273a84d0b9c28859e20a6f0c8d6bb
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed72.csv;246;4a1dc6b7a46773461e211d3b88c1d1a2617f96ae82f6ddf3126866c8134b4f3d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed82.csv;246;6e5b0b5d292a618f5526bb772e84be9315787584633f56769fd7adae5a067509
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_cascade_stress_all_fpr.csv;41466;9ea233cedd4916167529700e0db80c2fd248fd6824ff70f500140bef1d760ff0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_error_complementarity_stress.csv;11871;3aecace28e19661595348f2e2ffbbaa3efcc584b2d2fec92fcca4752503d4df0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_freeze_25pct_primary_fpr.csv;14160;3b046d2adfcbdfc51c8ebcda29cd847f499b12d412a035b570adfae68d0f5f11
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_system_stress_all_fpr.csv;17911;51d6a8dddf7bec2cf2b5a5ab0e592e4388ddc23afbce25ba8dbf0be607d362d7
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/ap_equal_n_sensitivity_results.csv;442302;5ac3eb41fb21830384f92b31d962ef88d7608fee96640b0ea76c5f5a1528f6ec
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/ap_shift_corrected_prevalence_matched.csv;401491;16d6c2c0a4bb45384123afe5673feabcc2a2d07d390e468822022fc8f71ac029
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/ap_shift_equal_n_sensitivity.csv;291693;39fd517b9e6a9a5e67cccaf0610c40fcf28678c491a11474439628bdb67f6bfe
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/b0_structural_feature_columns.csv;656;9b63ff91c7d642205ff6f06bf2063b50c3c6f3899bca637098ac19a4ce91f512
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/b0_train_only_tuning.csv;2379;3d5ebd154006480ac19545a81abc4d4111d9cb91191780c3d6d1302ca9f113a4
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/cascade_results.csv;624357;fb452f1482c87508940730cbfa1b105ac7047cee0fd6ef75f372369da13c6d9d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/cascade_summary.csv;62779;375aa8aad2c271a8acc9064747a4e1f0a976070b3530270627fda20ad7b84849
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/error_complementarity.csv;105107;3aa031a28a62196e7962188acf14e5a18605903aa70d4fc7cd182ea2f4139073
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/error_complementarity_summary.csv;17698;b6a8a5848dae88b9023129382def2249bd262ff97c99d6afe3b93e578e4c05b7
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/error_feature_profiles_seed42.csv;29473;43528461900b171c299638d1ec0fbfc1ce417511583f737c834a8bed1036244a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_corrected_results.csv;633597;ad9bcc4057b4065dfaef627fe37b9f80cc4b888e9093dfe485e71d6cb64f41e9
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_corrected_summary.csv;123292;1c92d3344a2809a6f9806d2d547c26cb6dfa166f7d3d234a7d81e7ef1195f952
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed42_budget0p1.npz;46485;9096dd2458d5d1e294fb9e7cdb666f171c183f5196b5cd4c23eabecd0944d86b
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed42_budget0p25.npz;46312;bd93e30409f564279a9d9d1b9d6442bf2a08bd16ab08502db2529ce751d6e8b9
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed42_budget1p0.npz;46344;6f6fec45bf9d3d65cdceaa45eda2abfda0a67961a5ede18a6d1172bf6336c28b
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed52_budget0p1.npz;46285;82f41fafa49d6bc11ff284077eb7e7b9c14320ce0f2ff610e0ea06bb83f5c837
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed52_budget0p25.npz;46001;9c890a320f8d3ffc2ee996e4d9e1da9dfcb5711570775682151091fae3ca551d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed52_budget1p0.npz;46344;4faf7259a95a1d1715d58e2cdab3bba78e437dda042d258aa4508ffb8e7792af
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed62_budget0p1.npz;46009;84d89f3adc89ff0ed120a6df67b3c6996dba9f68008e6bd1725f51ee418ed6e0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed62_budget0p25.npz;46050;f69a8ea53d8c9ed967ec06b9fb00e89b48c2e2d378771837650d08bd08d5df75
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed62_budget1p0.npz;46344;ab9af04ad9c9613c7d416c8f1eeddad9fec1476fe7e1f79f551372f916dfd444
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed72_budget0p1.npz;45961;5ac4df65bf551aa0c64b4392514e6d934dcc85a0f86545d3077bbcafb37b0fe6
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed72_budget0p25.npz;46043;185a5dc0b190d84607d7294da983516f0e2b3dc7aef0e7b572893ec93775ac06
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed72_budget1p0.npz;46344;94b62c4376b774ef0d2ef481c85b6f0ea666f0a6c4f2a9abb09dcfd58389cffe
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed82_budget0p1.npz;46159;d69569f27a35f1ea799291c920c9160a7354c90a8e6aab744bf6ddf0424b3bee
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed82_budget0p25.npz;46220;baf3c49ca5a985b6b81f00b8e6958041a44cb6d669ef373522ff9fc6bba205cd
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_LOGREG_seed82_budget1p0.npz;46344;9734a975441e9d70a8cc023ceb3236df5e14119f297e5e3ac9e2a04c8ff45d6c
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed42_budget0p1.npz;46348;bfbd2899012cc3c843ba18f93ecb703d63678283e4ac064851c6ab6ff63679be
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed42_budget0p25.npz;46054;5c1f6aa742a00f01556aeb0277cf1c303f5f88020383982cfeec9f72d73dcb05
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed42_budget1p0.npz;45267;12b1116790aab816ad0f3625e1b61c3d52967a1ebe046036e1cbe2ec895e05ae
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed52_budget0p1.npz;45688;244a16cecf8d61cf02bb70522f62328e45fe055eb08ae005266c991d69cce727
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed52_budget0p25.npz;45843;ea0226834a914668b0c27619bed67c369d24fe2f4e8f5aa9567bdb210589511a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed52_budget1p0.npz;45389;6b7ba18c98baa449af75b0052f2242e7e1e53b38c56fc9a2aab6c6de1258aa9f
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed62_budget0p1.npz;46343;36bbfbd8db9f253afe9a39e6193013ce100772eac4b1edd40b77248bd41a7350
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed62_budget0p25.npz;46106;9169d030210750d0a214f07b77886415c4a47f82d57e6e3c3749eb0d83d5c6f1
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed62_budget1p0.npz;45360;b78469ac4af3c33193b14355993d6684b1fd427e5ab8b624a02acb2225a690d0
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed72_budget0p1.npz;46043;8d72be64d5d623b79a71270c2c2eff7cf0e5d2438c5aa8a81eea94450ef6b560
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed72_budget0p25.npz;46271;b5cc3b62933d62089c1f7d597339c2eb046c0dac4a8879bbbf52f17ef6d861da
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed72_budget1p0.npz;46040;33b05c9ff73a8145f3ab312c6d507e30ddba7476e710ac96e208c412ac90ac3c
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed82_budget0p1.npz;46376;98fde44f5c36ddf52973ef0875cea86b33965adea39f096f389e1357258bff9a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed82_budget0p25.npz;46249;8724ca2e9eadf819e9888d60877270571fba4750b54e3d0598e6c387830cc77b
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_MLP_seed82_budget1p0.npz;44940;c10acc79507302663a6f36254e1a507dddf871f98ffd86ce7a289fae82c7a817
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed42_budget0p1.npz;46213;f7f5e93ba0e9d602bb1e92611f496a021a49c0b6124227f113c6216e1d536f97
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed42_budget0p25.npz;46241;4b3e8fd6e949157fdb639b2ed8ee5924a629011353666a4be081b2dfb5710a26
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed42_budget1p0.npz;46356;836a1ec0097dafa758883c0d5b1948da7cde8ccbcc2553d9883cdffd4886b322
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed52_budget0p1.npz;46115;9d80e6f6f7501a58674a0cab50d554f41bcbe7abeb48d06da09da372d6f7aa9a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed52_budget0p25.npz;46222;223c72fef124d166dd09280ae1d42c6e706be89b1f3753321eeefd18e847212a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed52_budget1p0.npz;46350;f3328b8c7b7c9ed1685405f3d19e92cfcbd021d25cca219318255e9af3cacf2d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed62_budget0p1.npz;46119;d9a1547ac1540019cdea2343d187fb86ae24d38e0cf6b91e0a6800c295c0bb5f
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed62_budget0p25.npz;46170;13dc612a0c8f98d66ef0fbfb4a4f1959a87883d128cecd6b526e95fa0c66250b
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed62_budget1p0.npz;46361;7e45718e2da8318f99df3dff6b4ce4170530dddef816cd4c290e379b33e3e27a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed72_budget0p1.npz;45999;5b84a52c177c9f35a769003d5f52954e15e6b4aafe35e419e961302f11ae3892
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed72_budget0p25.npz;46230;d7630d1b04db31ec5cdbd6a07d6da7d119a4e71bda61afbbb4437437e7d85e93
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed72_budget1p0.npz;46355;c46110e0307aa275b56895945234b96fc10d37f45effaea742db5e3b8e2a2ed4
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed82_budget0p1.npz;46127;a2d78a55368e95fab04dd3664f141dfa321cdc2a4e3126c6ce5ac56ded5b7609
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed82_budget0p25.npz;46193;91d162a6bd9c6afc723342d304c87f0891ed52256bfeaf9ffc083be24223c8db
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/BASE_XGBOOST_seed82_budget1p0.npz;46377;710a0751caa2cc8cfce412d1aa964a2cd2620b3965f666e48e7abdbafb7b2ead
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed42_budget0p1.npz;46223;a1f93d74767fec4b0b77eb08f51c6ddaeaa87c25db0e64094e65480fc3ddaf5d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed42_budget0p25.npz;46437;a9d436ac5542a25d4ef4e4a237ffa2d2f39caeb6522ca49b9c66f1100d9be338
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed42_budget1p0.npz;46685;0d34476a1de5debc583594f1354c7944439531e11fce311b3ca57665f71d1777
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed52_budget0p1.npz;46234;ed421b73aae71831476d336344dd707ba6b39e6198f64dfec3dbf9ccb2f8808a
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed52_budget0p25.npz;46367;616fbb31a6586162503bf537b48927578d0f5e70f50e0209dbe3f2342ad14d1d
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed52_budget1p0.npz;46471;786393c3d2bf8700057404cc5aed6635726cef255691c4ba243e932fae081c53
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed62_budget0p1.npz;46185;e21de1599fcd4b817cc72d631c174738cf596bf623c8b6e3aa868ca094b73756
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed62_budget0p25.npz;46414;8ea95bf3f34d7599b258c3004f0c9c674d8599bfe10ff82a0bbb84c32743ca91
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed62_budget1p0.npz;46601;b5fd89164cffc0f5a5b98b8366f6c8c58c4b1ceeec3acf7d951920d9933c59fa
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed72_budget0p1.npz;46221;f828bd40ff65b687455ddba73c9310bd128bab95f086a41712cd687996c3a519
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed72_budget0p25.npz;46354;2aa0a628d02bdb15b489a1e6d738a35ed951fb85b26855e8203b41aed9b9e2b3
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed72_budget1p0.npz;46636;2b8c964714e43b7118bb0bf6650b437dd771ae98d6674a7924ac860612b997f9
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed82_budget0p1.npz;46294;7a7d8c69bf1f8a8f4bb57f6dc9b64fb03e3cad64160a8ce45433dab08cc929f5
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed82_budget0p25.npz;46265;a3673098bd926b4860db98ba58fee6ea6f8f4fe8fa967adbd7e119987184acd4
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_LOGREG_seed82_budget1p0.npz;46499;49e8773579a3904fa1f96c9301aebbab88a8930ab565b32f8b0b7c574cf6c3d7
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_MLP_seed42_budget0p1.npz;46124;d31c823b9d332aaa39a545f52d4813b02a2ab9d1b5233537983777dc7bf1d468
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_MLP_seed42_budget0p25.npz;46263;dd5c8582d31544cdda646ac4ea49a313e671196085f2567b2712d7e3344f9956
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_MLP_seed42_budget1p0.npz;46531;171a594786b276d28fa63caf17bf738d40125d4d0006b4ba3f8d359df55f76d3
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/freeze_scores/CONTRASTIVE_MLP_seed52_budget0p1.npz;46146;ed6f50ea23873d485952390079cf9a9d97a107281d492ac547ace7d2027104f0
