path,size,SHA256
03_NOTEBOOK_HISTORY/E06_AL_SSL_FIX_HISTORY/phreshphish_AL_SSL_INTERACTION_N10_FAST_3H30.ipynb,84144,92b9e6346688da322cef395502c7bc047da98e25c1a6f8707de599e5cf9ffb64
03_NOTEBOOK_HISTORY/E06_AL_SSL_FIX_HISTORY/phreshphish_AL_SSL_INTERACTION_N10_OVERNIGHT.ipynb,85323,f31d39533b6f3c0f83902778eeb1af03fa261c0d5874eb540c344de607f4c3c1
03_NOTEBOOK_HISTORY/README_HISTORY_STATUS.md,1630,9c9a2593822db562c44b13601c14ce581ca3ded67e11f5dd0c6800f1cbc4c6bf
04_RESULTS/E02_HYBRID_5SEED_SUPPORT/phreshphish_hybrid_freeze_extension.zip,8132235,f5509e8422583085f105d1cc733fd06526d084174a9fc385f3b08561b8d3a2fa
04_RESULTS/E03_FINAL_N10_PRIMARY/README_RESULTS_ORDER.md,164,a31933eaa9500b41b62cfb180a5aa8937ad2e9b23e3a94dec8707b8742e67144
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG01_SSL_refresh_direct_recall.pdf,17263,8f9281ad915853cf4f707dfb8773e08b03212bb31a09124f69d6093d164c4474
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG01_SSL_refresh_direct_recall.png,122808,f768a059e2d3daf98ea248d538cfd4108b99cc9d738f1674d971913ff5cccbe8
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG02_SSL_refresh_assisted_recall.pdf,18962,e95458d9556e125806cbcaeb9d15ea0b8178ec31148f7c854fb59f5356e0d4b2
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG02_SSL_refresh_assisted_recall.png,123921,7de85f7840bc6f9bac7075f5fda7c86d3d68059fc710e33c4525badb9818259e
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG03_productive_feedback_loop.pdf,20030,bfd8cacfe44bd62a1310e68946af442e92fcd3c6e4d7e75c116a25020c1100f6
04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/figures/FIG03_productive_feedback_loop.png,97248,75500b11cb0e2b985e582341f0ff656ab5c66e5e574df51d7e9d44ca2bde5fc6
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/audit/T0_selection_history.json,218804,eaab9e40c9af09d427bd65a17b270f3a0300fb4b8b39d90ca450a0681ea0bfc2
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG01_core_four_conditions.pdf,15198,c8b6fd0dbe0d2c73f4daa540c8f3af527a260e843f620878688f5b38b7d0dd1e
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG01_core_four_conditions.png,88762,f0296505ddb1cbe272eb30a160ec35f07a4f75e347bf24a90c74b904a99fd56a
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG02_AL_gain_T0_vs_DAPT.pdf,16465,dd14b67d930b09928d8e64b40859292f5911b78f3471c05a9bcf0e8a627a3053
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG02_AL_gain_T0_vs_DAPT.png,105994,0c9b44be01f63f0ba84192332128c0f697f1f51a0215d8e9c3f2f4904ee31beb
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG03_AL_SSL_interaction.pdf,15804,d018baa80c705f8e25e179e8b72da8de05130645759352baeaca2d34aab3fff0
04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/figures/FIG03_AL_SSL_interaction.png,100770,98afb2ac3d79bd491c41139a84857c8ea10d562b6b9e39221a92d6ef8c7bdec9
04_RESULTS/E06_AL_SSL_ORIGINAL10/phreshphish_AL_SSL_INTERACTION_N10_FAST_3H30_ANALYSIS.zip,399942,1586d513eb5f65cc3363352652c680ddbf6de5015852dc049cc0a17af231af56
90_UNASSIGNED_REVIEW/ACTIVE_LEARNING_full_matrix_n10.csv,3934185,884a7df00d5d1b4fa834f0b0adc9942b3792364b2754da25ed9c56258ed21e4c
90_UNASSIGNED_REVIEW/ACTIVE_LEARNING_summary_n10.csv,245482,716c7cc9e1e69d4383b8e21d37355de9e83233a28f5e961c35420700a56b259c
90_UNASSIGNED_REVIEW/AL_SSL_INTERACTION_COMPLETE.json,1989,6f01e7f7c0d7465da9e4dcd421c9d316bd0c1868f636c2cb5688479649607503
90_UNASSIGNED_REVIEW/AL_SSL_INTERACTION_PROGRESS.json,246,ea6d0c8f9e2b796032274888282e3b06d2c3a2e1dbd62c04f9a7a996fbfe32d4
90_UNASSIGNED_REVIEW/AL_SSL_INTERACTION_results_long.csv,174613,00c2553dff9e6cc0c59b5b53e70cab8dc1a3ef89dcb2000d3aaec957b92ac692
90_UNASSIGNED_REVIEW/AL_SSL_INTERACTION_statistics_n10.csv,67631,cd5f76a9b778503b8de2027e90f8df7c64a8462e4bd21437e6a2270fd833326f
90_UNASSIGNED_REVIEW/ap_equal_n_sensitivity_results.csv,444328,a292dbdb40d2a1a60169958826a7f8d58bd1c61980f149b41f510136950d809b
90_UNASSIGNED_REVIEW/ap_shift_corrected_prevalence_matched.csv,403112,3d992d1b890d0be9cd8761d473e7dd33929d011cad37fb463988cdb84432248d
90_UNASSIGNED_REVIEW/ap_shift_equal_n_sensitivity.csv,293314,f59598ac1880055521302f227474ca5fd25be9ff66c2d6c4c129671d0a5d79f9
90_UNASSIGNED_REVIEW/artifact_audit.json,1145,db92f1923ac13b175602727d2a19518eee95341bd2e4c85aba7bc8b45d020f75
90_UNASSIGNED_REVIEW/b0_structural_feature_columns.csv,693,8edc240fbfa23369ba7cbbea9e94ad9f933e30b5c71ffc45013868948b5214cd
90_UNASSIGNED_REVIEW/b0_train_only_tuning.csv,2400,8c7e53a58f2f0fdbee0c5397ae72d5c94bf6ddc580113c6dc954d7ea5154469d
90_UNASSIGNED_REVIEW/best_classifier_params.json,259,7d47f26bebf63e7f6ccb1860dc34a8f2c3e57f9756bf7d66551594e35182f9df
90_UNASSIGNED_REVIEW/cascade_results.csv,625978,246891b319f20b291c660db25f69a83d399d83b5fa59186adec0f3015c93924b
90_UNASSIGNED_REVIEW/CASCADE_STAGE1_JUSTIFICATION.csv,13916,a95c78e07bf2c65b3477ff5c4650dd40f246c9e1096a75f2e4e5ef9b0e02e9a5
90_UNASSIGNED_REVIEW/CASCADE_stage1_sensitivity_n10.csv,8729932,da76afcf9e5e236496309decdeff1c602bc6e50ae197a665c174f284363b0462
90_UNASSIGNED_REVIEW/CASCADE_stage1_sensitivity_summary_n10.csv,694338,7d9098c748cf90776c01ce91f6085a35152093337446bce4fe0e4e7b791c7163
90_UNASSIGNED_REVIEW/cascade_summary.csv,63104,bd77a5d126b943fc1cae6c53efc4a0f3094695730e3d51e74f435fc977f377c6
90_UNASSIGNED_REVIEW/classifier_tuning.csv,3138,942ce8e6168b43a53ad0ee04f1f72eccecb9994e95aa76a778976788ed3ffa9c
90_UNASSIGNED_REVIEW/configuration.json,1060,02189133c454fdc5dac705fa72b8f6a1156504da5e8e65c203a66c6703ac8b2b
90_UNASSIGNED_REVIEW/contrastive_training_history.csv,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6
90_UNASSIGNED_REVIEW/DAPT_E2E_training_history_seed42.csv,261,b3305f8cf88f044ca61e22cf999dad414972e734ae75d40c0a77e462d841dae3
90_UNASSIGNED_REVIEW/DAPT_E2E_training_history_seed52.csv,261,f82075f1dfc3ef460439a09f18e6617e50a05c76e17ebee2bab990d82c968575
90_UNASSIGNED_REVIEW/DAPT_E2E_training_history_seed62.csv,263,69f38101b41ae90e9e1ae97e4931217652358008bbba12afac71fca67bc2dded
90_UNASSIGNED_REVIEW/DAPT_E2E_training_history_seed72.csv,263,d2d1fc490455bfeb6af9ee64f36220652d553c0a07d811b88712ef90766cd821
90_UNASSIGNED_REVIEW/DAPT_E2E_training_history_seed82.csv,263,64a542e7c9a053813c4b0b291a2cab5dc419a9c3791fa3c21c0ca00cc4c74c54
90_UNASSIGNED_REVIEW/DAPT_T0_gaps_by_AL_strategy.csv,41346,2ed406b2600baff742725d5f5acee6d3b803207f1ca306e74eae5d0b62c62bb8
90_UNASSIGNED_REVIEW/effect_confidence_intervals.csv,71606,7655e905ca9c6bc97d2a06b64a07e45fe8d22efddf397b023e9a304ce9761622
90_UNASSIGNED_REVIEW/error_complementarity.csv,105558,0add8df1e53a7f29a82afc8169c73d1583d0df4a221768489e6076062dcbe506
90_UNASSIGNED_REVIEW/error_complementarity_summary.csv,17789,88c816c8a93dbbc54718cf30389f152c3e4df71fbe2427540f363c9069aad298
90_UNASSIGNED_REVIEW/error_feature_profiles_seed42.csv,29762,ab9d07b69ce98c59b9ce24fba95da5a76d4768f210d6ee51fba038ee54118b7e
90_UNASSIGNED_REVIEW/figure_manifest.csv,465,ea50f284687bd277760228b70e4f0438d9dab4d9b8ee2f05facc3171575e665a
90_UNASSIGNED_REVIEW/FINAL_FREEZE_COMPLETE.json,210,a3d6ba22df618728bcb21cf1f932fe0a39a46c5df11ac238e1a905f4d9524237
90_UNASSIGNED_REVIEW/FINAL_N10_COMPLETE.json,1513,cbd9d14239a7c349807be9b763482d9d108c4a73963aecb765284f94544eb588
90_UNASSIGNED_REVIEW/freeze_corrected_results.csv,636028,fcd14903b05edb34e3653a8db61363e95ae1511e5f00b8a5d233d6ab71350176
90_UNASSIGNED_REVIEW/freeze_corrected_summary.csv,123779,bbb585543f49f02b13854ff323c276021b0d107239919080e70f5312d980c659
90_UNASSIGNED_REVIEW/HYBRID_FREEZE_EXTENSION_COMPLETE.json,1041,0ba370068ef4948243d8539f91ddc5f7296b28827719776916fe787b9091abba
90_UNASSIGNED_REVIEW/label_budget_audit.csv,353,9f89946c66674e2f7cd76f9c2f79e493302800daf655f13d2d8693cc7f2a200e
90_UNASSIGNED_REVIEW/LOOP_acquisition_audit.csv,6229,18ddf1b4cbe7125b428ca575a9610c0b56b1a56a55c9712f31f7892d9bac9c6d
90_UNASSIGNED_REVIEW/LOOP_annotation_efficiency.csv,1348,ea6653a6481b20e912a36a07a0af80cdb11d9ea815fac00267f74ed276f0b894
90_UNASSIGNED_REVIEW/LOOP_results_long.csv,3087888,8dcf67200293d68a0d21b717ee85d185e2005f4b77f8b66d6c5c42219a1d6a05
90_UNASSIGNED_REVIEW/LOOP_SSL_refresh_ablation.csv,301401,f9f8d7d5eb4da4573402907330a568c270c9f11606e7c10103445af9573c5029
90_UNASSIGNED_REVIEW/LOOP_SSL_refresh_statistics.csv,14905,d199aced031a5e6ebb117f8214195b2ef7d2b4074abf9aaf36c9bf35bbeb1789
90_UNASSIGNED_REVIEW/LOOP_statistics_n10.csv,6830,9c945deecf0c8518c8ac7bd7db98bcb74a16fd659d7f7d811874d42b48f5b322
90_UNASSIGNED_REVIEW/LOOP_summary.csv,165122,984912c554df511be99071d4b603460f765bb8f044297149b1d83215f820aa9c
90_UNASSIGNED_REVIEW/LOOP_T0_DAPT_same_AL_labels.csv,207467,7c88e27acea111f700bbe3151763f7084bdd17f869b909b3bf555d5d3f7c321b
90_UNASSIGNED_REVIEW/LOOP_T0_DAPT_same_AL_labels_statistics.csv,3965,067f76367efc5df931024bc8c0de7cfe419c5cd041ac8dff9ee9713570c523b1
90_UNASSIGNED_REVIEW/markdown(9).md eingefügt,1705569,250e295622012f4dbdd4d9c37deba1fe24ef853fa2628f750f8f83c4ba88e564
90_UNASSIGNED_REVIEW/MASTER_ap_equal_n_n10.csv,195418,7027981f0ac7aa621c9c241ea64b1ab8b769ac5f8f6bf04b78a6f32a094eee49
90_UNASSIGNED_REVIEW/MASTER_ap_n10.csv,194199,ef75aa0edad112089fe8816ff306007af77d04ce4e9e0c93672e7cb34aaba3f8
90_UNASSIGNED_REVIEW/MASTER_summary_n10.csv,143969,d21d091376802b5cfe93c79dd96e1104aa934f79df0ce3490bc1102c8d7b0a8d
90_UNASSIGNED_REVIEW/MASTER_threshold_results_n10.csv,2060046,298b4f1e226e6e19eb149817fa1752faeb6bc778aaca717de0f14a3aa258f15e
90_UNASSIGNED_REVIEW/N10_PROGRESS.json,101,4c0c0b8be9295bd793dd217fcf835d14f2f0980cb1abaac90d59a4c1be32fba1
90_UNASSIGNED_REVIEW/N10_RUN_NOTES.txt,741,90f0d297396e1ab91fab27df3474e7d2572bd5f21a5d94988a8a8ae9c3633db9
90_UNASSIGNED_REVIEW/phase5.log,62364,4a54671443979d1c7112cbde5fcca37b68a42502df2b16b2719aea18745dd583
90_UNASSIGNED_REVIEW/PRODUCTIVE_FINISH_ONLY_COMPLETE.json,1134,9273e67cc9044ab706bdea7469c9678a2aaab0c5d6ee4dd6aea53e3ce7c0bf1f
90_UNASSIGNED_REVIEW/README_DO_NOT_USE_AS_FINAL_EVIDENCE.md,1074,1af8e025828a8a021d398df11da40b34da421562f164b86203a3d002e746e632
90_UNASSIGNED_REVIEW/README_INTERACTION.md,892,045513b3c11e6abfdc5ed8d9b49446b81a98ac1b348566ea5574210a5dffaa0a
90_UNASSIGNED_REVIEW/README_PENDING.md,518,e7250146c452c1ef76cdee6884cfc24ff9ccf8a1063c17b139359c57dd567a56
90_UNASSIGNED_REVIEW/REQUIRED_REPRO_ASSETS.md,3761,9c75542f9ed820a0e0614e3d1ed320aa994fb54128cd8fc1e030f7546af7b749
90_UNASSIGNED_REVIEW/rescued_b0_false_negatives_seed42.csv,239006,843cb782395d6a52953a3540bf08de7741fc99b170622ed49d1fa123ad8def4c
90_UNASSIGNED_REVIEW/results_long.csv,185169,fee1798044693cc7b38fb5a3e5454f180144f05613583fe2593d8dbf57851c86
90_UNASSIGNED_REVIEW/scenario_regression_audit.json,998,a6a49714769f83082bd915d239f1f9799d51ec459e159581f094a6f7e88eabda
90_UNASSIGNED_REVIEW/scenario_summary.csv,205,6b1ea90b02ffb820063574d34faece0a62e070577dd3a9a2d3e515b01b7e466d
90_UNASSIGNED_REVIEW/shift_degradation.csv,246963,e6427128248fa2325ee46e1d45b0dd47c8479bfafa064ef4db4c3dd74ecbb9d9
90_UNASSIGNED_REVIEW/ssl_effects.csv,194256,728a49c082407d3df799525b969658fe1b833310fe7d406414d17b37751d6337
90_UNASSIGNED_REVIEW/STATISTICS_original5_replication5_pooled10.csv,1685664,fd6f4da3cf9179280b8715924984223844dfe07e70723fe55a2f350c633686dc
90_UNASSIGNED_REVIEW/summary_metrics(2).csv,25285,2634e91dff7d0cbb1393dc32643b6cbab9622fd0cbed4f5fe8e2306b20f6ce12
90_UNASSIGNED_REVIEW/system_25pct_results.csv,141068,fb7c723203782b1d4fd776c33b1150857829b95800dae6ec9ec1bf39fb7684c5
90_UNASSIGNED_REVIEW/system_25pct_summary.csv,27271,563cae84183e067074cb63a87e5b7cd2c3e024042a4105ef6509033a674bea44
90_UNASSIGNED_REVIEW/system_ap_shift_corrected.csv,87332,c3273a92ef6780b87d97e66995b431460aabf060619e1278387ec8a6011f8996
90_UNASSIGNED_REVIEW/T0_acquisition_audit.csv,2974,cdf0271706660163b353a6d06d789de7e3755f99e4a951ad552b744ed9dc5738
90_UNASSIGNED_REVIEW/T0_ACTIVE_LEARNING_results_n10.csv,87738,d151f84e35b170d65219bcad9badfb6d3929fbaa0342e6b0856bb0b6e4b1de3e
90_UNASSIGNED_REVIEW/T0_E2E_training_history_seed42.csv,249,6aa884bc8ef1af118cb61169d333a18e4a2dd83d5b6c74125ec4f0f1a2f3829b
90_UNASSIGNED_REVIEW/T0_E2E_training_history_seed52.csv,251,9ba377011780c411463be7e37b242d14074a5a09c7ec613cca0644aab6874b58
90_UNASSIGNED_REVIEW/T0_E2E_training_history_seed62.csv,253,70505d5e6d97b4cae3348d0ffbb34d82572fe156e70421f4cbc5ba1798f1c763
90_UNASSIGNED_REVIEW/T0_E2E_training_history_seed72.csv,252,66f53e4cd1a57478c012777804b1e99ed889ca59ece11713598760cf5b16d0ea
90_UNASSIGNED_REVIEW/T0_E2E_training_history_seed82.csv,252,d98745a305749f5428148ab95686ffb39078be3a0abe620dc2f42264aed167dc
90_UNASSIGNED_REVIEW/TABLE01_primary_interaction_25pct_fpr005.csv,1033,96102f1cff4cd991d2f2a5a5ca69c9a6b71f2b96ca31484d6c7330c9640ed269
90_UNASSIGNED_REVIEW/TABLE01_SSL_refresh_primary.csv,22208,3f2d4712f7e130d8d686a5d98578aa796e901d957fc495fbe36d7e0e637ba925
90_UNASSIGNED_REVIEW/TABLE02_SSL_refresh_statistics.csv,14905,d199aced031a5e6ebb117f8214195b2ef7d2b4074abf9aaf36c9bf35bbeb1789
90_UNASSIGNED_REVIEW/TABLE02_stress_mean_25pct.csv,595,58d349bf37fa5ba9b621cda2dc748dea9a2a69b3524603cddd8e2d5498633d9b
90_UNASSIGNED_REVIEW/TABLE03_stress_mean_interaction_25pct.csv,575,6045ce16661b87e3ca253e6abe05da7c67106b1b46c902ad919d3804da318710
90_UNASSIGNED_REVIEW/TABLE03_T0_DAPT_same_AL_labels.csv,203348,61c027bf9d2123d4cbfe215957cc3e03e80fef60edb87a24a4af04aaabb584f3
90_UNASSIGNED_REVIEW/TABLE04_core_25pct_stress_mean.csv,448,8b8084c7582f65d545195d6209e1ce6b95c05cc81a409f669d2eaf2b6d7c1694
90_UNASSIGNED_REVIEW/TABLE04_T0_DAPT_same_AL_labels_statistics.csv,3740,354ef75a75b3cf4515f0a66d13531a35bc64e80dcfa0ab1221688ca00303a01b
90_UNASSIGNED_REVIEW/TABLE05_DAPT_T0_gap_random_vs_uncertainty.csv,1657,7f14879bf7c9e705950b8a38f0524e9fc84831f82675b7990e4393dd0c0ebbbe
90_UNASSIGNED_REVIEW/TABLE05_productive_loop_summary.csv,159702,e9f55531acc07e4b2ce0b7d109619c72873888ec5c37bb305d46d1133d2ec96b
90_UNASSIGNED_REVIEW/TABLE06_AL_gain_plot_data.csv,669,14a352218aef3aece047ecd7ded25a35cfea1625c325c0a9abe7dbd669772571
90_UNASSIGNED_REVIEW/TABLE06_SSL_refresh_summary.csv,1238,4d692000b260b82ea3c85aac9ef3778b3327acc5394d7132b988c6829f590c96
90_UNASSIGNED_REVIEW/TABLE_cascade_stress_all_fpr.csv,41683,5a0fc7097dc23303d992acaf356dc397c0e2a718253c62cdc3b8d647a9abfbf5
90_UNASSIGNED_REVIEW/TABLE_error_complementarity_stress.csv,11932,a2a6820a6274a7f347398ada3b1cd1bfaf0224018d44d0497b8b8a9e78d33a64
90_UNASSIGNED_REVIEW/TABLE_freeze_25pct_primary_fpr.csv,14215,b7c99946e5301efdde920d4dab59bd7975bca6a58117107205ad3eed72dd73a5
90_UNASSIGNED_REVIEW/TABLE_system_stress_all_fpr.csv,17984,7edfc3a879c6d1d614b9e23e724531466e196aa1e96ad9f7a69430e41db9458e
90_UNASSIGNED_REVIEW/testset_prevalence_audit.csv,619,f905501b66c3ca191a957762a7ebbb1595c467898a1ff515934684ce6f0100d1
90_UNASSIGNED_REVIEW/UNASSIGNED_FILES.csv,19651,a63b224cf05554a825a288d20b834ed6b7b42a59faca52063b344c6c02789e30
