contrast,strategy,scenario,label_budget,target_fpr,metric,n_seeds,mean_difference,sd_difference,ci95_low,ci95_high,exact_signflip_p_two_sided,cohen_dz,wins,ties,losses
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.005,precision,10,0.0008660314818797477,0.0032488654923259414,-0.0014580668846828231,0.0031901298484423185,0.416015625,0.26656427726090154,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.005,f1,10,-0.014611415915017134,0.04369038307057485,-0.04586563316982891,0.016642801339794643,0.296875,-0.33443094081859437,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.005,average_precision,10,-0.0013465922643591034,0.004785695440620228,-0.004770072547763696,0.0020768880190454885,0.408203125,-0.28137859608228316,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.005,roc_auc,10,-0.0025956312500000633,0.0067197691044581995,-0.00740266448552132,0.0022114019855211933,0.255859375,-0.38626792225316253,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,recall,10,-0.025349922239502342,0.05542496814827213,-0.06499855596855258,0.014298711489547904,0.18359375,-0.45737369071077444,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,empirical_fpr,10,-0.001088646967340623,0.0019000265432733315,-0.0024478440766323543,0.00027055014195110825,0.125,-0.5729640836833372,2,1,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,precision,10,0.0022165298358477357,0.0044690673702168,-0.0009804483707640016,0.005413508042459473,0.166015625,0.495971452706073,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,f1,10,-0.025721206499881938,0.059940857535972024,-0.06860031288910276,0.017157899889338885,0.212890625,-0.42910975179902944,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,average_precision,10,0.0005362688632361446,0.00491506421021475,-0.002979756262917103,0.004052293989389392,0.73046875,0.1091071937822586,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.005,roc_auc,10,-0.0006293668895343552,0.006876150802645805,-0.005548268852824299,0.004289535073755589,0.765625,-0.09152895385775824,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,recall,10,-0.015193208430913352,0.04540784089037655,-0.04767602099786395,0.017289604136037244,0.326171875,-0.3345943813446832,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,empirical_fpr,10,-0.000556206088993015,0.0018994295313241663,-0.0019149761216639533,0.0008025639436779233,0.40234375,-0.29282796746097867,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,precision,10,0.000826942605387615,0.003439682856738778,-0.0016336582805901716,0.003287543491365402,0.46484375,0.2404124565634093,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,f1,10,-0.012913409850640944,0.040583019413334795,-0.04194475305382886,0.016117933352546975,0.34375,-0.31819736523591063,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,average_precision,10,-0.0012298432599762155,0.004655113512966531,-0.004559910859636465,0.0021002243396840343,0.427734375,-0.2641918949023613,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.005,roc_auc,10,-0.0024330374282204082,0.006503684100198908,-0.007085492763664261,0.002219417907223444,0.259765625,-0.3741014155570681,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,recall,10,-0.02734627831715213,0.05174499525343209,-0.06436241802202865,0.009669861387724393,0.126953125,-0.5284816083800555,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,empirical_fpr,10,-0.0008629989212514102,0.002099791631881542,-0.0023650993662543973,0.000639101523751577,0.2734375,-0.4109926471504748,2,2,6
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,precision,10,0.0016484272948631752,0.00500760534717258,-0.0019337977727008691,0.005230652362427219,0.3359375,0.32918474611700754,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,f1,10,-0.028642886197675736,0.05703450747256885,-0.06944291499782144,0.012157142602469972,0.150390625,-0.5022027447410102,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,average_precision,10,0.000445569489351294,0.005729853058808851,-0.0036533204665660317,0.0045444594452686195,0.80859375,0.07776281255001696,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.005,roc_auc,10,-0.0006736796966004821,0.00829762709461788,-0.006609444542051347,0.005262085148850383,0.794921875,-0.0811894399348765,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,recall,10,-0.016635160680529292,0.03321215151180454,-0.04039370262722976,0.0071233812661711735,0.154296875,-0.5008757314206725,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,empirical_fpr,10,0.0004014049172101837,0.004615671733911441,-0.0029004477334185416,0.0037032575678389093,0.8203125,0.08696565534785608,6,1,3
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,precision,10,-0.0021300802376520546,0.012160032393111754,-0.01082884338710647,0.0065686829118023595,0.609375,-0.1751706055370932,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,f1,10,-0.013165328523819408,0.023293347224427274,-0.029828385324397792,0.0034977282767589754,0.107421875,-0.5651969378627211,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,average_precision,10,-0.006606162146010364,0.00947716705436026,-0.013385719047552149,0.00017339475553142074,0.05859375,-0.6970608524802776,1,0,9
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.01,roc_auc,10,-0.00998693916420138,0.015649424989435178,-0.02118186340514034,0.0012079850767375798,0.080078125,-0.6381665250284593,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,recall,10,-0.016635160680529292,0.03321215151180454,-0.04039370262722976,0.0071233812661711735,0.154296875,-0.5008757314206725,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,empirical_fpr,10,0.004914933837429058,0.004269032056951314,0.0018610522736033273,0.007968815401254789,0.01171875,1.1512993512021104,9,0,1
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,precision,10,-0.008420923428634385,0.006247052765380237,-0.012889795766422695,-0.003952051090846075,0.00390625,-1.3479834003165863,1,0,9
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,f1,10,-0.015128670386651222,0.024551906525239225,-0.03269204627466129,0.0024347055013588456,0.0859375,-0.6161912669021866,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,average_precision,10,-0.008611110151038815,0.007132082092558008,-0.013713094330025957,-0.0035091259720516728,0.0078125,-1.207376757486303,1,0,9
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.01,roc_auc,10,-0.011996321125210364,0.015011010989487768,-0.022734551502407302,-0.0012580907480134237,0.037109375,-0.7991680995777969,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,recall,10,0.0035499999999999863,0.056690411691729475,-0.03700387750700083,0.044103877507000795,0.84375,0.06262081883095397,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,empirical_fpr,10,0.0003999999999999999,0.002705960499013654,-0.0015357275303010723,0.0023357275303010723,0.66015625,0.14782181785203566,6,1,3
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,precision,10,-0.00043577773145055956,0.0034909267714906132,-0.0029330363057359496,0.0020614808428348307,0.68359375,-0.12483153041462512,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,f1,10,0.0023787105978483104,0.04051661279313083,-0.026605128170973356,0.031362549366669976,0.853515625,0.058709512811288014,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,average_precision,10,-0.0013465922643591034,0.004785695440620228,-0.004770072547763696,0.0020768880190454885,0.408203125,-0.28137859608228316,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.01,roc_auc,10,-0.0025956312500000633,0.0067197691044581995,-0.00740266448552132,0.0022114019855211933,0.255859375,-0.38626792225316253,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,recall,10,0.004250907205806115,0.07345197563843942,-0.04829347082563883,0.05679528523725106,0.8515625,0.057873286169058465,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,empirical_fpr,10,-0.0011923276308968833,0.0031204836904809275,-0.0034245871889063964,0.0010399319271126297,0.2734375,-0.3820970558295475,3,1,6
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,precision,10,0.0023363419912089344,0.005003122030378597,-0.0012426759047248002,0.005915359887142669,0.17578125,0.46697681508123007,7,0,3
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,f1,10,0.004182027722635484,0.059618549272605056,-0.03846651322452867,0.046830568669799635,0.818359375,0.07014641875154015,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,average_precision,10,0.0005362688632361446,0.00491506421021475,-0.002979756262917103,0.004052293989389392,0.73046875,0.1091071937822586,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.01,roc_auc,10,-0.0006293668895343552,0.006876150802645805,-0.005548268852824299,0.004289535073755589,0.765625,-0.09152895385775824,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,recall,10,0.004508196721311486,0.05932370608847649,-0.0379294261179027,0.046945819560525674,0.8125,0.07599317403716951,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,-0.0004391100702576688,0.0024734176142928643,-0.0022084864420352734,0.0013302663015199358,0.6015625,-0.17753171470932855,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,precision,10,0.000865892801531587,0.0034705009477989665,-0.0016167540187154836,0.0033485396217786574,0.439453125,0.24950081113815764,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,f1,10,0.0034529937197873674,0.04287887336257272,-0.027220704461128505,0.03412669190070324,0.802734375,0.08052902161373833,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,average_precision,10,-0.0012298432599762155,0.004655113512966531,-0.004559910859636465,0.0021002243396840343,0.427734375,-0.2641918949023613,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.01,roc_auc,10,-0.0024330374282204082,0.006503684100198908,-0.007085492763664261,0.002219417907223444,0.259765625,-0.3741014155570681,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,recall,10,-0.0011866235167205974,0.07399495850048626,-0.05411942808836406,0.051746181054922874,0.96484375,-0.01603654547238917,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,-0.0010248112189860195,0.003066485222127176,-0.0032184425997458838,0.0011688201617738449,0.3359375,-0.3341973447617409,4,1,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,precision,10,0.0019336290696225888,0.005153353416243858,-0.00175285788568606,0.005620116024931237,0.25,0.3752176327607586,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,f1,10,-0.0006139185241920808,0.06125809090020551,-0.044435316897315585,0.04320747984893142,0.974609375,-0.010021835730927442,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,average_precision,10,0.000445569489351294,0.005729853058808851,-0.0036533204665660317,0.0045444594452686195,0.80859375,0.07776281255001696,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.01,roc_auc,10,-0.0006736796966004821,0.00829762709461788,-0.006609444542051347,0.005262085148850383,0.794921875,-0.0811894399348765,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,recall,10,-0.007561436672967869,0.039196789691233386,-0.03560113087116425,0.020478257525228506,0.5546875,-0.19290959113059797,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,empirical_fpr,10,0.0008028098344204281,0.004239105378810071,-0.002229663473523674,0.00383528314236453,0.61328125,0.18938190082120088,4,1,5
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,precision,10,-0.002688948927389945,0.009174595633710415,-0.00925205927361516,0.003874161418835271,0.412109375,-0.29308636966079266,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,f1,10,-0.0061693072417099756,0.026083151190057753,-0.02482806957545578,0.012489455092035829,0.45703125,-0.23652461302534494,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,average_precision,10,-0.006606162146010364,0.00947716705436026,-0.013385719047552149,0.00017339475553142074,0.05859375,-0.6970608524802776,1,0,9
DAPT_minus_T0,RANDOM_GLOBAL,IID_ORIGINAL,0.25,0.02,roc_auc,10,-0.00998693916420138,0.015649424989435178,-0.02118186340514034,0.0012079850767375798,0.080078125,-0.6381665250284593,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,recall,10,-0.007561436672967869,0.039196789691233386,-0.03560113087116425,0.020478257525228506,0.5546875,-0.19290959113059797,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,empirical_fpr,10,0.005671077504725852,0.004455619289140192,0.0024837194757845577,0.008858435533667147,0.00390625,1.2727922061357737,9,0,1
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,precision,10,-0.008230729816467108,0.005446914482618605,-0.012127217707936233,-0.0043342419249979836,0.001953125,-1.5110811529594976,0,0,10
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,f1,10,-0.008168485485376631,0.026732080383889203,-0.027291463799427207,0.010954492828673945,0.3515625,-0.3055686414252886,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,average_precision,10,-0.008611110151038815,0.007132082092558008,-0.013713094330025957,-0.0035091259720516728,0.0078125,-1.207376757486303,1,0,9
DAPT_minus_T0,RANDOM_GLOBAL,IID_BALANCED,0.25,0.02,roc_auc,10,-0.011996321125210364,0.015011010989487768,-0.022734551502407302,-0.0012580907480134237,0.037109375,-0.7991680995777969,2,0,8
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,recall,10,0.007524999999999993,0.04950006313127291,-0.027885212007814898,0.04293521200781488,0.669921875,0.15202000813703778,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,empirical_fpr,10,0.0006749999999999999,0.0023571699132646337,-0.001011217776041792,0.002361217776041792,0.400390625,0.28636034941797567,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,precision,10,-0.0006689732652341074,0.002785297524265257,-0.0026614550844494852,0.0013235085539812703,0.46875,-0.24018018161653235,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,f1,10,0.004357083783966464,0.03193149182697681,-0.018485329412971638,0.027199496980904563,0.70703125,0.13645099350746434,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,average_precision,10,-0.0013465922643591034,0.004785695440620228,-0.004770072547763696,0.0020768880190454885,0.408203125,-0.28137859608228316,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPORAL,0.25,0.02,roc_auc,10,-0.0025956312500000633,0.0067197691044581995,-0.00740266448552132,0.0022114019855211933,0.255859375,-0.38626792225316253,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,recall,10,0.0069466044582685346,0.0627932684801878,-0.03797299379861377,0.05186620271515084,0.74609375,0.11062657871456859,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,empirical_fpr,10,-0.0017625712804562397,0.003500662108063052,-0.004266794094990844,0.0007416515340783649,0.1796875,-0.5034965460952432,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,precision,10,0.0025064482949273105,0.003771967992020656,-0.0001918550573316376,0.005204751647186258,0.06640625,0.6644935217450235,7,0,3
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,f1,10,0.005446609082599729,0.0429865829164346,-0.025304139871512157,0.03619735803671161,0.712890625,0.12670486261231492,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,average_precision,10,0.0005362688632361446,0.00491506421021475,-0.002979756262917103,0.004052293989389392,0.73046875,0.1091071937822586,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_OOD,0.25,0.02,roc_auc,10,-0.0006293668895343552,0.006876150802645805,-0.005548268852824299,0.004289535073755589,0.765625,-0.09152895385775824,4,0,6
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,recall,10,0.00775761124121781,0.051315817039524134,-0.02895151286443991,0.04446673534687553,0.65625,0.15117388144171598,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,-0.00023419203747078245,0.0025023138836572493,-0.0020242395550954992,0.0015558554801539345,0.80078125,-0.09359019226177165,5,1,4
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,precision,10,0.0004023822349026318,0.0027087430848432544,-0.0015353358373881502,0.002340100307193414,0.69921875,0.1485494276493617,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,f1,10,0.004827697735390912,0.03335835149192164,-0.01903542937674168,0.0286908248475235,0.677734375,0.14472231148952402,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,average_precision,10,-0.0012298432599762155,0.004655113512966531,-0.004559910859636465,0.0021002243396840343,0.427734375,-0.2641918949023613,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,TEMPLATE_OOD,0.25,0.02,roc_auc,10,-0.0024330374282204082,0.006503684100198908,-0.007085492763664261,0.002219417907223444,0.259765625,-0.3741014155570681,3,0,7
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,recall,10,0.0064724919093851144,0.06855030606554659,-0.042565442942218035,0.05551042676098826,0.78515625,0.09441959169658896,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,-0.0016720604099245326,0.003434440107092887,-0.0041289108587367635,0.0007847900388876982,0.1796875,-0.4868509444876776,2,2,6
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,precision,10,0.0024269765707097047,0.0036239825858732926,-0.00016546439927623766,0.005019417540695647,0.056640625,0.669698739770534,8,0,2
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,f1,10,0.0050627630220427934,0.048522803658613056,-0.029648359673062345,0.03977388571714793,0.763671875,0.10433780903639367,5,0,5
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,average_precision,10,0.000445569489351294,0.005729853058808851,-0.0036533204665660317,0.0045444594452686195,0.80859375,0.07776281255001696,6,0,4
DAPT_minus_T0,RANDOM_GLOBAL,DOMAIN_TEMPLATE_OOD,0.25,0.02,roc_auc,10,-0.0006736796966004821,0.00829762709461788,-0.006609444542051347,0.005262085148850383,0.794921875,-0.0811894399348765,4,0,6
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,recall,10,0.003875236294896056,0.04538491708273824,-0.028591177567948926,0.03634165015774104,0.80078125,0.08538599481919003,6,0,4
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,empirical_fpr,10,-0.001103863522328197,0.0030086779490575556,-0.0032561420710813544,0.0010484150264249606,0.30859375,-0.3668932139027952,3,1,6
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,precision,10,0.0033600537220225602,0.008531735964436146,-0.0027431825202059276,0.009463289964251049,0.255859375,0.3938300172472136,7,0,3
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,f1,10,0.0042820977031082785,0.034439058975523296,-0.020354120970772036,0.028918316376988593,0.697265625,0.12433840617281885,6,0,4
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,average_precision,10,0.004037068637445296,0.015501642621454348,-0.0070521384659752665,0.015126275740865858,0.40625,0.26042844207090504,5,0,5
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_ORIGINAL,0.25,0.005,roc_auc,10,0.00841214572364335,0.02171592542691444,-0.007122491500427685,0.023946782947714386,0.248046875,0.3873721961311142,7,0,3
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,recall,10,0.003875236294896056,0.04538491708273824,-0.028591177567948926,0.03634165015774104,0.80078125,0.08538599481919003,6,0,4
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,empirical_fpr,10,0.0024574669187144883,0.0025283431188076856,0.0006487992079673125,0.004266134629461665,0.015625,0.9719673332444605,8,1,1
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,precision,10,-0.003833525048771791,0.004358879577948388,-0.006951679657228711,-0.0007153704403148704,0.01171875,-0.8794748696811054,2,0,8
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,f1,10,0.002168622053683955,0.03527566922193256,-0.02306607153758583,0.02740331564495374,0.83984375,0.06147642557935144,5,0,5
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,average_precision,10,0.0002818026565928222,0.011205779699954187,-0.007734329238753355,0.008297934551939,0.92578125,0.025147974004341198,5,0,5
DAPT_minus_T0,UNCERTAINTY_GLOBAL,IID_BALANCED,0.25,0.005,roc_auc,10,0.006597987785921333,0.02096414870508681,-0.008398860768429032,0.0215948363402717,0.34375,0.31472719826302203,6,0,4
DAPT_minus_T0,UNCERTAINTY_GLOBAL,TEMPORAL,0.25,0.005,recall,10,0.028949999999999997,0.0835542737785846,-0.030821126772350965,0.08872112677235096,0.306640625,0.3464813789982343,6,0,4
DAPT_minus_T0,UNCERTAINTY_GLOBAL,TEMPORAL,0.25,0.005,empirical_fpr,10,-0.0011250000000000001,0.002646407418033403,-0.003018125822548967,0.0007681258225489666,0.21875,-0.4251046125150335,3,1,6
DAPT_minus_T0,UNCERTAINTY_GLOBAL,TEMPORAL,0.25,0.005,precision,10,0.0018210035999355223,0.004644962365149243,-0.001501802306029922,0.005143809505900967,0.271484375,0.392038397038124,7,0,3
DAPT_minus_T0,UNCERTAINTY_GLOBAL,TEMPORAL,0.25,0.005,f1,10,0.019902811777337957,0.060786047720118905,-0.023580907246985895,0.06338653080166182,0.326171875,0.32742401461890974,6,0,4
