model,seed,seed_group,scenario,target_fpr,review_fraction,stage1_recall,stage1_fpr,direct_recall,direct_fpr,direct_precision,direct_f1,direct_ap,direct_auc,review_n,review_fraction_all,review_precision,rescued_stage1_fn,capture_rate,assisted_recall
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.005,0.1,0.4612476370510397,0.000945179584120983,0.6304347826086957,0.004725897920604915,0.9925595238095238,0.7710982658959538,0.9270166180266315,0.8929307178004653,163,0.07703213610586011,0.9938650306748467,162,0.28421052631578947,0.6143667296786389
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.005,0.2,0.4612476370510397,0.000945179584120983,0.6304347826086957,0.004725897920604915,0.9925595238095238,0.7710982658959538,0.9270166180266315,0.8929307178004653,326,0.15406427221172023,0.9539877300613497,311,0.5456140350877193,0.7551984877126654
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.005,0.05,0.53475,0.00175,0.7105,0.003,0.9957953749124037,0.8292967610154655,0.9720059399969443,0.9597059375,293,0.036625,0.9965870307167235,292,0.1569048898441698,0.60775
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.005,0.1,0.53475,0.00175,0.7105,0.003,0.9957953749124037,0.8292967610154655,0.9720059399969443,0.9597059375,586,0.07325,0.9965870307167235,584,0.3138097796883396,0.68075
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.005,0.2,0.53475,0.00175,0.7105,0.003,0.9957953749124037,0.8292967610154655,0.9720059399969443,0.9597059375,1171,0.146375,0.9812126387702819,1149,0.6174099946265449,0.822
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.005,0.05,0.53475,0.00175,0.6675,0.00375,0.994413407821229,0.7988032909498878,0.9748467044618789,0.96419171875,293,0.036625,0.9931740614334471,291,0.15636754433100483,0.6075
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.005,0.1,0.53475,0.00175,0.6675,0.00375,0.994413407821229,0.7988032909498878,0.9748467044618789,0.96419171875,586,0.07325,0.9914675767918089,581,0.3121977431488447,0.68
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.005,0.2,0.53475,0.00175,0.6675,0.00375,0.994413407821229,0.7988032909498878,0.9748467044618789,0.96419171875,1171,0.146375,0.9735269000853971,1140,0.6125738850080602,0.81975
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.005,0.05,0.45049248315189216,0.002592016588906169,0.6443753240020736,0.002592016588906169,0.9959935897435898,0.782499213094114,0.9691127494375248,0.9573447322940005,150,0.038880248833592534,1.0,150,0.14150943396226415,0.5282529808190772
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.005,0.1,0.45049248315189216,0.002592016588906169,0.6443753240020736,0.002592016588906169,0.9959935897435898,0.782499213094114,0.9691127494375248,0.9573447322940005,299,0.07750129600829446,0.9966555183946488,298,0.2811320754716981,0.6049766718506998
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.005,0.2,0.45049248315189216,0.002592016588906169,0.6443753240020736,0.002592016588906169,0.9959935897435898,0.782499213094114,0.9691127494375248,0.9573447322940005,597,0.1547433903576983,0.9916247906197655,592,0.5584905660377358,0.7573872472783826
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.005,0.05,0.45049248315189216,0.002592016588906169,0.5889061689994816,0.003110419906687403,0.9947460595446584,0.7398241615109085,0.9718662633117665,0.962450292807846,150,0.038880248833592534,1.0,150,0.14150943396226415,0.5282529808190772
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.005,0.1,0.45049248315189216,0.002592016588906169,0.5889061689994816,0.003110419906687403,0.9947460595446584,0.7398241615109085,0.9718662633117665,0.962450292807846,299,0.07750129600829446,1.0,299,0.2820754716981132,0.6054950751684811
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.005,0.2,0.45049248315189216,0.002592016588906169,0.5889061689994816,0.003110419906687403,0.9947460595446584,0.7398241615109085,0.9718662633117665,0.962450292807846,597,0.1547433903576983,0.981574539363484,586,0.5528301886792453,0.7542768273716952
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.05,0.5152224824355972,0.0020491803278688526,0.697599531615925,0.0026346604215456673,0.9962374581939799,0.8205922865013774,0.9724659748350754,0.9611423580450723,254,0.03717798594847775,0.9960629921259843,253,0.1527777777777778,0.5892857142857143
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.1,0.5152224824355972,0.0020491803278688526,0.697599531615925,0.0026346604215456673,0.9962374581939799,0.8205922865013774,0.9724659748350754,0.9611423580450723,507,0.0742096018735363,0.9960552268244576,505,0.30495169082125606,0.663056206088993
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.2,0.5152224824355972,0.0020491803278688526,0.697599531615925,0.0026346604215456673,0.9962374581939799,0.8205922865013774,0.9724659748350754,0.9611423580450723,1013,0.1482728337236534,0.9861796643632774,999,0.6032608695652174,0.8076697892271663
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.05,0.5152224824355972,0.0020491803278688526,0.6533957845433255,0.0032201405152224825,0.9950958537672759,0.7888319491076162,0.974522389608734,0.964109436101772,254,0.03717798594847775,0.9921259842519685,252,0.15217391304347827,0.5889929742388759
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.1,0.5152224824355972,0.0020491803278688526,0.6533957845433255,0.0032201405152224825,0.9950958537672759,0.7888319491076162,0.974522389608734,0.964109436101772,507,0.0742096018735363,0.9921104536489151,503,0.303743961352657,0.6624707259953162
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.005,0.2,0.5152224824355972,0.0020491803278688526,0.6533957845433255,0.0032201405152224825,0.9950958537672759,0.7888319491076162,0.974522389608734,0.964109436101772,1013,0.1482728337236534,0.9753208292201382,988,0.5966183574879227,0.8044496487119438
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.42340884573894283,0.002696871628910464,0.6062567421790723,0.002157497303128371,0.9964539007092199,0.7538564721663313,0.9668298759118074,0.9543750123642982,146,0.039374325782092774,1.0,146,0.13657623947614594,0.5021574973031284
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.42340884573894283,0.002696871628910464,0.6062567421790723,0.002157497303128371,0.9964539007092199,0.7538564721663313,0.9668298759118074,0.9543750123642982,292,0.07874865156418555,0.9965753424657534,291,0.2722170252572498,0.5803667745415318
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.42340884573894283,0.002696871628910464,0.6062567421790723,0.002157497303128371,0.9964539007092199,0.7538564721663313,0.9668298759118074,0.9543750123642982,584,0.1574973031283711,0.9948630136986302,581,0.5434985968194574,0.7367853290183387
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.42340884573894283,0.002696871628910464,0.5555555555555556,0.002696871628910464,0.9951690821256038,0.7130494980962271,0.969632111345817,0.9595381978264438,146,0.039374325782092774,1.0,146,0.13657623947614594,0.5021574973031284
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.42340884573894283,0.002696871628910464,0.5555555555555556,0.002696871628910464,0.9951690821256038,0.7130494980962271,0.969632111345817,0.9595381978264438,292,0.07874865156418555,1.0,292,0.2731524789522919,0.580906148867314
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.42340884573894283,0.002696871628910464,0.5555555555555556,0.002696871628910464,0.9951690821256038,0.7130494980962271,0.969632111345817,0.9595381978264438,584,0.1574973031283711,0.9794520547945206,572,0.5350795135640786,0.7319309600862999
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.01,0.05,0.5642722117202268,0.006522829904666332,0.6984877126654064,0.007526342197691922,0.980106100795756,0.8156732891832229,0.8860255218305951,0.8820346638565795,123,0.04031465093411996,0.975609756097561,120,0.2603036876355748,0.6776937618147448
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.01,0.1,0.5642722117202268,0.006522829904666332,0.6984877126654064,0.007526342197691922,0.980106100795756,0.8156732891832229,0.8860255218305951,0.8820346638565795,245,0.08030154047853164,0.8938775510204081,219,0.4750542299349241,0.7712665406427222
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.01,0.2,0.5642722117202268,0.006522829904666332,0.6984877126654064,0.007526342197691922,0.980106100795756,0.8156732891832229,0.8860255218305951,0.8820346638565795,489,0.16027531956735497,0.5521472392638037,270,0.5856832971800434,0.8194706994328923
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.01,0.05,0.5642722117202268,0.006522829904666332,0.7088846880907372,0.010536879076768691,0.9727626459143969,0.8201202843083653,0.8930437560500551,0.8903527658714765,123,0.04031465093411996,0.975609756097561,120,0.2603036876355748,0.6776937618147448
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.01,0.1,0.5642722117202268,0.006522829904666332,0.7088846880907372,0.010536879076768691,0.9727626459143969,0.8201202843083653,0.8930437560500551,0.8903527658714765,245,0.08030154047853164,0.8857142857142857,217,0.47071583514099785,0.7693761814744802
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.01,0.2,0.5642722117202268,0.006522829904666332,0.7088846880907372,0.010536879076768691,0.9727626459143969,0.8201202843083653,0.8930437560500551,0.8903527658714765,489,0.16027531956735497,0.556237218813906,272,0.5900216919739696,0.8213610586011342
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.01,0.05,0.5642722117202268,0.004725897920604915,0.6984877126654064,0.005671077504725898,0.9919463087248322,0.819744869661675,0.9206260057342288,0.8830255395027891,76,0.035916824196597356,0.9868421052631579,75,0.16268980477223427,0.6351606805293005
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.01,0.1,0.5642722117202268,0.004725897920604915,0.6984877126654064,0.005671077504725898,0.9919463087248322,0.819744869661675,0.9206260057342288,0.8830255395027891,152,0.07183364839319471,0.993421052631579,151,0.3275488069414317,0.7069943289224953
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.01,0.2,0.5642722117202268,0.004725897920604915,0.6984877126654064,0.005671077504725898,0.9919463087248322,0.819744869661675,0.9206260057342288,0.8830255395027891,303,0.14319470699432893,0.834983498349835,253,0.5488069414316703,0.8034026465028355
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.01,0.05,0.5642722117202268,0.004725897920604915,0.7088846880907372,0.013232514177693762,0.981675392670157,0.823271130625686,0.9270166180266315,0.8929307178004653,76,0.035916824196597356,0.9868421052631579,75,0.16268980477223427,0.6351606805293005
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.01,0.1,0.5642722117202268,0.004725897920604915,0.7088846880907372,0.013232514177693762,0.981675392670157,0.823271130625686,0.9270166180266315,0.8929307178004653,152,0.07183364839319471,0.9802631578947368,149,0.3232104121475054,0.7051039697542533
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.01,0.2,0.5642722117202268,0.004725897920604915,0.7088846880907372,0.013232514177693762,0.981675392670157,0.823271130625686,0.9270166180266315,0.8929307178004653,303,0.14319470699432893,0.8514851485148515,258,0.559652928416486,0.8081285444234405
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.01,0.05,0.657,0.00475,0.786,0.00475,0.9939930445779324,0.8778444785704314,0.9720059399969443,0.9597059375,268,0.0335,1.0,268,0.19533527696793002,0.724
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.01,0.1,0.657,0.00475,0.786,0.00475,0.9939930445779324,0.8778444785704314,0.9720059399969443,0.9597059375,536,0.067,0.9906716417910447,531,0.3870262390670554,0.78975
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.01,0.2,0.657,0.00475,0.786,0.00475,0.9939930445779324,0.8778444785704314,0.9720059399969443,0.9597059375,1071,0.133875,0.8982259570494865,962,0.7011661807580175,0.8975
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.01,0.05,0.657,0.00475,0.7645,0.00625,0.9918910152448913,0.8634759282789778,0.9748467044618789,0.96419171875,268,0.0335,0.9925373134328358,266,0.19387755102040816,0.7235
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.01,0.1,0.657,0.00475,0.7645,0.00625,0.9918910152448913,0.8634759282789778,0.9748467044618789,0.96419171875,536,0.067,0.9794776119402985,525,0.3826530612244898,0.78825
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.01,0.2,0.657,0.00475,0.7645,0.00625,0.9918910152448913,0.8634759282789778,0.9748467044618789,0.96419171875,1071,0.133875,0.9178338001867413,983,0.7164723032069971,0.90275
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.01,0.05,0.5909797822706065,0.00673924313115604,0.7366511145671333,0.004665629860031105,0.9937062937062937,0.8460851443882108,0.9691127494375248,0.9573447322940005,136,0.0352514256091239,1.0,136,0.17237008871989862,0.6614826334888543
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.01,0.1,0.5909797822706065,0.00673924313115604,0.7366511145671333,0.004665629860031105,0.9937062937062937,0.8460851443882108,0.9691127494375248,0.9573447322940005,271,0.07024364955935718,0.988929889298893,268,0.3396704689480355,0.7299118714359772
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.01,0.2,0.5909797822706065,0.00673924313115604,0.7366511145671333,0.004665629860031105,0.9937062937062937,0.8460851443882108,0.9691127494375248,0.9573447322940005,541,0.14022809745982373,0.9297597042513863,503,0.6375158428390367,0.8517366511145671
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.01,0.05,0.5909797822706065,0.00673924313115604,0.7122861586314152,0.007257646448937273,0.9899135446685879,0.828459451311426,0.9718662633117665,0.962450292807846,136,0.0352514256091239,1.0,136,0.17237008871989862,0.6614826334888543
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.01,0.1,0.5909797822706065,0.00673924313115604,0.7122861586314152,0.007257646448937273,0.9899135446685879,0.828459451311426,0.9718662633117665,0.962450292807846,271,0.07024364955935718,0.985239852398524,267,0.33840304182509506,0.7293934681181959
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_OOD,0.01,0.2,0.5909797822706065,0.00673924313115604,0.7122861586314152,0.007257646448937273,0.9899135446685879,0.828459451311426,0.9718662633117665,0.962450292807846,541,0.14022809745982373,0.9371534195933456,507,0.6425855513307985,0.8538102643856921
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.05,0.6443208430913349,0.0055620608899297425,0.7740046838407494,0.004098360655737705,0.9947328818660647,0.87059598287784,0.9724659748350754,0.9611423580450723,231,0.03381147540983607,1.0,231,0.19012345679012346,0.711943793911007
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.1,0.6443208430913349,0.0055620608899297425,0.7740046838407494,0.004098360655737705,0.9947328818660647,0.87059598287784,0.9724659748350754,0.9611423580450723,462,0.06762295081967214,0.9935064935064936,459,0.37777777777777777,0.7786885245901639
DAPT_STATIC,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.2,0.6443208430913349,0.0055620608899297425,0.7740046838407494,0.004098360655737705,0.9947328818660647,0.87059598287784,0.9724659748350754,0.9611423580450723,923,0.13509953161592506,0.9089924160346695,839,0.6905349794238683,0.8899297423887588
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.05,0.6443208430913349,0.0055620608899297425,0.7505854800936768,0.006147540983606557,0.9918762088974855,0.8545242459590068,0.974522389608734,0.964109436101772,231,0.03381147540983607,0.9956709956709957,230,0.18930041152263374,0.7116510538641686
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.1,0.6443208430913349,0.0055620608899297425,0.7505854800936768,0.006147540983606557,0.9918762088974855,0.8545242459590068,0.974522389608734,0.964109436101772,462,0.06762295081967214,0.9848484848484849,455,0.37448559670781895,0.7775175644028103
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPLATE_OOD,0.01,0.2,0.6443208430913349,0.0055620608899297425,0.7505854800936768,0.006147540983606557,0.9918762088974855,0.8545242459590068,0.974522389608734,0.964109436101772,923,0.13509953161592506,0.9306608884073673,859,0.7069958847736626,0.8957845433255269
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.05,0.5609492988133765,0.007011866235167206,0.7098166127292341,0.0037756202804746495,0.9947089947089947,0.828454516839786,0.9668298759118074,0.9543750123642982,133,0.03586839266450917,1.0,133,0.16339066339066338,0.6326860841423948
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.1,0.5609492988133765,0.007011866235167206,0.7098166127292341,0.0037756202804746495,0.9947089947089947,0.828454516839786,0.9668298759118074,0.9543750123642982,266,0.07173678532901834,0.9924812030075187,264,0.32432432432432434,0.703344120819849
DAPT_STATIC,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.5609492988133765,0.007011866235167206,0.7098166127292341,0.0037756202804746495,0.9947089947089947,0.828454516839786,0.9668298759118074,0.9543750123642982,531,0.14320388349514562,0.943502824858757,501,0.6154791154791155,0.831175836030205
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.05,0.5609492988133765,0.007011866235167206,0.680151024811219,0.007011866235167206,0.9897959183673469,0.8062659846547314,0.969632111345817,0.9595381978264438,133,0.03586839266450917,1.0,133,0.16339066339066338,0.6326860841423948
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.1,0.5609492988133765,0.007011866235167206,0.680151024811219,0.007011866235167206,0.9897959183673469,0.8062659846547314,0.969632111345817,0.9595381978264438,266,0.07173678532901834,0.9887218045112782,263,0.3230958230958231,0.7028047464940669
DAPT_SSL_REFRESH,42,ORIGINAL5,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.5609492988133765,0.007011866235167206,0.680151024811219,0.007011866235167206,0.9897959183673469,0.8062659846547314,0.969632111345817,0.9595381978264438,531,0.14320388349514562,0.9472693032015066,503,0.6179361179361179,0.8322545846817692
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.02,0.05,0.6502835538752363,0.015554440541896638,0.7589792060491494,0.027094831911690917,0.9369894982497082,0.8386422976501305,0.8860255218305951,0.8820346638565795,117,0.038348082595870206,0.9572649572649573,112,0.3027027027027027,0.7561436672967864
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.02,0.1,0.6502835538752363,0.015554440541896638,0.7589792060491494,0.027094831911690917,0.9369894982497082,0.8386422976501305,0.8860255218305951,0.8820346638565795,234,0.07669616519174041,0.6837606837606838,160,0.43243243243243246,0.8015122873345936
DAPT_STATIC,42,ORIGINAL5,IID_ORIGINAL,0.02,0.2,0.6502835538752363,0.015554440541896638,0.7589792060491494,0.027094831911690917,0.9369894982497082,0.8386422976501305,0.8860255218305951,0.8820346638565795,467,0.15306456899377252,0.3961456102783726,185,0.5,0.8251417769376181
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.02,0.05,0.6502835538752363,0.015554440541896638,0.7551984877126654,0.02207727044656297,0.9478054567022538,0.8406102051551815,0.8930437560500551,0.8903527658714765,117,0.038348082595870206,0.9487179487179487,111,0.3,0.7551984877126654
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.02,0.1,0.6502835538752363,0.015554440541896638,0.7551984877126654,0.02207727044656297,0.9478054567022538,0.8406102051551815,0.8930437560500551,0.8903527658714765,234,0.07669616519174041,0.7094017094017094,166,0.4486486486486487,0.8071833648393195
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_ORIGINAL,0.02,0.2,0.6502835538752363,0.015554440541896638,0.7551984877126654,0.02207727044656297,0.9478054567022538,0.8406102051551815,0.8930437560500551,0.8903527658714765,467,0.15306456899377252,0.4089935760171306,191,0.5162162162162162,0.8308128544423441
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.02,0.05,0.6502835538752363,0.014177693761814745,0.7589792060491494,0.02551984877126654,0.9674698795180723,0.850635593220339,0.9206260057342288,0.8830255395027891,71,0.0335538752362949,1.0,71,0.1918918918918919,0.717391304347826
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.02,0.1,0.6502835538752363,0.014177693761814745,0.7589792060491494,0.02551984877126654,0.9674698795180723,0.850635593220339,0.9206260057342288,0.8830255395027891,142,0.0671077504725898,0.9225352112676056,131,0.35405405405405405,0.774102079395085
DAPT_STATIC,42,ORIGINAL5,IID_BALANCED,0.02,0.2,0.6502835538752363,0.014177693761814745,0.7589792060491494,0.02551984877126654,0.9674698795180723,0.850635593220339,0.9206260057342288,0.8830255395027891,283,0.1337429111531191,0.6325088339222615,179,0.4837837837837838,0.8194706994328923
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.02,0.05,0.6502835538752363,0.014177693761814745,0.7551984877126654,0.021739130434782608,0.9720194647201946,0.85,0.9270166180266315,0.8929307178004653,71,0.0335538752362949,1.0,71,0.1918918918918919,0.717391304347826
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.02,0.1,0.6502835538752363,0.014177693761814745,0.7551984877126654,0.021739130434782608,0.9720194647201946,0.85,0.9270166180266315,0.8929307178004653,142,0.0671077504725898,0.9225352112676056,131,0.35405405405405405,0.774102079395085
DAPT_SSL_REFRESH,42,ORIGINAL5,IID_BALANCED,0.02,0.2,0.6502835538752363,0.014177693761814745,0.7551984877126654,0.021739130434782608,0.9720194647201946,0.85,0.9270166180266315,0.8929307178004653,283,0.1337429111531191,0.6395759717314488,181,0.4891891891891892,0.8213610586011342
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.02,0.05,0.75175,0.0125,0.8715,0.021,0.9764705882352941,0.921003963011889,0.9720059399969443,0.9597059375,248,0.031,0.9919354838709677,246,0.24773413897280966,0.81325
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.02,0.1,0.75175,0.0125,0.8715,0.021,0.9764705882352941,0.921003963011889,0.9720059399969443,0.9597059375,495,0.061875,0.9494949494949495,470,0.473313192346425,0.86925
DAPT_STATIC,42,ORIGINAL5,TEMPORAL,0.02,0.2,0.75175,0.0125,0.8715,0.021,0.9764705882352941,0.921003963011889,0.9720059399969443,0.9597059375,989,0.123625,0.731041456016178,723,0.7280966767371602,0.9325
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.02,0.05,0.75175,0.0125,0.86625,0.01725,0.9804753820033956,0.919830103530661,0.9748467044618789,0.96419171875,248,0.031,0.9838709677419355,244,0.2457200402819738,0.81275
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.02,0.1,0.75175,0.0125,0.86625,0.01725,0.9804753820033956,0.919830103530661,0.9748467044618789,0.96419171875,495,0.061875,0.9333333333333333,462,0.4652567975830816,0.86725
DAPT_SSL_REFRESH,42,ORIGINAL5,TEMPORAL,0.02,0.2,0.75175,0.0125,0.86625,0.01725,0.9804753820033956,0.919830103530661,0.9748467044618789,0.96419171875,989,0.123625,0.7714863498483316,763,0.7683786505538771,0.9425
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.02,0.05,0.6941420425090721,0.01918092275790565,0.8455158113011924,0.02592016588906169,0.9702558001189768,0.903601108033241,0.9691127494375248,0.9573447322940005,125,0.032400207361327114,0.992,124,0.21016949152542372,0.7584240539139451
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.02,0.1,0.6941420425090721,0.01918092275790565,0.8455158113011924,0.02592016588906169,0.9702558001189768,0.903601108033241,0.9691127494375248,0.9573447322940005,249,0.0645412130637636,0.9799196787148594,244,0.4135593220338983,0.8206324520476931
DAPT_STATIC,42,ORIGINAL5,DOMAIN_OOD,0.02,0.2,0.6941420425090721,0.01918092275790565,0.8455158113011924,0.02592016588906169,0.9702558001189768,0.903601108033241,0.9691127494375248,0.9573447322940005,497,0.1288232244686366,0.8289738430583501,412,0.6983050847457627,0.9077242094349404
