seed,scenario,target_fpr,base_model,candidate_model,base_calibration_empirical_fpr,candidate_calibration_empirical_fpr,base_empirical_fpr,candidate_empirical_fpr,candidate_minus_base_fpr,base_fn,candidate_fn,common_fn,rescued_b0_fn,regressed_b0_tp,fn_jaccard,fn_rescue_rate,base_fp,candidate_fp,common_fp,avoided_b0_fp,new_fp_vs_b0,fp_jaccard
42,IID_ORIGINAL,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.008028098344204716,0.015052684395383844,0.007024586051179128,523,388,312,211,76,0.5208681135225376,0.40344168260038243,16,30,5,11,25,0.12195121951219512
42,IID_BALANCED,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.012287334593572778,0.01606805293005671,0.0037807183364839334,523,388,312,211,76,0.5208681135225376,0.40344168260038243,13,17,5,8,12,0.2
42,TEMPORAL,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.0045,0.0115,0.007,1757,1112,807,950,305,0.3913676042677013,0.5406943653955606,18,46,4,14,42,0.06666666666666667
42,DOMAIN_OOD,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.005702436495593572,0.010368066355624676,0.004665629860031104,1055,668,485,570,183,0.39176090468497576,0.5402843601895735,11,20,2,9,18,0.06896551724137931
42,TEMPLATE_OOD,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.004976580796252928,0.009953161592505855,0.004976580796252928,1586,973,719,867,254,0.3907608695652174,0.5466582597730139,17,34,4,13,30,0.0851063829787234
42,DOMAIN_TEMPLATE_OOD,0.01,B0_STRUCT_XGB,DAPT_E2E,0.00936768149882904,0.00936768149882904,0.005393743257820928,0.009708737864077669,0.004314994606256741,1070,687,517,553,170,0.41693548387096774,0.516822429906542,10,18,2,8,16,0.07692307692307693
42,IID_ORIGINAL,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.017561465127947817,0.02960361264425489,0.012042147516307073,428,293,251,177,42,0.5340425531914894,0.4135514018691589,35,59,12,23,47,0.14634146341463414
42,IID_BALANCED,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.021739130434782608,0.030245746691871456,0.008506616257088848,428,293,251,177,42,0.5340425531914894,0.4135514018691589,23,32,9,14,23,0.1956521739130435
42,TEMPORAL,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.01625,0.022,0.005749999999999998,1265,731,549,716,182,0.3794056668970283,0.5660079051383399,65,88,15,50,73,0.10869565217391304
42,DOMAIN_OOD,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.024883359253499222,0.02592016588906169,0.0010368066355624685,776,424,316,460,108,0.3574660633484163,0.5927835051546392,48,50,10,38,40,0.11363636363636363
42,TEMPLATE_OOD,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.01727166276346604,0.021662763466042154,0.004391100702576114,1135,637,482,653,155,0.3736434108527132,0.5753303964757709,59,74,13,46,61,0.10833333333333334
42,DOMAIN_TEMPLATE_OOD,0.02,B0_STRUCT_XGB,DAPT_E2E,0.01990632318501171,0.01990632318501171,0.023732470334412083,0.02535059331175836,0.0016181229773462764,776,453,345,431,108,0.3902714932126697,0.5554123711340206,44,47,9,35,38,0.10975609756097561
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.004515805318615153,0.004515805318615153,0.0,557,659,452,105,207,0.5916230366492147,0.18850987432675045,9,9,1,8,8,0.058823529411764705
42,IID_BALANCED,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.006616257088846881,0.006616257088846881,0.0,557,659,452,105,207,0.5916230366492147,0.18850987432675045,7,7,1,6,6,0.07692307692307693
42,TEMPORAL,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.00275,0.0045,0.0017499999999999998,1879,2709,1655,224,1054,0.5642686668939653,0.11921234699308142,11,18,2,9,16,0.07407407407407407
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002592016588906169,0.005702436495593572,0.0031104199066874032,1129,1538,1009,120,529,0.6085645355850422,0.10628875110717449,5,11,1,4,10,0.06666666666666667
42,TEMPLATE_OOD,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002927400468384075,0.005269320843091335,0.0023419203747072595,1700,2335,1497,203,838,0.5898345153664303,0.11941176470588236,10,18,2,8,16,0.07692307692307693
42,DOMAIN_TEMPLATE_OOD,0.005,B0_STRUCT_XGB,BASE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002157497303128371,0.005933117583603021,0.00377562028047465,1143,1506,1024,119,482,0.6301538461538462,0.10411198600174978,4,11,1,3,10,0.07142857142857142
42,IID_ORIGINAL,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.008028098344204716,0.007526342197691922,-0.000501756146512794,523,603,407,116,196,0.5660639777468707,0.22179732313575526,16,15,2,14,13,0.06896551724137931
42,IID_BALANCED,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.012287334593572778,0.00945179584120983,-0.0028355387523629483,523,603,407,116,196,0.5660639777468707,0.22179732313575526,13,10,2,11,8,0.09523809523809523
42,TEMPORAL,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.0045,0.00675,0.0022500000000000003,1757,2500,1471,286,1029,0.5279971284996411,0.16277746158224246,18,27,2,16,25,0.046511627906976744
42,DOMAIN_OOD,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005702436495593572,0.00933125972006221,0.003628823224468637,1055,1419,889,166,530,0.5608832807570978,0.15734597156398103,11,18,1,10,17,0.03571428571428571
42,TEMPLATE_OOD,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.004976580796252928,0.007903981264637002,0.0029274004683840747,1586,2172,1326,260,846,0.5452302631578947,0.16393442622950818,17,27,2,15,25,0.047619047619047616
42,DOMAIN_TEMPLATE_OOD,0.01,B0_STRUCT_XGB,BASE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005393743257820928,0.009708737864077669,0.004314994606256741,1070,1409,912,158,497,0.582003828972559,0.14766355140186915,10,18,1,9,17,0.037037037037037035
42,IID_ORIGINAL,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.017561465127947817,0.021073758153537382,0.003512293025589565,428,499,322,106,177,0.5322314049586777,0.24766355140186916,35,42,8,27,34,0.11594202898550725
42,IID_BALANCED,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.021739130434782608,0.020793950850661626,-0.0009451795841209816,428,499,322,106,177,0.5322314049586777,0.24766355140186916,23,22,7,16,15,0.18421052631578946
42,TEMPORAL,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01625,0.0165,0.0002500000000000002,1265,1940,948,317,992,0.42002658396101017,0.25059288537549407,65,66,11,54,55,0.09166666666666666
42,DOMAIN_OOD,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.024883359253499222,0.023846552617936754,-0.0010368066355624685,776,1109,576,200,533,0.4400305576776165,0.25773195876288657,48,46,7,41,39,0.08045977011494253
42,TEMPLATE_OOD,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01727166276346604,0.018442622950819672,0.0011709601873536313,1135,1704,852,283,852,0.4287871162556618,0.24933920704845816,59,63,10,49,53,0.08928571428571429
42,DOMAIN_TEMPLATE_OOD,0.02,B0_STRUCT_XGB,BASE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.023732470334412083,0.024271844660194174,0.000539374325782091,776,1103,581,195,522,0.4476117103235747,0.25128865979381443,44,45,6,38,39,0.07228915662650602
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.004515805318615153,0.009031610637230306,0.004515805318615153,557,714,439,118,275,0.5276442307692307,0.2118491921005386,9,18,3,6,15,0.125
42,IID_BALANCED,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.006616257088846881,0.010396975425330813,0.0037807183364839325,557,714,439,118,275,0.5276442307692307,0.2118491921005386,7,11,3,4,8,0.2
42,TEMPORAL,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.00275,0.006,0.0032500000000000003,1879,2398,1479,400,919,0.5285918513223731,0.21287919105907396,11,24,1,10,23,0.029411764705882353
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002592016588906169,0.00829445308449974,0.005702436495593571,1129,1380,897,232,483,0.5564516129032258,0.20549158547387067,5,16,1,4,15,0.05
42,TEMPLATE_OOD,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002927400468384075,0.006733021077283372,0.003805620608899297,1700,2096,1336,364,760,0.5430894308943089,0.21411764705882352,10,23,1,9,22,0.03125
42,DOMAIN_TEMPLATE_OOD,0.005,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002157497303128371,0.008629989212513484,0.006472491909385113,1143,1353,900,243,453,0.5639097744360902,0.2125984251968504,4,16,1,3,15,0.05263157894736842
42,IID_ORIGINAL,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.008028098344204716,0.014550928248871048,0.006522829904666332,523,671,405,118,266,0.5133079847908745,0.22562141491395793,16,29,5,11,24,0.125
42,IID_BALANCED,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.012287334593572778,0.015122873345935728,0.00283553875236295,523,671,405,118,266,0.5133079847908745,0.22562141491395793,13,16,4,9,12,0.16
42,TEMPORAL,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.0045,0.0085,0.004000000000000001,1757,2206,1338,419,868,0.5097142857142857,0.23847467273762094,18,34,3,15,31,0.061224489795918366
42,DOMAIN_OOD,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005702436495593572,0.01088646967340591,0.005184033177812338,1055,1283,810,245,473,0.5301047120418848,0.23222748815165878,11,21,1,10,20,0.03225806451612903
42,TEMPLATE_OOD,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.004976580796252928,0.009660421545667448,0.00468384074941452,1586,1945,1205,381,740,0.5180567497850387,0.24022698612862547,17,33,3,14,30,0.06382978723404255
42,DOMAIN_TEMPLATE_OOD,0.01,B0_STRUCT_XGB,DAPT_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005393743257820928,0.011326860841423949,0.005933117583603021,1070,1274,822,248,452,0.5400788436268068,0.23177570093457944,10,21,1,9,20,0.03333333333333333
42,IID_ORIGINAL,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.017561465127947817,0.02609131961866533,0.008529854490717512,428,522,323,105,199,0.5151515151515151,0.24532710280373832,35,52,11,24,41,0.14473684210526316
42,IID_BALANCED,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.021739130434782608,0.03213610586011342,0.010396975425330815,428,522,323,105,199,0.5151515151515151,0.24532710280373832,23,34,9,14,25,0.1875
42,TEMPORAL,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01625,0.01775,0.0014999999999999979,1265,1771,943,322,828,0.45054945054945056,0.2545454545454545,65,71,8,57,63,0.0625
42,DOMAIN_OOD,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.024883359253499222,0.02280974598237429,-0.0020736132711249335,776,1060,585,191,475,0.4676258992805755,0.24613402061855671,48,44,4,44,40,0.045454545454545456
42,TEMPLATE_OOD,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01727166276346604,0.019613583138173303,0.0023419203747072626,1135,1588,850,285,738,0.45381740523224773,0.2511013215859031,59,67,8,51,59,0.06779661016949153
42,DOMAIN_TEMPLATE_OOD,0.02,B0_STRUCT_XGB,DAPT_EMB_MLP,0.01990632318501171,0.01990632318501171,0.023732470334412083,0.02319309600862999,-0.0005393743257820945,776,1082,600,176,482,0.4769475357710652,0.2268041237113402,44,43,4,40,39,0.04819277108433735
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.004515805318615153,0.006021073758153537,0.0015052684395383846,557,877,495,62,382,0.5271565495207667,0.11131059245960502,9,12,1,8,11,0.05
42,IID_BALANCED,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.006616257088846881,0.007561436672967864,0.0009451795841209833,557,877,495,62,382,0.5271565495207667,0.11131059245960502,7,8,1,6,7,0.07142857142857142
42,TEMPORAL,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.00275,0.00625,0.0035000000000000005,1879,3111,1614,265,1497,0.47808056872037913,0.1410324640766365,11,25,0,11,25,0.0
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002592016588906169,0.007257646448937273,0.004665629860031105,1129,1604,961,168,643,0.5423250564334086,0.1488042515500443,5,14,0,5,14,0.0
42,TEMPLATE_OOD,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002927400468384075,0.006147540983606557,0.003220140515222482,1700,2644,1460,240,1184,0.5062413314840499,0.1411764705882353,10,21,0,10,21,0.0
42,DOMAIN_TEMPLATE_OOD,0.005,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00468384074941452,0.00468384074941452,0.002157497303128371,0.007011866235167206,0.004854368932038835,1143,1554,972,171,582,0.5634782608695652,0.14960629921259844,4,13,0,4,13,0.0
42,IID_ORIGINAL,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.008028098344204716,0.012042147516307075,0.004014049172102359,523,797,453,70,344,0.5224913494809689,0.1338432122370937,16,24,3,13,21,0.08108108108108109
42,IID_BALANCED,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.012287334593572778,0.014177693761814745,0.0018903591682419667,523,797,453,70,344,0.5224913494809689,0.1338432122370937,13,15,3,10,12,0.12
42,TEMPORAL,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.0045,0.0105,0.006000000000000001,1757,2754,1378,379,1376,0.43983402489626555,0.21570859419464997,18,42,0,18,42,0.0
42,DOMAIN_OOD,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005702436495593572,0.01088646967340591,0.005184033177812338,1055,1461,831,224,630,0.49317507418397627,0.2123222748815166,11,21,0,11,21,0.0
42,TEMPLATE_OOD,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.004976580796252928,0.010245901639344262,0.005269320843091334,1586,2356,1242,344,1114,0.46,0.21689785624211855,17,35,0,17,35,0.0
42,DOMAIN_TEMPLATE_OOD,0.01,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.00936768149882904,0.00936768149882904,0.005393743257820928,0.010787486515641856,0.005393743257820928,1070,1409,834,236,575,0.5069908814589665,0.2205607476635514,10,20,0,10,20,0.0
42,IID_ORIGINAL,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.017561465127947817,0.019568489713998997,0.0020070245860511794,428,727,356,72,371,0.4455569461827284,0.16822429906542055,35,39,4,31,35,0.05714285714285714
42,IID_BALANCED,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.021739130434782608,0.020793950850661626,-0.0009451795841209816,428,727,356,72,371,0.4455569461827284,0.16822429906542055,23,22,4,19,18,0.0975609756097561
42,TEMPORAL,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01625,0.01625,0.0,1265,2480,958,307,1522,0.3437387872264083,0.2426877470355731,65,65,3,62,62,0.023622047244094488
42,DOMAIN_OOD,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.024883359253499222,0.01762571280456195,-0.007257646448937272,776,1333,589,187,744,0.3875,0.24097938144329897,48,34,2,46,32,0.025
42,TEMPLATE_OOD,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.01727166276346604,0.01522248243559719,-0.0020491803278688513,1135,2120,865,270,1255,0.3619246861924686,0.23788546255506607,59,52,3,56,49,0.027777777777777776
42,DOMAIN_TEMPLATE_OOD,0.02,B0_STRUCT_XGB,CONTRASTIVE_EMB_MLP,0.01990632318501171,0.01990632318501171,0.023732470334412083,0.016720604099244876,-0.007011866235167207,776,1287,588,188,699,0.39864406779661016,0.2422680412371134,44,31,2,42,29,0.0273972602739726
52,IID_ORIGINAL,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.0055193176116407425,0.008529854490717512,0.003010536879076769,588,524,441,147,83,0.6572280178837556,0.25,11,17,4,7,13,0.16666666666666666
52,IID_BALANCED,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.006616257088846881,0.012287334593572778,0.005671077504725897,588,524,441,147,83,0.6572280178837556,0.25,7,13,4,3,9,0.25
52,TEMPORAL,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.00425,0.00625,0.002,1930,2107,1483,447,624,0.5806577916992952,0.23160621761658032,17,25,3,14,22,0.07692307692307693
52,DOMAIN_OOD,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.004665629860031105,0.0036288232244686366,-0.001036806635562468,1100,1282,908,192,374,0.6160108548168249,0.17454545454545456,9,7,2,7,5,0.14285714285714285
52,TEMPLATE_OOD,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.00468384074941452,0.0055620608899297425,0.0008782201405152226,1715,1821,1323,392,498,0.5978309986443742,0.22857142857142856,16,19,3,13,16,0.09375
52,DOMAIN_TEMPLATE_OOD,0.005,B0_STRUCT_XGB,T0_E2E,0.00468384074941452,0.00468384074941452,0.004314994606256742,0.0037756202804746495,-0.0005393743257820923,1132,1244,922,210,322,0.6341127922971114,0.1855123674911661,8,7,2,6,5,0.15384615384615385
52,IID_ORIGINAL,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.010536879076768691,0.021073758153537382,0.010536879076768691,527,385,355,172,30,0.6373429084380611,0.32637571157495254,21,42,8,13,34,0.14545454545454545
52,IID_BALANCED,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.011342155009451797,0.023629489603024575,0.012287334593572778,527,385,355,172,30,0.6373429084380611,0.32637571157495254,12,25,8,4,17,0.27586206896551724
52,TEMPORAL,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.00875,0.021,0.01225,1673,1395,1092,581,303,0.5526315789473685,0.3472803347280335,35,84,13,22,71,0.12264150943396226
52,DOMAIN_OOD,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.011923276308968377,0.014515292897874546,0.0025920165889061694,981,862,668,313,194,0.5685106382978723,0.31906218144750254,23,28,8,15,20,0.18604651162790697
52,TEMPLATE_OOD,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.009953161592505855,0.018442622950819672,0.008489461358313816,1497,1232,983,514,249,0.5630011454753723,0.34335337341349365,34,63,12,22,51,0.1411764705882353
52,DOMAIN_TEMPLATE_OOD,0.01,B0_STRUCT_XGB,T0_E2E,0.00936768149882904,0.00936768149882904,0.011866235167206042,0.01348435814455232,0.0016181229773462782,1013,865,691,322,174,0.582139848357203,0.31786771964461996,22,25,7,15,18,0.175
