feature_space,classifier,strategy,label_budget,scenario,target_fpr,recall_mean,recall_std,empirical_fpr_mean,average_precision_mean,f1_mean
BASE,LOGREG,RANDOM,0.25,DOMAIN_OOD,0.01,0.3409538621047174,0.062465651865983615,0.009434940383618421,0.902253346613662,0.5020618983914352
BASE,LOGREG,RANDOM,0.25,DOMAIN_OOD,0.02,0.49455676516329705,0.038671945505064406,0.0242612752721617,0.902253346613662,0.6504362001960099
BASE,LOGREG,RANDOM,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.24271844660194172,0.07342097834687479,0.005663430420711929,0.894794384450541,0.38381382490116484
BASE,LOGREG,RANDOM,0.25,DOMAIN_TEMPLATE_OOD,0.01,0.3256202804746494,0.062403975239381876,0.00922330097087375,0.894794384450541,0.4848684540908872
BASE,LOGREG,RANDOM,0.25,DOMAIN_TEMPLATE_OOD,0.02,0.4700647249190938,0.04127476639444954,0.02389428263214665,0.894794384450541,0.6283127489192456
BASE,LOGREG,RANDOM,0.25,IID_BALANCED,0.005,0.2869565217391304,0.07314981672700076,0.00406427221172017,0.9155555614306168,0.43992202434310224
BASE,LOGREG,RANDOM,0.25,IID_BALANCED,0.01,0.37211720226843104,0.05275921734939029,0.0073724007561436,0.9155555614306168,0.5375313303368789
BASE,LOGREG,RANDOM,0.25,IID_BALANCED,0.02,0.5282608695652173,0.0245279717243863,0.020793950850661592,0.9155555614306168,0.6817483471598513
BASE,LOGREG,RANDOM,0.25,IID_ORIGINAL,0.005,0.2869565217391304,0.07314981672700076,0.0041645760160561405,0.8669505923467566,0.438600697494798
BASE,LOGREG,RANDOM,0.25,IID_ORIGINAL,0.01,0.37211720226843104,0.05275921734939029,0.00762669342699446,0.8669505923467566,0.5347787402211869
BASE,LOGREG,RANDOM,0.25,IID_ORIGINAL,0.02,0.5282608695652173,0.0245279717243863,0.01996989463120919,0.8669505923467566,0.6744178433362513
BASE,LOGREG,RANDOM,0.25,TEMPLATE_OOD,0.005,0.31411007025761123,0.08035819448673825,0.00459601873536293,0.9243952169794788,0.47123546376687947
BASE,LOGREG,RANDOM,0.25,TEMPLATE_OOD,0.01,0.4067622950819672,0.05379788125271827,0.0079332552693208,0.9243952169794788,0.5731780141726992
BASE,LOGREG,RANDOM,0.25,TEMPLATE_OOD,0.02,0.5512295081967213,0.03180270287978344,0.01973067915690861,0.9243952169794788,0.7012856743396002
BASE,LOGREG,RANDOM,0.25,TEMPORAL,0.005,0.320525,0.07877441861275639,0.0042,0.9298882885186309,0.479042435504123
BASE,LOGREG,RANDOM,0.25,TEMPORAL,0.01,0.41265,0.05271954096917006,0.007400000000000001,0.9298882885186309,0.5794002657764914
BASE,LOGREG,RANDOM,0.25,TEMPORAL,0.02,0.5598500000000001,0.031175845350741235,0.0184,0.9298882885186309,0.7089965557976271
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_OOD,0.005,0.2381544841886988,0.08496551480674819,0.00611715914981852,0.8906005304589971,0.37588164505507754
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_OOD,0.01,0.299585277345775,0.06990074931504475,0.00907205806117154,0.8906005304589971,0.4536798658675837
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_OOD,0.02,0.447071021254536,0.04977703750323871,0.025090720580611646,0.8906005304589971,0.6058538508216171
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.2320388349514563,0.08570407411210716,0.0061488673139158,0.8819683778698654,0.3676788091022586
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.29239482200647243,0.07135090819843246,0.00889967637540448,0.8819683778698654,0.44497037150187335
BASE,LOGREG,UNCERTAINTY,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.4316073354908306,0.04917997632037988,0.025188781014023682,0.8819683778698654,0.5910131358652883
BASE,LOGREG,UNCERTAINTY,0.1,IID_BALANCED,0.005,0.26228733459357273,0.07683489062619071,0.00519848771266536,0.9052918594691318,0.40838465025879084
BASE,LOGREG,UNCERTAINTY,0.1,IID_BALANCED,0.01,0.3217391304347826,0.06735976888929114,0.00784499054820412,0.9052918594691318,0.48034008513979565
BASE,LOGREG,UNCERTAINTY,0.1,IID_BALANCED,0.02,0.4695652173913044,0.0652285011647643,0.02192816635160676,0.9052918594691318,0.6271576623211097
BASE,LOGREG,UNCERTAINTY,0.1,IID_ORIGINAL,0.005,0.26228733459357273,0.07683489062619071,0.00521826392373301,0.8495278008015393,0.40684480022962094
BASE,LOGREG,UNCERTAINTY,0.1,IID_ORIGINAL,0.01,0.3217391304347826,0.06735976888929114,0.00782739588559956,0.8495278008015393,0.47784537014829886
BASE,LOGREG,UNCERTAINTY,0.1,IID_ORIGINAL,0.02,0.4695652173913044,0.0652285011647643,0.021525338685398847,0.8495278008015393,0.6194212415393051
BASE,LOGREG,UNCERTAINTY,0.1,TEMPLATE_OOD,0.005,0.28187939110070254,0.09147609405111916,0.0048887587822013506,0.9134919489197776,0.4308045685163302
BASE,LOGREG,UNCERTAINTY,0.1,TEMPLATE_OOD,0.01,0.3496779859484777,0.07679159750656493,0.00740632318501166,0.9134919489197776,0.5107343577423565
BASE,LOGREG,UNCERTAINTY,0.1,TEMPLATE_OOD,0.02,0.5019906323185012,0.05531036363597141,0.02014051522248239,0.9134919489197776,0.6579111005370056
BASE,LOGREG,UNCERTAINTY,0.1,TEMPORAL,0.005,0.28650000000000003,0.08780597296818077,0.004775,0.9188693602094335,0.437073045897632
BASE,LOGREG,UNCERTAINTY,0.1,TEMPORAL,0.01,0.35395,0.07334079507492555,0.0072,0.9188693602094335,0.5159233884590234
BASE,LOGREG,UNCERTAINTY,0.1,TEMPORAL,0.02,0.5082,0.05263168669579616,0.019225,0.9188693602094335,0.6639397636587813
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_OOD,0.005,0.26552617936754797,0.06178397156823663,0.00533955417314668,0.9077418621720508,0.41446291313177924
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_OOD,0.01,0.37843442198030064,0.06532750323289176,0.011145671332296481,0.9077418621720508,0.5417257020144686
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_OOD,0.02,0.5080870917573872,0.06316794002994917,0.02446863659927419,0.9077418621720508,0.660952870696397
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_TEMPLATE_OOD,0.005,0.25285868392664507,0.06288784932731864,0.00544768069039909,0.8998349207360696,0.3982847510912758
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_TEMPLATE_OOD,0.01,0.3598705501618123,0.06604138832941496,0.01100323624595464,0.8998349207360696,0.5218865941563519
BASE,LOGREG,UNCERTAINTY,0.15,DOMAIN_TEMPLATE_OOD,0.02,0.4851672060409925,0.061950741084388194,0.02400215749730307,0.8998349207360696,0.6408191346301708
BASE,LOGREG,UNCERTAINTY,0.15,IID_BALANCED,0.005,0.2534026465028355,0.04208249272943614,0.00406427221172017,0.9151943660612195,0.40130703491298014
BASE,LOGREG,UNCERTAINTY,0.15,IID_BALANCED,0.01,0.3844045368620038,0.046171160050735655,0.0084120982986767,0.9151943660612195,0.5505824584152044
BASE,LOGREG,UNCERTAINTY,0.15,IID_BALANCED,0.02,0.5138941398865784,0.05098141709024923,0.02192816635160677,0.9151943660612195,0.6678415022526516
BASE,LOGREG,UNCERTAINTY,0.15,IID_ORIGINAL,0.005,0.2534026465028355,0.04208249272943614,0.00396387355745102,0.8656835333410526,0.4001990670871572
BASE,LOGREG,UNCERTAINTY,0.15,IID_ORIGINAL,0.01,0.3844045368620038,0.046171160050735655,0.008630205720020021,0.8656835333410526,0.5474859279536843
BASE,LOGREG,UNCERTAINTY,0.15,IID_ORIGINAL,0.02,0.5138941398865784,0.05098141709024923,0.021224284997491148,0.8656835333410526,0.6600548457920452
BASE,LOGREG,UNCERTAINTY,0.15,TEMPLATE_OOD,0.005,0.30333723653395783,0.06744280034168915,0.0044789227166275895,0.9272413743673613,0.46017488051123767
BASE,LOGREG,UNCERTAINTY,0.15,TEMPLATE_OOD,0.01,0.4263466042154566,0.06369459558741021,0.00927985948477747,0.9272413743673613,0.5914320643989022
BASE,LOGREG,UNCERTAINTY,0.15,TEMPLATE_OOD,0.02,0.5567915690866511,0.053037588607222554,0.02063817330210768,0.9272413743673613,0.7045989382070956
BASE,LOGREG,UNCERTAINTY,0.15,TEMPORAL,0.005,0.31215000000000004,0.06577921826500795,0.0040750000000000005,0.9320433457601925,0.4708570926184284
BASE,LOGREG,UNCERTAINTY,0.15,TEMPORAL,0.01,0.43615000000000004,0.06279211733967886,0.009049999999999999,0.9320433457601925,0.601197064585565
BASE,LOGREG,UNCERTAINTY,0.15,TEMPORAL,0.02,0.5684750000000001,0.053088297779370464,0.019975,0.9320433457601925,0.7144447961196433
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_OOD,0.005,0.29212026956972525,0.07141819744732672,0.00368066355624673,0.923180826032293,0.44646681825255163
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_OOD,0.01,0.40492483151892167,0.03751451914845022,0.00870917573872469,0.923180826032293,0.5719458156647926
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_OOD,0.02,0.5409020217729393,0.0425779961350861,0.02125453602903053,0.923180826032293,0.6916085630448767
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_TEMPLATE_OOD,0.005,0.2792880258899676,0.06964583014415249,0.00382955771305281,0.9169131227419539,0.4309715458732365
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_TEMPLATE_OOD,0.01,0.38878101402373244,0.03871640782992812,0.00868392664509165,0.9169131227419539,0.5553779357821069
BASE,LOGREG,UNCERTAINTY,0.2,DOMAIN_TEMPLATE_OOD,0.02,0.5156418554476807,0.03963249401928763,0.02028047464940663,0.9169131227419539,0.6706244409166976
BASE,LOGREG,UNCERTAINTY,0.2,IID_BALANCED,0.005,0.2753308128544423,0.06668418919642752,0.00415879017013226,0.9254417652578575,0.42649956899828745
BASE,LOGREG,UNCERTAINTY,0.2,IID_BALANCED,0.01,0.3946124763705104,0.03153196786288494,0.0080340264650283,0.9254417652578575,0.5619934691947257
BASE,LOGREG,UNCERTAINTY,0.2,IID_BALANCED,0.02,0.5431947069943289,0.045182374313931836,0.01994328922495271,0.9254417652578575,0.6939842113591335
BASE,LOGREG,UNCERTAINTY,0.2,IID_ORIGINAL,0.005,0.2753308128544423,0.06668418919642752,0.00331159056698438,0.8835151094308733,0.4257900740385618
BASE,LOGREG,UNCERTAINTY,0.2,IID_ORIGINAL,0.01,0.3946124763705104,0.03153196786288494,0.0072252885097842095,0.8835151094308733,0.5597696493899759
BASE,LOGREG,UNCERTAINTY,0.2,IID_ORIGINAL,0.02,0.5431947069943289,0.045182374313931836,0.01876567987957849,0.8835151094308733,0.6871979026185974
BASE,LOGREG,UNCERTAINTY,0.2,TEMPLATE_OOD,0.005,0.3249121779859484,0.07279985169431401,0.0037177985948477397,0.9395593036455951,0.4848875347529516
BASE,LOGREG,UNCERTAINTY,0.2,TEMPLATE_OOD,0.01,0.44897540983606554,0.034108940570729454,0.007786885245901589,0.9395593036455951,0.6157057073488408
BASE,LOGREG,UNCERTAINTY,0.2,TEMPLATE_OOD,0.02,0.5910421545667448,0.033841559757888585,0.01733021077283367,0.9395593036455951,0.734439385597121
BASE,LOGREG,UNCERTAINTY,0.2,TEMPORAL,0.005,0.3348,0.0724115168863198,0.0034500000000000004,0.9434893875547259,0.49630210119981066
BASE,LOGREG,UNCERTAINTY,0.2,TEMPORAL,0.01,0.4575,0.03361030761206713,0.0076749999999999995,0.9434893875547259,0.6238352285323051
BASE,LOGREG,UNCERTAINTY,0.2,TEMPORAL,0.02,0.6002,0.03470866846576896,0.017599999999999998,0.9434893875547259,0.7414605738465591
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_OOD,0.005,0.2976153447382063,0.05306285581491077,0.00409538621047172,0.9304656538709697,0.4549306368046765
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_OOD,0.01,0.3963193364437532,0.03820370232415924,0.00694660445826851,0.9304656538709697,0.5638867017003386
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_OOD,0.02,0.5701399688958009,0.023417960991790436,0.02125453602903053,0.9304656538709697,0.716266531391514
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.27982740021574976,0.05104481368925115,0.00415318230852207,0.9253362972516896,0.43359099869013196
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_TEMPLATE_OOD,0.01,0.37853290183387267,0.03820202194966607,0.0068500539374325405,0.9253362972516896,0.545463986561842
BASE,LOGREG,UNCERTAINTY,0.25,DOMAIN_TEMPLATE_OOD,0.02,0.5439590075512406,0.022984140208681236,0.02017259978425022,0.9253362972516896,0.695275844888563
BASE,LOGREG,UNCERTAINTY,0.25,IID_BALANCED,0.005,0.2881852551984877,0.05786552756995157,0.0032136105860112903,0.9321418200405034,0.44350912159734923
BASE,LOGREG,UNCERTAINTY,0.25,IID_BALANCED,0.01,0.3801512287334593,0.036725224074225425,0.00576559546313794,0.9321418200405034,0.5476452172337398
BASE,LOGREG,UNCERTAINTY,0.25,IID_BALANCED,0.02,0.5620037807183365,0.030436152403354434,0.01814744801512283,0.9321418200405034,0.7108879180656218
BASE,LOGREG,UNCERTAINTY,0.25,IID_ORIGINAL,0.005,0.2881852551984877,0.05786552756995157,0.00280983442047158,0.8919836300778841,0.4427816452235138
BASE,LOGREG,UNCERTAINTY,0.25,IID_ORIGINAL,0.01,0.3801512287334593,0.036725224074225425,0.00531861515303558,0.8919836300778841,0.5459796336253357
BASE,LOGREG,UNCERTAINTY,0.25,IID_ORIGINAL,0.02,0.5620037807183365,0.030436152403354434,0.017912694430506727,0.8919836300778841,0.703936152428082
BASE,LOGREG,UNCERTAINTY,0.25,TEMPLATE_OOD,0.005,0.33861241217798593,0.05245741363172273,0.00409836065573764,0.9458063325558428,0.5022994536621106
BASE,LOGREG,UNCERTAINTY,0.25,TEMPLATE_OOD,0.01,0.44877049180327866,0.03474478931305949,0.00676229508196715,0.9458063325558428,0.6159291106510418
BASE,LOGREG,UNCERTAINTY,0.25,TEMPLATE_OOD,0.02,0.6205503512880562,0.024941116032134333,0.017681498829039778,0.9458063325558428,0.7573172546665824
BASE,LOGREG,UNCERTAINTY,0.25,TEMPORAL,0.005,0.34775,0.051793124811868395,0.0036,0.9494173354108064,0.5126946999117107
BASE,LOGREG,UNCERTAINTY,0.25,TEMPORAL,0.01,0.456225,0.03364715812665315,0.006575,0.9494173354108064,0.6231128489603479
BASE,LOGREG,UNCERTAINTY,0.25,TEMPORAL,0.02,0.630625,0.025467912818551305,0.017875,0.9494173354108064,0.7648166597200843
BASE,MLP,RANDOM,0.1,DOMAIN_OOD,0.005,0.17361327112493513,0.062191811816445945,0.0093831000518403,0.8460062914026519,0.2894183379423648
BASE,MLP,RANDOM,0.1,DOMAIN_OOD,0.01,0.23856920684292376,0.08832547283363726,0.01710730948678065,0.8460062914026519,0.3727358735262108
BASE,MLP,RANDOM,0.1,DOMAIN_OOD,0.02,0.32944530844997405,0.1240568131858896,0.029030585795749048,0.8460062914026519,0.47277525675423543
BASE,MLP,RANDOM,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.16159654800431494,0.054405377532515384,0.00933117583603016,0.8353361721271121,0.27283994615251883
BASE,MLP,RANDOM,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.2240021574973031,0.0833453282636805,0.017259978425026908,0.8353361721271121,0.3543036472922967
BASE,MLP,RANDOM,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.3124595469255663,0.1182221493947882,0.02950377562028042,0.8353361721271121,0.4543129854356769
BASE,MLP,RANDOM,0.1,IID_BALANCED,0.005,0.27211720226843095,0.053222647503859744,0.00642722117202264,0.890808566043054,0.4231994963330467
BASE,MLP,RANDOM,0.1,IID_BALANCED,0.01,0.3469754253308128,0.05234063220365937,0.013988657844990478,0.890808566043054,0.507907730817443
BASE,MLP,RANDOM,0.1,IID_BALANCED,0.02,0.43676748582230623,0.06938108890910744,0.02608695652173908,0.890808566043054,0.594153720438172
BASE,MLP,RANDOM,0.1,IID_ORIGINAL,0.005,0.27211720226843095,0.053222647503859744,0.00652282990466628,0.8267199861928656,0.421296161917532
BASE,MLP,RANDOM,0.1,IID_ORIGINAL,0.01,0.3469754253308128,0.05234063220365937,0.01349724034119413,0.8267199861928656,0.5037083494200193
BASE,MLP,RANDOM,0.1,IID_ORIGINAL,0.02,0.43676748582230623,0.06938108890910744,0.025840441545408883,0.8267199861928656,0.5851151272670234
BASE,MLP,RANDOM,0.1,TEMPLATE_OOD,0.005,0.2658957845433255,0.059994499731438285,0.006967213114754041,0.8892181507093072,0.41465373017382684
BASE,MLP,RANDOM,0.1,TEMPLATE_OOD,0.01,0.33512880562060887,0.08096599113831572,0.0129683840749414,0.8892181507093072,0.4921965009855424
BASE,MLP,RANDOM,0.1,TEMPLATE_OOD,0.02,0.4217213114754098,0.10973836581736537,0.02233606557377044,0.8892181507093072,0.5762621569718895
BASE,MLP,RANDOM,0.1,TEMPORAL,0.005,0.269675,0.06505799229234724,0.00645,0.8965333424325668,0.4189259744854471
BASE,MLP,RANDOM,0.1,TEMPORAL,0.01,0.34085,0.08587662338753453,0.011949999999999999,0.8965333424325668,0.498299806122336
BASE,MLP,RANDOM,0.1,TEMPORAL,0.02,0.4295,0.11508342384741796,0.02085,0.8965333424325668,0.5836692767269367
BASE,MLP,RANDOM,0.15,DOMAIN_OOD,0.005,0.24105754276827368,0.05762962220111205,0.00886469673405904,0.8791893751635026,0.3824814990628167
BASE,MLP,RANDOM,0.15,DOMAIN_OOD,0.01,0.30772420943494033,0.07152596602118202,0.013893208916537012,0.8791893751635026,0.4614110772929775
BASE,MLP,RANDOM,0.15,DOMAIN_OOD,0.02,0.43587350959046134,0.06646209993206943,0.03053395541731465,0.8791893751635026,0.5918186848509998
BASE,MLP,RANDOM,0.15,DOMAIN_TEMPLATE_OOD,0.005,0.22540453074433656,0.0548009800729649,0.00884573894282627,0.868625537117633,0.3622235044620205
BASE,MLP,RANDOM,0.15,DOMAIN_TEMPLATE_OOD,0.01,0.28888888888888886,0.07084476389637973,0.01380798274002153,0.868625537117633,0.4391972763979021
BASE,MLP,RANDOM,0.15,DOMAIN_TEMPLATE_OOD,0.02,0.41434735706580367,0.06432454377219637,0.030798274002157438,0.868625537117633,0.5708099098593156
BASE,MLP,RANDOM,0.15,IID_BALANCED,0.005,0.3178638941398866,0.06746556541780159,0.00586011342155004,0.9087588446963112,0.47647814917254916
BASE,MLP,RANDOM,0.15,IID_BALANCED,0.01,0.39007561436672966,0.03774425028894156,0.00945179584120978,0.9087588446963112,0.5564372563768116
BASE,MLP,RANDOM,0.15,IID_BALANCED,0.02,0.49914933837429115,0.025728838457877566,0.026275992438563277,0.9087588446963112,0.6540822177418183
