effect,representation,classifier,label_budget,scenario,metric,mean,ci95_low,ci95_high,n_seeds
SSL_vs_BASE,CONTRASTIVE,LOGREG,0.25,TEMPLATE_OOD,delta_ssl_f1,-0.043370133918240766,-0.17313441583408415,0.08639414799760262,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,0.25,TEMPORAL,delta_ssl_ap,-0.06164085474802687,-0.06729973737202409,-0.05598197212402965,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,0.25,TEMPORAL,delta_ssl_recall,-0.038400000000000004,-0.1371683030281144,0.06036830302811437,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,0.25,TEMPORAL,delta_ssl_f1,-0.051162071429839064,-0.17689102067042256,0.07456687781074445,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,delta_ssl_ap,-0.06973525547244727,-0.08241586905921103,-0.057054641885683516,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,delta_ssl_recall,-0.0656298600311042,-0.12495981263991036,-0.006299907422298037,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,delta_ssl_f1,-0.09362761203334351,-0.18436361151275715,-0.002891612553929848,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.07162074907060687,-0.08340725541160043,-0.0598342427296133,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.06256742179072276,-0.12183873656404971,-0.0032961070173958135,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.0907550471889704,-0.18279822248934963,0.001288128111408826,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,IID,delta_ssl_ap,-0.09399074810366173,-0.11306505370720028,-0.07491644250012318,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,IID,delta_ssl_recall,-0.04612476370510399,-0.09774562389138661,0.0054960964811786375,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,IID,delta_ssl_f1,-0.06154859659400863,-0.12763178253105928,0.004534589343042003,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_ap,-0.058053531153732726,-0.06805720780089203,-0.048049854506573425,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_recall,-0.08723653395784545,-0.17559885340085662,0.001125785485165745,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_f1,-0.11231718412308496,-0.2360925192223583,0.011458150976188367,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPORAL,delta_ssl_ap,-0.059621882729536904,-0.06973100052890596,-0.04951276493016784,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPORAL,delta_ssl_recall,-0.08430000000000001,-0.1709289804470377,0.002328980447037679,5
SSL_vs_BASE,CONTRASTIVE,LOGREG,1.0,TEMPORAL,delta_ssl_f1,-0.10803624505196714,-0.22813195269962105,0.012059462595686757,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_OOD,delta_ssl_ap,-0.05192025739145747,-0.11633202078206459,0.012491505999149645,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_OOD,delta_ssl_recall,-0.08698807672369104,-0.1531425679833905,-0.02083358546399157,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_OOD,delta_ssl_f1,-0.1351883355250491,-0.2390231021754044,-0.031353568874693816,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.04845618749137195,-0.11518186184082893,0.018269486858085042,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.07551240560949299,-0.13798347546096654,-0.013041335758019447,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.11956635827969549,-0.21970213878586609,-0.019430577773524874,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,IID,delta_ssl_ap,-0.0742029579679739,-0.12381853933935297,-0.024587376596594823,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,IID,delta_ssl_recall,-0.15311909262759923,-0.2557164429935418,-0.050521742261656705,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,IID,delta_ssl_f1,-0.20498298888954122,-0.34337793712207354,-0.0665880406570089,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPLATE_OOD,delta_ssl_ap,-0.04933195022421901,-0.09705774219106464,-0.001606158257373376,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPLATE_OOD,delta_ssl_recall,-0.10901639344262296,-0.1992249378580495,-0.018807849027196386,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPLATE_OOD,delta_ssl_f1,-0.15053239079459518,-0.2792073337968026,-0.02185744779238777,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPORAL,delta_ssl_ap,-0.05847559230620871,-0.1041165674593085,-0.012834617153108921,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPORAL,delta_ssl_recall,-0.11655,-0.21303730974811083,-0.02006269025188917,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.1,TEMPORAL,delta_ssl_f1,-0.159948635070633,-0.2963440273717115,-0.023553242769554478,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_OOD,delta_ssl_ap,-0.06034177928229412,-0.08200804568427486,-0.038675512880313366,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_OOD,delta_ssl_recall,-0.09466044582685329,-0.20158697915364615,0.012266087499939557,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_OOD,delta_ssl_f1,-0.13162878776150114,-0.2842111852549959,0.02095360973199359,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.058562664486119353,-0.08039285111790843,-0.03673247785433027,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.08036677454153182,-0.1901817312297796,0.029448182146715948,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.11419500471312802,-0.27447172607556847,0.046081716649312404,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,IID,delta_ssl_ap,-0.07616788919069895,-0.09410867432860014,-0.058227104052797754,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,IID,delta_ssl_recall,-0.16446124763705106,-0.24424416265225501,-0.0846783326218471,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,IID,delta_ssl_f1,-0.20619186562159095,-0.30899214126140717,-0.10339158998177474,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPLATE_OOD,delta_ssl_ap,-0.04930952304409797,-0.06346572599735056,-0.03515332009084537,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPLATE_OOD,delta_ssl_recall,-0.10521077283372364,-0.2440825567590526,0.03366101109160531,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPLATE_OOD,delta_ssl_f1,-0.131931215455903,-0.31381742445240407,0.04995499354059807,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPORAL,delta_ssl_ap,-0.054852345163380535,-0.07002385569105495,-0.039680834635706125,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPORAL,delta_ssl_recall,-0.1187,-0.24876974894272544,0.011369748942725438,5
SSL_vs_BASE,CONTRASTIVE,MLP,0.25,TEMPORAL,delta_ssl_f1,-0.14757292080141754,-0.31710098805408926,0.02195514645125421,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_OOD,delta_ssl_ap,-0.0779634887421439,-0.08743340714930754,-0.06849357033498026,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_OOD,delta_ssl_recall,-0.07216174183514776,-0.14271389180554162,-0.001609591864753887,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_OOD,delta_ssl_f1,-0.09662748892544108,-0.1898644650213017,-0.003390512829580472,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.08026888172298423,-0.09008545433994895,-0.0704523091060195,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.052211434735706594,-0.11818394964017859,0.0137610801687654,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.07144109234297798,-0.1612106771803858,0.018328492494429846,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,IID,delta_ssl_ap,-0.07629540113066657,-0.0882722739500852,-0.06431852831124794,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,IID,delta_ssl_recall,-0.12268431001890359,-0.18499769802672492,-0.060370922011082274,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,IID,delta_ssl_f1,-0.1437182243853235,-0.2147618649782843,-0.07267458379236269,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPLATE_OOD,delta_ssl_ap,-0.055940082815607674,-0.060577533052998914,-0.051302632578216434,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPLATE_OOD,delta_ssl_recall,-0.055679156908665116,-0.11874423709292237,0.007385923275592142,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPLATE_OOD,delta_ssl_f1,-0.06587229426656237,-0.13823676777902164,0.006492179245896901,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPORAL,delta_ssl_ap,-0.05994351504768618,-0.06360647724025206,-0.0562805528551203,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPORAL,delta_ssl_recall,-0.06880000000000001,-0.1327255006097509,-0.004874499390249115,5
SSL_vs_BASE,CONTRASTIVE,MLP,1.0,TEMPORAL,delta_ssl_f1,-0.08050938831503783,-0.15304459773313162,-0.007974178896944059,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_ap,-0.054328267308482905,-0.0822458097943484,-0.02641072482261742,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_recall,-0.04157594608605495,-0.10369950069777542,0.020547608525665513,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_f1,-0.06759851198792813,-0.1651265717137028,0.029929547737846535,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.05143614280884849,-0.07918567588211028,-0.023686609735586693,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.0494066882416397,-0.10160976423929348,0.002796387756014082,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.08195029708735038,-0.16360086013100655,-0.000299734043694197,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,IID,delta_ssl_ap,-0.10298538747498706,-0.12408997247256294,-0.08188080247741118,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,IID,delta_ssl_recall,-0.14328922495274102,-0.2488723849003014,-0.03770606500518063,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,IID,delta_ssl_f1,-0.20474868676371671,-0.3529022864004686,-0.056595087126964816,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_ap,-0.052767617407490676,-0.07298176226039876,-0.03255347255458259,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_recall,-0.07605386416861826,-0.15069243402259935,-0.001415294314637175,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_f1,-0.11033117244190964,-0.21151175514500292,-0.009150589738816342,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPORAL,delta_ssl_ap,-0.06026638649925116,-0.08225524324383793,-0.03827752975466439,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPORAL,delta_ssl_recall,-0.0751,-0.15014225733856335,-5.774266143665496e-05,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.1,TEMPORAL,delta_ssl_f1,-0.1087743393365018,-0.20998834904212516,-0.007560329630878437,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_ap,-0.06568292422755306,-0.07912785807565144,-0.05223799037945469,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_recall,-0.04364955935717989,-0.12216487030016138,0.0348657515858016,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_f1,-0.06757308851122865,-0.18761475271723518,0.05246857569477789,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.06257934941538376,-0.0779919818737123,-0.047166716957055224,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.043581445523193096,-0.10253483542882967,0.015371944382443478,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.06807681343854188,-0.15899975320912543,0.022846126332041666,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,IID,delta_ssl_ap,-0.10117812183986145,-0.11665526003796517,-0.08570098364175774,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,IID,delta_ssl_recall,-0.11474480151228734,-0.21853537066875645,-0.010954232355818258,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,IID,delta_ssl_f1,-0.16187263371161106,-0.31020016064617434,-0.013545106777047788,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_ap,-0.05434548788088622,-0.06289884010585499,-0.04579213565591746,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_recall,-0.06557377049180327,-0.16153822623119424,0.0303906852475877,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_f1,-0.08869356730637742,-0.2176550253848337,0.040267890772078846,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPORAL,delta_ssl_ap,-0.06130051147832838,-0.0705438433824687,-0.05205717957418805,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPORAL,delta_ssl_recall,-0.06500000000000002,-0.16639799325660987,0.03639799325660982,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,0.25,TEMPORAL,delta_ssl_f1,-0.08842254105448777,-0.22428155526401244,0.04743647315503691,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_ap,-0.0750821748093603,-0.0793778600476174,-0.0707864895711032,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_recall,-0.12721617418351477,-0.16151788164701947,-0.09291446672001007,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_f1,-0.1793712186678588,-0.2366240151024655,-0.12211842223325209,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.0731474693489087,-0.07864644106901209,-0.06764849762880532,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.11240560949298813,-0.14936368942930425,-0.075447529556672,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.16370928378087682,-0.2239918300959359,-0.10342673746581774,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,IID,delta_ssl_ap,-0.0950769697610285,-0.10498418784470806,-0.08516975167734894,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,IID,delta_ssl_recall,-0.2332703213610586,-0.28118982072425086,-0.18535082199786634,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,IID,delta_ssl_f1,-0.28510646925723815,-0.3590810322494371,-0.2111319062650392,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_ap,-0.054953059087882325,-0.05882248225939742,-0.05108363591636723,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_recall,-0.13659250585480093,-0.17439020405543731,-0.09879480765416454,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_f1,-0.16721394399538286,-0.22260369657560328,-0.11182419141516245,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPORAL,delta_ssl_ap,-0.06140809803473184,-0.06543394867393207,-0.057382247395531605,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPORAL,delta_ssl_recall,-0.1465,-0.18504536849651074,-0.10795463150348925,5
SSL_vs_BASE,CONTRASTIVE,XGBOOST,1.0,TEMPORAL,delta_ssl_f1,-0.17797870501275898,-0.23537063933946129,-0.12058677068605667,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_OOD,delta_ssl_ap,-0.0017702497095744897,-0.009644887879152369,0.00610438846000339,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_OOD,delta_ssl_recall,-0.07133229652669779,-0.17094893292381852,0.028284339870422948,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_OOD,delta_ssl_f1,-0.09131627367965148,-0.21712075851107618,0.034488211151773224,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.0038033034353347705,-0.013815206611499575,0.006208599740830033,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.07464940668824163,-0.16866673877271487,0.019367925396231597,5
SSL_vs_BASE,DAPT,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.09757095272247111,-0.21868439386465055,0.023542488419708338,5
SSL_vs_BASE,DAPT,LOGREG,0.1,IID,delta_ssl_ap,-0.006035480272782801,-0.014411726120857294,0.0023407655752916926,5
SSL_vs_BASE,DAPT,LOGREG,0.1,IID,delta_ssl_recall,-0.06843100189035915,-0.16448891218015713,0.02762690839943882,5
SSL_vs_BASE,DAPT,LOGREG,0.1,IID,delta_ssl_f1,-0.08748499067159785,-0.2049189837256688,0.029949002382473125,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPLATE_OOD,delta_ssl_ap,6.583725081723557e-05,-0.003966607232094548,0.00409828173372902,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPLATE_OOD,delta_ssl_recall,-0.05725995316159249,-0.16459682932660002,0.050076923003415055,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPLATE_OOD,delta_ssl_f1,-0.06723359263658027,-0.19183366410747055,0.05736647883431001,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPORAL,delta_ssl_ap,-0.0010420645704964481,-0.005593894206677628,0.0035097650656847317,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPORAL,delta_ssl_recall,-0.05475000000000001,-0.16112286448003849,0.05162286448003846,5
SSL_vs_BASE,DAPT,LOGREG,0.1,TEMPORAL,delta_ssl_f1,-0.06412187499892238,-0.1878720268414818,0.05962827684363704,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_OOD,delta_ssl_ap,-0.001064671939114259,-0.008957716303212626,0.006828372424984109,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_OOD,delta_ssl_recall,0.013478486262312073,-0.07205869105387899,0.09901566357850314,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_OOD,delta_ssl_f1,0.01673929432616934,-0.09230445734061705,0.12578304599295573,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.0034756796002768375,-0.012037698186917222,0.005086338986363547,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,0.01121898597626753,-0.0748101464931688,0.09724811844570386,5
SSL_vs_BASE,DAPT,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,0.013754077322378887,-0.09691162459457073,0.12441977923932851,5
SSL_vs_BASE,DAPT,LOGREG,0.25,IID,delta_ssl_ap,-0.006245346817210518,-0.01376403451790667,0.0012733408834856358,5
SSL_vs_BASE,DAPT,LOGREG,0.25,IID,delta_ssl_recall,0.03213610586011343,-0.06947313583629869,0.13374534755652556,5
SSL_vs_BASE,DAPT,LOGREG,0.25,IID,delta_ssl_f1,0.044174292432268204,-0.08715637119590391,0.1755049560604403,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPLATE_OOD,delta_ssl_ap,-0.0007322623043383159,-0.00435491926350047,0.0028903946548238385,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPLATE_OOD,delta_ssl_recall,0.022716627634660414,-0.06750143630449955,0.11293469157382037,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPLATE_OOD,delta_ssl_f1,0.027925744592300572,-0.08061933639858264,0.1364708255831838,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPORAL,delta_ssl_ap,-0.0013659984286599203,-0.004999549890389405,0.0022675530330695643,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPORAL,delta_ssl_recall,0.02559999999999999,-0.059740861454567674,0.11094086145456766,5
SSL_vs_BASE,DAPT,LOGREG,0.25,TEMPORAL,delta_ssl_f1,0.03089271499633379,-0.07231769786298227,0.13410312785564985,5
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_OOD,delta_ssl_ap,0.006993682527205158,0.0024697880096366913,0.011517577044773625,5
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_OOD,delta_ssl_recall,0.0226023846552618,-0.03743392865324094,0.08263869796376454,5
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_OOD,delta_ssl_f1,0.027153597410924567,-0.04909681724370608,0.10340401206555522,5
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,0.005972384705144917,0.0010297572881664179,0.010915012122123417,5
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,0.006256742179072261,-0.05397838480050294,0.06649186915864747,5
