model,scenario,target_fpr,n_test,prevalence_phish,average_precision_mean,average_precision_std,roc_auc_mean,recall_mean,recall_std,precision_mean,f1_mean,calibration_empirical_fpr_mean,empirical_fpr_mean,empirical_fpr_std,fp_mean,fn_mean
DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.9581223130528065,0.0053952919802935755,0.9498519775313063,0.6971952535059331,0.04735540710641951,0.975652684771488,0.8124190961297109,0.01990632318501171,0.017583603020496226,0.004863350195835965,32.6,561.4
DAPT_E2E,TEMPLATE_OOD,0.005,6832,0.5,0.9668689580893363,0.005506289456067665,0.959563421411295,0.5598360655737704,0.06675326838446932,0.9911014628148973,0.713643213745269,0.00468384074941452,0.005035128805620609,0.0026460202666221703,17.2,1503.6
DAPT_E2E,TEMPLATE_OOD,0.01,6832,0.5,0.9668689580893363,0.005506289456067665,0.959563421411295,0.6704332552693208,0.06451295935007345,0.9850639621239905,0.7964009379991079,0.00936768149882904,0.010245901639344263,0.004024510270745761,35.0,1125.8
DAPT_E2E,TEMPLATE_OOD,0.02,6832,0.5,0.9668689580893363,0.005506289456067665,0.959563421411295,0.7680327868852459,0.03563417224877828,0.9754831014348188,0.8590770714105389,0.01990632318501171,0.019262295081967213,0.003023878573446541,65.8,792.4
DAPT_E2E,TEMPORAL,0.005,8000,0.5,0.9668750805501262,0.005225719905694043,0.9601405499999999,0.5644,0.06866599413101072,0.9899260750285261,0.7169477562766777,0.00468384074941452,0.00575,0.002604083331999957,23.0,1742.4
DAPT_E2E,TEMPORAL,0.01,8000,0.5,0.9668750805501262,0.005225719905694043,0.9601405499999999,0.6790499999999999,0.059524784753915726,0.9826726251946278,0.8019314581467787,0.00936768149882904,0.012,0.004282960424752953,48.0,1283.8
DAPT_E2E,TEMPORAL,0.02,8000,0.5,0.9668750805501262,0.005225719905694043,0.9601405499999999,0.7736000000000001,0.033110893222623894,0.9725995934129339,0.861505401300691,0.01990632318501171,0.0217,0.0038987177379235854,86.8,905.6
DAPT_EMB_MLP,DOMAIN_OOD,0.005,3858,0.5,0.904501713828736,0.012023644326391388,0.9010218914545687,0.25152928978745465,0.029317071204970263,0.9823897630499998,0.3997810223282074,0.00468384074941452,0.004561949196474858,0.0024425544819885424,8.8,1443.8
DAPT_EMB_MLP,DOMAIN_OOD,0.01,3858,0.5,0.904501713828736,0.012023644326391388,0.9010218914545687,0.3556246759979264,0.054895704893263605,0.9739277515870526,0.5192030502029945,0.00936768149882904,0.009227579056505963,0.0015723951154072676,17.8,1243.0
DAPT_EMB_MLP,DOMAIN_OOD,0.02,3858,0.5,0.904501713828736,0.012023644326391388,0.9010218914545687,0.46936236391912906,0.06112940176398808,0.9580494597449329,0.6282170040961488,0.01990632318501171,0.020425090720580612,0.003187231964528646,39.4,1023.6
DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8944554356587728,0.013086939744287323,0.8909427879194116,0.23646170442286946,0.027544025431794586,0.9805911617447333,0.3803620509029989,0.00468384074941452,0.004746494066882417,0.002541363320256687,8.8,1415.6
DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8944554356587728,0.013086939744287323,0.8909427879194116,0.329126213592233,0.05136305123193057,0.9707805575881331,0.48990609016005954,0.00936768149882904,0.009600862998921251,0.0016360033320499576,17.8,1243.8
DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8944554356587728,0.013086939744287323,0.8909427879194116,0.43851132686084143,0.0612124513570428,0.9537009904592771,0.5988076004431313,0.01990632318501171,0.021143473570658038,0.003222733386470262,39.2,1041.0
DAPT_EMB_MLP,TEMPLATE_OOD,0.005,6832,0.5,0.9258848956539325,0.009059642294611267,0.9204161330616634,0.3368852459016393,0.033072759437526,0.9866012269378361,0.50151151500369,0.00468384074941452,0.004625292740046838,0.0014548915269073977,15.8,2265.2
DAPT_EMB_MLP,TEMPLATE_OOD,0.01,6832,0.5,0.9258848956539325,0.009059642294611267,0.9204161330616634,0.4268149882903981,0.03336337649598937,0.9807629632224508,0.5941622774571191,0.00936768149882904,0.008372365339578455,0.0011070064637698494,28.6,1958.0
DAPT_EMB_MLP,TEMPLATE_OOD,0.02,6832,0.5,0.9258848956539325,0.009059642294611267,0.9204161330616634,0.5314402810304449,0.04629857602723472,0.9676361421941337,0.6850494992404331,0.01990632318501171,0.017857142857142856,0.0027383323966436923,61.0,1600.6
DAPT_EMB_MLP,TEMPORAL,0.005,8000,0.5,0.9307900321158182,0.008835954245231885,0.92554805625,0.34995000000000004,0.03329808553055265,0.9868319050068297,0.5159450958979882,0.00468384074941452,0.0047,0.0017446346322367904,18.8,2600.2
DAPT_EMB_MLP,TEMPORAL,0.01,8000,0.5,0.9307900321158182,0.008835954245231885,0.92554805625,0.44539999999999996,0.03621403388190826,0.9809950629507229,0.6118970109930343,0.00936768149882904,0.0087,0.0022458294681475706,34.8,2218.4
DAPT_EMB_MLP,TEMPORAL,0.02,8000,0.5,0.9307900321158182,0.008835954245231885,0.92554805625,0.5532,0.04716838188871865,0.9688014129338338,0.7031823523832201,0.01990632318501171,0.018,0.003980420832022663,72.0,1787.2
T0_E2E,DOMAIN_OOD,0.005,3858,0.5,0.9594004602896715,0.005104973213226833,0.9539251784648435,0.4062208398133748,0.10458432013444569,0.9923707761096792,0.5703092275852171,0.00468384074941452,0.0033177812337998962,0.002060612432799564,6.4,1145.4
T0_E2E,DOMAIN_OOD,0.01,3858,0.5,0.9594004602896715,0.005104973213226833,0.9539251784648435,0.5407983411093831,0.07036301046224995,0.9847255682618608,0.6958805430343051,0.00936768149882904,0.008501814411612234,0.003784699273912697,16.4,885.8
T0_E2E,DOMAIN_OOD,0.02,3858,0.5,0.9594004602896715,0.005104973213226833,0.9539251784648435,0.6863659927423535,0.06556008827927388,0.9698917294515731,0.8023281369710764,0.01990632318501171,0.02146189735614308,0.005469093580053057,41.4,605.0
T0_E2E,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.9556669341327029,0.005389702960480768,0.9492335880669686,0.39180151024811216,0.09675539548682921,0.9921538618192649,0.5563745783201657,0.00468384074941452,0.0032362459546925572,0.0017889022601701187,6.0,1127.6
T0_E2E,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.9556669341327029,0.005389702960480768,0.9492335880669686,0.5204962243797195,0.06575280542678627,0.9846971996323559,0.6789393386113728,0.00936768149882904,0.00819848975188781,0.0033336649709519843,15.2,889.0
T0_E2E,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.9556669341327029,0.005389702960480768,0.9492335880669686,0.6606256742179072,0.06651209375195179,0.9697168540762832,0.784194841751354,0.01990632318501171,0.020819848975188782,0.00562606464310908,38.6,629.2
T0_E2E,TEMPLATE_OOD,0.005,6832,0.5,0.9666662968675759,0.005301188539436934,0.9602493894964595,0.5207845433255269,0.07941217907372006,0.9918703005025566,0.6802288488340581,0.00468384074941452,0.004215456674473068,0.0012176015423352121,14.4,1637.0
T0_E2E,TEMPLATE_OOD,0.01,6832,0.5,0.9666662968675759,0.005301188539436934,0.9602493894964595,0.6265807962529275,0.05302984130467216,0.9847620503637499,0.7648258987565068,0.00936768149882904,0.009660421545667448,0.005207976251363348,33.0,1275.6
T0_E2E,TEMPLATE_OOD,0.02,6832,0.5,0.9666662968675759,0.005301188539436934,0.9602493894964595,0.7379391100702576,0.05028290724586931,0.9733196884854427,0.8387216136989354,0.01990632318501171,0.020140515222482436,0.004860719066746005,68.8,895.2
T0_E2E,TEMPORAL,0.005,8000,0.5,0.9665095078418245,0.0062257675129110115,0.96047224375,0.5305500000000001,0.08148857281852466,0.990036512189646,0.6880849912822875,0.00468384074941452,0.0052,0.0022597013076953334,20.8,1877.8
T0_E2E,TEMPORAL,0.01,8000,0.5,0.9665095078418245,0.0062257675129110115,0.96047224375,0.6372500000000001,0.05406101876583533,0.9813604711175357,0.7717440543925103,0.00936768149882904,0.01195,0.006413852196613203,47.8,1451.0
T0_E2E,TEMPORAL,0.02,8000,0.5,0.9665095078418245,0.0062257675129110115,0.96047224375,0.74795,0.0491434125799175,0.9700604455259176,0.8440329426295122,0.01990632318501171,0.0229,0.005586255454237659,91.6,1008.2
