model,seed,seed_group,label_budget,n_train,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,calibration_recall,fit_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,TEMPLATE_OOD,6832,0.01,0.8780368566513063,0.00936768149882904,0.3973509933774834,0.005924160999711603,0.9297011311866402,0.9085134221654263,0.9861922464152948,0.5436182669789227,0.7008869598037366,0.007611241217798595,1857,26,3390,1559,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.8780368566513063,0.00936768149882904,0.3973509933774834,0.005924160999711603,0.9078929304522674,0.8837307946083515,0.9829738933030647,0.4670981661272923,0.63327239488117,0.008090614886731391,866,15,1839,988,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,IID_ORIGINAL,3051,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.8056388479830356,0.828718567917769,0.9095652173913044,0.4943289224952741,0.640538885486834,0.02609131961866533,523,52,1941,535,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,IID_BALANCED,2116,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.866293033394528,0.8284954670687996,0.944043321299639,0.4943289224952741,0.6488833746898263,0.02930056710775047,523,31,1027,535,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,TEMPORAL,8000,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.9333714290431999,0.9116457499999999,0.9736649597659107,0.6655,0.7906147906147906,0.018,2662,72,3928,1338,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,DOMAIN_OOD,3858,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.9149626283440613,0.8922900876394535,0.9648829431438127,0.5982374287195438,0.73856,0.02177293934681182,1154,42,1887,775,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,TEMPLATE_OOD,6832,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.9297011311866402,0.9085134221654263,0.9715536105032823,0.6498829039812647,0.7788107349587792,0.019028103044496487,2220,65,3351,1196,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.7904025316238404,0.01990632318501171,0.48123620309050774,0.005924160999711603,0.9078929304522674,0.8837307946083515,0.9640933572710951,0.5792880258899676,0.7237196765498652,0.021574973031283712,1074,40,1814,780,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.8039692003772574,0.8302812205668801,0.9552631578947368,0.3431001890359168,0.5048678720445062,0.008529854490717512,363,17,1976,695,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.8642241337486665,0.828926068731887,0.9628647214854111,0.3431001890359168,0.5059233449477352,0.013232514177693762,363,14,1044,695,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.9342056212062034,0.9186540937500001,0.9884635553224961,0.47125,0.6382258337565601,0.0055,1885,22,3978,2115,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.9207356128201053,0.9063060579015388,0.9870801033591732,0.3960601347848626,0.5652978172401036,0.005184033177812338,764,10,1919,1165,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.9310498241243662,0.9166028083162853,0.9874371859296482,0.4601873536299766,0.6277955271565495,0.00585480093676815,1572,20,3396,1844,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.97431617975235,0.00468384074941452,0.31567328918322296,0.010982427000271855,0.9129701767615355,0.897320467481023,0.9856527977044476,0.3705501618122977,0.5386123088984712,0.005393743257820928,687,10,1844,1167,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.8039692003772574,0.8302812205668801,0.927038626609442,0.40831758034026466,0.5669291338582677,0.017059708981435023,432,34,1959,626,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.8642241337486665,0.828926068731887,0.9494505494505494,0.40831758034026466,0.5710508922670192,0.021739130434782608,432,23,1035,626,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.9342056212062034,0.9186540937500001,0.9802458296751536,0.55825,0.7113730487416374,0.01125,2233,45,3955,1767,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.9207356128201053,0.9063060579015388,0.9778947368421053,0.4815966822187662,0.6453629732546023,0.01088646967340591,929,21,1908,1000,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.9310498241243662,0.9166028083162853,0.9803505045140732,0.5403981264637002,0.696735233062842,0.010831381733021077,1846,37,3379,1570,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9433405995368959,0.00936768149882904,0.4083885209713024,0.010982427000271855,0.9129701767615355,0.897320467481023,0.9790454016298021,0.45361380798274004,0.6199778842609657,0.009708737864077669,841,18,1836,1013,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.8039692003772574,0.8302812205668801,0.9171374764595104,0.4603024574669187,0.6129641283826306,0.02207727044656297,487,44,1949,571,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.8642241337486665,0.828926068731887,0.9437984496124031,0.4603024574669187,0.6188055908513341,0.027410207939508508,487,29,1029,571,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.9342056212062034,0.9186540937500001,0.9753634894991923,0.60375,0.7458307597282273,0.01525,2415,61,3939,1585,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.9207356128201053,0.9063060579015388,0.9686311787072244,0.5282529808190772,0.6836632002683664,0.017107309486780714,1019,33,1896,910,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.9310498241243662,0.9166028083162853,0.9745721271393643,0.5834309133489461,0.7299029481779894,0.01522248243559719,1993,52,3364,1423,0.5
STRUCT_LOGREG,42,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9168915748596193,0.01990632318501171,0.445916114790287,0.010982427000271855,0.9129701767615355,0.897320467481023,0.9699170124481328,0.5043149946062567,0.6635911994322214,0.01564185544768069,935,29,1825,919,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_ORIGINAL,3051,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.8236032960228385,0.8381058658044176,0.9513888888888888,0.388468809073724,0.5516778523489932,0.010536879076768691,411,21,1972,647,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_BALANCED,2116,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.8766165339569267,0.8367108465164146,0.9693396226415094,0.388468809073724,0.5546558704453441,0.012287334593572778,411,13,1045,647,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPORAL,8000,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.9438485707071556,0.9282473125,0.9877326565143824,0.58375,0.7338152105593966,0.00725,2335,29,3971,1665,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_OOD,3858,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.9315468255930804,0.9160369369754324,0.9862745098039216,0.5215137376879212,0.6822651746354697,0.007257646448937273,1006,14,1915,923,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPLATE_OOD,6832,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.9423182047532979,0.9270411419741238,0.9872318692543411,0.5658665105386417,0.7193896538890956,0.007318501170960188,1933,25,3391,1483,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.05082035700252163,0.9245094554852837,0.9072601995277713,0.986228813559322,0.5021574973031284,0.6654753395282345,0.007011866235167206,931,13,1841,923,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_ORIGINAL,3051,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.8236032960228385,0.8381058658044176,0.9431818181818182,0.4706994328922495,0.6279949558638083,0.015052684395383844,498,30,1963,560,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_BALANCED,2116,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.8766165339569267,0.8367108465164146,0.9613899613899614,0.4706994328922495,0.631979695431472,0.01890359168241966,498,20,1038,560,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPORAL,8000,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.9438485707071556,0.9282473125,0.9811246559182069,0.62375,0.7626471037750268,0.012,2495,48,3952,1505,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_OOD,3858,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.9315468255930804,0.9160369369754324,0.9764279238440616,0.5583203732503889,0.7104221635883905,0.01347848626231208,1077,26,1903,852,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPLATE_OOD,6832,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.9423182047532979,0.9270411419741238,0.9792256846081209,0.6071428571428571,0.7495482471991326,0.01288056206088993,2074,44,3372,1342,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9355289340019227,0.00936768149882904,0.46799116997792495,0.05082035700252163,0.9245094554852837,0.9072601995277713,0.97568093385214,0.5409924487594391,0.6960444136016655,0.01348435814455232,1003,25,1829,851,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_ORIGINAL,3051,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.8236032960228385,0.8381058658044176,0.913109756097561,0.5661625708884688,0.6989498249708285,0.028600100351229302,599,57,1936,459,0.3467715503113733
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,IID_BALANCED,2116,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.8766165339569267,0.8367108465164146,0.9418238993710691,0.5661625708884688,0.7072018890200709,0.03497164461247637,599,37,1021,459,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPORAL,8000,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.9438485707071556,0.9282473125,0.963245492371706,0.6945,0.8070889018012783,0.0265,2778,106,3894,1222,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_OOD,3858,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.9315468255930804,0.9160369369754324,0.9474903474903474,0.6360808709175739,0.761166253101737,0.0352514256091239,1227,68,1861,702,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,TEMPLATE_OOD,6832,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.9423182047532979,0.9270411419741238,0.9606299212598425,0.6785714285714286,0.7953336764453595,0.02781030444964871,2318,95,3321,1098,0.5
STRUCT_LOGREG,42,ORIGINAL5,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.8571898341178895,0.01990632318501171,0.5695364238410596,0.05082035700252163,0.9245094554852837,0.9072601995277713,0.9471511147811725,0.6186623516720604,0.7484502446982055,0.034519956850053934,1147,64,1790,707,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_ORIGINAL,3051,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.7686947204108321,0.8035382819072804,0.926829268292683,0.32325141776937616,0.4793272599859846,0.013547415955845458,342,27,1966,716,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_BALANCED,2116,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.8421292033432942,0.8038618358282026,0.9526462395543176,0.32325141776937616,0.4827099505998589,0.01606805293005671,342,17,1041,716,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPORAL,8000,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.9284310446892328,0.91396021875,0.9788867562380038,0.51,0.6706114398422091,0.011,2040,44,3956,1960,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_OOD,3858,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.9230928853774711,0.9090532729953795,0.9796839729119639,0.4499740798341109,0.616696269982238,0.00933125972006221,868,18,1911,1061,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPLATE_OOD,6832,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.9249106268153484,0.9114267255208991,0.9768361581920904,0.5061475409836066,0.6667952178943309,0.012002341920374707,1729,41,3375,1687,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9486457705497743,0.00468384074941452,0.2869757174392936,0.004635172001144383,0.9138886407778537,0.8972798834904909,0.9782082324455206,0.43581445523193096,0.6029850746268657,0.009708737864077669,808,18,1836,1046,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_ORIGINAL,3051,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.7686947204108321,0.8035382819072804,0.9154929577464789,0.3686200378071834,0.5256064690026954,0.01806322127446061,390,36,1957,668,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_BALANCED,2116,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.8421292033432942,0.8038618358282026,0.9420289855072463,0.3686200378071834,0.529891304347826,0.022684310018903593,390,24,1034,668,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPORAL,8000,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.9284310446892328,0.91396021875,0.9689549628334062,0.554,0.7049467154445681,0.01775,2216,71,3929,1784,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_OOD,3858,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.9230928853774711,0.9090532729953795,0.9735503560528993,0.49611197511664074,0.6572802197802198,0.01347848626231208,957,26,1903,972,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPLATE_OOD,6832,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.9249106268153484,0.9114267255208991,0.9658561821003622,0.5465456674473068,0.6980744064311086,0.019320843091334895,1867,66,3350,1549,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9278727173805238,0.00936768149882904,0.3554083885209713,0.004635172001144383,0.9138886407778537,0.8972798834904909,0.9715536105032823,0.47896440129449835,0.6416184971098265,0.014023732470334413,888,26,1828,966,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_ORIGINAL,3051,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.7686947204108321,0.8035382819072804,0.8829568788501027,0.4064272211720227,0.5566343042071198,0.028600100351229302,430,57,1936,628,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,IID_BALANCED,2116,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.8421292033432942,0.8038618358282026,0.9287257019438445,0.4064272211720227,0.5654174884944115,0.031190926275992438,430,33,1025,628,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPORAL,8000,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.9284310446892328,0.91396021875,0.9568965517241379,0.6105,0.7454212454212454,0.0275,2442,110,3890,1558,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_OOD,3858,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.9230928853774711,0.9090532729953795,0.9651785714285714,0.5603939865215137,0.7090849458838964,0.02021772939346812,1081,39,1890,848,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,TEMPLATE_OOD,6832,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.9249106268153484,0.9114267255208991,0.9556282111163008,0.5989461358313818,0.7363685441785136,0.02781030444964871,2046,95,3321,1370,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.8953417539596559,0.01990632318501171,0.3995584988962472,0.004635172001144383,0.9138886407778537,0.8972798834904909,0.9629629629629629,0.5469255663430421,0.6976264189886481,0.021035598705501618,1014,39,1815,840,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.7966337328398229,0.8244545891717419,0.9388297872340425,0.333648393194707,0.49232914923291493,0.01154039136979428,353,23,1970,705,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.8618658640214121,0.8246745473322351,0.9644808743169399,0.333648393194707,0.4957865168539326,0.012287334593572778,353,13,1045,705,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.9364102997002299,0.9199470625000001,0.983942908117752,0.5515,0.7068247356616469,0.009,2206,36,3964,1794,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.923109627584594,0.9069932311952488,0.9813664596273292,0.49144634525660963,0.6549222797927461,0.00933125972006221,948,18,1911,981,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.9331754440284621,0.9180302159831951,0.9822961373390557,0.5360070257611241,0.6935606060606061,0.009660421545667448,1831,33,3383,1585,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9319579601287843,0.00468384074941452,0.32450331125827814,0.007720573001279263,0.9146951171843775,0.8970886005243626,0.9796380090497737,0.4670981661272923,0.6325785244704164,0.009708737864077669,866,18,1836,988,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.7966337328398229,0.8244545891717419,0.9256756756756757,0.388468809073724,0.5472703062583223,0.01655795283492223,411,33,1960,647,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.8618658640214121,0.8246745473322351,0.9513888888888888,0.388468809073724,0.5516778523489932,0.01984877126654064,411,21,1037,647,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.9364102997002299,0.9199470625000001,0.9757477768795473,0.6035,0.7457522397281433,0.015,2414,60,3940,1586,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.923109627584594,0.9069932311952488,0.9702602230483272,0.5412130637636081,0.6948419301164726,0.01658890616899948,1044,32,1897,885,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.9331754440284621,0.9180302159831951,0.9723970944309928,0.5878220140515222,0.7327130085750776,0.01668618266978923,2008,57,3359,1408,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9001753330230714,0.00936768149882904,0.37748344370860926,0.007720573001279263,0.9146951171843775,0.8970886005243626,0.9678714859437751,0.5199568500539374,0.6764912280701755,0.017259978425026967,964,32,1822,890,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_ORIGINAL,3051,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.7966337328398229,0.8244545891717419,0.903954802259887,0.45368620037807184,0.604153555695406,0.025589563472152535,480,51,1942,578,0.3467715503113733
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,IID_BALANCED,2116,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.8618658640214121,0.8246745473322351,0.933852140077821,0.45368620037807184,0.6106870229007634,0.03213610586011342,480,34,1024,578,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPORAL,8000,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.9364102997002299,0.9199470625000001,0.9617526921648719,0.6475,0.7739429254444943,0.02575,2590,103,3897,1410,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_OOD,3858,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.923109627584594,0.9069932311952488,0.9536256323777403,0.5863141524105754,0.7261637239165329,0.02851218247796786,1131,55,1874,798,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,TEMPLATE_OOD,6832,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.9331754440284621,0.9180302159831951,0.9574090505767524,0.6317330210772834,0.7611992945326279,0.02810304449648712,2158,96,3320,1258,0.5
STRUCT_LOGREG,52,ORIGINAL5,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.8550531268119813,0.01990632318501171,0.44150110375275936,0.007720573001279263,0.9146951171843775,0.8970886005243626,0.9503610108303249,0.5679611650485437,0.7110060769750168,0.0296655879180151,1053,55,1799,801,0.5
STRUCT_LOGREG,52,ORIGINAL5,1.0,4000,IID_ORIGINAL,3051,0.005,0.9588949084281922,0.00468384074941452,0.39072847682119205,0.04853290699975332,0.8236032960228385,0.8381058658044176,0.9513888888888888,0.388468809073724,0.5516778523489932,0.010536879076768691,411,21,1972,647,0.3467715503113733
