representation,classifier,label_budget,scenario,target_fpr,n_test,prevalence_phish,average_precision_mean,average_precision_std,roc_auc_mean,recall_mean,recall_std,precision_mean,f1_mean,calibration_empirical_fpr_mean,empirical_fpr_mean,empirical_fpr_std,fp_mean,fn_mean
BASE,LOGREG,0.25,DOMAIN_OOD,0.01,3858,0.5,0.9172233240515129,0.010082443950270385,0.9115982866085055,0.3954380508035252,0.04535273579986108,0.972918806974848,0.5611457691549873,0.00936768149882904,0.010990150336962157,0.0013910220699843165,21.2,1166.2
BASE,LOGREG,0.25,DOMAIN_OOD,0.02,3858,0.5,0.9172233240515129,0.010082443950270385,0.9115982866085055,0.5406946604458269,0.023577379556800105,0.9538198841327749,0.6899670505197089,0.01990632318501171,0.026127527216174184,0.0069994047303556855,50.4,886.0
BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.9111673116082027,0.009718917199288848,0.9051927143154718,0.23149946062567422,0.07437344155342407,0.9859118671630702,0.3702795604622612,0.00468384074941452,0.003344120819848975,0.0018449440535584759,6.2,1424.8
BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.9111673116082027,0.009718917199288848,0.9051927143154718,0.3856526429341963,0.04471767741376031,0.9725146317845986,0.5511100206570764,0.00936768149882904,0.010895361380798274,0.001447293189320253,20.2,1139.0
BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.9111673116082027,0.009718917199288848,0.9051927143154718,0.5212513484358146,0.02172480336602605,0.9525574989710075,0.673584456830687,0.01990632318501171,0.02599784250269687,0.0074386740056350854,48.2,887.6
BASE,LOGREG,0.25,IID_BALANCED,0.005,2116,0.5,0.9133360321767947,0.004958709384813107,0.9044423440453686,0.20189035916824194,0.0695095887960431,0.9853020170376583,0.3308042370817103,0.00468384074941452,0.0032136105860113423,0.0025537346098499615,3.4,844.4
BASE,LOGREG,0.25,IID_BALANCED,0.01,2116,0.5,0.9133360321767947,0.004958709384813107,0.9044423440453686,0.3493383742911153,0.06176153748532956,0.9774762221828107,0.5123052349723116,0.00936768149882904,0.007939508506616257,0.003636178461563581,8.4,688.4
BASE,LOGREG,0.25,IID_BALANCED,0.02,2116,0.5,0.9133360321767947,0.004958709384813107,0.9044423440453686,0.5077504725897921,0.036043454020403265,0.9630622124158718,0.6643296961921517,0.01990632318501171,0.01947069943289225,0.0037570145395750074,20.6,520.8
BASE,LOGREG,0.25,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8624693895918666,0.008362110372716204,0.9041113652035433,0.20189035916824194,0.0695095887960431,0.9694628318998021,0.3298267348759957,0.00468384074941452,0.0035122930255895636,0.002271797576050531,7.0,844.4
BASE,LOGREG,0.25,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8624693895918666,0.008362110372716204,0.9041113652035433,0.3493383742911153,0.06176153748532956,0.9585838781935031,0.5096821327665503,0.00936768149882904,0.007927747114902158,0.003607762772152042,15.8,688.4
BASE,LOGREG,0.25,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8624693895918666,0.008362110372716204,0.9041113652035433,0.5077504725897921,0.036043454020403265,0.9357936025479818,0.6577391534068849,0.01990632318501171,0.018464626191670847,0.002337343642519241,36.8,520.8
BASE,LOGREG,0.25,TEMPLATE_OOD,0.005,6832,0.5,0.9327185303405475,0.0053316433768846585,0.9271712981752765,0.26024590163934425,0.08004446510528435,0.9880709726778653,0.4067870997738868,0.00468384074941452,0.003278688524590164,0.0019572031206612156,11.2,2527.0
BASE,LOGREG,0.25,TEMPLATE_OOD,0.01,6832,0.5,0.9327185303405475,0.0053316433768846585,0.9271712981752765,0.4274590163934426,0.04047833821463468,0.9786804073109883,0.5941114527353237,0.00936768149882904,0.00936768149882904,0.0017685957221303535,32.0,1955.8
BASE,LOGREG,0.25,TEMPLATE_OOD,0.02,6832,0.5,0.9327185303405475,0.0053316433768846585,0.9271712981752765,0.5699648711943794,0.01044881047867378,0.963705929220399,0.716241828835985,0.01990632318501171,0.02148711943793911,0.004122337025893393,73.4,1469.0
BASE,LOGREG,0.25,TEMPORAL,0.005,8000,0.5,0.9363120404935282,0.005982222050341951,0.9313946124999999,0.26665,0.07849494410470016,0.9883183267870613,0.4150020390298791,0.00468384074941452,0.0034500000000000004,0.002654006405418043,13.8,2933.4
BASE,LOGREG,0.25,TEMPORAL,0.01,8000,0.5,0.9363120404935282,0.005982222050341951,0.9313946124999999,0.43289999999999995,0.041960025619629894,0.9790467709055755,0.5993363851780599,0.00936768149882904,0.0094,0.002913331426391443,37.6,2268.4
BASE,LOGREG,0.25,TEMPORAL,0.02,8000,0.5,0.9363120404935282,0.005982222050341951,0.9313946124999999,0.577,0.01293493332027654,0.9651809229371029,0.7221812461414968,0.01990632318501171,0.020800000000000003,0.003068998207884781,83.2,1692.0
BASE,LOGREG,1.0,DOMAIN_OOD,0.005,3858,0.5,0.925876188699382,0.0,0.9218968562829595,0.2332814930015552,0.0,0.9825327510917031,0.3770423125261835,0.00468384074941452,0.00414722654224987,0.0,8.0,1479.0
BASE,LOGREG,1.0,DOMAIN_OOD,0.01,3858,0.5,0.925876188699382,0.0,0.9218968562829595,0.40435458786936235,0.0,0.9737827715355806,0.5714285714285714,0.00936768149882904,0.01088646967340591,0.0,21.0,1149.0
BASE,LOGREG,1.0,DOMAIN_OOD,0.02,3858,0.5,0.925876188699382,0.0,0.9218968562829595,0.5002592016588906,0.0,0.9601990049751243,0.6578050443081118,0.01990632318501171,0.020736132711249352,0.0,40.0,964.0
BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.9213074954291287,0.0,0.9175894796986951,0.22168284789644016,0.0,0.9809069212410503,0.3616366036075671,0.00468384074941452,0.004314994606256742,0.0,8.0,1443.0
BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.9213074954291287,0.0,0.9175894796986951,0.3888888888888889,0.0,0.9743243243243244,0.5558982266769468,0.00936768149882904,0.010248112189859764,0.0,19.0,1133.0
BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.9213074954291287,0.0,0.9175894796986951,0.47518878101402373,0.0,0.9596949891067539,0.6356421356421357,0.01990632318501171,0.019956850053937433,0.0,37.0,973.0
BASE,LOGREG,1.0,IID_BALANCED,0.005,2116,0.5,0.9337571554560868,0.0,0.9207058651162626,0.29773156899810965,0.0,0.9936908517350158,0.4581818181818182,0.00468384074941452,0.001890359168241966,0.0,2.0,743.0
BASE,LOGREG,1.0,IID_BALANCED,0.01,2116,0.5,0.9337571554560868,0.0,0.9207058651162626,0.4631379962192817,0.0,0.9879032258064516,0.6306306306306306,0.00936768149882904,0.005671077504725898,0.0,6.0,568.0
BASE,LOGREG,1.0,IID_BALANCED,0.02,2116,0.5,0.9337571554560868,0.0,0.9207058651162626,0.556710775047259,0.0,0.976782752902156,0.7092113184828417,0.01990632318501171,0.01323251417769376,0.0,14.0,469.0
BASE,LOGREG,1.0,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8961567104863788,0.0,0.9208311320244673,0.29773156899810965,0.0,0.987460815047022,0.45751633986928103,0.00468384074941452,0.002007024586051179,0.0,4.0,743.0
BASE,LOGREG,1.0,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8961567104863788,0.0,0.9208311320244673,0.4631379962192817,0.0,0.9780439121756487,0.6286080821039127,0.00936768149882904,0.0055193176116407425,0.0,11.0,568.0
BASE,LOGREG,1.0,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8961567104863788,0.0,0.9208311320244673,0.556710775047259,0.0,0.9655737704918032,0.7062350119904077,0.01990632318501171,0.010536879076768691,0.0,21.0,469.0
BASE,LOGREG,1.0,TEMPLATE_OOD,0.005,6832,0.5,0.9457954310921128,0.0,0.9402790594200594,0.3190866510538642,0.0,0.9900090826521344,0.48262120876688075,0.00468384074941452,0.0032201405152224825,0.0,11.0,2326.0
BASE,LOGREG,1.0,TEMPLATE_OOD,0.01,6832,0.5,0.9457954310921128,0.0,0.9402790594200594,0.48829039812646363,0.0,0.9840707964601771,0.6527098415182939,0.00936768149882904,0.007903981264637002,0.0,27.0,1748.0
BASE,LOGREG,1.0,TEMPLATE_OOD,0.02,6832,0.5,0.9457954310921128,0.0,0.9402790594200594,0.5711358313817331,0.0,0.9745254745254746,0.7201919527500923,0.01990632318501171,0.014929742388758781,0.0,51.0,1465.0
BASE,LOGREG,1.0,TEMPORAL,0.005,8000,0.5,0.9499098889746074,0.0,0.9445268124999998,0.322,0.0,0.99153194765204,0.4861294583883752,0.00468384074941452,0.00275,0.0,11.0,2712.0
BASE,LOGREG,1.0,TEMPORAL,0.01,8000,0.5,0.9499098889746074,0.0,0.9445268124999998,0.49450000000000005,0.0,0.9850597609561753,0.6584553928095872,0.00936768149882904,0.0075,0.0,30.0,2022.0
BASE,LOGREG,1.0,TEMPORAL,0.02,8000,0.5,0.9499098889746074,0.0,0.9445268124999998,0.58225,0.0,0.9769295302013423,0.7296365914786967,0.01990632318501171,0.013750000000000002,0.0,55.0,1671.0
BASE,MLP,0.1,DOMAIN_OOD,0.005,3858,0.5,0.8501685349785608,0.04043458528629583,0.8564060433625968,0.16982892690513218,0.040612193684951,0.9397396838089754,0.2863746984668109,0.00468384074941452,0.009849663037843442,0.003965022949916628,19.0,1601.4
BASE,MLP,0.1,DOMAIN_OOD,0.01,3858,0.5,0.8501685349785608,0.04043458528629583,0.8564060433625968,0.23898392949714875,0.08447508919195405,0.9214584324086127,0.3745027526969858,0.00936768149882904,0.018040435458786936,0.008158884321517774,34.8,1468.0
BASE,MLP,0.1,DOMAIN_OOD,0.02,3858,0.5,0.8501685349785608,0.04043458528629583,0.8564060433625968,0.31902540176257127,0.11430152481960441,0.9065227209288492,0.46422767262121345,0.01990632318501171,0.028615863141524107,0.009189055248738406,55.2,1313.6
BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8395424357104435,0.04003780719936001,0.8444381022867843,0.1565264293419633,0.03294027499517992,0.9373751347030153,0.2673900475853941,0.00468384074941452,0.009708737864077669,0.004398464517340909,18.0,1563.8
BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8395424357104435,0.04003780719936001,0.8444381022867843,0.22384034519956852,0.07787750930842459,0.9179909932028505,0.3554107459462227,0.00936768149882904,0.018122977346278317,0.008801888311051321,33.6,1439.0
BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8395424357104435,0.04003780719936001,0.8444381022867843,0.3005393743257821,0.10712753540041783,0.9016692590406313,0.4436884703225335,0.01990632318501171,0.02901833872707659,0.009926539349847704,53.8,1296.8
BASE,MLP,0.1,IID_BALANCED,0.005,2116,0.5,0.8922951891536162,0.016428136066316865,0.8868729028269625,0.29697542533081284,0.04683362454910225,0.9796020621993714,0.4542973890758354,0.00468384074941452,0.005860113421550095,0.0022565853282255806,6.2,743.8
BASE,MLP,0.1,IID_BALANCED,0.01,2116,0.5,0.8922951891536162,0.016428136066316865,0.8868729028269625,0.36238185255198485,0.05490427716439444,0.9622061871926075,0.524746009314916,0.00936768149882904,0.01379962192816635,0.005849432305015426,14.6,674.6
BASE,MLP,0.1,IID_BALANCED,0.02,2116,0.5,0.8922951891536162,0.016428136066316865,0.8868729028269625,0.429867674858223,0.06951858488792573,0.9459704101296712,0.5885649460467286,0.01990632318501171,0.024196597353497166,0.008703867246292128,25.6,603.2
BASE,MLP,0.1,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8280976021477422,0.026529310543956665,0.8870911137943104,0.29697542533081284,0.04683362454910225,0.9585512135850788,0.4522142229946528,0.00468384074941452,0.006422478675363772,0.0027801094184034254,12.8,743.8
BASE,MLP,0.1,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8280976021477422,0.026529310543956665,0.8870911137943104,0.36238185255198485,0.05490427716439444,0.9322849198307589,0.5202956614267936,0.00936768149882904,0.013647767185148018,0.00558055703498215,27.2,674.6
BASE,MLP,0.1,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8280976021477422,0.026529310543956665,0.8870911137943104,0.429867674858223,0.06951858488792573,0.8990738532181194,0.5791582074965038,0.01990632318501171,0.025388861013547415,0.007396437034236154,50.6,603.2
BASE,MLP,0.1,TEMPLATE_OOD,0.005,6832,0.5,0.8914671279370303,0.025324453229419983,0.8876775379259471,0.2597775175644028,0.04613354661540284,0.9723937399466687,0.4084415062839586,0.00468384074941452,0.007025761124121781,0.002360145710860231,24.0,2528.6
BASE,MLP,0.1,TEMPLATE_OOD,0.01,6832,0.5,0.8914671279370303,0.025324453229419983,0.8876775379259471,0.3312646370023419,0.07790230128034381,0.960003502883682,0.48861450061294515,0.00936768149882904,0.013407494145199062,0.00548213872248319,45.8,2284.4
BASE,MLP,0.1,TEMPLATE_OOD,0.02,6832,0.5,0.8914671279370303,0.025324453229419983,0.8876775379259471,0.4055035128805621,0.09559282682265974,0.9475938881842083,0.5628451690028233,0.01990632318501171,0.021721311475409837,0.006320745040555005,74.2,2030.8
BASE,MLP,0.1,TEMPORAL,0.005,8000,0.5,0.8981841040991352,0.023581080431246765,0.8940503124999999,0.266,0.05033419563279025,0.9739682785315337,0.4159569112129816,0.00468384074941452,0.0068000000000000005,0.0020186629238186354,27.2,2936.0
BASE,MLP,0.1,TEMPORAL,0.01,8000,0.5,0.8981841040991352,0.023581080431246765,0.8940503124999999,0.34185,0.08274218241018301,0.9626973329095755,0.5001128121499893,0.00936768149882904,0.0129,0.004611805503270925,51.6,2632.6
BASE,MLP,0.1,TEMPORAL,0.02,8000,0.5,0.8981841040991352,0.023581080431246765,0.8940503124999999,0.41914999999999997,0.10240584089787065,0.9519772623633355,0.5761945377801873,0.01990632318501171,0.0205,0.0053677276383959725,82.0,2323.4
BASE,MLP,0.25,DOMAIN_OOD,0.005,3858,0.5,0.9020449490067406,0.012783584137402383,0.8962696460479741,0.25184033177812337,0.04557735223247816,0.9758338549396651,0.39863245906561534,0.00468384074941452,0.006220839813374806,0.0023183701166405286,12.0,1443.2
BASE,MLP,0.25,DOMAIN_OOD,0.01,3858,0.5,0.9020449490067406,0.012783584137402383,0.8962696460479741,0.38320373250388806,0.08558162093761246,0.964855491310353,0.5439039057708348,0.00936768149882904,0.014204250907205807,0.006553241303498387,27.4,1189.8
BASE,MLP,0.25,DOMAIN_OOD,0.02,3858,0.5,0.9020449490067406,0.012783584137402383,0.8962696460479741,0.502954898911353,0.05702601439718256,0.9493334922975322,0.6559959546394456,0.01990632318501171,0.026853291861067906,0.004389624288235675,51.8,958.8
BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8934021804234842,0.01342371901396077,0.8874310944934944,0.23549083063646173,0.044121017663076655,0.9735974373665929,0.3775698099989792,0.00468384074941452,0.006364617044228695,0.002332443183434698,11.8,1417.4
BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8934021804234842,0.01342371901396077,0.8874310944934944,0.36235167206040997,0.08664087840080706,0.9626977067485815,0.5215904154284587,0.00936768149882904,0.01413160733549083,0.006142713474652831,26.2,1182.2
BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8934021804234842,0.01342371901396077,0.8874310944934944,0.4766990291262136,0.05196697385969802,0.9474827714322223,0.6329241883855703,0.01990632318501171,0.026429341963322545,0.004264128452222734,49.0,970.2
BASE,MLP,0.25,IID_BALANCED,0.005,2116,0.5,0.9159996071273568,0.005206768864075761,0.9094010527406635,0.3517958412098299,0.02750293941800874,0.9854907027698598,0.5180528985206426,0.00468384074941452,0.005103969754253308,0.0022762938712272774,5.4,685.8
BASE,MLP,0.25,IID_BALANCED,0.01,2116,0.5,0.9159996071273568,0.005206768864075761,0.9094010527406635,0.4381852551984878,0.04995879892374155,0.9747773404847478,0.6030450519194652,0.00936768149882904,0.011720226843100189,0.007696106988968727,12.4,594.4
BASE,MLP,0.25,IID_BALANCED,0.02,2116,0.5,0.9159996071273568,0.005206768864075761,0.9094010527406635,0.5338374291115312,0.027785707736889504,0.9543006600117623,0.6842627405682753,0.01990632318501171,0.02570888468809074,0.006893982052480328,27.2,493.2
BASE,MLP,0.25,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8647285049808426,0.008353200498698357,0.9094059833234848,0.3517958412098299,0.02750293941800874,0.9724601504835511,0.5162622441092124,0.00468384074941452,0.005218263923733066,0.001040463690583428,10.4,685.8
BASE,MLP,0.25,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8647285049808426,0.008353200498698357,0.9094059833234848,0.4381852551984878,0.04995879892374155,0.9534617419628226,0.5987209168423187,0.00936768149882904,0.011741093828399399,0.006746708003601249,23.4,594.4
BASE,MLP,0.25,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8647285049808426,0.008353200498698357,0.9094059833234848,0.5338374291115312,0.027785707736889504,0.9204440007566228,0.6753363155661342,0.01990632318501171,0.024586051179126944,0.0043016628699152635,49.0,493.2
BASE,MLP,0.25,TEMPLATE_OOD,0.005,6832,0.5,0.9254155200882155,0.009104147384468032,0.9186767635702493,0.3334894613583138,0.049429050717684185,0.9842728352094268,0.49650536240359716,0.00468384074941452,0.0052693208430913355,0.0006209954167329163,18.0,2276.8
BASE,MLP,0.25,TEMPLATE_OOD,0.01,6832,0.5,0.9254155200882155,0.009104147384468032,0.9186767635702493,0.4529274004683841,0.0665423304464757,0.9758040079974893,0.6162606929345362,0.00936768149882904,0.011416861826697893,0.004297399957817095,39.0,1868.8
BASE,MLP,0.25,TEMPLATE_OOD,0.02,6832,0.5,0.9254155200882155,0.009104147384468032,0.9186767635702493,0.559543325526932,0.04346110267424671,0.9634006268326469,0.7070963607944579,0.01990632318501171,0.021311475409836068,0.002900934225254683,72.8,1504.6
BASE,MLP,0.25,TEMPORAL,0.005,8000,0.5,0.9301436310549281,0.00895177120113568,0.9241305562500001,0.3438,0.045666043183091774,0.985044668242851,0.5083248158722035,0.00468384074941452,0.00515,0.0004541475531146239,20.6,2624.8
BASE,MLP,0.25,TEMPORAL,0.01,8000,0.5,0.9301436310549281,0.00895177120113568,0.9241305562500001,0.46609999999999996,0.06928509940817,0.9769176305865204,0.6284982913198147,0.00936768149882904,0.0113,0.004754603032851429,45.2,2135.6
BASE,MLP,0.25,TEMPORAL,0.02,8000,0.5,0.9301436310549281,0.00895177120113568,0.9241305562500001,0.577,0.044978119680573574,0.9644192124665623,0.7211332669840194,0.01990632318501171,0.0214,0.0036597472590330607,85.6,1692.0
BASE,MLP,1.0,DOMAIN_OOD,0.005,3858,0.5,0.9401218536106688,0.003755872672648116,0.9364435919948206,0.2553654743390358,0.046266733747874,0.9907775783987894,0.4042949852599159,0.00468384074941452,0.002488335925349922,0.001484481188520099,4.8,1436.4
BASE,MLP,1.0,DOMAIN_OOD,0.01,3858,0.5,0.9401218536106688,0.003755872672648116,0.9364435919948206,0.4560912389839295,0.04543266092283102,0.9812853632598761,0.6216800923329963,0.00936768149882904,0.008709175738724729,0.0019875883372401054,16.8,1049.2
BASE,MLP,1.0,DOMAIN_OOD,0.02,3858,0.5,0.9401218536106688,0.003755872672648116,0.9364435919948206,0.6387765681700363,0.02687559995786491,0.9569671333524814,0.7658923949058053,0.01990632318501171,0.02871954380508035,0.0014006486351587667,55.4,696.8
BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.935238070877522,0.004379621187282347,0.9316880088999673,0.22934196332254583,0.049507100612054426,0.9901265368887648,0.37030729553112834,0.00468384074941452,0.0023732470334412083,0.0012989853914554797,4.4,1428.8
BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.935238070877522,0.004379621187282347,0.9316880088999673,0.42114347357065807,0.046696236855476386,0.9818829264075278,0.588260565929571,0.00936768149882904,0.007766990291262136,0.0017725649110199547,14.4,1073.2
BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.935238070877522,0.004379621187282347,0.9316880088999673,0.6074433656957929,0.027522364467243106,0.9572950919480396,0.7429828549928756,0.01990632318501171,0.02707659115426106,0.0013961358258408598,50.2,727.8
BASE,MLP,1.0,IID_BALANCED,0.005,2116,0.5,0.9392832207023762,0.003360884730734979,0.930960616921752,0.3835538752362949,0.024478144008330656,0.9922720092611913,0.5528664845008968,0.00468384074941452,0.0030245746691871457,0.0012323634036299903,3.2,652.2
BASE,MLP,1.0,IID_BALANCED,0.01,2116,0.5,0.9392832207023762,0.003360884730734979,0.930960616921752,0.5179584120982986,0.0210182948562732,0.9849676966225701,0.6786831529825277,0.00936768149882904,0.007939508506616257,0.001842494205067857,8.4,510.0
BASE,MLP,1.0,IID_BALANCED,0.02,2116,0.5,0.9392832207023762,0.003360884730734979,0.930960616921752,0.6408317580340265,0.009380639528014727,0.9691384513149224,0.7714777448919663,0.01990632318501171,0.020415879017013232,0.0033148729521266878,21.6,380.0
BASE,MLP,1.0,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.9030768501692332,0.005750565847478979,0.9307345558225053,0.3835538752362949,0.024478144008330656,0.9890156581147334,0.5523329504881577,0.00468384074941452,0.002308078273958856,0.001401328654668233,4.6,652.2
BASE,MLP,1.0,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.9030768501692332,0.005750565847478979,0.9307345558225053,0.5179584120982986,0.0210182948562732,0.9721537064032247,0.6755822186477388,0.00936768149882904,0.00792774711490216,0.002227028702576232,15.8,510.0
BASE,MLP,1.0,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.9030768501692332,0.005750565847478979,0.9307345558225053,0.6408317580340265,0.009380639528014727,0.9401332968889928,0.7621130750829002,0.01990632318501171,0.021675865529352734,0.0024167776374896723,43.2,380.0
BASE,MLP,1.0,TEMPLATE_OOD,0.005,6832,0.5,0.95221716440645,0.002820100660455705,0.9483099061312243,0.331440281030445,0.03854531663431942,0.9930728427698273,0.49598719769583627,0.00468384074941452,0.00234192037470726,0.0007463436056195529,8.0,2283.8
BASE,MLP,1.0,TEMPLATE_OOD,0.01,6832,0.5,0.95221716440645,0.002820100660455705,0.9483099061312243,0.49882903981264637,0.0333832771100441,0.9864721450453162,0.662071821717603,0.00936768149882904,0.006850117096018736,0.0011998771388711477,23.4,1712.0
