model,seed,seed_group,label_budget,scenario,n_test,prevalence_phish,average_precision,roc_auc
STRUCT_LOGREG,72,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.9412984317638136,0.9224917006442944
STRUCT_LOGREG,72,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9216316807584533,0.9046083311594798
STRUCT_LOGREG,72,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.8636912679968716,0.8281122137213632
STRUCT_LOGREG,72,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9347485436125536,0.9158647231820927
STRUCT_LOGREG,72,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9254909997072408,0.9128076300470623
STRUCT_LOGREG,72,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9335701642920329,0.9153769461944461
STRUCT_LOGREG,72,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9141730502337009,0.8994920329758684
STRUCT_LOGREG,72,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.8762471460312348,0.8383608906486184
STRUCT_LOGREG,72,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.9417404992963047,0.9241238774875734
STRUCT_LOGREG,72,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.9361867172914206,0.9237960127358036
STRUCT_LOGREG,72,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.940559837459152,0.9226185583956604
STRUCT_LOGREG,72,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9266562668791547,0.9116944979470484
STRUCT_LOGREG,82,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.8618079793279835,0.8204265993903682
STRUCT_LOGREG,82,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9306382519057478,0.9080701183886565
STRUCT_LOGREG,82,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.921993223084847,0.9028734174048834
STRUCT_LOGREG,82,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.9307346391833671,0.9063709392119096
STRUCT_LOGREG,82,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9093589577370315,0.8833882454679622
STRUCT_LOGREG,82,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.8669005189086995,0.8303617053969932
STRUCT_LOGREG,82,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9354819808649355,0.9186886481966545
STRUCT_LOGREG,82,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9315409488098698,0.9172985731183065
STRUCT_LOGREG,82,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9342089511843467,0.9147408707087241
STRUCT_LOGREG,82,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9224042595608454,0.9032200428100243
STRUCT_LOGREG,82,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,82,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,82,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,82,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,82,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
STRUCT_LOGREG,242,REPLICATION5,0.1,IID_BALANCED,2116,0.5,0.8678951916412172,0.814709960298884
STRUCT_LOGREG,242,REPLICATION5,0.1,TEMPORAL,2116,0.5,0.9363157184942417,0.9115622800090051
STRUCT_LOGREG,242,REPLICATION5,0.1,DOMAIN_OOD,2116,0.5,0.9340327147383056,0.9148284204244552
STRUCT_LOGREG,242,REPLICATION5,0.1,TEMPLATE_OOD,2116,0.5,0.9366639412701907,0.90991491597014
STRUCT_LOGREG,242,REPLICATION5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9196574591773992,0.8956023241769433
STRUCT_LOGREG,242,REPLICATION5,0.25,IID_BALANCED,2116,0.5,0.8713705075220699,0.824536075843068
STRUCT_LOGREG,242,REPLICATION5,0.25,TEMPORAL,2116,0.5,0.9400425605769791,0.9207380262363271
STRUCT_LOGREG,242,REPLICATION5,0.25,DOMAIN_OOD,2116,0.5,0.9375736584739202,0.9240711689852452
STRUCT_LOGREG,242,REPLICATION5,0.25,TEMPLATE_OOD,2116,0.5,0.9371792531154054,0.9169179998642085
STRUCT_LOGREG,242,REPLICATION5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9250684474554138,0.9078851919482849
STRUCT_LOGREG,242,REPLICATION5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,242,REPLICATION5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,242,REPLICATION5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,242,REPLICATION5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,242,REPLICATION5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
STRUCT_LOGREG,252,REPLICATION5,0.1,IID_BALANCED,2116,0.5,0.8732210281273959,0.8465843103762494
STRUCT_LOGREG,252,REPLICATION5,0.1,TEMPORAL,2116,0.5,0.9378715223994025,0.9236771952644537
STRUCT_LOGREG,252,REPLICATION5,0.1,DOMAIN_OOD,2116,0.5,0.9244567260487433,0.9138769872892106
STRUCT_LOGREG,252,REPLICATION5,0.1,TEMPLATE_OOD,2116,0.5,0.9330145230054244,0.9186815012810846
STRUCT_LOGREG,252,REPLICATION5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9125319673453377,0.9051854445917503
STRUCT_LOGREG,252,REPLICATION5,0.25,IID_BALANCED,2116,0.5,0.8555262434596627,0.828197083343756
STRUCT_LOGREG,252,REPLICATION5,0.25,TEMPORAL,2116,0.5,0.9365929314962618,0.9203735335422616
STRUCT_LOGREG,252,REPLICATION5,0.25,DOMAIN_OOD,2116,0.5,0.9325971514503507,0.9205450595159392
STRUCT_LOGREG,252,REPLICATION5,0.25,TEMPLATE_OOD,2116,0.5,0.933042190911413,0.9169885756554615
STRUCT_LOGREG,252,REPLICATION5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9239370315316748,0.9121876351213724
STRUCT_LOGREG,252,REPLICATION5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,252,REPLICATION5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,252,REPLICATION5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,252,REPLICATION5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,252,REPLICATION5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
STRUCT_LOGREG,262,REPLICATION5,0.1,IID_BALANCED,2116,0.5,0.8688001002495065,0.8362570173777251
STRUCT_LOGREG,262,REPLICATION5,0.1,TEMPORAL,2116,0.5,0.9446962012394817,0.9283861192605801
STRUCT_LOGREG,262,REPLICATION5,0.1,DOMAIN_OOD,2116,0.5,0.9405695992507074,0.9280850554421975
STRUCT_LOGREG,262,REPLICATION5,0.1,TEMPLATE_OOD,2116,0.5,0.9448293377951494,0.9262402578607137
STRUCT_LOGREG,262,REPLICATION5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9287523816813749,0.9118687040140652
STRUCT_LOGREG,262,REPLICATION5,0.25,IID_BALANCED,2116,0.5,0.8802262140277206,0.8430421203469113
STRUCT_LOGREG,262,REPLICATION5,0.25,TEMPORAL,2116,0.5,0.9448271553568675,0.9278822617129012
STRUCT_LOGREG,262,REPLICATION5,0.25,DOMAIN_OOD,2116,0.5,0.9390798155318065,0.9259793954424119
STRUCT_LOGREG,262,REPLICATION5,0.25,TEMPLATE_OOD,2116,0.5,0.9443601752103197,0.925982968900197
STRUCT_LOGREG,262,REPLICATION5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.929642970179664,0.9145425438016588
STRUCT_LOGREG,262,REPLICATION5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,262,REPLICATION5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,262,REPLICATION5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,262,REPLICATION5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,262,REPLICATION5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
STRUCT_LOGREG,272,REPLICATION5,0.1,IID_BALANCED,2116,0.5,0.8745733211056302,0.8346051865166292
STRUCT_LOGREG,272,REPLICATION5,0.1,TEMPORAL,2116,0.5,0.934702554395618,0.913003276860789
STRUCT_LOGREG,272,REPLICATION5,0.1,DOMAIN_OOD,2116,0.5,0.9318363406440187,0.9154368016123441
STRUCT_LOGREG,272,REPLICATION5,0.1,TEMPLATE_OOD,2116,0.5,0.932377788648205,0.9104464678156524
STRUCT_LOGREG,272,REPLICATION5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9221087999815496,0.9030083154362656
STRUCT_LOGREG,272,REPLICATION5,0.25,IID_BALANCED,2116,0.5,0.8755233422169642,0.8291833576924039
STRUCT_LOGREG,272,REPLICATION5,0.25,TEMPORAL,2116,0.5,0.9394766810210634,0.9186555937121437
STRUCT_LOGREG,272,REPLICATION5,0.25,DOMAIN_OOD,2116,0.5,0.9315704414427385,0.9163676873653254
STRUCT_LOGREG,272,REPLICATION5,0.25,TEMPLATE_OOD,2116,0.5,0.9391023461008579,0.91783459178605
STRUCT_LOGREG,272,REPLICATION5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9227085776734352,0.904989797778024
STRUCT_LOGREG,272,REPLICATION5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,272,REPLICATION5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,272,REPLICATION5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,272,REPLICATION5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,272,REPLICATION5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
STRUCT_LOGREG,282,REPLICATION5,0.1,IID_BALANCED,2116,0.5,0.8703729414899157,0.8321904224184448
STRUCT_LOGREG,282,REPLICATION5,0.1,TEMPORAL,2116,0.5,0.9318153462732137,0.9112781901151011
STRUCT_LOGREG,282,REPLICATION5,0.1,DOMAIN_OOD,2116,0.5,0.9278642453924569,0.9128942863983478
STRUCT_LOGREG,282,REPLICATION5,0.1,TEMPLATE_OOD,2116,0.5,0.9334565397203906,0.9141012217652167
STRUCT_LOGREG,282,REPLICATION5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.91679157569417,0.8989980024370982
STRUCT_LOGREG,282,REPLICATION5,0.25,IID_BALANCED,2116,0.5,0.8777897555647864,0.8389558713698136
STRUCT_LOGREG,282,REPLICATION5,0.25,TEMPORAL,2116,0.5,0.9432491085724353,0.9267995040040594
STRUCT_LOGREG,282,REPLICATION5,0.25,DOMAIN_OOD,2116,0.5,0.9422075097081597,0.9315620298669601
STRUCT_LOGREG,282,REPLICATION5,0.25,TEMPLATE_OOD,2116,0.5,0.9428486165519901,0.9256872652684918
STRUCT_LOGREG,282,REPLICATION5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.932664117901044,0.9194337141448179
STRUCT_LOGREG,282,REPLICATION5,1.0,IID_BALANCED,2116,0.5,0.8766165339569267,0.8367108465164146
STRUCT_LOGREG,282,REPLICATION5,1.0,TEMPORAL,2116,0.5,0.9404128749183183,0.9210113957568762
STRUCT_LOGREG,282,REPLICATION5,1.0,DOMAIN_OOD,2116,0.5,0.9353153588775116,0.9223818168174069
STRUCT_LOGREG,282,REPLICATION5,1.0,TEMPLATE_OOD,2116,0.5,0.9386783215878096,0.9192595080778012
STRUCT_LOGREG,282,REPLICATION5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9255713596003738,0.909469127111467
B0_STRUCT_XGB,42,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.9047245038175529,0.8886412284118481
B0_STRUCT_XGB,42,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9315903904235252,0.9270353522178666
B0_STRUCT_XGB,42,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.8983172365147614,0.9009473236587918
B0_STRUCT_XGB,42,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.925057666905213,0.9217251939494212
B0_STRUCT_XGB,42,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.888960220328675,0.8917380762647359
B0_STRUCT_XGB,42,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.9114686857079297,0.8891102447461237
B0_STRUCT_XGB,42,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9562010818380254,0.9466661425595249
B0_STRUCT_XGB,42,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9419003891190161,0.9360958544316237
B0_STRUCT_XGB,42,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9484362594463119,0.9397774093145752
B0_STRUCT_XGB,42,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9329070891966759,0.9270621531512537
B0_STRUCT_XGB,42,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.9221643701710438,0.8952851797985284
B0_STRUCT_XGB,42,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.9676998627332418,0.9547305434157253
B0_STRUCT_XGB,42,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.967912913526105,0.959544884416508
B0_STRUCT_XGB,42,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.966542573246715,0.9549404840605915
B0_STRUCT_XGB,42,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9605762025335387,0.9507095100432031
B0_STRUCT_XGB,52,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.9021526119427254,0.8915308157132086
B0_STRUCT_XGB,52,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9380142212480678,0.931184136706201
B0_STRUCT_XGB,52,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.9216328585520475,0.9205718604493266
B0_STRUCT_XGB,52,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.93810365944034,0.9322436669394405
B0_STRUCT_XGB,52,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9202101405411652,0.9186377264232188
B0_STRUCT_XGB,52,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.9156561067455489,0.9007900915162539
B0_STRUCT_XGB,52,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9476971530422441,0.9400355916395382
B0_STRUCT_XGB,52,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9319426513490575,0.9274025250052709
B0_STRUCT_XGB,52,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9474310050526363,0.9400597124795866
B0_STRUCT_XGB,52,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9274640129077187,0.9223067742039229
B0_STRUCT_XGB,52,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.9236911460828959,0.8973979867138839
B0_STRUCT_XGB,52,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.967566540256769,0.9543991052061706
B0_STRUCT_XGB,52,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.9679446734106383,0.959399266011771
B0_STRUCT_XGB,52,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.9669061928046608,0.955528317866217
B0_STRUCT_XGB,52,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.960937982954256,0.9510463084394353
B0_STRUCT_XGB,62,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.8950066410967248,0.8728648589734884
B0_STRUCT_XGB,62,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9361096408476417,0.9260061963757991
B0_STRUCT_XGB,62,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.911198527784096,0.9034648246682939
B0_STRUCT_XGB,62,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.9352059964977721,0.9252798910810068
B0_STRUCT_XGB,62,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9049101921158537,0.8972148470024051
B0_STRUCT_XGB,62,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.9031747367208288,0.8802748703728188
B0_STRUCT_XGB,62,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9441741217618169,0.9332406616614435
B0_STRUCT_XGB,62,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9228522157365789,0.9145219964193954
B0_STRUCT_XGB,62,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9419935527576022,0.9312046840884646
B0_STRUCT_XGB,62,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9170785053986706,0.9083300874425121
B0_STRUCT_XGB,62,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.922896543712239,0.8958417458485354
B0_STRUCT_XGB,62,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.9664670698291729,0.9531921698393016
B0_STRUCT_XGB,62,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.96553084384189,0.9566360897795535
B0_STRUCT_XGB,62,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.9649827100694519,0.9530108168567148
B0_STRUCT_XGB,62,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9581601706275191,0.9477926751262324
B0_STRUCT_XGB,72,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.897210977082783,0.8820213978652163
B0_STRUCT_XGB,72,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9427521031399405,0.9345869618819258
B0_STRUCT_XGB,72,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.9273707801867555,0.923285901637001
B0_STRUCT_XGB,72,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.9425948210901398,0.9345530140329688
B0_STRUCT_XGB,72,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.924865515469567,0.9200742564527714
B0_STRUCT_XGB,72,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.9093319773659166,0.8880364206817444
B0_STRUCT_XGB,72,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.9495267811530728,0.9398582587969597
B0_STRUCT_XGB,72,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9342126469177453,0.9264073170121605
B0_STRUCT_XGB,72,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.947081921574076,0.936586311512609
B0_STRUCT_XGB,72,ORIGINAL5,0.25,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9271800412916876,0.9193399108779629
B0_STRUCT_XGB,72,ORIGINAL5,1.0,IID_BALANCED,2116,0.5,0.923609588877467,0.8967056292680486
B0_STRUCT_XGB,72,ORIGINAL5,1.0,TEMPORAL,2116,0.5,0.9678948216108111,0.95466532781115
B0_STRUCT_XGB,72,ORIGINAL5,1.0,DOMAIN_OOD,2116,0.5,0.9680700182944264,0.9594421475051904
B0_STRUCT_XGB,72,ORIGINAL5,1.0,TEMPLATE_OOD,2116,0.5,0.966484828565251,0.9547975457491932
B0_STRUCT_XGB,72,ORIGINAL5,1.0,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9612355770904257,0.9510409482527579
B0_STRUCT_XGB,82,ORIGINAL5,0.1,IID_BALANCED,2116,0.5,0.9028999326381144,0.8839233707712593
B0_STRUCT_XGB,82,ORIGINAL5,0.1,TEMPORAL,2116,0.5,0.9318772755334266,0.9219726559010295
B0_STRUCT_XGB,82,ORIGINAL5,0.1,DOMAIN_OOD,2116,0.5,0.9106259470094202,0.9031557205698951
B0_STRUCT_XGB,82,ORIGINAL5,0.1,TEMPLATE_OOD,2116,0.5,0.9326509816062364,0.9231018685610757
B0_STRUCT_XGB,82,ORIGINAL5,0.1,DOMAIN_TEMPLATE_OOD,2116,0.5,0.9074715616961351,0.8961311959291169
B0_STRUCT_XGB,82,ORIGINAL5,0.25,IID_BALANCED,2116,0.5,0.9105762623384108,0.8861773292691207
B0_STRUCT_XGB,82,ORIGINAL5,0.25,TEMPORAL,2116,0.5,0.946217889509782,0.9351426345674866
B0_STRUCT_XGB,82,ORIGINAL5,0.25,DOMAIN_OOD,2116,0.5,0.9349809015351251,0.9259374073134388
B0_STRUCT_XGB,82,ORIGINAL5,0.25,TEMPLATE_OOD,2116,0.5,0.9465685468776895,0.9382390357381513
