stage1_model,label_budget,scenario,target_fpr,ranker,review_fraction_of_stage1_negatives,stage1_recall_mean,stage1_fpr_mean,review_precision_mean,capture_rate_mean,assisted_recall_mean,recall_gain_pp_mean
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_LOGREG,0.1,0.35909797822706063,0.0066355624675997925,0.943283927321706,0.24156681803493427,0.5135821669258683,15.448418869880769
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_LOGREG,0.2,0.35909797822706063,0.0066355624675997925,0.8898721649464726,0.4549885919925771,0.6502851218247796,29.1187143597719
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_MLP,0.05,0.35909797822706063,0.0066355624675997925,0.8885184940185097,0.113924603053009,0.43208916537065833,7.299118714359774
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_MLP,0.1,0.35909797822706063,0.0066355624675997925,0.8737624639029763,0.2234191164657356,0.5023328149300156,14.323483670295492
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_MLP,0.2,0.35909797822706063,0.0066355624675997925,0.8372704618733477,0.427690881929678,0.6332296526697772,27.413167444271647
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_XGBOOST,0.05,0.35909797822706063,0.0066355624675997925,0.8896549293727437,0.11416845269019849,0.4321410057024365,7.304302747537584
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_XGBOOST,0.1,0.35909797822706063,0.0066355624675997925,0.8482315124528566,0.21704959067504345,0.4980819077242094,13.898392949714879
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,DAPT_XGBOOST,0.2,0.35909797822706063,0.0066355624675997925,0.8003935479477347,0.4090059806050189,0.6210990150336962,26.200103680663556
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,SELF,0.05,0.35909797822706063,0.0066355624675997925,0.9144334945766286,0.11739461163938289,0.4341627786417833,7.506480041472265
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,SELF,0.1,0.35909797822706063,0.0066355624675997925,0.8988664266391005,0.23002681942097106,0.5063763608087092,14.727838258164851
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,SELF,0.2,0.35909797822706063,0.0066355624675997925,0.8423958223086625,0.4303396971786815,0.6348885432866771,27.579056505961642
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_LOGREG,0.05,0.35909797822706063,0.0066355624675997925,0.9821209861450386,0.12611230314036698,0.43970969414204253,8.061171591498185
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_LOGREG,0.1,0.35909797822706063,0.0066355624675997925,0.9626960891242143,0.24644801768252672,0.516796267496112,15.76982892690513
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_LOGREG,0.2,0.35909797822706063,0.0066355624675997925,0.9077183351367161,0.46393654784556737,0.6561949196474857,29.70969414204251
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_MLP,0.05,0.35909797822706063,0.0066355624675997925,0.9611768806398935,0.12339279289312635,0.4379989631933644,7.890098496630378
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_MLP,0.1,0.35909797822706063,0.0066355624675997925,0.946618849894367,0.2423418703486727,0.5141524105754277,15.505443234836704
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,STRUCT_MLP,0.2,0.35909797822706063,0.0066355624675997925,0.9017907566911134,0.4608193694916462,0.6542768273716952,29.51788491446346
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,T0_E2E,0.05,0.35909797822706063,0.0066355624675997925,0.9797263287704544,0.1258385224143949,0.43950233281493,8.040435458786936
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,T0_E2E,0.1,0.35909797822706063,0.0066355624675997925,0.9536314711187955,0.24445028745388547,0.5151892172109902,15.609123898392948
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,T0_E2E,0.2,0.35909797822706063,0.0066355624675997925,0.9074601256756782,0.4645314863765531,0.6558320373250389,29.673405909797822
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_LOGREG,0.05,0.4520476931052359,0.01503369621565578,0.9608074710212643,0.13539079914786623,0.5258683255572836,7.382063245204769
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_LOGREG,0.1,0.4520476931052359,0.01503369621565578,0.9325004420870509,0.2625588940551563,0.5951788491446346,14.313115603939863
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_LOGREG,0.2,0.4520476931052359,0.01503369621565578,0.8425835133330439,0.4732087225300935,0.7107827890098497,25.873509590461378
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_MLP,0.05,0.4520476931052359,0.01503369621565578,0.84372502279455,0.1186383837737622,0.5169517884914463,6.490409538621046
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_MLP,0.1,0.4520476931052359,0.01503369621565578,0.8384013862401755,0.23564791898599902,0.5808709175738725,12.88232244686366
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,BASE_MLP,0.2,0.4520476931052359,0.01503369621565578,0.7792016245104001,0.4370937634792277,0.6914981855883877,23.94504924831519
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_LOGREG,0.05,0.4520476931052359,0.01503369621565578,0.8476985785563868,0.11920990485295405,0.5172628304821151,6.52151373768792
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_LOGREG,0.1,0.4520476931052359,0.01503369621565578,0.8172828245618782,0.22966733528509406,0.5776568170036288,12.560912389839297
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_LOGREG,0.2,0.4520476931052359,0.01503369621565578,0.7446093447154326,0.41805054015612664,0.6807672369103163,22.871954380508036
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_MLP,0.05,0.4520476931052359,0.01503369621565578,0.8083680681764539,0.1136031456014112,0.514256091238984,6.220839813374806
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_MLP,0.1,0.4520476931052359,0.01503369621565578,0.7949502430096385,0.22317630182753737,0.5742871954380508,12.223950233281494
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_MLP,0.2,0.4520476931052359,0.01503369621565578,0.722928209564371,0.40547305691694263,0.6742353551062726,22.21876620010368
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_XGBOOST,0.05,0.4520476931052359,0.01503369621565578,0.8427702469419845,0.11862706339380087,0.51684810782789,6.480041472265421
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_XGBOOST,0.1,0.4520476931052359,0.01503369621565578,0.8006349933874874,0.22508539828375934,0.5750648004147226,12.301710730948676
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,CONTRASTIVE_XGBOOST,0.2,0.4520476931052359,0.01503369621565578,0.7206145741627603,0.40468571991452207,0.6733540694660446,22.13063763608087
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_E2E,0.05,0.4520476931052359,0.01503369621565578,0.9575636607920618,0.1348115993526635,0.5256609642301711,7.361327112493518
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_E2E,0.1,0.4520476931052359,0.01503369621565578,0.9317823399268812,0.26204345041902466,0.5951788491446346,14.313115603939863
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_E2E,0.2,0.4520476931052359,0.01503369621565578,0.8798888055281852,0.4944670543296269,0.7221358216692587,27.00881285640228
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_LOGREG,0.05,0.4520476931052359,0.01503369621565578,0.9395927973639265,0.13232854869663155,0.5242612752721618,7.221358216692586
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_LOGREG,0.1,0.4520476931052359,0.01503369621565578,0.9234104881025281,0.2597044608582421,0.5938828408501815,14.183514774494554
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_LOGREG,0.2,0.4520476931052359,0.01503369621565578,0.8470335177355797,0.4754364121358877,0.7122343182996371,26.018662519440124
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_MLP,0.05,0.4520476931052359,0.01503369621565578,0.8616556947058583,0.12074554614035113,0.5184551581130119,6.640746500777605
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_MLP,0.1,0.4520476931052359,0.01503369621565578,0.8451660004773316,0.2366539885813876,0.5821669258683255,13.011923276308966
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_MLP,0.2,0.4520476931052359,0.01503369621565578,0.7912920717497863,0.4430711709675916,0.6954380508035252,24.33903576982893
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_XGBOOST,0.05,0.4520476931052359,0.01503369621565578,0.8466908979813657,0.11895799278258286,0.517210990150337,6.516329704510108
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_XGBOOST,0.1,0.4520476931052359,0.01503369621565578,0.8009282464658325,0.22476999928375968,0.575220321410057,12.317262830482113
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,DAPT_XGBOOST,0.2,0.4520476931052359,0.01503369621565578,0.754296328462615,0.42296083080886293,0.6838776568170036,23.182996371176774
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,SELF,0.05,0.4520476931052359,0.01503369621565578,0.8627336302351395,0.12135159389154385,0.5184033177812337,6.635562467599793
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,SELF,0.1,0.4520476931052359,0.01503369621565578,0.8415480791198645,0.23644722981107452,0.5813893208916537,12.934162778641783
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,SELF,0.2,0.4520476931052359,0.01503369621565578,0.7760896672564077,0.43527322458650397,0.6905650596163816,23.851736651114567
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_LOGREG,0.05,0.4520476931052359,0.01503369621565578,0.9720040546913158,0.13689505397293994,0.5267496111975116,7.470191809227579
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_LOGREG,0.1,0.4520476931052359,0.01503369621565578,0.9394361339035289,0.26413124052819814,0.5963711767755313,14.432348367029547
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_LOGREG,0.2,0.4520476931052359,0.01503369621565578,0.8576508185367204,0.48122906290861744,0.715552099533437,26.350440642820114
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_MLP,0.05,0.4520476931052359,0.01503369621565578,0.9483279261349382,0.13354040203465348,0.5249351995852773,7.288750648004147
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_MLP,0.1,0.4520476931052359,0.01503369621565578,0.9262237883641801,0.26038957499562776,0.5943494038361845,14.23017107309487
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,STRUCT_MLP,0.2,0.4520476931052359,0.01503369621565578,0.8494954543491327,0.4765905380855897,0.7130637636080871,26.10160705028512
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,T0_E2E,0.05,0.4520476931052359,0.01503369621565578,0.9579669239325032,0.13496208943126597,0.5256609642301711,7.361327112493518
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,T0_E2E,0.1,0.4520476931052359,0.01503369621565578,0.9285389711422528,0.2613731656517564,0.5946086054950752,14.256091238983931
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,T0_E2E,0.2,0.4520476931052359,0.01503369621565578,0.8758442860979759,0.4924131506049929,0.7208398133748056,26.87921202695697
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_LOGREG,0.05,0.5484707102125453,0.030793157076205287,0.9517850035689287,0.15109578346600633,0.616381544841887,6.791083462934165
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_LOGREG,0.1,0.5484707102125453,0.030793157076205287,0.9018658255562192,0.28537949856517586,0.6768273716951788,12.835666148263348
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_LOGREG,0.2,0.5484707102125453,0.030793157076205287,0.7817349416904066,0.4933968407144687,0.7710730948678072,22.26023846552618
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_MLP,0.05,0.5484707102125453,0.030793157076205287,0.8217953549283786,0.1305331236075347,0.607102125453603,5.863141524105757
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_MLP,0.1,0.5484707102125453,0.030793157076205287,0.8048060157969067,0.2545991545448375,0.6630378434421981,11.456713322965268
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,BASE_MLP,0.2,0.5484707102125453,0.030793157076205287,0.7244476515488503,0.4573225005554852,0.7547433903576983,20.62726801451529
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_LOGREG,0.05,0.5484707102125453,0.030793157076205287,0.7938035079569936,0.12572736110291877,0.6051840331778123,5.671332296526698
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_LOGREG,0.1,0.5484707102125453,0.030793157076205287,0.7616471837032504,0.2404080315505575,0.6570243649559357,10.855365474339035
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_LOGREG,0.2,0.5484707102125453,0.030793157076205287,0.6786729499092515,0.4279095851037654,0.7418351477449455,19.336443753240022
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_MLP,0.05,0.5484707102125453,0.030793157076205287,0.7587749464411778,0.12012174601741663,0.6026956972524624,5.422498703991705
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_MLP,0.1,0.5484707102125453,0.030793157076205287,0.7334485894027705,0.2313961257244328,0.6530326594090202,10.456194919647487
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_MLP,0.2,0.5484707102125453,0.030793157076205287,0.6666491981292283,0.4202360317753677,0.7384136858475895,18.994297563504407
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_XGBOOST,0.05,0.5484707102125453,0.030793157076205287,0.7840502880933471,0.12431209048038394,0.6044582685329186,5.598755832037327
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_XGBOOST,0.1,0.5484707102125453,0.030793157076205287,0.7508767509245831,0.23731913433117285,0.655417314670814,10.694660445826853
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,CONTRASTIVE_XGBOOST,0.2,0.5484707102125453,0.030793157076205287,0.6562937495555743,0.41444941668804686,0.735303265940902,18.68325557283567
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_E2E,0.05,0.5484707102125453,0.030793157076205287,0.9374106843029232,0.14866703788995467,0.6153965785381026,6.692586832555729
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_E2E,0.1,0.5484707102125453,0.030793157076205287,0.9043705890800962,0.28622278929415873,0.6771902540176258,12.871954380508035
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_E2E,0.2,0.5484707102125453,0.030793157076205287,0.8255387977440474,0.5217271419617455,0.7834110938310006,23.49403836184552
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_LOGREG,0.05,0.5484707102125453,0.030793157076205287,0.9169719283782797,0.14536199233863784,0.6139450492483152,6.547433903576983
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_LOGREG,0.1,0.5484707102125453,0.030793157076205287,0.8914211076237434,0.28170807628241396,0.6754276827371696,12.695697252462418
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_LOGREG,0.2,0.5484707102125453,0.030793157076205287,0.7779617617057913,0.49083958438806546,0.7700362882322447,22.15655780196993
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_MLP,0.05,0.5484707102125453,0.030793157076205287,0.8194596364590658,0.12942151958770304,0.6071021254536029,5.863141524105753
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_MLP,0.1,0.5484707102125453,0.030793157076205287,0.8033587933960298,0.25312795358561413,0.6630896837739761,11.46189735614308
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_MLP,0.2,0.5484707102125453,0.030793157076205287,0.7215656906804343,0.4545241055557847,0.754173146708139,20.570243649559355
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_XGBOOST,0.05,0.5484707102125453,0.030793157076205287,0.7734423854153367,0.1222403410245625,0.603784344219803,5.531363400725765
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_XGBOOST,0.1,0.5484707102125453,0.030793157076205287,0.7355466066626499,0.2317919943697401,0.6533955417314671,10.492483151892172
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,DAPT_XGBOOST,0.2,0.5484707102125453,0.030793157076205287,0.6913671190961022,0.4355821480293959,0.7455158113011924,19.704510108864696
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,SELF,0.05,0.5484707102125453,0.030793157076205287,0.7836989397221781,0.12413065653190314,0.6044582685329186,5.598755832037326
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,SELF,0.1,0.5484707102125453,0.030793157076205287,0.7442168316817397,0.2349282225238552,0.6545360290305858,10.606531881804042
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,SELF,0.2,0.5484707102125453,0.030793157076205287,0.6865206571414728,0.4333400543776372,0.7439606013478486,19.54898911353033
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_LOGREG,0.05,0.5484707102125453,0.030793157076205287,0.9443541147171782,0.14987224661497714,0.6158631415241057,6.739243131156039
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_LOGREG,0.1,0.5484707102125453,0.030793157076205287,0.8940024429531356,0.28252995974345596,0.6757905650596163,12.731985484707103
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_LOGREG,0.2,0.5484707102125453,0.030793157076205287,0.7806838494888703,0.49270174649646703,0.7707620528771384,22.229134266459305
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_MLP,0.05,0.5484707102125453,0.030793157076205287,0.9221545462552768,0.14621671732980604,0.614307931570762,6.583722135821669
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_MLP,0.1,0.5484707102125453,0.030793157076205287,0.8792370453347924,0.27774911080621034,0.6737169517884914,12.524624157594609
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,STRUCT_MLP,0.2,0.5484707102125453,0.030793157076205287,0.7685837420111474,0.4843421530892657,0.7674961119751167,21.902540176257126
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,T0_E2E,0.05,0.5484707102125453,0.030793157076205287,0.9332834388323278,0.14830900496046137,0.6150336962156558,6.656298600311042
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,T0_E2E,0.1,0.5484707102125453,0.030793157076205287,0.892036270810061,0.28254648740857097,0.6753758424053914,12.690513219284602
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,T0_E2E,0.2,0.5484707102125453,0.030793157076205287,0.8167826932732648,0.5165723891510223,0.7808190772420944,23.2348367029549
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_LOGREG,0.05,0.33176914778856526,0.006526429341963323,0.9657949223746781,0.12082471666350339,0.4122437971952535,8.047464940668823
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_LOGREG,0.1,0.33176914778856526,0.006526429341963323,0.9490761448094573,0.2371030103580881,0.48975188781014023,15.798274002157498
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_LOGREG,0.2,0.33176914778856526,0.006526429341963323,0.8828949803701558,0.4404066113375393,0.6256202804746493,29.385113268608414
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_MLP,0.05,0.33176914778856526,0.006526429341963323,0.8571475074872792,0.10752050758490309,0.40307443365695794,7.130528586839267
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_MLP,0.1,0.33176914778856526,0.006526429341963323,0.8575733431557044,0.2145254099104874,0.47437971952535063,14.261057173678534
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,BASE_MLP,0.2,0.33176914778856526,0.006526429341963323,0.8219732465602869,0.41024136899539076,0.6052319309600863,27.346278317152105
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_LOGREG,0.05,0.33176914778856526,0.006526429341963323,0.8847082825744893,0.11063405797540915,0.40550161812297736,7.373247033441208
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_LOGREG,0.1,0.33176914778856526,0.006526429341963323,0.8584710044569412,0.21425250629731069,0.4747572815533981,14.298813376483281
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_LOGREG,0.2,0.33176914778856526,0.006526429341963323,0.7909615647901415,0.3942788692563922,0.5951456310679611,26.337648327939586
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_MLP,0.05,0.33176914778856526,0.006526429341963323,0.8493976845362609,0.10605166912103174,0.4026429341963323,7.0873786407767
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_MLP,0.1,0.33176914778856526,0.006526429341963323,0.8343394809139977,0.20805779244945302,0.47081984897518875,13.905070118662351
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_MLP,0.2,0.33176914778856526,0.006526429341963323,0.7741727549177674,0.3855816761468516,0.589697950377562,25.792880258899675
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_XGBOOST,0.05,0.33176914778856526,0.006526429341963323,0.8734151601874107,0.10917945665080364,0.4045846817691478,7.281553398058253
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_XGBOOST,0.1,0.33176914778856526,0.006526429341963323,0.8456671307883818,0.21113737076277478,0.47259978425026966,14.08306364617044
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_XGBOOST,0.2,0.33176914778856526,0.006526429341963323,0.7733715315686766,0.3855584048634876,0.5892664509169363,25.749730312837112
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.05,0.33176914778856526,0.006526429341963323,0.9733971455772966,0.12174906513552712,0.412891046386192,8.112189859762676
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.1,0.33176914778856526,0.006526429341963323,0.9596975968571062,0.2397205531053818,0.49153182308522114,15.976267529665586
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.2,0.33176914778856526,0.006526429341963323,0.9131428586385374,0.4558291644223814,0.6355447680690399,30.377562028047464
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,DAPT_LOGREG,0.05,0.33176914778856526,0.006526429341963323,0.9512051438254808,0.11892519668206922,0.4110571736785329,7.928802588996765
