model,seed,label_budget,n_train,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,calibration_recall,fit_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
T0_E2E,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.8921115710976812,0.9015851320832745,0.9674681753889675,0.6465028355387523,0.775070821529745,0.01154039136979428,684,23,1970,374,0.3467715503113733
T0_E2E,42,0.25,1000,IID_BALANCED,2116,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.9274551164512228,0.9020881500566393,0.9785407725321889,0.6465028355387523,0.7785998861696073,0.014177693761814745,684,15,1043,374,0.5
T0_E2E,42,0.25,1000,TEMPORAL,8000,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.9716616420506878,0.9659519375,0.9862385321100917,0.69875,0.8179689786362306,0.00975,2795,39,3961,1205,0.5
T0_E2E,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.9645501687117198,0.9591096953782557,0.9844389844389845,0.623120787973043,0.7631746031746032,0.009849663037843442,1202,19,1910,727,0.5
T0_E2E,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.9712809829538936,0.9652282069774967,0.9882253994953742,0.6879391100702577,0.8111839834311356,0.00819672131147541,2350,28,3388,1066,0.5
T0_E2E,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9922294020652772,0.00936768149882904,0.6754966887417219,73.43045957100003,0.9607070732188739,0.9540824876153371,0.9849157054125999,0.598705501618123,0.7447165380744717,0.009169363538295576,1110,17,1837,744,0.5
T0_E2E,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.8921115710976812,0.9015851320832745,0.9332509270704573,0.7136105860113422,0.80878414568827,0.027094831911690917,755,54,1939,303,0.3467715503113733
T0_E2E,42,0.25,1000,IID_BALANCED,2116,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.9274551164512228,0.9020881500566393,0.9617834394904459,0.7136105860113422,0.8193163320672816,0.02835538752362949,755,30,1028,303,0.5
T0_E2E,42,0.25,1000,TEMPORAL,8000,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.9716616420506878,0.9659519375,0.9692028985507246,0.8025,0.8780087527352297,0.0255,3210,102,3898,790,0.5
T0_E2E,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.9645501687117198,0.9591096953782557,0.9618671926364234,0.7584240539139451,0.8481159420289855,0.03006739243131156,1463,58,1871,466,0.5
T0_E2E,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.9712809829538936,0.9652282069774967,0.9695667740780523,0.7927400468384075,0.8722821710420358,0.024882903981264637,2708,85,3331,708,0.5
T0_E2E,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.5962568521499635,0.01990632318501171,0.7615894039735099,73.43045957100003,0.9607070732188739,0.9540824876153371,0.9608262108262108,0.7276159654800431,0.8281154082259055,0.0296655879180151,1349,55,1799,505,0.5
DAPT_E2E,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.8973821271211495,0.9128921926174502,0.9790209790209791,0.5293005671077504,0.6871165644171779,0.006021073758153537,560,12,1981,498,0.3467715503113733
DAPT_E2E,42,0.25,1000,IID_BALANCED,2116,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.9324374178305166,0.9137304755200274,0.9859154929577465,0.5293005671077504,0.6888068880688807,0.007561436672967864,560,8,1050,498,0.5
DAPT_E2E,42,0.25,1000,TEMPORAL,8000,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.9729532006015396,0.9675040625,0.9937421777221527,0.5955,0.7447240894169141,0.00375,2382,15,3985,1618,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.9679273673689677,0.9628548838886752,0.995846313603323,0.49714878175220323,0.6632088520055325,0.002073613271124935,959,4,1925,970,0.5
DAPT_E2E,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.9732424845159304,0.967252278162004,0.9945463559742191,0.5872365339578455,0.7384502116694276,0.0032201405152224825,2006,11,3405,1410,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.999014973640442,0.00468384074941452,0.5717439293598234,74.63566830000036,0.9646683956016016,0.9585190887308587,0.9954954954954955,0.47680690399137,0.6447848285922684,0.002157497303128371,884,4,1850,970,0.5
DAPT_E2E,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.8973821271211495,0.9128921926174502,0.9571428571428572,0.6332703213610587,0.7622298065984073,0.015052684395383844,670,30,1963,388,0.3467715503113733
DAPT_E2E,42,0.25,1000,IID_BALANCED,2116,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.9324374178305166,0.9137304755200274,0.975254730713246,0.6332703213610587,0.7679083094555874,0.01606805293005671,670,17,1041,388,0.5
DAPT_E2E,42,0.25,1000,TEMPORAL,8000,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.9729532006015396,0.9675040625,0.9843217450579413,0.722,0.8329968272281512,0.0115,2888,46,3954,1112,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.9679273673689677,0.9628548838886752,0.9843871975019516,0.6537065837221359,0.7856697819314642,0.010368066355624676,1261,20,1909,668,0.5
DAPT_E2E,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.9732424845159304,0.967252278162004,0.9862737182075091,0.7151639344262295,0.8291192940777193,0.009953161592505855,2443,34,3382,973,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9945625662803651,0.00936768149882904,0.6909492273730684,74.63566830000036,0.9646683956016016,0.9585190887308587,0.9848101265822785,0.6294498381877023,0.7680157946692991,0.009708737864077669,1167,18,1836,687,0.5
DAPT_E2E,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.8973821271211495,0.9128921926174502,0.9283980582524272,0.723062381852552,0.8129649309245484,0.02960361264425489,765,59,1934,293,0.3467715503113733
DAPT_E2E,42,0.25,1000,IID_BALANCED,2116,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.9324374178305166,0.9137304755200274,0.9598494353826851,0.723062381852552,0.8247978436657682,0.030245746691871456,765,32,1026,293,0.5
DAPT_E2E,42,0.25,1000,TEMPORAL,8000,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.9729532006015396,0.9675040625,0.9737861185582365,0.81725,0.8886774500475737,0.022,3269,88,3912,731,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.9679273673689677,0.9628548838886752,0.9678456591639871,0.7801969932607569,0.8639494833524685,0.02592016588906169,1505,50,1879,424,0.5
DAPT_E2E,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.9732424845159304,0.967252278162004,0.9740623904661759,0.8135245901639344,0.8865847822619237,0.021662763466042154,2779,74,3342,637,0.5
DAPT_E2E,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.7512834072113038,0.01990632318501171,0.7571743929359823,74.63566830000036,0.9646683956016016,0.9585190887308587,0.9675414364640884,0.7556634304207119,0.8485766202301636,0.02535059331175836,1401,47,1807,453,0.5
BASE_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.8740764355475602,0.9123064942800747,0.9779411764705882,0.3771266540642722,0.5443383356070941,0.004515805318615153,399,9,1984,659,0.3467715503113733
BASE_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.9201195641823804,0.9119866281209685,0.9827586206896551,0.3771266540642722,0.5450819672131147,0.006616257088846881,399,7,1051,659,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.932125377759016,0.9282448750000002,0.9862490450725745,0.32275,0.48634394424562066,0.0045,1291,18,3982,2709,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.8971163480498583,0.8974511433762755,0.972636815920398,0.20269569725246242,0.3354783354783355,0.005702436495593572,391,11,1918,1538,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.9256942404195135,0.9213884139385397,0.9836214740673339,0.3164519906323185,0.4788482834994463,0.005269320843091335,1081,18,3398,2335,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9907682538032533,0.00468384074941452,0.3841059602649007,0.5411520270008623,0.8880807092531171,0.8888557234772712,0.9693593314763231,0.18770226537216828,0.3145051965657479,0.005933117583603021,348,11,1843,1506,0.5
BASE_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.8740764355475602,0.9123064942800747,0.9680851063829787,0.43005671077504726,0.5955497382198953,0.007526342197691922,455,15,1978,603,0.3467715503113733
BASE_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.9201195641823804,0.9119866281209685,0.978494623655914,0.43005671077504726,0.5975049244911359,0.00945179584120983,455,10,1048,603,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.932125377759016,0.9282448750000002,0.9823182711198428,0.375,0.5427899402931066,0.00675,1500,27,3973,2500,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.8971163480498583,0.8974511433762755,0.9659090909090909,0.2643856920684292,0.41514041514041516,0.00933125972006221,510,18,1911,1419,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.9256942404195135,0.9213884139385397,0.978756884343037,0.36416861826697894,0.5308299551952208,0.007903981264637002,1244,27,3389,2172,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9807485342025758,0.00936768149882904,0.44150110375275936,0.5411520270008623,0.8880807092531171,0.8888557234772712,0.9611231101511879,0.24002157497303128,0.38411739318083726,0.009708737864077669,445,18,1836,1409,0.5
BASE_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.8740764355475602,0.9123064942800747,0.930116472545757,0.5283553875236295,0.6738999397227246,0.021073758153537382,559,42,1951,499,0.3467715503113733
BASE_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.9201195641823804,0.9119866281209685,0.9621342512908778,0.5283553875236295,0.6821232458816352,0.020793950850661626,559,22,1036,499,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.932125377759016,0.9282448750000002,0.9689557855126999,0.515,0.6725432582435521,0.0165,2060,66,3934,1940,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.8971163480498583,0.8974511433762755,0.9468822170900693,0.4250907205806117,0.5867620751341681,0.023846552617936754,820,46,1883,1109,0.5
BASE_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.9256942404195135,0.9213884139385397,0.9645070422535211,0.5011709601873536,0.6596031593141977,0.018442622950819672,1712,63,3353,1704,0.5
BASE_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9347304105758668,0.01990632318501171,0.5452538631346578,0.5411520270008623,0.8880807092531171,0.8888557234772712,0.9434673366834171,0.40507011866235165,0.5667924528301886,0.024271844660194174,751,45,1809,1103,0.5
DAPT_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9502762430939227,0.32514177693761814,0.48450704225352115,0.009031610637230306,344,18,1975,714,0.3467715503113733
DAPT_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9690140845070423,0.32514177693761814,0.4869072894550602,0.010396975425330813,344,11,1047,714,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9337253208821631,0.9292800625,0.985239852398524,0.4005,0.5694987557767508,0.006,1602,24,3976,2398,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9716814159292035,0.2846034214618974,0.44025661587810744,0.00829445308449974,549,16,1913,1380,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9828741623231572,0.3864168618266979,0.5547383904181551,0.006733021077283372,1320,23,3393,2096,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.9690522243713733,0.2702265372168285,0.42260649514972587,0.008629989212513484,501,16,1838,1353,0.5
DAPT_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9302884615384616,0.3657844990548204,0.5251017639077341,0.014550928248871048,387,29,1964,671,0.3467715503113733
DAPT_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9602977667493796,0.3657844990548204,0.5297741273100616,0.015122873345935728,387,16,1042,671,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9337253208821631,0.9292800625,0.9814004376367614,0.4485,0.6156485929993136,0.0085,1794,34,3966,2206,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9685157421289355,0.33488854328667705,0.49768875192604006,0.01088646967340591,646,21,1908,1283,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9780585106382979,0.43062060889929743,0.5979674796747968,0.009660421545667448,1471,33,3383,1945,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.9650582362728786,0.31283710895361383,0.4725050916496945,0.011326860841423949,580,21,1833,1274,0.5
DAPT_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9115646258503401,0.5066162570888468,0.6512758201701093,0.02609131961866533,536,52,1941,522,0.3467715503113733
DAPT_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9403508771929825,0.5066162570888468,0.6584766584766585,0.03213610586011342,536,34,1024,522,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9337253208821631,0.9292800625,0.9691304347826087,0.55725,0.7076190476190476,0.01775,2229,71,3929,1771,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9518072289156626,0.45049248315189216,0.6115411681914145,0.02280974598237429,869,44,1885,1060,0.5
DAPT_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9646437994722955,0.5351288056206089,0.6883826021464884,0.019613583138173303,1828,67,3349,1588,0.5
DAPT_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.947239263803681,0.41639697950377563,0.5784938179093293,0.02319309600862999,772,43,1811,1082,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8022099344901275,0.8792337453298266,0.9378238341968912,0.17107750472589792,0.28936850519584334,0.006021073758153537,181,12,1981,877,0.3467715503113733
CONTRASTIVE_EMB_MLP,42,0.25,1000,IID_BALANCED,2116,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8707872879727342,0.8763163725115333,0.9576719576719577,0.17107750472589792,0.29029671210906177,0.007561436672967864,181,8,1050,877,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,TEMPORAL,8000,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8902414883062039,0.883052125,0.9726477024070022,0.22225,0.36182336182336183,0.00625,889,25,3975,3111,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8586762471060783,0.8534678870778366,0.9587020648967551,0.168481078278901,0.2865961199294533,0.007257646448937273,325,14,1915,1604,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8891847796678004,0.8810974083936183,0.9735182849936949,0.2259953161592506,0.36683297695414585,0.006147540983606557,772,21,3395,2644,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8524460777896993,0.8442869378317268,0.9584664536741214,0.16181229773462782,0.2768804799261652,0.007011866235167206,300,13,1841,1554,0.5
CONTRASTIVE_EMB_MLP,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8022099344901275,0.8792337453298266,0.9157894736842105,0.24669187145557656,0.38868205510052123,0.012042147516307075,261,24,1969,797,0.3467715503113733
