scenario,target_fpr,ranker,review_fraction_of_stage1_negatives,stage1_empirical_fpr_mean,ranker_empirical_fpr_mean,stage1_recall_mean,review_precision_mean,rescued_stage1_fn_mean,capture_rate_of_stage1_fn_mean,review_assisted_recall_upper_bound_mean,potential_recall_gain_pp_mean,rescued_fn_lift_vs_self_mean,recall_upper_bound_lift_vs_self_pp_mean
DOMAIN_OOD,0.005,DAPT_EMB_MLP,0.2,0.005495075168481078,0.004561949196474858,0.41410057024364955,0.8578561794240056,523.8,0.46381329874797717,0.6856402280974598,27.153965785381025,4.2,0.21772939346812015
DOMAIN_OOD,0.005,T0_E2E,0.05,0.005495075168481078,0.0033177812337998962,0.41410057024364955,0.9948110804602119,152.0,0.13506996174518732,0.49289787454639705,7.879730430274753,8.4,0.4354587869362369
DOMAIN_OOD,0.005,T0_E2E,0.1,0.005495075168481078,0.0033177812337998962,0.41410057024364955,0.9828177863734113,300.0,0.26643850292084104,0.5696215655780197,15.55209953343701,19.0,0.9849663037843402
DOMAIN_OOD,0.005,T0_E2E,0.2,0.005495075168481078,0.0033177812337998962,0.41410057024364955,0.9463779277054167,577.4,0.5122943682761212,0.713426645930534,29.93260756868844,57.8,2.996371176775534
DOMAIN_OOD,0.01,B0_SELF,0.05,0.009123898392949715,0.009123898392949715,0.48481078278900985,0.9001018611071446,131.2,0.13233129094729382,0.5528252980819077,6.801451529289788,0.0,0.0
DOMAIN_OOD,0.01,B0_SELF,0.1,0.009123898392949715,0.009123898392949715,0.48481078278900985,0.8655353140832848,252.0,0.25367019528779233,0.6154484188698808,13.063763608087092,0.0,0.0
DOMAIN_OOD,0.01,B0_SELF,0.2,0.009123898392949715,0.009123898392949715,0.48481078278900985,0.7893177277282424,459.6,0.4618610735275722,0.7230689476412648,23.825816485225506,0.0,0.0
DOMAIN_OOD,0.01,BASE_EMB_MLP,0.05,0.009123898392949715,0.014204250907205807,0.48481078278900985,0.9329915422126149,136.0,0.13716554418158383,0.5553136340072576,7.05028512182478,4.8,0.2488335925349916
DOMAIN_OOD,0.01,BASE_EMB_MLP,0.1,0.009123898392949715,0.014204250907205807,0.48481078278900985,0.9132345904748693,265.8,0.2677862391340014,0.6226023846552617,13.779160186625194,13.8,0.7153965785381033
DOMAIN_OOD,0.01,BASE_EMB_MLP,0.2,0.009123898392949715,0.014204250907205807,0.48481078278900985,0.8385645448443381,488.0,0.4911186327872721,0.7377916018662519,25.298081907724214,28.4,1.4722654224987064
DOMAIN_OOD,0.01,CONTRASTIVE_EMB_MLP,0.05,0.009123898392949715,0.010057024364955935,0.48481078278900985,0.9070766715742515,132.2,0.13336504091029378,0.553343701399689,6.853291861067912,1.0,0.05184033177812353
DOMAIN_OOD,0.01,CONTRASTIVE_EMB_MLP,0.1,0.009123898392949715,0.010057024364955935,0.48481078278900985,0.8653612529654623,251.8,0.25382427836550725,0.6153447382063245,13.053395541731467,-0.2,-0.010368066355623817
DOMAIN_OOD,0.01,CONTRASTIVE_EMB_MLP,0.2,0.009123898392949715,0.010057024364955935,0.48481078278900985,0.7656797170950703,445.6,0.4483851922560026,0.7158113011923277,23.10005184033178,-14.0,-0.7257646448937272
DOMAIN_OOD,0.01,DAPT_E2E,0.05,0.009123898392949715,0.008605495075168482,0.48481078278900985,0.9931775052071281,144.8,0.14595977344286762,0.5598755832037325,7.506480041472267,13.6,0.7050285121824795
DOMAIN_OOD,0.01,DAPT_E2E,0.1,0.009123898392949715,0.008605495075168482,0.48481078278900985,0.9854364710765882,286.8,0.28896966916951283,0.6334888543286677,14.867807153965785,34.8,1.804043545878693
DOMAIN_OOD,0.01,DAPT_E2E,0.2,0.009123898392949715,0.008605495075168482,0.48481078278900985,0.9481557814464091,551.6,0.5555733187804373,0.7707620528771384,28.59512700881286,92.0,4.769310523587352
DOMAIN_OOD,0.01,DAPT_EMB_MLP,0.05,0.009123898392949715,0.009227579056505963,0.48481078278900985,0.9481290284459369,138.2,0.13937251461694614,0.5564541213063764,7.164333851736653,7.0,0.3628823224468647
DOMAIN_OOD,0.01,DAPT_EMB_MLP,0.1,0.009123898392949715,0.009227579056505963,0.48481078278900985,0.920405757840534,267.8,0.27001404537715523,0.6236391912908242,13.882840850181443,15.8,0.8190772420943526
DOMAIN_OOD,0.01,DAPT_EMB_MLP,0.2,0.009123898392949715,0.009227579056505963,0.48481078278900985,0.8210499088999113,477.8,0.4808815139750185,0.7325038880248833,24.769310523587354,18.2,0.943494038361845
DOMAIN_OOD,0.01,T0_E2E,0.05,0.009123898392949715,0.008501814411612234,0.48481078278900985,0.9945568155519556,145.0,0.1461632318200587,0.5599792638672888,7.516848107827892,13.8,0.7153965785381033
DOMAIN_OOD,0.01,T0_E2E,0.1,0.009123898392949715,0.008501814411612234,0.48481078278900985,0.9764903430659132,284.2,0.28634224524025365,0.6321410057024365,14.733022291342667,32.2,1.6692586832555745
DOMAIN_OOD,0.01,T0_E2E,0.2,0.009123898392949715,0.008501814411612234,0.48481078278900985,0.9273044469947049,539.6,0.5431569732758231,0.7645412130637637,27.973043027475377,80.0,4.147226542249871
DOMAIN_OOD,0.02,B0_SELF,0.05,0.02436495593571799,0.02436495593571799,0.6003110419906688,0.8136316637554921,108.4,0.14058789406654876,0.6565059616381544,5.619491964748574,0.0,0.0
DOMAIN_OOD,0.02,B0_SELF,0.1,0.02436495593571799,0.02436495593571799,0.6003110419906688,0.7455510790407505,198.0,0.2570209082233049,0.702954898911353,10.264385692068426,0.0,0.0
DOMAIN_OOD,0.02,B0_SELF,0.2,0.02436495593571799,0.02436495593571799,0.6003110419906688,0.6729955305764306,357.4,0.4635741615839491,0.7855883877656817,18.527734577501295,0.0,0.0
DOMAIN_OOD,0.02,BASE_EMB_MLP,0.05,0.02436495593571799,0.026853291861067906,0.6003110419906688,0.920328764259972,122.6,0.15910685263585184,0.663867288750648,6.3556246759979285,14.2,0.7361327112493532
DOMAIN_OOD,0.02,BASE_EMB_MLP,0.1,0.02436495593571799,0.026853291861067906,0.6003110419906688,0.8703943767464638,231.2,0.2999963949804281,0.72016588906169,11.985484707102128,33.2,1.7210990150337004
DOMAIN_OOD,0.02,BASE_EMB_MLP,0.2,0.02436495593571799,0.026853291861067906,0.6003110419906688,0.7479243474178069,397.2,0.5151837512379672,0.8062208398133748,20.590979782270605,39.8,2.063245204769313
DOMAIN_OOD,0.02,CONTRASTIVE_EMB_MLP,0.05,0.02436495593571799,0.020217729393468116,0.6003110419906688,0.8615836332314208,114.8,0.14879181774540076,0.6598237428719543,5.951270088128564,6.4,0.3317781233799888
DOMAIN_OOD,0.02,CONTRASTIVE_EMB_MLP,0.1,0.02436495593571799,0.020217729393468116,0.6003110419906688,0.8011473860940612,212.8,0.27603441616841967,0.7106272680145154,11.031622602384656,14.8,0.7672369103162291
DOMAIN_OOD,0.02,CONTRASTIVE_EMB_MLP,0.2,0.02436495593571799,0.020217729393468116,0.6003110419906688,0.6854763333727563,364.0,0.47228855599410763,0.7890098496630379,18.869880767236914,6.6,0.3421461897356193
DOMAIN_OOD,0.02,DAPT_E2E,0.05,0.02436495593571799,0.01835147744945568,0.6003110419906688,0.9864988036914664,131.4,0.17051924533655302,0.6684292379471228,6.811819595645412,23.0,1.1923276308968367
DOMAIN_OOD,0.02,DAPT_E2E,0.1,0.02436495593571799,0.01835147744945568,0.6003110419906688,0.9623805736736262,255.6,0.33174499460896795,0.7328149300155522,13.25038880248834,57.6,2.9860031104199125
DOMAIN_OOD,0.02,DAPT_E2E,0.2,0.02436495593571799,0.01835147744945568,0.6003110419906688,0.8927522769821259,474.0,0.6152367020223922,0.8460342146189734,24.57231726283048,116.6,6.044582685329187
DOMAIN_OOD,0.02,DAPT_EMB_MLP,0.05,0.02436495593571799,0.020425090720580612,0.6003110419906688,0.9081379819607124,121.0,0.15691374012134615,0.6630378434421981,6.272680145152929,12.6,0.6531881804043538
DOMAIN_OOD,0.02,DAPT_EMB_MLP,0.1,0.02436495593571799,0.020425090720580612,0.6003110419906688,0.8511940771468902,226.2,0.2930930017088181,0.7175738724727838,11.72628304821151,28.2,1.4618973561430826
DOMAIN_OOD,0.02,DAPT_EMB_MLP,0.2,0.02436495593571799,0.020425090720580612,0.6003110419906688,0.7366880371318352,391.2,0.5076147529810832,0.8031104199066874,20.279937791601863,33.8,1.7522032141005717
DOMAIN_OOD,0.02,T0_E2E,0.05,0.02436495593571799,0.02146189735614308,0.6003110419906688,0.9819757894222854,130.8,0.16974151202992038,0.6681181959564542,6.7807153965785405,22.4,1.1612234318299652
DOMAIN_OOD,0.02,T0_E2E,0.1,0.02436495593571799,0.02146189735614308,0.6003110419906688,0.9458495133610858,251.2,0.3260759415995448,0.7305339554173147,13.022291342664591,53.2,2.757905650596164
DOMAIN_OOD,0.02,T0_E2E,0.2,0.02436495593571799,0.02146189735614308,0.6003110419906688,0.8656928271628169,459.6,0.5967658167202895,0.8385692068429238,23.82581648522551,102.2,5.298081907724212
DOMAIN_TEMPLATE_OOD,0.005,B0_SELF,0.05,0.005393743257820928,0.005393743257820928,0.38101402373247034,0.9406878545679277,141.2,0.12325113820453626,0.4571736785329018,7.615965480043149,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.005,B0_SELF,0.1,0.005393743257820928,0.005393743257820928,0.38101402373247034,0.923124371359747,276.8,0.24151176981634465,0.5303128371089536,14.929881337648329,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.005,B0_SELF,0.2,0.005393743257820928,0.005393743257820928,0.38101402373247034,0.8632843570657723,517.8,0.4504657277900986,0.660302049622438,27.928802588996763,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.005,BASE_EMB_MLP,0.05,0.005393743257820928,0.006364617044228695,0.38101402373247034,0.9504570053528646,142.6,0.12461518455917335,0.45792880258899676,7.691477885652641,1.4,0.07551240560949135
DOMAIN_TEMPLATE_OOD,0.005,BASE_EMB_MLP,0.1,0.005393743257820928,0.006364617044228695,0.38101402373247034,0.926636467961066,277.8,0.2424999700992589,0.5308522114347357,14.983818770226538,1.0,0.05393743257821049
DOMAIN_TEMPLATE_OOD,0.005,BASE_EMB_MLP,0.2,0.005393743257820928,0.006364617044228695,0.38101402373247034,0.8741850103063264,523.8,0.4568571674671369,0.6635382955771305,28.25242718446602,6.0,0.32362459546925626
DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_EMB_MLP,0.05,0.005393743257820928,0.006580366774541532,0.38101402373247034,0.9258801220304642,138.8,0.12152314708730516,0.4558791801510248,7.486515641855448,-2.4,-0.12944983818770295
DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_EMB_MLP,0.1,0.005393743257820928,0.006580366774541532,0.38101402373247034,0.9049022388882182,271.0,0.23720023629119608,0.5271844660194175,14.617044228694713,-5.8,-0.3128371089536153
DOMAIN_TEMPLATE_OOD,0.005,CONTRASTIVE_EMB_MLP,0.2,0.005393743257820928,0.006580366774541532,0.38101402373247034,0.8083842510718068,484.2,0.4227132970056533,0.6421790722761596,26.11650485436893,-33.6,-1.8122977346278326
DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.05,0.005393743257820928,0.003344120819848975,0.38101402373247034,0.9908549033104895,148.6,0.1299804395280253,0.46116504854368934,8.015102481121897,7.4,0.3991370010787476
DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.1,0.005393743257820928,0.003344120819848975,0.38101402373247034,0.9914005095682656,297.0,0.2597436017058855,0.5412081984897519,16.019417475728154,20.2,1.0895361380798285
DOMAIN_TEMPLATE_OOD,0.005,DAPT_E2E,0.2,0.005393743257820928,0.003344120819848975,0.38101402373247034,0.9656866870047522,578.2,0.5052409043997721,0.6928802588996763,31.1866235167206,60.4,3.25782092772384
DOMAIN_TEMPLATE_OOD,0.005,DAPT_EMB_MLP,0.05,0.005393743257820928,0.004746494066882417,0.38101402373247034,0.9520075207097778,142.8,0.12484831310749216,0.4580366774541532,7.702265372168284,1.6,0.08629989212513456
DOMAIN_TEMPLATE_OOD,0.005,DAPT_EMB_MLP,0.1,0.005393743257820928,0.004746494066882417,0.38101402373247034,0.9323060684991331,279.4,0.24412341334536425,0.5317152103559871,15.070118662351675,2.6,0.14023732470334616
DOMAIN_TEMPLATE_OOD,0.005,DAPT_EMB_MLP,0.2,0.005393743257820928,0.004746494066882417,0.38101402373247034,0.8574069284317947,513.8,0.44803983473994535,0.6581445523193097,27.71305285868393,-4.0,-0.21574973031283307
DOMAIN_TEMPLATE_OOD,0.005,T0_E2E,0.05,0.005393743257820928,0.0032362459546925572,0.38101402373247034,0.9960684772962705,149.4,0.13064127144606652,0.46159654800431504,8.058252427184465,8.2,0.4422869471413149
DOMAIN_TEMPLATE_OOD,0.005,T0_E2E,0.1,0.005393743257820928,0.0032362459546925572,0.38101402373247034,0.9865956491549788,295.6,0.2584353883164564,0.540453074433657,15.943905070118664,18.8,1.014023732470335
DOMAIN_TEMPLATE_OOD,0.005,T0_E2E,0.2,0.005393743257820928,0.0032362459546925572,0.38101402373247034,0.9525572205179677,570.4,0.4982931836005279,0.6886731391585761,30.76591154261057,52.6,2.837108953613807
DOMAIN_TEMPLATE_OOD,0.01,B0_SELF,0.05,0.00895361380798274,0.00895361380798274,0.45091693635382957,0.9092587579186745,130.2,0.12814010903495995,0.521143473570658,7.022653721682846,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.01,B0_SELF,0.1,0.00895361380798274,0.00895361380798274,0.45091693635382957,0.878430978298318,251.4,0.2469798258621398,0.5865156418554477,13.559870550161813,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.01,B0_SELF,0.2,0.00895361380798274,0.00895361380798274,0.45091693635382957,0.8061341820068687,461.2,0.4524064686891654,0.6996763754045308,24.87594390507012,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.01,BASE_EMB_MLP,0.05,0.00895361380798274,0.01413160733549083,0.45091693635382957,0.9346226733361933,133.8,0.1317669985467524,0.5230852211434736,7.216828478964399,3.6,0.1941747572815522
DOMAIN_TEMPLATE_OOD,0.01,BASE_EMB_MLP,0.1,0.00895361380798274,0.01413160733549083,0.45091693635382957,0.9137780993339752,261.4,0.2570864083882657,0.5919093851132686,14.099244875943905,10.0,0.5393743257820915
DOMAIN_TEMPLATE_OOD,0.01,BASE_EMB_MLP,0.2,0.00895361380798274,0.01413160733549083,0.45091693635382957,0.8423668239071931,481.6,0.4732250480763859,0.7106796116504854,25.976267529665584,20.4,1.1003236245954673
DOMAIN_TEMPLATE_OOD,0.01,CONTRASTIVE_EMB_MLP,0.05,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.9137722115089595,130.8,0.1288522711268402,0.5214670981661274,7.055016181229773,0.6,0.03236245954692629
DOMAIN_TEMPLATE_OOD,0.01,CONTRASTIVE_EMB_MLP,0.1,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.8813716579022997,252.0,0.2481344598483938,0.586839266450917,13.592233009708735,0.6,0.03236245954692407
DOMAIN_TEMPLATE_OOD,0.01,CONTRASTIVE_EMB_MLP,0.2,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.774058237197679,442.6,0.4347622334301464,0.6896440129449839,23.872707659115427,-18.6,-1.0032362459546906
DOMAIN_TEMPLATE_OOD,0.01,DAPT_E2E,0.05,0.00895361380798274,0.008198489751887809,0.45091693635382957,0.9930644697767985,142.2,0.13995156136070433,0.5276159654800432,7.66990291262136,12.0,0.6472491909385136
DOMAIN_TEMPLATE_OOD,0.01,DAPT_E2E,0.1,0.00895361380798274,0.008198489751887809,0.45091693635382957,0.9873714259784915,282.4,0.27785291675043355,0.6032362459546926,15.231930960086299,31.0,1.6720604099244873
DOMAIN_TEMPLATE_OOD,0.01,DAPT_E2E,0.2,0.00895361380798274,0.008198489751887809,0.45091693635382957,0.9525030302590209,544.4,0.5353506775874011,0.7445523193096009,29.363538295577133,83.2,4.487594390507011
DOMAIN_TEMPLATE_OOD,0.01,DAPT_EMB_MLP,0.05,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.9415937447503856,134.8,0.13274776030178614,0.5236245954692557,7.270765911542609,4.6,0.2481121898597627
DOMAIN_TEMPLATE_OOD,0.01,DAPT_EMB_MLP,0.1,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.9162204049255239,262.0,0.2579200504116831,0.5922330097087378,14.131607335490827,10.6,0.5717367853290156
DOMAIN_TEMPLATE_OOD,0.01,DAPT_EMB_MLP,0.2,0.00895361380798274,0.009600862998921251,0.45091693635382957,0.823444294390247,470.8,0.46259211837501935,0.7048543689320388,25.393743257820926,9.6,0.5177993527508074
DOMAIN_TEMPLATE_OOD,0.01,T0_E2E,0.05,0.00895361380798274,0.00819848975188781,0.45091693635382957,0.9958329341890986,142.6,0.14033612627467343,0.527831715210356,7.691477885652644,12.4,0.6688241639697978
DOMAIN_TEMPLATE_OOD,0.01,T0_E2E,0.1,0.00895361380798274,0.00819848975188781,0.45091693635382957,0.979597302961398,280.2,0.2756344009896804,0.602049622437972,15.11326860841424,28.8,1.5533980582524265
DOMAIN_TEMPLATE_OOD,0.01,T0_E2E,0.2,0.00895361380798274,0.00819848975188781,0.45091693635382957,0.9316250933146553,532.6,0.5234291699414624,0.7381877022653722,28.72707659115426,71.4,3.85113268608414
DOMAIN_TEMPLATE_OOD,0.02,B0_SELF,0.05,0.023624595469255664,0.023624595469255664,0.5773462783171521,0.8169688759278229,106.4,0.13575496429021827,0.6347357065803668,5.738942826321464,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.02,B0_SELF,0.1,0.023624595469255664,0.023624595469255664,0.5773462783171521,0.7506222501196392,195.0,0.24909309956982403,0.6825242718446602,10.51779935275081,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.02,B0_SELF,0.2,0.023624595469255664,0.023624595469255664,0.5773462783171521,0.6830097057375807,354.8,0.4529656598012256,0.7687162891046386,19.13700107874865,0.0,0.0
DOMAIN_TEMPLATE_OOD,0.02,BASE_EMB_MLP,0.05,0.023624595469255664,0.026429341963322545,0.5773462783171521,0.910683095630502,118.6,0.15140262392029027,0.6413160733549084,6.396979503775617,12.2,0.6580366774541524
DOMAIN_TEMPLATE_OOD,0.02,BASE_EMB_MLP,0.1,0.023624595469255664,0.026429341963322545,0.5773462783171521,0.8666662098054674,225.2,0.2875445702749121,0.6988133764832793,12.146709816612729,30.2,1.628910463861919
DOMAIN_TEMPLATE_OOD,0.02,BASE_EMB_MLP,0.2,0.023624595469255664,0.026429341963322545,0.5773462783171521,0.7479986630584902,388.6,0.49597065129433593,0.7869471413160734,20.96008629989212,33.8,1.82308522114347
DOMAIN_TEMPLATE_OOD,0.02,CONTRASTIVE_EMB_MLP,0.05,0.023624595469255664,0.018985976267529667,0.5773462783171521,0.8703609291672043,113.4,0.1445750912625447,0.6385113268608414,6.116504854368932,7.0,0.37756202804746675
DOMAIN_TEMPLATE_OOD,0.02,CONTRASTIVE_EMB_MLP,0.1,0.023624595469255664,0.018985976267529667,0.5773462783171521,0.8158446314205389,212.0,0.27057787904998876,0.6916936353829557,11.434735706580366,17.0,0.916936353829556
DOMAIN_TEMPLATE_OOD,0.02,CONTRASTIVE_EMB_MLP,0.2,0.023624595469255664,0.018985976267529667,0.5773462783171521,0.6942212262453271,360.6,0.46050437779324593,0.7718446601941749,19.449838187702262,5.8,0.31283710895361416
DOMAIN_TEMPLATE_OOD,0.02,DAPT_E2E,0.05,0.023624595469255664,0.017583603020496226,0.5773462783171521,0.9907435234717799,129.0,0.1647571106995324,0.646925566343042,6.957928802588995,22.6,1.2189859762675304
DOMAIN_TEMPLATE_OOD,0.02,DAPT_E2E,0.1,0.023624595469255664,0.017583603020496226,0.5773462783171521,0.9653852026640759,250.8,0.32040511765954005,0.7126213592233009,13.527508090614884,55.8,3.009708737864074
DOMAIN_TEMPLATE_OOD,0.02,DAPT_E2E,0.2,0.023624595469255664,0.017583603020496226,0.5773462783171521,0.896938393827455,465.8,0.5951579090460412,0.8285868392664509,25.124056094929877,111.0,5.987055016181229
DOMAIN_TEMPLATE_OOD,0.02,DAPT_EMB_MLP,0.05,0.023624595469255664,0.021143473570658038,0.5773462783171521,0.8980349413564536,117.0,0.14917030644693657,0.640453074433657,6.310679611650483,10.6,0.5717367853290178
DOMAIN_TEMPLATE_OOD,0.02,DAPT_EMB_MLP,0.1,0.023624595469255664,0.021143473570658038,0.5773462783171521,0.8460762402979765,220.0,0.28032783437890224,0.6960086299892125,11.866235167206037,25.0,1.3484358144552266
DOMAIN_TEMPLATE_OOD,0.02,DAPT_EMB_MLP,0.2,0.023624595469255664,0.021143473570658038,0.5773462783171521,0.7346627573835521,381.6,0.4874121576450395,0.7831715210355987,20.582524271844658,26.8,1.44552319309601
DOMAIN_TEMPLATE_OOD,0.02,T0_E2E,0.05,0.023624595469255664,0.020819848975188782,0.5773462783171521,0.9907070039215258,129.0,0.16473943875377497,0.646925566343042,6.957928802588993,22.6,1.2189859762675281
DOMAIN_TEMPLATE_OOD,0.02,T0_E2E,0.1,0.023624595469255664,0.020819848975188782,0.5773462783171521,0.9507313251138866,247.0,0.3155260488254781,0.710571736785329,13.322545846817693,52.0,2.804746494066883
DOMAIN_TEMPLATE_OOD,0.02,T0_E2E,0.2,0.023624595469255664,0.020819848975188782,0.5773462783171521,0.8685280700387825,451.0,0.5765173049495873,0.820604099244876,24.32578209277238,96.2,5.188781014023731
IID_BALANCED,0.005,B0_SELF,0.05,0.00718336483931947,0.00718336483931947,0.4551984877126654,0.9235200894303498,75.4,0.1308304695477931,0.5264650283553876,7.126654064272211,0.0,0.0
IID_BALANCED,0.005,B0_SELF,0.1,0.00718336483931947,0.00718336483931947,0.4551984877126654,0.9062667432437357,147.8,0.2564541656006257,0.5948960302457467,13.969754253308128,0.0,0.0
IID_BALANCED,0.005,B0_SELF,0.2,0.00718336483931947,0.00718336483931947,0.4551984877126654,0.8003505370622628,260.8,0.45222652550811465,0.7017013232514178,24.650283553875234,0.0,0.0
IID_BALANCED,0.005,BASE_EMB_MLP,0.05,0.00718336483931947,0.005103969754253308,0.4551984877126654,0.9804812163050303,80.0,0.1390342135419956,0.530812854442344,7.561436672967863,4.6,0.4347826086956519
IID_BALANCED,0.005,BASE_EMB_MLP,0.1,0.00718336483931947,0.005103969754253308,0.4551984877126654,0.9190621130796574,149.8,0.2603020975082434,0.5967863894139886,14.158790170132326,2.0,0.1890359168241984
IID_BALANCED,0.005,BASE_EMB_MLP,0.2,0.00718336483931947,0.005103969754253308,0.4551984877126654,0.8114625120289197,264.4,0.4585597445358019,0.7051039697542534,24.990548204158788,3.6,0.3402646502835527
IID_BALANCED,0.005,CONTRASTIVE_EMB_MLP,0.05,0.00718336483931947,0.00945179584120983,0.4551984877126654,0.8799014218793986,71.8,0.12476398558971376,0.5230623818525519,6.7863894139886565,-3.6,-0.3402646502835538
IID_BALANCED,0.005,CONTRASTIVE_EMB_MLP,0.1,0.00718336483931947,0.00945179584120983,0.4551984877126654,0.8342568604552308,136.0,0.2362248571477365,0.583742911153119,12.854442344045367,-11.8,-1.1153119092627595
IID_BALANCED,0.005,CONTRASTIVE_EMB_MLP,0.2,0.00718336483931947,0.00945179584120983,0.4551984877126654,0.7597924920445029,247.4,0.4298085776973436,0.6890359168241966,23.383742911153117,-13.4,-1.266540642722116
IID_BALANCED,0.005,DAPT_E2E,0.05,0.00718336483931947,0.010207939508506616,0.4551984877126654,0.9877703288786958,80.6,0.1400547109201728,0.5313799621928166,7.618147448015122,5.2,0.4914933837429114
IID_BALANCED,0.005,DAPT_E2E,0.1,0.00718336483931947,0.010207939508506616,0.4551984877126654,0.9707560930865224,158.2,0.2750033303505841,0.6047258979206049,14.952741020793951,10.4,0.9829867674858228
IID_BALANCED,0.005,DAPT_E2E,0.2,0.00718336483931947,0.010207939508506616,0.4551984877126654,0.9130520106751631,297.4,0.5162417920821666,0.7362948960302458,28.109640831758032,36.6,3.4593572778827975
IID_BALANCED,0.005,DAPT_EMB_MLP,0.05,0.00718336483931947,0.007561436672967864,0.4551984877126654,0.9606912937724917,78.4,0.1361629338606735,0.5293005671077504,7.4102079395085045,3.0,0.28355387523629316
IID_BALANCED,0.005,DAPT_EMB_MLP,0.1,0.00718336483931947,0.007561436672967864,0.4551984877126654,0.9090934630157687,148.2,0.25740973618487484,0.5952741020793951,14.007561436672969,0.4,0.0378071833648419
