strategy,seed,seed_group,label_budget,n_labeled,labeled_benign,labeled_phish,scenario,target_fpr,review_fraction_of_stage1_negatives,review_n,review_fraction_of_all_cases,stage1_threshold,stage1_calibration_fpr,stage1_recall,stage1_empirical_fpr,stage1_precision,stage1_ap,dapt_threshold,dapt_calibration_fpr,dapt_recall,dapt_empirical_fpr,dapt_precision,dapt_f1,dapt_ap,dapt_auc,stage1_fn,rescued_stage1_fn,capture_rate_of_stage1_fn,review_precision,assisted_recall,assisted_recall_gain_pp,b0_fit_seconds,dapt_fit_seconds
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.005,0.1,325,0.0842405391394505,0.9644840955734254,0.00468384074941452,0.30741316744427166,0.00829445308449974,0.9737274220032841,0.8961561438608364,0.9963924288749696,0.00468384074941452,0.24209434940383617,0.0015552099533437014,0.9936170212765958,0.3893288870362651,0.9101982699228054,0.9042732934143968,1336,309,0.2312874251497006,0.9507692307692308,0.4675997926386729,16.018662519440124,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.005,0.2,650,0.168481078278901,0.9644840955734254,0.00468384074941452,0.30741316744427166,0.00829445308449974,0.9737274220032841,0.8961561438608364,0.9963924288749696,0.00468384074941452,0.24209434940383617,0.0015552099533437014,0.9936170212765958,0.3893288870362651,0.9101982699228054,0.9042732934143968,1336,561,0.4199101796407186,0.8630769230769231,0.5982374287195438,29.08242612752721,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.005,0.05,273,0.039959016393442626,0.9644840955734254,0.00468384074941452,0.3957845433255269,0.006147540983606557,0.9847050254916242,0.9289884673866724,0.9963924288749696,0.00468384074941452,0.36914519906323184,0.0014637002341920376,0.9960505529225908,0.5386586928662964,0.9315459133290844,0.9175498857833917,2064,270,0.1308139534883721,0.989010989010989,0.474824355971897,7.903981264637006,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.005,0.1,546,0.07991803278688525,0.9644840955734254,0.00468384074941452,0.3957845433255269,0.006147540983606557,0.9847050254916242,0.9289884673866724,0.9963924288749696,0.00468384074941452,0.36914519906323184,0.0014637002341920376,0.9960505529225908,0.5386586928662964,0.9315459133290844,0.9175498857833917,2064,532,0.25775193798449614,0.9743589743589743,0.5515222482435597,15.573770491803273,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.005,0.2,1092,0.1598360655737705,0.9644840955734254,0.00468384074941452,0.3957845433255269,0.006147540983606557,0.9847050254916242,0.9289884673866724,0.9963924288749696,0.00468384074941452,0.36914519906323184,0.0014637002341920376,0.9960505529225908,0.5386586928662964,0.9315459133290844,0.9175498857833917,2064,956,0.4631782945736434,0.8754578754578755,0.6756440281030445,27.985948477751755,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.005,0.05,159,0.04288025889967637,0.9644840955734254,0.00468384074941452,0.2772384034519957,0.007551240560949299,0.9734848484848485,0.8871876800951212,0.9963924288749696,0.00468384074941452,0.22006472491909385,0.0016181229773462784,0.9927007299270073,0.36026490066225164,0.8984566529276627,0.8899223987553079,1340,156,0.11641791044776119,0.9811320754716981,0.36138079827400216,8.414239482200648,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.005,0.1,318,0.08576051779935275,0.9644840955734254,0.00468384074941452,0.2772384034519957,0.007551240560949299,0.9734848484848485,0.8871876800951212,0.9963924288749696,0.00468384074941452,0.22006472491909385,0.0016181229773462784,0.9927007299270073,0.36026490066225164,0.8984566529276627,0.8899223987553079,1340,302,0.2253731343283582,0.949685534591195,0.4401294498381877,16.2891046386192,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.005,0.2,636,0.1715210355987055,0.9644840955734254,0.00468384074941452,0.2772384034519957,0.007551240560949299,0.9734848484848485,0.8871876800951212,0.9963924288749696,0.00468384074941452,0.22006472491909385,0.0016181229773462784,0.9927007299270073,0.36026490066225164,0.8984566529276627,0.8899223987553079,1340,548,0.408955223880597,0.8616352201257862,0.5728155339805825,29.55771305285868,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.01,0.05,127,0.04162569649295313,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.009031610637230306,0.9649122807017544,0.8550190762706763,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.009031610637230306,0.9659735349716446,0.643982356647763,0.8320775318140265,0.8337411090043887,563,121,0.21492007104795738,0.952755905511811,0.5822306238185255,11.436672967863892,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.01,0.1,254,0.08325139298590627,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.009031610637230306,0.9649122807017544,0.8550190762706763,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.009031610637230306,0.9659735349716446,0.643982356647763,0.8320775318140265,0.8337411090043887,563,194,0.34458259325044405,0.7637795275590551,0.6512287334593573,18.33648393194707,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.01,0.2,508,0.16650278597181253,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.009031610637230306,0.9649122807017544,0.8550190762706763,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.009031610637230306,0.9659735349716446,0.643982356647763,0.8320775318140265,0.8337411090043887,563,290,0.5150976909413855,0.5708661417322834,0.7419659735349716,27.410207939508503,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.01,0.05,81,0.03827977315689981,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.010396975425330813,0.9782608695652174,0.9047245038175529,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.014177693761814745,0.9714828897338403,0.6452020202020202,0.8814444980779572,0.8320363170514686,563,81,0.1438721136767318,1.0,0.5444234404536862,7.655954631379958,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.01,0.1,161,0.07608695652173914,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.010396975425330813,0.9782608695652174,0.9047245038175529,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.014177693761814745,0.9714828897338403,0.6452020202020202,0.8814444980779572,0.8320363170514686,563,150,0.2664298401420959,0.9316770186335404,0.6096408317580341,14.177693761814748,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.01,0.2,322,0.15217391304347827,0.9481328129768373,0.00936768149882904,0.4678638941398866,0.010396975425330813,0.9782608695652174,0.9047245038175529,0.9950562715530397,0.00936768149882904,0.4829867674858223,0.014177693761814745,0.9714828897338403,0.6452020202020202,0.8814444980779572,0.8320363170514686,563,249,0.4422735346358792,0.7732919254658385,0.7032136105860114,23.53497164461248,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.01,0.05,306,0.03825,0.9481328129768373,0.00936768149882904,0.46225,0.01,0.9788247750132345,0.9360874054575953,0.9950562715530397,0.00936768149882904,0.456,0.0035,0.9923830250272034,0.6248715313463515,0.93010382924371,0.9153752812499999,2151,301,0.1399349139934914,0.9836601307189542,0.5375,7.524999999999999,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.01,0.1,612,0.0765,0.9481328129768373,0.00936768149882904,0.46225,0.01,0.9788247750132345,0.9360874054575953,0.9950562715530397,0.00936768149882904,0.456,0.0035,0.9923830250272034,0.6248715313463515,0.93010382924371,0.9153752812499999,2151,575,0.2673175267317527,0.9395424836601307,0.606,14.374999999999998,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.01,0.2,1223,0.152875,0.9481328129768373,0.00936768149882904,0.46225,0.01,0.9788247750132345,0.9360874054575953,0.9950562715530397,0.00936768149882904,0.456,0.0035,0.9923830250272034,0.6248715313463515,0.93010382924371,0.9153752812499999,2151,1027,0.47745234774523476,0.8397383483237939,0.719,25.674999999999997,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.01,0.05,158,0.04095386210471747,0.9481328129768373,0.00936768149882904,0.3483670295489891,0.015552099533437015,0.9572649572649573,0.8961561438608364,0.9950562715530397,0.00936768149882904,0.3068947641264904,0.00414722654224987,0.9866666666666667,0.4681692368525109,0.9101982699228054,0.9042732934143968,1257,155,0.12330946698488465,0.9810126582278481,0.42871954380508037,8.035251425609125,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.01,0.1,316,0.08190772420943494,0.9481328129768373,0.00936768149882904,0.3483670295489891,0.015552099533437015,0.9572649572649573,0.8961561438608364,0.9950562715530397,0.00936768149882904,0.3068947641264904,0.00414722654224987,0.9866666666666667,0.4681692368525109,0.9101982699228054,0.9042732934143968,1257,294,0.23389021479713604,0.930379746835443,0.5007776049766719,15.241057542768278,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.01,0.2,632,0.16381544841886989,0.9481328129768373,0.00936768149882904,0.3483670295489891,0.015552099533437015,0.9572649572649573,0.8961561438608364,0.9950562715530397,0.00936768149882904,0.3068947641264904,0.00414722654224987,0.9866666666666667,0.4681692368525109,0.9101982699228054,0.9042732934143968,1257,539,0.42879872712808276,0.8528481012658228,0.6277864178330741,27.941938828408496,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.01,0.05,267,0.0390807962529274,0.9481328129768373,0.00936768149882904,0.43062060889929743,0.01053864168618267,0.9761114797611148,0.9289884673866724,0.9950562715530397,0.00936768149882904,0.4376463700234192,0.002927400468384075,0.9933554817275747,0.6076000812842918,0.9315459133290844,0.9175498857833917,1945,263,0.1352185089974293,0.9850187265917603,0.5076112412177985,7.699063231850111,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.01,0.1,533,0.0780152224824356,0.9481328129768373,0.00936768149882904,0.43062060889929743,0.01053864168618267,0.9761114797611148,0.9289884673866724,0.9950562715530397,0.00936768149882904,0.4376463700234192,0.002927400468384075,0.9933554817275747,0.6076000812842918,0.9315459133290844,0.9175498857833917,1945,508,0.26118251928020564,0.9530956848030019,0.5793325526932084,14.871194379391095,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.01,0.2,1065,0.15588407494145198,0.9481328129768373,0.00936768149882904,0.43062060889929743,0.01053864168618267,0.9761114797611148,0.9289884673866724,0.9950562715530397,0.00936768149882904,0.4376463700234192,0.002927400468384075,0.9933554817275747,0.6076000812842918,0.9315459133290844,0.9175498857833917,1945,920,0.4730077120822622,0.863849765258216,0.6999414519906323,26.932084309133486,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.01,0.05,155,0.04180151024811219,0.9481328129768373,0.00936768149882904,0.31661272923408845,0.015102481121898598,0.9544715447154472,0.8871876800951212,0.9950562715530397,0.00936768149882904,0.27885652642934194,0.0037756202804746495,0.9866412213740458,0.4348191757779647,0.8984566529276627,0.8899223987553079,1267,152,0.11996842936069456,0.9806451612903225,0.39859762675296656,8.198489751887811,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.01,0.1,310,0.08360302049622438,0.9481328129768373,0.00936768149882904,0.31661272923408845,0.015102481121898598,0.9544715447154472,0.8871876800951212,0.9950562715530397,0.00936768149882904,0.27885652642934194,0.0037756202804746495,0.9866412213740458,0.4348191757779647,0.8984566529276627,0.8899223987553079,1267,288,0.22730860299921074,0.9290322580645162,0.47195253505933116,15.53398058252427,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.01,0.2,619,0.1669363538295577,0.9481328129768373,0.00936768149882904,0.31661272923408845,0.015102481121898598,0.9544715447154472,0.8871876800951212,0.9950562715530397,0.00936768149882904,0.27885652642934194,0.0037756202804746495,0.9866412213740458,0.4348191757779647,0.8984566529276627,0.8899223987553079,1267,526,0.4151539068666141,0.8497576736672051,0.6003236245954693,28.371089536138083,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.02,0.05,122,0.039986889544411666,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.020572002007024585,0.9338709677419355,0.8550190762706763,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.030607124937280482,0.9092261904761905,0.7063583815028902,0.8320775318140265,0.8337411090043887,479,104,0.21711899791231734,0.8524590163934426,0.6455576559546313,9.829867674858217,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.02,0.1,244,0.07997377908882333,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.020572002007024585,0.9338709677419355,0.8550190762706763,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.030607124937280482,0.9092261904761905,0.7063583815028902,0.8320775318140265,0.8337411090043887,479,148,0.3089770354906054,0.6065573770491803,0.6871455576559546,13.988657844990549,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_ORIGINAL,0.02,0.2,487,0.1596197967879384,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.020572002007024585,0.9338709677419355,0.8550190762706763,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.030607124937280482,0.9092261904761905,0.7063583815028902,0.8320775318140265,0.8337411090043887,479,237,0.49478079331941544,0.486652977412731,0.7712665406427222,22.4007561436673,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.02,0.05,76,0.035916824196597356,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.021739130434782608,0.9617940199335548,0.9047245038175529,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.035916824196597356,0.9414483821263482,0.715875805506737,0.8814444980779572,0.8320363170514686,479,73,0.1524008350730689,0.9605263157894737,0.6162570888468809,6.899810964083175,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.02,0.1,152,0.07183364839319471,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.021739130434782608,0.9617940199335548,0.9047245038175529,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.035916824196597356,0.9414483821263482,0.715875805506737,0.8814444980779572,0.8320363170514686,479,123,0.2567849686847599,0.8092105263157895,0.6635160680529301,11.625708884688091,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,IID_BALANCED,0.02,0.2,303,0.14319470699432893,0.8865105509757997,0.01990632318501171,0.5472589792060492,0.021739130434782608,0.9617940199335548,0.9047245038175529,0.9503649473190309,0.01990632318501171,0.5775047258979206,0.035916824196597356,0.9414483821263482,0.715875805506737,0.8814444980779572,0.8320363170514686,479,208,0.4342379958246347,0.6864686468646864,0.7438563327032136,19.659735349716446,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.02,0.05,283,0.035375,0.8865105509757997,0.01990632318501171,0.56725,0.0215,0.9634819532908705,0.9360874054575953,0.9503649473190309,0.01990632318501171,0.5625,0.0195,0.9664948453608248,0.7111251580278128,0.93010382924371,0.9153752812499999,1731,274,0.1582900057770075,0.9681978798586572,0.63575,6.8500000000000005,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.02,0.1,565,0.070625,0.8865105509757997,0.01990632318501171,0.56725,0.0215,0.9634819532908705,0.9360874054575953,0.9503649473190309,0.01990632318501171,0.5625,0.0195,0.9664948453608248,0.7111251580278128,0.93010382924371,0.9153752812499999,1731,489,0.2824956672443674,0.8654867256637168,0.6895,12.224999999999998,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPORAL,0.02,0.2,1129,0.141125,0.8865105509757997,0.01990632318501171,0.56725,0.0215,0.9634819532908705,0.9360874054575953,0.9503649473190309,0.01990632318501171,0.5625,0.0195,0.9664948453608248,0.7111251580278128,0.93010382924371,0.9153752812499999,1731,881,0.5089543616406701,0.7803365810451727,0.7875,22.024999999999995,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.02,0.05,145,0.03758424053913945,0.8865105509757997,0.01990632318501171,0.46708138932089166,0.0352514256091239,0.9298245614035088,0.8961561438608364,0.9503649473190309,0.01990632318501171,0.4282011404872991,0.022291342664593053,0.950517836593786,0.590421729807005,0.9101982699228054,0.9042732934143968,1028,141,0.13715953307392997,0.9724137931034482,0.5401762571280456,7.309486780715396,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.02,0.1,289,0.07490927941938828,0.8865105509757997,0.01990632318501171,0.46708138932089166,0.0352514256091239,0.9298245614035088,0.8961561438608364,0.9503649473190309,0.01990632318501171,0.4282011404872991,0.022291342664593053,0.950517836593786,0.590421729807005,0.9101982699228054,0.9042732934143968,1028,253,0.24610894941634243,0.8754325259515571,0.5982374287195438,13.115603939865212,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_OOD,0.02,0.2,578,0.14981855883877657,0.8865105509757997,0.01990632318501171,0.46708138932089166,0.0352514256091239,0.9298245614035088,0.8961561438608364,0.9503649473190309,0.01990632318501171,0.4282011404872991,0.022291342664593053,0.950517836593786,0.590421729807005,0.9101982699228054,0.9042732934143968,1028,469,0.45622568093385213,0.8114186851211073,0.7102125453602903,24.313115603939867,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.02,0.05,246,0.03600702576112412,0.8865105509757997,0.01990632318501171,0.5415690866510539,0.022833723653395786,0.9595435684647303,0.9289884673866724,0.9503649473190309,0.01990632318501171,0.5374707259953162,0.016100702576112413,0.9709148598625066,0.6919163369135105,0.9315459133290844,0.9175498857833917,1566,241,0.15389527458492977,0.9796747967479674,0.6121194379391101,7.055035128805621,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.02,0.1,491,0.07186768149882904,0.8865105509757997,0.01990632318501171,0.5415690866510539,0.022833723653395786,0.9595435684647303,0.9289884673866724,0.9503649473190309,0.01990632318501171,0.5374707259953162,0.016100702576112413,0.9709148598625066,0.6919163369135105,0.9315459133290844,0.9175498857833917,1566,436,0.2784163473818646,0.8879837067209776,0.6692037470725996,12.763466042154569,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,TEMPLATE_OOD,0.02,0.2,981,0.14358899297423888,0.8865105509757997,0.01990632318501171,0.5415690866510539,0.022833723653395786,0.9595435684647303,0.9289884673866724,0.9503649473190309,0.01990632318501171,0.5374707259953162,0.016100702576112413,0.9709148598625066,0.6919163369135105,0.9315459133290844,0.9175498857833917,1566,794,0.5070242656449553,0.8093781855249745,0.7740046838407494,23.243559718969554,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.02,0.05,142,0.038295577130528585,0.8865105509757997,0.01990632318501171,0.43527508090614886,0.034519956850053934,0.9265212399540758,0.8871876800951212,0.9503649473190309,0.01990632318501171,0.395361380798274,0.020496224379719527,0.9507133592736705,0.5584761904761905,0.8984566529276627,0.8899223987553079,1047,138,0.1318051575931232,0.971830985915493,0.5097087378640777,7.443365695792881,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.02,0.1,284,0.07659115426105717,0.8865105509757997,0.01990632318501171,0.43527508090614886,0.034519956850053934,0.9265212399540758,0.8871876800951212,0.9503649473190309,0.01990632318501171,0.395361380798274,0.020496224379719527,0.9507133592736705,0.5584761904761905,0.8984566529276627,0.8899223987553079,1047,251,0.23973256924546324,0.8838028169014085,0.5706580366774542,13.538295577130533,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.1,400,200,200,DOMAIN_TEMPLATE_OOD,0.02,0.2,568,0.15318230852211434,0.8865105509757997,0.01990632318501171,0.43527508090614886,0.034519956850053934,0.9265212399540758,0.8871876800951212,0.9503649473190309,0.01990632318501171,0.395361380798274,0.020496224379719527,0.9507133592736705,0.5584761904761905,0.8984566529276627,0.8899223987553079,1047,461,0.44030563514804205,0.8116197183098591,0.6839266450916937,24.86515641855448,0.14386815699981526,28.439320703000703
RANDOM_GLOBAL,42,ORIGINAL5,0.15,600,306,294,IID_ORIGINAL,0.005,0.05,127,0.04162569649295313,0.9131604433059693,0.00468384074941452,0.48015122873345933,0.008028098344204716,0.9694656488549618,0.8680411393040756,0.9970190525054933,0.00468384074941452,0.502835538752363,0.004014049172102358,0.9851851851851852,0.6658322903629537,0.8780917320828431,0.8850129517583755,550,126,0.2290909090909091,0.9921259842519685,0.5992438563327032,11.909262759924383,0.09878979499990237,43.91361348999999
