strategy,label_budget,scenario,target_fpr,review_fraction_of_stage1_negatives,stage1_recall_mean,stage1_fpr_mean,dapt_recall_mean,dapt_recall_std,dapt_fpr_mean,dapt_ap_mean,review_precision_mean,capture_rate_mean,assisted_recall_mean,assisted_recall_std,review_fraction_all_mean
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.4253505933117584,0.01483279395900755,0.3644552319309601,0.08776807943407015,0.008845738942826321,0.9176004083354398,0.8794400051437974,0.4795975596000919,0.7001078748651565,0.04288016466925736,0.15609492988133766
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.05,0.521413160733549,0.03074433656957929,0.5133225458468177,0.08762248026105454,0.021413160733549083,0.9176004083354398,0.9434450784577588,0.1438160505908788,0.5900215749730313,0.04393055894287785,0.03632686084142395
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.1,0.521413160733549,0.03074433656957929,0.5133225458468177,0.08762248026105454,0.021413160733549083,0.9176004083354398,0.9071364118749325,0.27620219903966703,0.6530744336569579,0.04164863998423905,0.07251887810140237
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.2,0.521413160733549,0.03074433656957929,0.5133225458468177,0.08762248026105454,0.021413160733549083,0.9176004083354398,0.8259660185633818,0.5019231916276715,0.7610571736785329,0.0353270739757357,0.14487594390507014
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.05,0.3940453686200378,0.008506616257088848,0.4433837429111532,0.07180939297986573,0.010586011342155009,0.8957591648427204,0.9893944779001445,0.13156209099394275,0.47362948960302453,0.03217145343397642,0.04021739130434783
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.1,0.3940453686200378,0.008506616257088848,0.4433837429111532,0.07180939297986573,0.010586011342155009,0.8957591648427204,0.9567695118187816,0.25348240075133244,0.5474480151228733,0.02922356421653754,0.08015122873345935
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.2,0.3940453686200378,0.008506616257088848,0.4433837429111532,0.07180939297986573,0.010586011342155009,0.8957591648427204,0.8750984156808771,0.46242473286493313,0.6741965973534971,0.021782692899199707,0.15997164461247637
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.05,0.4611531190926276,0.013516068052930059,0.5158790170132326,0.05590124442137154,0.01843100189035917,0.8957591648427204,0.9814905264431882,0.14021746204412391,0.536578449905482,0.02866196374895858,0.03842155009451796
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.1,0.4611531190926276,0.013516068052930059,0.5158790170132326,0.05590124442137154,0.01843100189035917,0.8957591648427204,0.9209450067131216,0.26155394985841723,0.6020793950850661,0.022962655523993184,0.07646502835538752
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.2,0.4611531190926276,0.013516068052930059,0.5158790170132326,0.05590124442137154,0.01843100189035917,0.8957591648427204,0.8239589535359153,0.4669762104828525,0.7130434782608696,0.015923463266070918,0.1526937618147448
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.05,0.5362948960302457,0.023156899810964082,0.597069943289225,0.04067336174050491,0.0331758034026465,0.8957591648427204,0.9384285297443192,0.14687511339803921,0.6043478260869566,0.023054116506223413,0.0362476370510397
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.1,0.5362948960302457,0.023156899810964082,0.597069943289225,0.04067336174050491,0.0331758034026465,0.8957591648427204,0.8575050490335132,0.267389273500375,0.6603024574669187,0.019144650779709574,0.07225897920604915
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.2,0.5362948960302457,0.023156899810964082,0.597069943289225,0.04067336174050491,0.0331758034026465,0.8957591648427204,0.7519355043501964,0.46749276861362443,0.7534971644612476,0.014883369160939361,0.144234404536862
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.05,0.3940453686200378,0.007225288509784244,0.4433837429111532,0.07180939297986573,0.007777220270948319,0.8489525588065451,0.9564395526491707,0.19650295401744253,0.5129489603024575,0.03083420539761871,0.04310062274664045
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.1,0.3940453686200378,0.007225288509784244,0.4433837429111532,0.07180939297986573,0.007777220270948319,0.8489525588065451,0.8592389928205147,0.3518808507999971,0.6073724007561437,0.021084073336255116,0.08603736479842675
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.2,0.3940453686200378,0.007225288509784244,0.4433837429111532,0.07180939297986573,0.007777220270948319,0.8489525588065451,0.6980829953176599,0.5706625665833188,0.740359168241966,0.0198565212263332,0.17187807276302852
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.01,0.05,0.4611531190926276,0.01244355243351731,0.5158790170132326,0.05590124442137154,0.014801806322127447,0.8489525588065451,0.917324102346945,0.2052960984567279,0.5716446124763706,0.027287894609367105,0.041756801048836445
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.01,0.1,0.4611531190926276,0.01244355243351731,0.5158790170132326,0.05590124442137154,0.014801806322127447,0.8489525588065451,0.7954661708686838,0.3549330433223303,0.6525519848771266,0.01931499398781822,0.08338249754178959
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.01,0.2,0.4611531190926276,0.01244355243351731,0.5158790170132326,0.05590124442137154,0.014801806322127447,0.8489525588065451,0.6283197319427506,0.5590785441924789,0.7632325141776938,0.018442442821559185,0.16653556211078335
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.02,0.05,0.5362948960302457,0.022378324134470648,0.597069943289225,0.04067336174050491,0.029101856497742096,0.8489525588065451,0.8343815036775268,0.20813139763079352,0.6328922495274102,0.019636091642605484,0.040117994100294985
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.02,0.1,0.5362948960302457,0.022378324134470648,0.597069943289225,0.04067336174050491,0.029101856497742096,0.8489525588065451,0.7062003083951721,0.35171793860432665,0.6996219281663516,0.02016284654180918,0.08013765978367748
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.02,0.2,0.5362948960302457,0.022378324134470648,0.597069943289225,0.04067336174050491,0.029101856497742096,0.8489525588065451,0.5422570237740483,0.5387591111661063,0.7868620037807184,0.01729245305615953,0.16004588659455915
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.005,0.05,0.4415690866510539,0.00585480093676815,0.42137002341920377,0.09537658616091976,0.004391100702576112,0.9427684015800171,0.9831915224033718,0.1375059924750132,0.5180620608899298,0.04550767243828919,0.038890515222482436
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.005,0.1,0.4415690866510539,0.00585480093676815,0.42137002341920377,0.09537658616091976,0.004391100702576112,0.9427684015800171,0.9667896834761203,0.27001710736599094,0.5918618266978923,0.04161437026557122,0.07769320843091335
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.005,0.2,0.4415690866510539,0.00585480093676815,0.42137002341920377,0.09537658616091976,0.004391100702576112,0.9427684015800171,0.9146577440353709,0.5107605694732265,0.7258196721311475,0.03754718730806521,0.15532786885245903
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.01,0.05,0.52903981264637,0.012207259953161593,0.5055327868852458,0.07564527805344363,0.008430913348946136,0.9427684015800171,0.9663231753284164,0.15077137070795263,0.5996779859484778,0.04685695418971098,0.03653395784543325
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.01,0.1,0.52903981264637,0.012207259953161593,0.5055327868852458,0.07564527805344363,0.008430913348946136,0.9427684015800171,0.9397571306667498,0.2928469463585722,0.666364168618267,0.04257666677541599,0.07300936768149882
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.01,0.2,0.52903981264637,0.012207259953161593,0.5055327868852458,0.07564527805344363,0.008430913348946136,0.9427684015800171,0.8696148727956432,0.5414158054715237,0.7830503512880562,0.036863671310801524,0.14591627634660423
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.02,0.05,0.6186475409836065,0.02379976580796253,0.6283665105386417,0.06780824682980933,0.020784543325526934,0.9427684015800171,0.9431198417501843,0.16917611562811474,0.6828747072599531,0.03902079513075028,0.03401639344262295
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.02,0.1,0.6186475409836065,0.02379976580796253,0.6283665105386417,0.06780824682980933,0.020784543325526934,0.9427684015800171,0.8970454946620203,0.3217291087599488,0.7406615925058547,0.037014467955973525,0.06795960187353631
RANDOM_GLOBAL,0.1,TEMPLATE_OOD,0.02,0.2,0.6186475409836065,0.02379976580796253,0.6283665105386417,0.06780824682980933,0.020784543325526934,0.9427684015800171,0.7901174813760868,0.5651976355280981,0.8336651053864168,0.02833445415724525,0.13583138173302106
RANDOM_GLOBAL,0.1,TEMPORAL,0.005,0.05,0.4572,0.0052499999999999995,0.426675,0.09683556007193043,0.004725,0.943735364068765,0.9775401849151233,0.139169902580991,0.5325,0.0423762905408201,0.0385
RANDOM_GLOBAL,0.1,TEMPORAL,0.005,0.1,0.4572,0.0052499999999999995,0.426675,0.09683556007193043,0.004725,0.943735364068765,0.9613874708841379,0.27343357596222495,0.605175,0.038992351457974715,0.076925
RANDOM_GLOBAL,0.1,TEMPORAL,0.005,0.2,0.4572,0.0052499999999999995,0.426675,0.09683556007193043,0.004725,0.943735364068765,0.9064117106228663,0.5154637875703425,0.736125,0.034759341270449225,0.1538
RANDOM_GLOBAL,0.1,TEMPORAL,0.01,0.05,0.544925,0.01105,0.516775,0.074229322784942,0.00975,0.943735364068765,0.9578939118640795,0.15297508387664693,0.6142000000000001,0.0420318662181181,0.03615
RANDOM_GLOBAL,0.1,TEMPORAL,0.01,0.1,0.544925,0.01105,0.516775,0.074229322784942,0.00975,0.943735364068765,0.9316380193763371,0.2971931844769775,0.67965,0.038134666351992356,0.0722625
RANDOM_GLOBAL,0.1,TEMPORAL,0.01,0.2,0.544925,0.01105,0.516775,0.074229322784942,0.00975,0.943735364068765,0.8594620941086906,0.5480266203893194,0.7933749999999999,0.034019040828466816,0.14445000000000002
RANDOM_GLOBAL,0.1,TEMPORAL,0.02,0.05,0.6347,0.02165,0.6413,0.06193038206100637,0.0229,0.943735364068765,0.9301684317093736,0.17224951906046743,0.6973499999999999,0.03538090351211134,0.03365
RANDOM_GLOBAL,0.1,TEMPORAL,0.02,0.1,0.6347,0.02165,0.6413,0.06193038206100637,0.0229,0.943735364068765,0.8825165223614455,0.32687582461981424,0.753425,0.03435417045684234,0.0672375
RANDOM_GLOBAL,0.1,TEMPORAL,0.02,0.2,0.6347,0.02165,0.6413,0.06193038206100637,0.0229,0.943735364068765,0.7761707945440838,0.5735303867884075,0.8436,0.026864422983236064,0.13440000000000002
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.005,0.05,0.38621047174701917,0.006946604458268534,0.394971487817522,0.06050627701311977,0.0041990668740279945,0.9486188064456623,0.9907148481970897,0.13094125693766026,0.46594090202177296,0.07160924532467414,0.04022809745982374
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.005,0.1,0.38621047174701917,0.006946604458268534,0.394971487817522,0.06050627701311977,0.0041990668740279945,0.9486188064456623,0.9781111116016478,0.25831325105561626,0.5434940383618455,0.06721594308862602,0.0803784344219803
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.005,0.2,0.38621047174701917,0.006946604458268534,0.394971487817522,0.06050627701311977,0.0041990668740279945,0.9486188064456623,0.9503009127068316,0.5015429014964098,0.6919129082426128,0.05619095018299272,0.16073094867807153
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.01,0.05,0.47128045619491965,0.01363400725764645,0.4953343701399689,0.06624359188323517,0.008916537065837222,0.9486188064456623,0.9875378814712846,0.14329457676836538,0.5464489372731985,0.06251553788810932,0.03805080352514256
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.01,0.1,0.47128045619491965,0.01363400725764645,0.4953343701399689,0.06624359188323517,0.008916537065837222,0.9486188064456623,0.968007430277984,0.28016226496528274,0.6182477967858995,0.058767722814940464,0.07589424572317263
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.01,0.2,0.47128045619491965,0.01363400725764645,0.4953343701399689,0.06624359188323517,0.008916537065837222,0.9486188064456623,0.9254463402363085,0.534427811217012,0.7521513737687922,0.047151877789114026,0.15160705028512184
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.02,0.05,0.5829963711767755,0.030430274753758424,0.6493001555209953,0.05247821933011875,0.019595645412130637,0.9486188064456623,0.9647520850931961,0.1612235338984098,0.6501296008294453,0.02346082884230064,0.03478486262312079
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.02,0.1,0.5829963711767755,0.030430274753758424,0.6493001555209953,0.05247821933011875,0.019595645412130637,0.9486188064456623,0.9453302511767566,0.31541525573752566,0.714307931570762,0.021960634391687578,0.06944012441679627
RANDOM_GLOBAL,0.15,DOMAIN_OOD,0.02,0.2,0.5829963711767755,0.030430274753758424,0.6493001555209953,0.05247821933011875,0.019595645412130637,0.9486188064456623,0.8597476697365918,0.5728835118700688,0.8216174183514774,0.01848479203892955,0.13872472783825818
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.3557173678532902,0.006903991370010787,0.3785868392664509,0.05699499305283622,0.004261057173678533,0.9429175883505193,0.9912678532569258,0.12740252099762314,0.43721682847896437,0.07108208763502166,0.04110032362459547
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.3557173678532902,0.006903991370010787,0.3785868392664509,0.05699499305283622,0.004261057173678533,0.9429175883505193,0.9796504396779222,0.25121614227371436,0.5164509169363538,0.06654676090862773,0.08201186623516721
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.3557173678532902,0.006903991370010787,0.3785868392664509,0.05699499305283622,0.004261057173678533,0.9429175883505193,0.9531859262911198,0.4880964294776756,0.6682308522114347,0.056254009903369345,0.1638349514563107
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.01,0.05,0.4423948220064725,0.013754045307443365,0.4728155339805825,0.0639659444137477,0.008845738942826321,0.9429175883505193,0.9879267227755214,0.13821165750414463,0.5189320388349514,0.0628408770017596,0.03872707659115426
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.01,0.1,0.4423948220064725,0.013754045307443365,0.4728155339805825,0.0639659444137477,0.008845738942826321,0.9429175883505193,0.9683423677335525,0.27055853788679507,0.5922330097087378,0.058909071320523115,0.0773462783171521
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.4423948220064725,0.013754045307443365,0.4728155339805825,0.0639659444137477,0.008845738942826321,0.9429175883505193,0.9276199687167566,0.5173341560554257,0.7293419633225457,0.047524017151338055,0.1545307443365696
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.02,0.05,0.5596008629989212,0.030366774541531822,0.6222761596548004,0.05498212194834845,0.018878101402373247,0.9429175883505193,0.9669747642115688,0.15564043981731832,0.6280474649406689,0.025210837836849496,0.035382955771305284
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.02,0.1,0.5596008629989212,0.030366774541531822,0.6222761596548004,0.05498212194834845,0.018878101402373247,0.9429175883505193,0.9451741573349371,0.3037175198813705,0.6931499460625674,0.02326816636370438,0.07063106796116506
RANDOM_GLOBAL,0.15,DOMAIN_TEMPLATE_OOD,0.02,0.2,0.5596008629989212,0.030366774541531822,0.6222761596548004,0.05498212194834845,0.018878101402373247,0.9429175883505193,0.8576254744030779,0.5503937339171358,0.801779935275081,0.01877465191597846,0.14112729234088456
RANDOM_GLOBAL,0.15,IID_BALANCED,0.005,0.05,0.426937618147448,0.009262759924385633,0.5074669187145557,0.05715788531449371,0.009829867674858224,0.9091478287126712,0.99137079345477,0.13665853617601123,0.5049149338374291,0.05232422512075685,0.03931947069943289
RANDOM_GLOBAL,0.15,IID_BALANCED,0.005,0.1,0.426937618147448,0.009262759924385633,0.5074669187145557,0.05715788531449371,0.009829867674858224,0.9091478287126712,0.9692017811506487,0.26648626737703773,0.5789224952741021,0.049785938336948325,0.07840264650283554
RANDOM_GLOBAL,0.15,IID_BALANCED,0.005,0.2,0.426937618147448,0.009262759924385633,0.5074669187145557,0.05715788531449371,0.009829867674858224,0.9091478287126712,0.8972972145409914,0.4919455100083642,0.7082230623818526,0.03621694988238438,0.15656899810964084
RANDOM_GLOBAL,0.15,IID_BALANCED,0.01,0.05,0.4871455576559546,0.01389413988657845,0.565406427221172,0.04792390868322422,0.015406427221172022,0.9091478287126712,0.9873817936422785,0.14555632661348544,0.561531190926276,0.04060594849695094,0.037665406427221174
RANDOM_GLOBAL,0.15,IID_BALANCED,0.01,0.1,0.4871455576559546,0.01389413988657845,0.565406427221172,0.04792390868322422,0.015406427221172022,0.9091478287126712,0.9450286541878509,0.2778654824486121,0.6292060491493384,0.037427334636259586,0.07514177693761814
RANDOM_GLOBAL,0.15,IID_BALANCED,0.01,0.2,0.4871455576559546,0.01389413988657845,0.565406427221172,0.04792390868322422,0.015406427221172022,0.9091478287126712,0.8531605684080279,0.500285911239249,0.7435727788279773,0.024335391745601894,0.15009451795841208
RANDOM_GLOBAL,0.15,IID_BALANCED,0.02,0.05,0.5689035916824197,0.023724007561436673,0.6496219281663517,0.03044218528900864,0.02646502835538752,0.9091478287126712,0.9612706459865796,0.15805001071046185,0.6369565217391304,0.0186894508268132,0.03539697542533081
RANDOM_GLOBAL,0.15,IID_BALANCED,0.02,0.1,0.5689035916824197,0.023724007561436673,0.6496219281663517,0.03044218528900864,0.02646502835538752,0.9091478287126712,0.8967232772604381,0.2939891543828094,0.6955576559546314,0.016434230272249842,0.07060491493383743
RANDOM_GLOBAL,0.15,IID_BALANCED,0.02,0.2,0.5689035916824197,0.023724007561436673,0.6496219281663517,0.03044218528900864,0.02646502835538752,0.9091478287126712,0.7647718346489345,0.5000192514657273,0.7845935727788279,0.009393328934597637,0.14092627599243857
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.005,0.05,0.426937618147448,0.007225288509784244,0.5074669187145557,0.05715788531449371,0.007375815353738083,0.868314681369235,0.9650531539009319,0.2074240412719303,0.545179584120983,0.051968262224270985,0.04247787610619469
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.005,0.1,0.426937618147448,0.007225288509784244,0.5074669187145557,0.05715788531449371,0.007375815353738083,0.868314681369235,0.8891075397389703,0.380950743406469,0.6446124763705103,0.042506234379917573,0.08482464765650607
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.005,0.2,0.426937618147448,0.007225288509784244,0.5074669187145557,0.05715788531449371,0.007375815353738083,0.868314681369235,0.7036670549962483,0.6008049255979995,0.7717391304347826,0.017644758698104425,0.16958374303507046
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.01,0.05,0.4871455576559546,0.011991971901655796,0.565406427221172,0.04792390868322422,0.012543903662819869,0.868314681369235,0.9379861141645638,0.2188739637250689,0.5989603024574669,0.03993201973469654,0.04133071124221567
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.01,0.1,0.4871455576559546,0.011991971901655796,0.565406427221172,0.04792390868322422,0.012543903662819869,0.868314681369235,0.8387503789489246,0.38979550068423013,0.6868620037807183,0.02989601015814208,0.08249754178957719
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.01,0.2,0.4871455576559546,0.011991971901655796,0.565406427221172,0.04792390868322422,0.012543903662819869,0.868314681369235,0.6345331280069993,0.5875526467345256,0.7892249527410208,0.010850142002345664,0.1647984267453294
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.02,0.05,0.5689035916824197,0.022779729051680884,0.6496219281663517,0.03044218528900864,0.024034119417962872,0.868314681369235,0.8673535973971106,0.22978916290952922,0.6678638941398866,0.018382872223822403,0.039560799737790885
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.02,0.1,0.5689035916824197,0.022779729051680884,0.6496219281663517,0.03044218528900864,0.024034119417962872,0.868314681369235,0.7415769106087633,0.3919248737349488,0.7378071833648393,0.01568479250583194,0.07895771878072763
RANDOM_GLOBAL,0.15,IID_ORIGINAL,0.02,0.2,0.5689035916824197,0.022779729051680884,0.6496219281663517,0.03044218528900864,0.024034119417962872,0.868314681369235,0.527171714797771,0.5555812639226068,0.808790170132325,0.00845453026316387,0.15768600458865945
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.005,0.05,0.4658957845433255,0.006118266978922716,0.5137587822014051,0.05491665957546727,0.004244730679156908,0.958761586832917,0.9913501677973222,0.14360337080664975,0.5418032786885246,0.06826261585749284,0.03827576112412178
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.005,0.1,0.4658957845433255,0.006118266978922716,0.5137587822014051,0.05491665957546727,0.004244730679156908,0.958761586832917,0.9811452238198279,0.28390665443561497,0.615983606557377,0.06405766455922307,0.07646370023419205
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.005,0.2,0.4658957845433255,0.006118266978922716,0.5137587822014051,0.05491665957546727,0.004244730679156908,0.958761586832917,0.9460885950414675,0.5469170004407544,0.7553571428571428,0.053666356119252766,0.1528688524590164
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.01,0.05,0.5458723653395785,0.01132903981264637,0.5936768149882904,0.055224254407281646,0.007933255269320844,0.958761586832917,0.9884381491793155,0.15904873580202017,0.6173302107728337,0.061176646611402395,0.0361387587822014
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.01,0.1,0.5458723653395785,0.01132903981264637,0.5936768149882904,0.055224254407281646,0.007933255269320844,0.958761586832917,0.9679487238109286,0.311003112964302,0.6856850117096018,0.05690196026729607,0.07218969555035129
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.01,0.2,0.5458723653395785,0.01132903981264637,0.5936768149882904,0.055224254407281646,0.007933255269320844,0.958761586832917,0.9078862083610935,0.5823644597794692,0.8082845433255269,0.044783263546076355,0.14433548009367683
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.02,0.05,0.6513758782201405,0.022775175644028103,0.7132025761124121,0.04151798607682472,0.01791569086651054,0.958761586832917,0.9654647931882717,0.18437222149972776,0.7154859484777518,0.02316470239285293,0.03319672131147541
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.02,0.1,0.6513758782201405,0.022775175644028103,0.7132025761124121,0.04151798607682472,0.01791569086651054,0.958761586832917,0.9352295188790667,0.3569733637224785,0.7754976580796253,0.021631731012975334,0.06634953161592506
RANDOM_GLOBAL,0.15,TEMPLATE_OOD,0.02,0.2,0.6513758782201405,0.022775175644028103,0.7132025761124121,0.04151798607682472,0.01791569086651054,0.958761586832917,0.8116983256527929,0.6186938815823688,0.8668032786885245,0.01678092581729096,0.13262587822014052
RANDOM_GLOBAL,0.15,TEMPORAL,0.005,0.05,0.4854,0.0054,0.5232,0.057144893812911164,0.004575,0.9593083763379034,0.9901888542129565,0.14708744720541111,0.56025,0.06759047434529675,0.0377875
RANDOM_GLOBAL,0.15,TEMPORAL,0.005,0.1,0.4854,0.0054,0.5232,0.057144893812911164,0.004575,0.9593083763379034,0.9765635014903229,0.2899119494271143,0.63295,0.06350457113905704,0.075525
RANDOM_GLOBAL,0.15,TEMPORAL,0.005,0.2,0.4854,0.0054,0.5232,0.057144893812911164,0.004575,0.9593083763379034,0.9362008329140759,0.5551069520030276,0.7683,0.053112537753967876,0.150975
RANDOM_GLOBAL,0.15,TEMPORAL,0.01,0.05,0.5642750000000001,0.010075,0.6048,0.053894160681427786,0.008725,0.9593083763379034,0.9861215134906439,0.16343509825927766,0.6346999999999999,0.0592995924662781,0.035699999999999996
