model,seed,label_budget,scenario,target_fpr,review_fraction,direct_recall,direct_fpr,direct_ap,stage1_recall,stage1_fpr,review_precision,assisted_recall,capture_rate
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.005,0.2,0.6443753240020736,0.002592016588906169,0.9691127494375248,0.45049248315189216,0.002592016588906169,0.9916247906197655,0.7573872472783826,0.5584905660377358
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.005,0.05,0.697599531615925,0.0026346604215456673,0.9724659748350754,0.5152224824355972,0.0020491803278688526,0.9960629921259843,0.5892857142857143,0.1527777777777778
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.005,0.1,0.697599531615925,0.0026346604215456673,0.9724659748350754,0.5152224824355972,0.0020491803278688526,0.9960552268244576,0.663056206088993,0.30495169082125606
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.005,0.2,0.697599531615925,0.0026346604215456673,0.9724659748350754,0.5152224824355972,0.0020491803278688526,0.9861796643632774,0.8076697892271663,0.6032608695652174
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.6062567421790723,0.002157497303128371,0.9668298759118074,0.42340884573894283,0.002696871628910464,1.0,0.5021574973031284,0.13657623947614594
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.6062567421790723,0.002157497303128371,0.9668298759118074,0.42340884573894283,0.002696871628910464,0.9965753424657534,0.5803667745415318,0.2722170252572498
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.6062567421790723,0.002157497303128371,0.9668298759118074,0.42340884573894283,0.002696871628910464,0.9948630136986302,0.7367853290183387,0.5434985968194574
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.01,0.05,0.6984877126654064,0.007526342197691922,0.8860255218305951,0.5642722117202268,0.006522829904666332,0.975609756097561,0.6776937618147448,0.2603036876355748
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.01,0.1,0.6984877126654064,0.007526342197691922,0.8860255218305951,0.5642722117202268,0.006522829904666332,0.8938775510204081,0.7712665406427222,0.4750542299349241
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.01,0.2,0.6984877126654064,0.007526342197691922,0.8860255218305951,0.5642722117202268,0.006522829904666332,0.5521472392638037,0.8194706994328923,0.5856832971800434
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.01,0.05,0.6984877126654064,0.010396975425330813,0.9182054308202754,0.5642722117202268,0.007561436672967864,0.9736842105263158,0.6342155009451795,0.16052060737527116
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.01,0.1,0.6984877126654064,0.010396975425330813,0.9182054308202754,0.5642722117202268,0.007561436672967864,0.9802631578947368,0.7051039697542533,0.3232104121475054
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.01,0.2,0.6984877126654064,0.010396975425330813,0.9182054308202754,0.5642722117202268,0.007561436672967864,0.8382838283828383,0.8043478260869565,0.5509761388286334
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.01,0.05,0.786,0.00475,0.9720059399969443,0.657,0.00475,1.0,0.724,0.19533527696793002
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.01,0.1,0.786,0.00475,0.9720059399969443,0.657,0.00475,0.9906716417910447,0.78975,0.3870262390670554
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.01,0.2,0.786,0.00475,0.9720059399969443,0.657,0.00475,0.8982259570494865,0.8975,0.7011661807580175
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.01,0.05,0.7366511145671333,0.004665629860031105,0.9691127494375248,0.5909797822706065,0.00673924313115604,1.0,0.6614826334888543,0.17237008871989862
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.01,0.1,0.7366511145671333,0.004665629860031105,0.9691127494375248,0.5909797822706065,0.00673924313115604,0.988929889298893,0.7299118714359772,0.3396704689480355
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.01,0.2,0.7366511145671333,0.004665629860031105,0.9691127494375248,0.5909797822706065,0.00673924313115604,0.9297597042513863,0.8517366511145671,0.6375158428390367
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.01,0.05,0.7740046838407494,0.004098360655737705,0.9724659748350754,0.6443208430913349,0.0055620608899297425,1.0,0.711943793911007,0.19012345679012346
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.01,0.1,0.7740046838407494,0.004098360655737705,0.9724659748350754,0.6443208430913349,0.0055620608899297425,0.9935064935064936,0.7786885245901639,0.37777777777777777
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.01,0.2,0.7740046838407494,0.004098360655737705,0.9724659748350754,0.6443208430913349,0.0055620608899297425,0.9089924160346695,0.8899297423887588,0.6905349794238683
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.01,0.05,0.7098166127292341,0.0037756202804746495,0.9668298759118074,0.5609492988133765,0.007011866235167206,1.0,0.6326860841423948,0.16339066339066338
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.01,0.1,0.7098166127292341,0.0037756202804746495,0.9668298759118074,0.5609492988133765,0.007011866235167206,0.9924812030075187,0.703344120819849,0.32432432432432434
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.7098166127292341,0.0037756202804746495,0.9668298759118074,0.5609492988133765,0.007011866235167206,0.943502824858757,0.831175836030205,0.6154791154791155
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.02,0.05,0.7589792060491494,0.027094831911690917,0.8860255218305951,0.6502835538752363,0.015554440541896638,0.9572649572649573,0.7561436672967864,0.3027027027027027
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.02,0.1,0.7589792060491494,0.027094831911690917,0.8860255218305951,0.6502835538752363,0.015554440541896638,0.6837606837606838,0.8015122873345936,0.43243243243243246
DAPT_AL_SELECTED,42,0.25,IID_ORIGINAL,0.02,0.2,0.7589792060491494,0.027094831911690917,0.8860255218305951,0.6502835538752363,0.015554440541896638,0.3961456102783726,0.8251417769376181,0.5
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.02,0.05,0.7589792060491494,0.02835538752362949,0.9182054308202754,0.6502835538752363,0.017958412098298678,1.0,0.717391304347826,0.1918918918918919
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.02,0.1,0.7589792060491494,0.02835538752362949,0.9182054308202754,0.6502835538752363,0.017958412098298678,0.9290780141843972,0.774102079395085,0.35405405405405405
DAPT_AL_SELECTED,42,0.25,IID_BALANCED,0.02,0.2,0.7589792060491494,0.02835538752362949,0.9182054308202754,0.6502835538752363,0.017958412098298678,0.6418439716312057,0.8213610586011342,0.4891891891891892
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.02,0.05,0.8715,0.021,0.9720059399969443,0.75175,0.0125,0.9919354838709677,0.81325,0.24773413897280966
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.02,0.1,0.8715,0.021,0.9720059399969443,0.75175,0.0125,0.9494949494949495,0.86925,0.473313192346425
DAPT_AL_SELECTED,42,0.25,TEMPORAL,0.02,0.2,0.8715,0.021,0.9720059399969443,0.75175,0.0125,0.731041456016178,0.9325,0.7280966767371602
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.02,0.05,0.8455158113011924,0.02592016588906169,0.9691127494375248,0.6941420425090721,0.01918092275790565,0.992,0.7584240539139451,0.21016949152542372
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.02,0.1,0.8455158113011924,0.02592016588906169,0.9691127494375248,0.6941420425090721,0.01918092275790565,0.9799196787148594,0.8206324520476931,0.4135593220338983
DAPT_AL_SELECTED,42,0.25,DOMAIN_OOD,0.02,0.2,0.8455158113011924,0.02592016588906169,0.9691127494375248,0.6941420425090721,0.01918092275790565,0.8289738430583501,0.9077242094349404,0.6983050847457627
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.02,0.05,0.8662177985948478,0.020491803278688523,0.9724659748350754,0.7403395784543325,0.01405152224824356,0.9953051643192489,0.802400468384075,0.23900789177001128
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.02,0.1,0.8662177985948478,0.020491803278688523,0.9724659748350754,0.7403395784543325,0.01405152224824356,0.9553990610328639,0.8594847775175644,0.4588500563697858
DAPT_AL_SELECTED,42,0.25,TEMPLATE_OOD,0.02,0.2,0.8662177985948478,0.020491803278688523,0.9724659748350754,0.7403395784543325,0.01405152224824356,0.7567567567567568,0.9288641686182669,0.7260428410372041
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.02,0.05,0.8290183387270766,0.02481121898597627,0.9668298759118074,0.6704422869471414,0.018878101402373247,0.9918032786885246,0.7357065803667745,0.19803600654664485
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.02,0.1,0.8290183387270766,0.02481121898597627,0.9668298759118074,0.6704422869471414,0.018878101402373247,0.9876543209876543,0.7998921251348435,0.39279869067103107
DAPT_AL_SELECTED,42,0.25,DOMAIN_TEMPLATE_OOD,0.02,0.2,0.8290183387270766,0.02481121898597627,0.9668298759118074,0.6704422869471414,0.018878101402373247,0.8477366255144033,0.8926645091693636,0.67430441898527
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.005,0.05,0.5189035916824196,0.0015052684395383843,0.8939646980940221,0.5604914933837429,0.006021073758153537,0.983739837398374,0.6748582230623819,0.26021505376344084
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.005,0.1,0.5189035916824196,0.0015052684395383843,0.8939646980940221,0.5604914933837429,0.006021073758153537,0.9020408163265307,0.7693761814744802,0.4752688172043011
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.005,0.2,0.5189035916824196,0.0015052684395383843,0.8939646980940221,0.5604914933837429,0.006021073758153537,0.5693877551020409,0.8241965973534972,0.6
T0_AL_SELECTED,52,0.25,IID_BALANCED,0.005,0.05,0.5189035916824196,0.001890359168241966,0.9253167382264856,0.5604914933837429,0.006616257088846881,1.0,0.6323251417769377,0.16344086021505377
T0_AL_SELECTED,52,0.25,IID_BALANCED,0.005,0.1,0.5189035916824196,0.001890359168241966,0.9253167382264856,0.5604914933837429,0.006616257088846881,0.9868421052631579,0.7022684310018904,0.3225806451612903
T0_AL_SELECTED,52,0.25,IID_BALANCED,0.005,0.2,0.5189035916824196,0.001890359168241966,0.9253167382264856,0.5604914933837429,0.006616257088846881,0.8552631578947368,0.8062381852551985,0.5591397849462365
T0_AL_SELECTED,52,0.25,TEMPORAL,0.005,0.05,0.5435,0.002,0.9717711121826373,0.6685,0.0035,0.9699248120300752,0.733,0.19457013574660634
T0_AL_SELECTED,52,0.25,TEMPORAL,0.005,0.1,0.5435,0.002,0.9717711121826373,0.6685,0.0035,0.9699248120300752,0.7975,0.3891402714932127
T0_AL_SELECTED,52,0.25,TEMPORAL,0.005,0.2,0.5435,0.002,0.9717711121826373,0.6685,0.0035,0.889934148635936,0.905,0.7134238310708899
T0_AL_SELECTED,52,0.25,DOMAIN_OOD,0.005,0.05,0.43182996371176774,0.0015552099533437014,0.9681814298610071,0.589942975635044,0.00414722654224987,0.9779411764705882,0.6588906168999482,0.168141592920354
T0_AL_SELECTED,52,0.25,DOMAIN_OOD,0.005,0.1,0.43182996371176774,0.0015552099533437014,0.9681814298610071,0.589942975635044,0.00414722654224987,0.9852941176470589,0.7288750648004148,0.3388116308470291
T0_AL_SELECTED,52,0.25,DOMAIN_OOD,0.005,0.2,0.43182996371176774,0.0015552099533437014,0.9681814298610071,0.589942975635044,0.00414722654224987,0.9318600368324125,0.8522550544323484,0.6396965865992414
T0_AL_SELECTED,52,0.25,TEMPLATE_OOD,0.005,0.05,0.5322014051522248,0.00117096018735363,0.9729987126430828,0.6528103044496487,0.004098360655737705,0.9826086956521739,0.7189695550351288,0.1905564924114671
T0_AL_SELECTED,52,0.25,TEMPLATE_OOD,0.005,0.1,0.5322014051522248,0.00117096018735363,0.9729987126430828,0.6528103044496487,0.004098360655737705,0.9803921568627451,0.7845433255269321,0.3794266441821248
T0_AL_SELECTED,52,0.25,TEMPLATE_OOD,0.005,0.2,0.5322014051522248,0.00117096018735363,0.9729987126430828,0.6528103044496487,0.004098360655737705,0.9074074074074074,0.8966627634660421,0.7023608768971332
T0_AL_SELECTED,52,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.41316073354908306,0.0010787486515641855,0.9676672250250431,0.5668824163969794,0.004314994606256742,0.9849624060150376,0.6375404530744336,0.16313823163138233
T0_AL_SELECTED,52,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.41316073354908306,0.0010787486515641855,0.9676672250250431,0.5668824163969794,0.004314994606256742,0.9924528301886792,0.7087378640776699,0.3275217932752179
T0_AL_SELECTED,52,0.25,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.41316073354908306,0.0010787486515641855,0.9676672250250431,0.5668824163969794,0.004314994606256742,0.9358490566037736,0.8344120819848975,0.6176836861768369
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.01,0.05,0.7022684310018904,0.01154039136979428,0.8939646980940221,0.6020793950850661,0.008529854490717512,0.9666666666666667,0.7117202268431002,0.2755344418052256
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.01,0.1,0.7022684310018904,0.01154039136979428,0.8939646980940221,0.6020793950850661,0.008529854490717512,0.8125,0.7863894139886578,0.46318289786223277
T0_AL_SELECTED,52,0.25,IID_ORIGINAL,0.01,0.2,0.7022684310018904,0.01154039136979428,0.8939646980940221,0.6020793950850661,0.008529854490717512,0.4979166666666667,0.8279773156899811,0.5676959619952494
T0_AL_SELECTED,52,0.25,IID_BALANCED,0.01,0.05,0.7022684310018904,0.015122873345935728,0.9253167382264856,0.6020793950850661,0.010396975425330813,0.9864864864864865,0.6710775047258979,0.17339667458432304
