representation,classifier,label_budget,scenario,ap_mean,ap_sd,recall_mean,recall_sd,f1_mean,f1_sd,fpr_mean,fpr_sd
CONTRASTIVE,LOGREG,1.0,TEMPLATE_OOD,0.8877418999383802,0.008056669647852358,0.23185011709601872,0.07116443705450036,0.37030402464379575,0.09968504786989953,0.004742388758782201,0.0020533580698770706
CONTRASTIVE,LOGREG,1.0,TEMPORAL,0.8902880062450705,0.00814158887911161,0.23769999999999997,0.06976845633952353,0.37809321333640805,0.096721583150827,0.00515,0.002020210385083692
CONTRASTIVE,MLP,0.1,DOMAIN_OOD,0.7982482775871034,0.026238908196260718,0.08284085018144116,0.026396351700679475,0.15118636294176174,0.04445908636495944,0.006324520476931052,0.0025237245089970105
CONTRASTIVE,MLP,0.1,DOMAIN_TEMPLATE_OOD,0.7910862482190717,0.02650956165171456,0.08101402373247032,0.029796221153561363,0.14782368930569864,0.04997780952204551,0.006364617044228695,0.002734367174894623
CONTRASTIVE,MLP,0.1,IID,0.7538946441797683,0.021685616051534115,0.1438563327032136,0.038453827266151056,0.24723123410511158,0.05758285780387597,0.00672353236327145,0.0019626299263028548
CONTRASTIVE,MLP,0.1,TEMPLATE_OOD,0.8421351777128112,0.02322581414201944,0.15076112412177983,0.05281423130428103,0.25790911548936346,0.07979304073942523,0.0049180327868852455,0.0019129167743213746
CONTRASTIVE,MLP,0.1,TEMPORAL,0.8397085117929265,0.023839154702171704,0.14945,0.050743349317915555,0.25600827614234856,0.07717429649254198,0.0055,0.0021139418156609704
CONTRASTIVE,MLP,0.25,DOMAIN_OOD,0.8417031697244466,0.011454566511491706,0.15717988595127008,0.05371468941716424,0.26700367130411423,0.08307399969841328,0.0066355624675997925,0.0013910220699843174
CONTRASTIVE,MLP,0.25,DOMAIN_TEMPLATE_OOD,0.8348395159373648,0.01175728190052365,0.1551240560949299,0.05823069833267238,0.2633748052858512,0.09088790557671211,0.006580366774541532,0.0015909256961976939
CONTRASTIVE,MLP,0.25,IID,0.7885606157901437,0.012872735246825022,0.18733459357277882,0.04332594343390145,0.3100703784876214,0.060240578122380636,0.007325639739086803,0.0018298627725850947
CONTRASTIVE,MLP,0.25,TEMPLATE_OOD,0.8761059970441176,0.00917836603478034,0.22827868852459016,0.07673179569599216,0.3645741469476942,0.1080191266979369,0.0055620608899297425,0.0013885879655306118
CONTRASTIVE,MLP,0.25,TEMPORAL,0.8752912858915476,0.010183366062596351,0.2251,0.07303051588206123,0.360751895070786,0.10240311700887371,0.0059499999999999996,0.0014832396974191326
CONTRASTIVE,MLP,1.0,DOMAIN_OOD,0.8621583648685249,0.006619155392303597,0.18320373250388805,0.030973459464437497,0.3076674963344749,0.04442791321020426,0.00414722654224987,0.000518403317781234
CONTRASTIVE,MLP,1.0,DOMAIN_TEMPLATE_OOD,0.8549691891545377,0.0070089276069505895,0.17713052858683925,0.032736955794820236,0.2988662031881504,0.04725639387128857,0.004099244875943904,0.0004824310631067505
CONTRASTIVE,MLP,1.0,IID,0.8267814490385668,0.01077108882865688,0.2608695652173913,0.030119953438805636,0.40861472610283417,0.037567115470399766,0.007325639739086803,0.0015707451924233341
CONTRASTIVE,MLP,1.0,TEMPLATE_OOD,0.8962770815908423,0.0021977392911203793,0.27576112412177983,0.030964785156760075,0.4301149034292739,0.03724408402907459,0.004332552693208431,0.0007289168382897384
CONTRASTIVE,MLP,1.0,TEMPORAL,0.8962339461750191,0.002135159073515334,0.27945,0.031147532004959858,0.43432836814790193,0.037338660078113005,0.0052,0.0008177713616898062
CONTRASTIVE,XGBOOST,0.1,DOMAIN_OOD,0.7900165808706953,0.010516679180716684,0.0640746500777605,0.018950460006249226,0.11955403180452118,0.03350136977500709,0.0033177812337998962,0.0014006486351587659
CONTRASTIVE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,0.7825826954743009,0.00920017356363493,0.0546925566343042,0.013573598980228177,0.10312999398382347,0.024439552227118532,0.0032362459546925572,0.0015255809734337597
CONTRASTIVE,XGBOOST,0.1,IID,0.7074878386842255,0.006540938959643341,0.09073724007561437,0.01860587871930957,0.1645222655565071,0.030964524339356377,0.004917210235825389,0.0016412872286799926
CONTRASTIVE,XGBOOST,0.1,TEMPLATE_OOD,0.830051741714707,0.00964094686581477,0.1101288056206089,0.029354689744618273,0.19682446970032536,0.047676214663143535,0.003161592505854801,0.0012827226171081172
CONTRASTIVE,XGBOOST,0.1,TEMPORAL,0.8282569026865059,0.01208664837715756,0.11145000000000001,0.02935898499607914,0.19888145221506187,0.047621179569748165,0.0035000000000000005,0.0015103807466993215
CONTRASTIVE,XGBOOST,0.25,DOMAIN_OOD,0.8223814861199001,0.009197245089359792,0.11435977190254018,0.032532854442138354,0.20313781156305355,0.05164825582651725,0.004561949196474858,0.0022417572120725406
CONTRASTIVE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,0.8156986555646542,0.00958941129487574,0.10819848975188781,0.02388094674614583,0.19382327795836976,0.03842003145618708,0.004207119741100324,0.001996413756561138
CONTRASTIVE,XGBOOST,0.25,IID,0.7456273017414738,0.014835267413342026,0.1448015122873346,0.05097577036961494,0.2460726629348831,0.07973859008575256,0.009031610637230306,0.00459867104360847
CONTRASTIVE,XGBOOST,0.25,TEMPLATE_OOD,0.8594322725089996,0.007393047753137865,0.18870023419203746,0.04586901187696359,0.314381881669951,0.06484072109113506,0.003922716627634661,0.0017878725391806173
CONTRASTIVE,XGBOOST,0.25,TEMPORAL,0.8582219165162261,0.00991975936684403,0.19065,0.05019169503015414,0.31639175299545624,0.07011324932622483,0.0052,0.002558075448457297
CONTRASTIVE,XGBOOST,1.0,DOMAIN_OOD,0.8442116687074211,0.0029794765297039053,0.13447382063245206,0.04607027856117562,0.23387552190037714,0.07009698637625958,0.004043545878693624,0.002054081156677963
CONTRASTIVE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,0.8383189132867589,0.003759087459250558,0.12297734627831716,0.04431412277549888,0.21608640845382396,0.06830916635622193,0.0036677454153182304,0.0022369408148142094
CONTRASTIVE,XGBOOST,1.0,IID,0.795442340462485,0.008827499346442702,0.1767485822306238,0.05145806271764159,0.29455967086134344,0.07228322878683018,0.006322127446061214,0.0037312578911346127
CONTRASTIVE,XGBOOST,1.0,TEMPLATE_OOD,0.8833749853007962,0.0024000676251744106,0.21809133489461358,0.04697314855322648,0.3551048911327115,0.06283587818345482,0.003395784543325527,0.0016765598434749828
CONTRASTIVE,XGBOOST,1.0,TEMPORAL,0.8827960962474242,0.002768491619561102,0.21935000000000002,0.05007201064467054,0.3564045500470683,0.0667284912450937,0.0038,0.0020417516989095423
DAPT,LOGREG,0.1,DOMAIN_OOD,0.8895999363737875,0.004493062218879636,0.17076205287713841,0.07312206972825396,0.2852520606876152,0.1077161407852292,0.004043545878693624,0.0021184879981029085
DAPT,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.8785704502733459,0.004349562272935374,0.16213592233009708,0.07354364481754272,0.27242957755199504,0.10894218495811339,0.004207119741100324,0.0022041873507769746
DAPT,LOGREG,0.1,IID,0.8432266468988437,0.005233508264981692,0.22778827977315688,0.0983441075763294,0.36017691078892644,0.12621513328221354,0.004315102860010035,0.0028516351707742744
DAPT,LOGREG,0.1,TEMPLATE_OOD,0.9136520067192901,0.002407720029618678,0.21727166276346604,0.08174982673831477,0.34976191019804165,0.11624738578219515,0.003161592505854801,0.0015545571484018449
DAPT,LOGREG,0.1,TEMPORAL,0.9174002415280766,0.003177040989457009,0.2259,0.08366331334581484,0.36113571290900953,0.1186441343345032,0.00295,0.0011510864433221337
DAPT,LOGREG,0.25,DOMAIN_OOD,0.9161586521123984,0.007561916059325838,0.2536029030585796,0.0756161923002414,0.3984286982236326,0.10329598153451554,0.0037325038880248835,0.0013418537175266753
DAPT,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.9076916320079258,0.007921672253275377,0.24271844660194178,0.07761838306879965,0.3840336377846401,0.10803214614834103,0.003883495145631068,0.0013961358258408614
DAPT,LOGREG,0.25,IID,0.8562240427746561,0.014024515203614286,0.2340264650283554,0.05529744864446497,0.37400102730826384,0.07195642694867828,0.004716507777220271,0.003896290749285936
DAPT,LOGREG,0.25,TEMPLATE_OOD,0.9319862680362092,0.0032583229953479756,0.28296252927400467,0.07964912811386997,0.4347128443661873,0.10433038524251176,0.0035714285714285713,0.0009575777068967287
DAPT,LOGREG,0.25,TEMPORAL,0.9349460420648683,0.0043865401317520585,0.29225,0.07831307362120324,0.44589475402621287,0.10114755723873473,0.0042499999999999994,0.0021650635094610966
DAPT,LOGREG,1.0,DOMAIN_OOD,0.9328698712265873,0.003643412810641928,0.25588387765681697,0.04835149718068118,0.4041959099371081,0.061409861898981594,0.00414722654224987,0.001974021022774471
DAPT,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.9272798801342734,0.003980648085253872,0.2279395900755124,0.04851161591760204,0.367969710228666,0.06465999172644442,0.0038834951456310682,0.001922171486645681
DAPT,LOGREG,1.0,IID,0.8982989767383971,0.004757909599931824,0.29584120982986767,0.07143769592547722,0.4513611210853082,0.08554720988899804,0.0021073758153537384,0.001087781404349162
DAPT,LOGREG,1.0,TEMPLATE_OOD,0.950111967621545,0.002416640912602752,0.3248829039812646,0.058102225620936344,0.4870292094197682,0.06730310991243882,0.0026932084309133487,0.0015267452939584658
DAPT,LOGREG,1.0,TEMPORAL,0.9534945494668043,0.001913520741804108,0.3405,0.058341666071513594,0.5047278794552831,0.06558690063727703,0.00255,0.0014512925273699993
DAPT,MLP,0.1,DOMAIN_OOD,0.8594988546156701,0.034292134612699046,0.12825298081907724,0.06554327952419776,0.22154393890978202,0.1059056754717624,0.004665629860031105,0.0011591850583202643
DAPT,MLP,0.1,DOMAIN_TEMPLATE_OOD,0.8460420357585869,0.036504293601109704,0.11618122977346279,0.06011858589267541,0.20303333729059814,0.09978675829292909,0.0048543689320388345,0.001206077657766877
DAPT,MLP,0.1,IID,0.8182579941857255,0.02853250371304293,0.19810964083175803,0.10071286536341649,0.31865792497851714,0.13240805988209517,0.005920722528850978,0.0035372918679407056
DAPT,MLP,0.1,TEMPLATE_OOD,0.894810271478708,0.025913418173123013,0.19677985948477753,0.10762674513008852,0.31645454385707855,0.15941084375459938,0.0036299765807962527,0.001005595084152088
DAPT,MLP,0.1,TEMPORAL,0.9005173962992084,0.024301757391793927,0.20380000000000004,0.10885747562753788,0.32606354411333693,0.1590535406695229,0.0036499999999999996,0.001526843148460247
DAPT,MLP,0.25,DOMAIN_OOD,0.904501713828736,0.012023644326391388,0.25152928978745465,0.029317071204970263,0.3997810223282074,0.03709939277938723,0.004561949196474858,0.0024425544819885424
DAPT,MLP,0.25,DOMAIN_TEMPLATE_OOD,0.8944554356587728,0.013086939744287323,0.23646170442286946,0.027544025431794586,0.3803620509029989,0.03558751220696067,0.004746494066882417,0.002541363320256687
DAPT,MLP,0.25,IID,0.8507626262807403,0.006713511184661539,0.3149338374291115,0.06549555757077234,0.4717253981832991,0.07782326094869509,0.006221776216758655,0.0028071451541795012
DAPT,MLP,0.25,TEMPLATE_OOD,0.9258848956539325,0.009059642294611267,0.3368852459016393,0.033072759437526,0.50151151500369,0.03616041952719177,0.004625292740046838,0.0014548915269073977
DAPT,MLP,0.25,TEMPORAL,0.9307900321158182,0.008835954245231885,0.34995000000000004,0.03329808553055265,0.5159450958979882,0.03582820708571902,0.0047,0.0017446346322367904
DAPT,MLP,1.0,DOMAIN_OOD,0.9351990657801246,0.005828655756045559,0.288646967340591,0.06365435476611248,0.443636360633848,0.07811763275800215,0.0034214618973561427,0.0019943373832733377
DAPT,MLP,1.0,DOMAIN_TEMPLATE_OOD,0.9287759693604144,0.0063091804335932,0.2613807982740021,0.06222542584370321,0.4101164102534023,0.07970991000131392,0.003344120819848975,0.001996413756561138
DAPT,MLP,1.0,IID,0.9032753157188791,0.006909177238880075,0.40926275992438566,0.09029062661292721,0.5731544943604959,0.09795024842277122,0.003311590566984446,0.001897407968006928
DAPT,MLP,1.0,TEMPLATE_OOD,0.9502071322891714,0.004864259613654422,0.3759953161592506,0.05840754520448723,0.5432627010100853,0.06230198334191453,0.0027517564402810306,0.0013026109754851866
DAPT,MLP,1.0,TEMPORAL,0.9546861717407549,0.004585926227861605,0.39459999999999995,0.05838492956234512,0.562753565098128,0.06074557803657181,0.00265,0.0013874436925511607
DAPT,XGBOOST,0.1,DOMAIN_OOD,0.8406104164352008,0.016969505760094473,0.0909279419388284,0.0389589664513766,0.16415211918692824,0.06583287742399334,0.004354587869362364,0.002392531002429098
DAPT,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,0.8268072404132912,0.016479064639619338,0.08640776699029126,0.03616101608351781,0.15676771414338225,0.06210592898501656,0.0044228694714131605,0.002269221571517004
DAPT,XGBOOST,0.1,IID,0.800752014098794,0.015425493893377091,0.20018903591682422,0.075621455244301,0.32540580564514376,0.10527460038841463,0.005218263923733066,0.002056588211933688
DAPT,XGBOOST,0.1,TEMPLATE_OOD,0.8819982290417745,0.010101690364108545,0.1500585480093677,0.06981515636703461,0.2550265076627668,0.1079255430208322,0.0031030444964871193,0.0016637321122228129
DAPT,XGBOOST,0.1,TEMPORAL,0.8864501697084701,0.008205418050743742,0.15445,0.07128779699219215,0.26152623587827656,0.10913602035805407,0.00285,0.0014097872179871687
DAPT,XGBOOST,0.25,DOMAIN_OOD,0.888988160906474,0.00814794261095345,0.1339554173146708,0.03176167059797524,0.23460047202013148,0.048524243281369575,0.002592016588906169,0.001511392404055288
DAPT,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,0.8770958739955494,0.00847065712540232,0.12513484358144553,0.029648421040586435,0.22090068868831123,0.0460703897004229,0.002696871628910464,0.0015725328734750002
DAPT,XGBOOST,0.25,IID,0.837512395909138,0.010521517772155603,0.22419659735349717,0.04903287058411637,0.36215846695829834,0.06570544014103954,0.0035122930255895636,0.0010035122930255895
DAPT,XGBOOST,0.25,TEMPLATE_OOD,0.9152599929425225,0.004848943564795704,0.20948477751756442,0.025626544626644363,0.34519497466431215,0.03413144366877989,0.002107728337236534,0.001379299647469525
DAPT,XGBOOST,0.25,TEMPORAL,0.9191198908740346,0.005681385853758571,0.21444999999999997,0.03152102472953568,0.3516291684975547,0.04173576592241086,0.0021999999999999997,0.0013157697366940769
DAPT,XGBOOST,1.0,DOMAIN_OOD,0.9205078501469824,0.002756990915060529,0.28802488335925347,0.056291057658058044,0.4432583464911417,0.06890992413374082,0.004354587869362364,0.0023356931728499347
DAPT,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,0.9115058233289546,0.0033524237677037857,0.25825242718446606,0.049202055936304105,0.4070272312405058,0.06292690225690412,0.0044228694714131605,0.0022692215715170044
DAPT,XGBOOST,1.0,IID,0.8834025395197644,0.00825800595012623,0.40510396975425333,0.050937200170526255,0.5724518972009806,0.0508342029525708,0.0035122930255895636,0.0021581347885204784
DAPT,XGBOOST,1.0,TEMPLATE_OOD,0.9392179862129357,0.0030483389826688537,0.37382903981264637,0.05003243426406483,0.5411727053973114,0.05396350627942372,0.0036299765807962527,0.001443062944246632
DAPT,XGBOOST,1.0,TEMPORAL,0.9439161427061953,0.0026015529508022434,0.3865,0.055227653852033216,0.5542476185159068,0.05859945264102483,0.0034000000000000002,0.001526843148460247
