representation,classifier,seed,label_budget,n_train,scenario,n_test,threshold,target_fpr,calibration_fpr,calibration_recall,fit_seconds,predict_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn
BASE,MLP,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9951568841934204,0.005,0.00468384074941452,0.32671081677704195,0.32744471800003794,0.026160294999954203,0.8580664870002435,0.8553734949012544,0.9484240687679083,0.17853290183387271,0.30049931911030414,0.009708737864077669,331,18,1836,1523
DAPT,LOGREG,42,0.1,400,IID,3051,0.9936045756149189,0.005,0.00468384074941452,0.17218543046357615,0.034703792999948746,0.024720988000012767,0.8367207193567879,0.8843214957455062,0.9751552795031055,0.14839319470699433,0.2575881870385562,0.002007024586051179,157,4,1989,901
DAPT,LOGREG,42,0.1,400,TEMPORAL,8000,0.9936045756149189,0.005,0.00468384074941452,0.17218543046357615,0.034703792999948746,0.061062970999955724,0.9151393528299777,0.9021093750000001,0.9899777282850779,0.22225,0.3630053082890976,0.00225,889,9,3991,3111
DAPT,LOGREG,42,0.1,400,DOMAIN_OOD,3858,0.9936045756149189,0.005,0.00468384074941452,0.17218543046357615,0.034703792999948746,0.0254795880000529,0.8904571013486733,0.8825498025955638,0.9745454545454545,0.13893208916537067,0.24319419237749546,0.0036288232244686366,268,7,1922,1661
DAPT,LOGREG,42,0.1,400,TEMPLATE_OOD,6832,0.9936045756149189,0.005,0.00468384074941452,0.17218543046357615,0.034703792999948746,0.04770656499999859,0.9151737023189007,0.9035352988279429,0.9875346260387812,0.20872365339578455,0.34461092315128083,0.0026346604215456673,713,9,3407,2703
DAPT,LOGREG,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9936045756149189,0.005,0.00468384074941452,0.17218543046357615,0.034703792999948746,0.022335515000008854,0.8782175371202539,0.8682826949864372,0.9711934156378601,0.1272923408845739,0.22508345255126372,0.0037756202804746495,236,7,1847,1618
DAPT,XGBOOST,42,0.1,400,IID,3051,0.9880515933036804,0.005,0.00468384074941452,0.20088300220750552,1.8330853199998955,0.007118353000009847,0.8018627007784181,0.8636385193166631,0.9482071713147411,0.22495274102079396,0.36363636363636365,0.006522829904666332,238,13,1980,820
DAPT,XGBOOST,42,0.1,400,TEMPORAL,8000,0.9880515933036804,0.005,0.00468384074941452,0.20088300220750552,1.8330853199998955,0.018126758999983394,0.891378540247235,0.8793841874999999,0.9919517102615694,0.2465,0.394873848618342,0.002,986,8,3992,3014
DAPT,XGBOOST,42,0.1,400,DOMAIN_OOD,3858,0.9880515933036804,0.005,0.00468384074941452,0.20088300220750552,1.8330853199998955,0.008924575000037294,0.851344216428065,0.851068558502849,0.9750889679715302,0.14204250907205807,0.24796380090497738,0.0036288232244686366,274,7,1922,1655
DAPT,XGBOOST,42,0.1,400,TEMPLATE_OOD,6832,0.9880515933036804,0.005,0.00468384074941452,0.20088300220750552,1.8330853199998955,0.015166739000051166,0.8881451739096473,0.8766595172737195,0.9914738124238733,0.2382903981264637,0.3842341279206986,0.0020491803278688526,814,7,3409,2602
DAPT,XGBOOST,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9880515933036804,0.005,0.00468384074941452,0.20088300220750552,1.8330853199998955,0.008216345999926489,0.8351875191355482,0.8331451050761699,0.9715447154471545,0.12891046386192018,0.2276190476190476,0.0037756202804746495,239,7,1847,1615
DAPT,MLP,42,0.1,400,IID,3051,0.9953034520149231,0.005,0.00468384074941452,0.24503311258278146,0.4706542860000127,0.022384385000009388,0.8263416780141808,0.8905405687391693,0.9194139194139194,0.23724007561436672,0.377160030052592,0.011038635223281485,251,22,1971,807
DAPT,MLP,42,0.1,400,TEMPORAL,8000,0.9953034520149231,0.005,0.00468384074941452,0.24503311258278146,0.4706542860000127,0.059856022999952074,0.9117350075317493,0.9030664374999999,0.9808459696727854,0.30725,0.4679230915667238,0.006,1229,24,3976,2771
DAPT,MLP,42,0.1,400,DOMAIN_OOD,3858,0.9953034520149231,0.005,0.00468384074941452,0.24503311258278146,0.4706542860000127,0.026628574000028493,0.8779480183053615,0.8752026650606644,0.9733333333333334,0.18921721099015035,0.3168402777777778,0.005184033177812338,365,10,1919,1564
DAPT,MLP,42,0.1,400,TEMPLATE_OOD,6832,0.9953034520149231,0.005,0.00468384074941452,0.24503311258278146,0.4706542860000127,0.04660310700000991,0.9091005888383092,0.9009964902045204,0.9854085603112841,0.2965456674473068,0.45589558955895587,0.004391100702576112,1013,15,3401,2403
DAPT,MLP,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9953034520149231,0.005,0.00468384074941452,0.24503311258278146,0.4706542860000127,0.02569826399997055,0.864587006552688,0.8601430592939374,0.9694189602446484,0.1709816612729234,0.2906923429619441,0.005393743257820928,317,10,1844,1537
CONTRASTIVE,LOGREG,42,0.1,400,IID,3051,0.9992507666442012,0.005,0.00468384074941452,0.04415011037527594,0.019942944000035823,0.023910059999934674,0.7667500650449167,0.8505449602910755,0.9047619047619048,0.035916824196597356,0.06909090909090909,0.002007024586051179,38,4,1989,1020
CONTRASTIVE,LOGREG,42,0.1,400,TEMPORAL,8000,0.9992507666442012,0.005,0.00468384074941452,0.04415011037527594,0.019942944000035823,0.07317361200000505,0.8609343798085001,0.8532411875,0.9871794871794872,0.0385,0.0741097208854668,0.0005,154,2,3998,3846
CONTRASTIVE,LOGREG,42,0.1,400,DOMAIN_OOD,3858,0.9992507666442012,0.005,0.00468384074941452,0.04415011037527594,0.019942944000035823,0.029116113999975823,0.8261878870507886,0.8211454805254766,0.9629629629629629,0.02695697252462416,0.052445789208270296,0.0010368066355624676,52,2,1927,1877
CONTRASTIVE,LOGREG,42,0.1,400,TEMPLATE_OOD,6832,0.9992507666442012,0.005,0.00468384074941452,0.04415011037527594,0.019942944000035823,0.044902094999997644,0.8603166219008598,0.8522724546012977,0.9849624060150376,0.03834894613583138,0.07382361228515075,0.000585480093676815,131,2,3414,3285
CONTRASTIVE,LOGREG,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9992507666442012,0.005,0.00468384074941452,0.04415011037527594,0.019942944000035823,0.01977785799999765,0.8164009076024514,0.8104992383592314,0.9615384615384616,0.02696871628910464,0.05246589716684155,0.0010787486515641855,50,2,1852,1804
CONTRASTIVE,XGBOOST,42,0.1,400,IID,3051,0.9926749467849731,0.005,0.00468384074941452,0.09933774834437085,2.736205357000017,0.008786955999994461,0.7172357504813407,0.810821808276036,0.9203539823008849,0.09829867674858223,0.1776259607173356,0.004515805318615153,104,9,1984,954
CONTRASTIVE,XGBOOST,42,0.1,400,TEMPORAL,8000,0.9926749467849731,0.005,0.00468384074941452,0.09933774834437085,2.736205357000017,0.020818888000007973,0.8361877752091628,0.8249835624999999,0.9754768392370572,0.0895,0.1639569498511564,0.00225,358,9,3991,3642
CONTRASTIVE,XGBOOST,42,0.1,400,DOMAIN_OOD,3858,0.9926749467849731,0.005,0.00468384074941452,0.09933774834437085,2.736205357000017,0.01075845900004424,0.7988854037897182,0.7892909537949192,0.9508196721311475,0.06013478486262312,0.11311555338859093,0.003110419906687403,116,6,1923,1813
CONTRASTIVE,XGBOOST,42,0.1,400,TEMPLATE_OOD,6832,0.9926749467849731,0.005,0.00468384074941452,0.09933774834437085,2.736205357000017,0.018269716999952834,0.8327292439824844,0.8205095596421852,0.9735973597359736,0.08635831381733021,0.15864479698843775,0.00234192037470726,295,8,3408,3121
CONTRASTIVE,XGBOOST,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9926749467849731,0.005,0.00468384074941452,0.09933774834437085,2.736205357000017,0.009648844000025747,0.7873499788848858,0.7800295346718196,0.9494949494949495,0.05070118662351672,0.09626216077828981,0.002696871628910464,94,5,1849,1760
CONTRASTIVE,MLP,42,0.1,400,IID,3051,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.02283946800002923,0.7718509251397644,0.8590819285267812,0.9420289855072463,0.12287334593572778,0.21739130434782608,0.004014049172102358,130,8,1985,928
CONTRASTIVE,MLP,42,0.1,400,TEMPORAL,8000,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.07525458399993568,0.8734970463876485,0.86703803125,0.9761499148211243,0.14325,0.249836494440811,0.0035,573,14,3986,3427
CONTRASTIVE,MLP,42,0.1,400,DOMAIN_OOD,3858,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.04320874999996249,0.8381014388604534,0.8374718257605869,0.9483870967741935,0.07620528771384137,0.14107485604606526,0.00414722654224987,147,8,1921,1782
CONTRASTIVE,MLP,42,0.1,400,TEMPLATE_OOD,6832,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.0682386169999063,0.8730392203236037,0.8653704721273082,0.9779116465863453,0.14256440281030444,0.24885028104241186,0.0032201405152224825,487,11,3405,2929
CONTRASTIVE,MLP,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.040356353999982275,0.829448874281036,0.8266289744672879,0.9473684210526315,0.06796116504854369,0.1268243583291394,0.0037756202804746495,126,7,1847,1728
BASE,LOGREG,42,0.25,1000,IID,3051,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.036125820000052045,0.8692856163366288,0.903041552807226,0.9855072463768116,0.19281663516068054,0.32252964426877473,0.0015052684395383843,204,3,1990,854
BASE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.05400793800004067,0.9364627804978285,0.9299934999999998,0.9941927990708479,0.214,0.3521909072207365,0.00125,856,5,3995,3144
BASE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.023402653000061946,0.9163930765037394,0.9099695488439928,0.9914529914529915,0.18040435458786935,0.30526315789473685,0.0015552099533437014,348,3,1926,1581
BASE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.04274984900007439,0.9314459231083095,0.9244958632472071,0.9931787175989086,0.21311475409836064,0.35092793444203424,0.0014637002341920376,728,5,3411,2688
BASE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.020904214999973192,0.9084288200381455,0.9020168643208829,0.9911504424778761,0.18122977346278318,0.3064295485636115,0.0016181229773462784,336,3,1851,1518
BASE,XGBOOST,42,0.25,1000,IID,3051,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.009335315999919658,0.8545625272379214,0.9041707412617128,0.9811320754716981,0.2948960302457467,0.45348837209302323,0.0030105368790767687,312,6,1987,746
BASE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.06150288599997111,0.9256401476110678,0.92030809375,0.9951124144672532,0.2545,0.40533545689826794,0.00125,1018,5,3995,2982
BASE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.03417436100005489,0.8937490233996681,0.8905103437452047,0.992619926199262,0.1394504924831519,0.24454545454545454,0.0010368066355624676,269,2,1927,1660
BASE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.054059834999975465,0.9188520663073494,0.9129441576079504,0.994343891402715,0.25731850117096017,0.4088372093023256,0.0014637002341920376,879,5,3411,2537
BASE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.042732870000008916,0.8842646063958204,0.8807716543954645,0.9922178988326849,0.13754045307443366,0.24159166271909047,0.0010787486515641855,255,2,1852,1599
BASE,MLP,42,0.25,1000,IID,3051,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.02526930400006222,0.8740764355475602,0.9123064942800747,0.9779411764705882,0.3771266540642722,0.5443383356070941,0.004515805318615153,399,9,1984,659
BASE,MLP,42,0.25,1000,TEMPORAL,8000,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.06040305100009391,0.932125377759016,0.9282448750000002,0.9862490450725745,0.32275,0.48634394424562066,0.0045,1291,18,3982,2709
BASE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.02814908099992408,0.8971163480498583,0.8974511433762755,0.972636815920398,0.20269569725246242,0.3354783354783355,0.005702436495593572,391,11,1918,1538
BASE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.04820106899990151,0.9256942404195135,0.9213884139385397,0.9836214740673339,0.3164519906323185,0.4788482834994463,0.005269320843091335,1081,18,3398,2335
BASE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.026007162000041717,0.8880807092531171,0.8888557234772712,0.9693593314763231,0.18770226537216828,0.3145051965657479,0.005933117583603021,348,11,1843,1506
DAPT,LOGREG,42,0.25,1000,IID,3051,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.03571552100004283,0.8644483335481177,0.8995254657843093,0.9844357976653697,0.2391304347826087,0.38479087452471483,0.002007024586051179,253,4,1989,805
DAPT,LOGREG,42,0.25,1000,TEMPORAL,8000,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.05548265699997046,0.935913994398004,0.9278168750000001,0.9935275080906149,0.307,0.4690603514132926,0.002,1228,8,3992,2772
DAPT,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.023834942000007686,0.9152257751992586,0.909447920622213,0.9900398406374502,0.2576464489372732,0.4088852324146442,0.002592016588906169,497,5,1924,1432
DAPT,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.04302720099997259,0.9326864021861703,0.9250019881642525,0.9922928709055877,0.3015222482435597,0.4625056129321958,0.00234192037470726,1030,8,3408,2386
DAPT,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.021051413000009234,0.9056939559715602,0.8993205745412992,0.9892933618843683,0.24919093851132687,0.3981042654028436,0.002696871628910464,462,5,1849,1392
DAPT,XGBOOST,42,0.25,1000,IID,3051,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.007897943999978452,0.8459863347139167,0.8968639766593284,0.9777777777777777,0.20793950850661624,0.34294621979734996,0.002508780732563974,220,5,1988,838
DAPT,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.020969943999944007,0.9276769982674257,0.9232642812500002,0.9941520467836257,0.2125,0.35015447991761073,0.00125,850,5,3995,3150
DAPT,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.010450570999978481,0.8973448272398755,0.8980766403810116,0.9835390946502057,0.12389839294971487,0.22007366482504603,0.002073613271124935,239,4,1925,1690
DAPT,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.016892204999976457,0.9214239201167851,0.9171061909378103,0.9929478138222849,0.20608899297423888,0.3413333333333333,0.0014637002341920376,704,5,3411,2712
DAPT,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.00956677400006356,0.8846748125109842,0.8859070565522634,0.9800995024875622,0.10625674217907227,0.19172749391727495,0.002157497303128371,197,4,1850,1657
DAPT,MLP,42,0.25,1000,IID,3051,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.022701751999989028,0.8516855034330265,0.9007902896432409,0.9502762430939227,0.32514177693761814,0.48450704225352115,0.009031610637230306,344,18,1975,714
DAPT,MLP,42,0.25,1000,TEMPORAL,8000,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.06606955300003392,0.9337253208821631,0.9292800625,0.985239852398524,0.4005,0.5694987557767508,0.006,1602,24,3976,2398
DAPT,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.029298073000063596,0.9015195446682549,0.9004426449480132,0.9716814159292035,0.2846034214618974,0.44025661587810744,0.00829445308449974,549,16,1913,1380
DAPT,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.04632067400007145,0.9266647436538664,0.9218266670414471,0.9828741623231572,0.3864168618266979,0.5547383904181551,0.006733021077283372,1320,23,3393,2096
DAPT,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.027031781999994564,0.8903806586209242,0.8890689712554797,0.9690522243713733,0.2702265372168285,0.42260649514972587,0.008629989212513484,501,16,1838,1353
CONTRASTIVE,LOGREG,42,0.25,1000,IID,3051,0.9978094214877402,0.005,0.00468384074941452,0.09492273730684327,0.35407043899999735,0.038749328999983845,0.7916962040312597,0.8661885597701597,0.9624060150375939,0.12098298676748583,0.21494542401343408,0.002508780732563974,128,5,1988,930
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.9978094214877402,0.005,0.00468384074941452,0.09492273730684327,0.35407043899999735,0.055598618999965765,0.8790239872030081,0.8751383125,0.985655737704918,0.12025,0.214349376114082,0.00175,481,7,3993,3519
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.9978094214877402,0.005,0.00468384074941452,0.09492273730684327,0.35407043899999735,0.025041186000066773,0.8494756824506255,0.8450296570233975,0.9831460674157303,0.09072058061171591,0.16611295681063123,0.0015552099533437014,175,3,1926,1754
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.9978094214877402,0.005,0.00468384074941452,0.09492273730684327,0.35407043899999735,0.0425369460000411,0.8775711361146558,0.8731789443807624,0.9875,0.11563231850117096,0.2070230607966457,0.0014637002341920376,395,5,3411,3021
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9978094214877402,0.005,0.00468384074941452,0.09492273730684327,0.35407043899999735,0.020485574999952405,0.843040450503255,0.8377341507152674,0.9805194805194806,0.081445523193096,0.150398406374502,0.0016181229773462784,151,3,1851,1703
CONTRASTIVE,XGBOOST,42,0.25,1000,IID,3051,0.9883657097816467,0.005,0.00468384074941452,0.1390728476821192,5.818751691999978,0.009415741999987404,0.7706134527409534,0.8555938222341521,0.9289940828402367,0.14839319470699433,0.25590872045639773,0.006021073758153537,157,12,1981,901
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.9883657097816467,0.005,0.00468384074941452,0.1390728476821192,5.818751691999978,0.02333415900000091,0.8697488108756875,0.8595488749999999,0.9800266311584553,0.184,0.3098295095769312,0.00375,736,15,3985,3264
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.9883657097816467,0.005,0.00468384074941452,0.1390728476821192,5.818751691999978,0.012470295999946757,0.8293680109665564,0.8206977563536656,0.9629629629629629,0.10782789009849664,0.19393939393939394,0.00414722654224987,208,8,1921,1721
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.9883657097816467,0.005,0.00468384074941452,0.1390728476821192,5.818751691999978,0.02105009800004609,0.8669380482052752,0.8544901575585891,0.9815100154083205,0.1864754098360656,0.3134071340713407,0.00351288056206089,637,12,3404,2779
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9883657097816467,0.005,0.00468384074941452,0.1390728476821192,5.818751691999978,0.011409646000061002,0.8217936412876471,0.8125505481602506,0.9655172413793104,0.10571736785329018,0.19056878949927078,0.0037756202804746495,196,7,1847,1658
CONTRASTIVE,MLP,42,0.25,1000,IID,3051,0.9917106032371521,0.005,0.00468384074941452,0.1545253863134658,0.545882243000051,0.021261888000026374,0.8022099344901275,0.8792337453298266,0.9378238341968912,0.17107750472589792,0.28936850519584334,0.006021073758153537,181,12,1981,877
CONTRASTIVE,MLP,42,0.25,1000,TEMPORAL,8000,0.9917106032371521,0.005,0.00468384074941452,0.1545253863134658,0.545882243000051,0.058919420000052014,0.8902414883062039,0.883052125,0.9726477024070022,0.22225,0.36182336182336183,0.00625,889,25,3975,3111
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.9917106032371521,0.005,0.00468384074941452,0.1545253863134658,0.545882243000051,0.026870591999909266,0.8586762471060783,0.8534678870778366,0.9587020648967551,0.168481078278901,0.2865961199294533,0.007257646448937273,325,14,1915,1604
CONTRASTIVE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.9917106032371521,0.005,0.00468384074941452,0.1545253863134658,0.545882243000051,0.047538794000047346,0.8891847796678004,0.8810974083936183,0.9735182849936949,0.2259953161592506,0.36683297695414585,0.006147540983606557,772,21,3395,2644
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9917106032371521,0.005,0.00468384074941452,0.1545253863134658,0.545882243000051,0.026560509999967508,0.8524460777896993,0.8442869378317268,0.9584664536741214,0.16181229773462782,0.2768804799261652,0.007011866235167206,300,13,1841,1554
BASE,LOGREG,42,1.0,4000,IID,3051,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.5465704199999664,0.023741760999996586,0.8961567104863788,0.9208311320244674,0.987460815047022,0.29773156899810965,0.45751633986928103,0.002007024586051179,315,4,1989,743
BASE,LOGREG,42,1.0,4000,TEMPORAL,8000,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.5465704199999664,0.0663858740000478,0.9499098889746075,0.9445268124999998,0.99153194765204,0.322,0.4861294583883752,0.00275,1288,11,3989,2712
BASE,LOGREG,42,1.0,4000,DOMAIN_OOD,3858,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.5465704199999664,0.02134785299995201,0.925876188699382,0.9218968562829595,0.982532751091703,0.2332814930015552,0.3770423125261835,0.00414722654224987,450,8,1921,1479
BASE,LOGREG,42,1.0,4000,TEMPLATE_OOD,6832,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.5465704199999664,0.04268897199995081,0.9457954310921128,0.9402790594200594,0.9900090826521344,0.3190866510538642,0.4826212087668807,0.0032201405152224825,1090,11,3405,2326
BASE,LOGREG,42,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.5465704199999664,0.02061768300006861,0.9213074954291286,0.9175894796986951,0.9809069212410502,0.22168284789644013,0.3616366036075671,0.004314994606256742,411,8,1846,1443
