representation,classifier,seed,label_budget,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
BASE,MLP,42,0.1,IID_BALANCED,2116,0.01,0.9860240221023561,0.00936768149882904,0.9020461070448695,0.8933045908212164,0.9713024282560706,0.4158790170132325,0.5823957643944407,0.012287334593572778,440,13,1045,618,0.5
BASE,MLP,42,0.1,TEMPORAL,2116,0.01,0.9860240221023561,0.00936768149882904,0.9024334412910447,0.8943444670366386,0.9603960396039604,0.3667296786389414,0.53077975376197,0.015122873345935728,388,16,1042,670,0.5
BASE,MLP,42,0.1,DOMAIN_OOD,2116,0.01,0.9860240221023561,0.00936768149882904,0.8714965722052502,0.8693802909509328,0.935251798561151,0.24574669187145556,0.38922155688622756,0.017013232514177693,260,18,1040,798,0.5
BASE,MLP,42,0.1,TEMPLATE_OOD,2116,0.01,0.9860240221023561,0.00936768149882904,0.8954820574770284,0.8859423744197599,0.9552631578947368,0.3431001890359168,0.5048678720445062,0.01606805293005671,363,17,1041,695,0.5
BASE,MLP,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9860240221023561,0.00936768149882904,0.8623621470962458,0.8559217555683405,0.9420849420849421,0.23062381852551986,0.3705391040242976,0.014177693761814745,244,15,1043,814,0.5
BASE,MLP,42,0.1,IID_BALANCED,2116,0.02,0.9409886598587037,0.01990632318501171,0.9020461070448695,0.8933045908212164,0.945750452079566,0.4943289224952741,0.6492861576660459,0.02835538752362949,523,30,1028,535,0.5
BASE,MLP,42,0.1,TEMPORAL,2116,0.02,0.9409886598587037,0.01990632318501171,0.9024334412910447,0.8943444670366386,0.949343339587242,0.4782608695652174,0.6360779384035198,0.02551984877126654,506,27,1031,552,0.5
BASE,MLP,42,0.1,DOMAIN_OOD,2116,0.02,0.9409886598587037,0.01990632318501171,0.8714965722052502,0.8693802909509328,0.9363636363636364,0.389413988657845,0.5500667556742324,0.026465028355387523,412,28,1030,646,0.5
BASE,MLP,42,0.1,TEMPLATE_OOD,2116,0.02,0.9409886598587037,0.01990632318501171,0.8954820574770284,0.8859423744197599,0.9477756286266924,0.46313799621928164,0.6222222222222222,0.02551984877126654,490,27,1031,568,0.5
BASE,MLP,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9409886598587037,0.01990632318501171,0.8623621470962458,0.8559217555683405,0.9308641975308642,0.3563327032136106,0.5153793574846206,0.026465028355387523,377,28,1030,681,0.5
DAPT,LOGREG,42,0.1,IID_BALANCED,2116,0.005,0.993604600429535,0.00468384074941452,0.8911862092883179,0.8820401585185873,0.9751552795031055,0.14839319470699433,0.2575881870385562,0.003780718336483932,157,4,1054,901,0.5
DAPT,LOGREG,42,0.1,TEMPORAL,2116,0.005,0.993604600429535,0.00468384074941452,0.9059265053230412,0.8955219213767819,0.9779735682819384,0.20982986767485823,0.34552529182879377,0.004725897920604915,222,5,1053,836,0.5
DAPT,LOGREG,42,0.1,DOMAIN_OOD,2116,0.005,0.993604600429535,0.00468384074941452,0.896152414665593,0.8861630354379808,0.9865771812080537,0.1389413988657845,0.2435791217895609,0.001890359168241966,147,2,1056,911,0.5
DAPT,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.005,0.993604600429535,0.00468384074941452,0.9092236869448018,0.8972371811135609,0.9803921568627451,0.1890359168241966,0.31695721077654515,0.003780718336483932,200,4,1054,858,0.5
DAPT,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.993604600429535,0.00468384074941452,0.8726352044592993,0.8640049170779122,0.9626865671641791,0.1219281663516068,0.21644295302013422,0.004725897920604915,129,5,1053,929,0.5
DAPT,LOGREG,42,0.1,IID_BALANCED,2116,0.01,0.9579655528068544,0.00936768149882904,0.8911862092883179,0.8820401585185873,0.9631336405529954,0.3950850661625709,0.5603217158176944,0.015122873345935728,418,16,1042,640,0.5
DAPT,LOGREG,42,0.1,TEMPORAL,2116,0.01,0.9579655528068544,0.00936768149882904,0.9059265053230412,0.8955219213767819,0.9856459330143541,0.389413988657845,0.5582655826558266,0.005671077504725898,412,6,1052,646,0.5
DAPT,LOGREG,42,0.1,DOMAIN_OOD,2116,0.01,0.9579655528068544,0.00936768149882904,0.896152414665593,0.8861630354379808,0.9805194805194806,0.28544423440453687,0.44216691068814057,0.005671077504725898,302,6,1052,756,0.5
DAPT,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.01,0.9579655528068544,0.00936768149882904,0.9092236869448018,0.8972371811135609,0.982051282051282,0.3620037807183365,0.5290055248618785,0.006616257088846881,383,7,1051,675,0.5
DAPT,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9579655528068544,0.00936768149882904,0.8726352044592993,0.8640049170779122,0.9735849056603774,0.2438563327032136,0.3900226757369615,0.006616257088846881,258,7,1051,800,0.5
DAPT,LOGREG,42,0.1,IID_BALANCED,2116,0.02,0.913230061531067,0.01990632318501171,0.8911862092883179,0.8820401585185873,0.9467140319715808,0.503780718336484,0.6576187538556446,0.02835538752362949,533,30,1028,525,0.5
DAPT,LOGREG,42,0.1,TEMPORAL,2116,0.02,0.913230061531067,0.01990632318501171,0.9059265053230412,0.8955219213767819,0.977859778597786,0.500945179584121,0.6625,0.011342155009451797,530,12,1046,528,0.5
DAPT,LOGREG,42,0.1,DOMAIN_OOD,2116,0.02,0.913230061531067,0.01990632318501171,0.896152414665593,0.8861630354379808,0.9669811320754716,0.387523629489603,0.553306342780027,0.013232514177693762,410,14,1044,648,0.5
DAPT,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.02,0.913230061531067,0.01990632318501171,0.9092236869448018,0.8972371811135609,0.9721669980119284,0.4621928166351607,0.6265214606021781,0.013232514177693762,489,14,1044,569,0.5
DAPT,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.02,0.913230061531067,0.01990632318501171,0.8726352044592993,0.8640049170779122,0.9585492227979274,0.3497164461247637,0.5124653739612188,0.015122873345935728,370,16,1042,688,0.5
DAPT,XGBOOST,42,0.1,IID_BALANCED,2116,0.005,0.9880515336990358,0.00468384074941452,0.8689512930357273,0.8616884230688141,0.9754098360655737,0.22495274102079396,0.3655913978494624,0.005671077504725898,238,6,1052,820,0.5
DAPT,XGBOOST,42,0.1,TEMPORAL,2116,0.005,0.9880515336990358,0.00468384074941452,0.8768491570739627,0.8700699683034294,0.984251968503937,0.23629489603024575,0.38109756097560976,0.003780718336483932,250,4,1054,808,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_OOD,2116,0.005,0.9880515336990358,0.00468384074941452,0.8578537098002815,0.8535668468880542,0.9813664596273292,0.14933837429111532,0.25922887612797374,0.002835538752362949,158,3,1055,900,0.5
DAPT,XGBOOST,42,0.1,TEMPLATE_OOD,2116,0.005,0.9880515336990358,0.00468384074941452,0.8764508130267252,0.8675569341161589,0.9829059829059829,0.21739130434782608,0.3560371517027864,0.003780718336483932,230,4,1054,828,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9880515336990358,0.00468384074941452,0.8361195082406812,0.8335921112345939,0.9696969696969697,0.12098298676748583,0.21512605042016808,0.003780718336483932,128,4,1054,930,0.5
DAPT,XGBOOST,42,0.1,IID_BALANCED,2116,0.01,0.979153871536255,0.00936768149882904,0.8689512930357273,0.8616884230688141,0.9515669515669516,0.31568998109640833,0.4740951029098652,0.01606805293005671,334,17,1041,724,0.5
DAPT,XGBOOST,42,0.1,TEMPORAL,2116,0.01,0.979153871536255,0.00936768149882904,0.8768491570739627,0.8700699683034294,0.9540983606557377,0.27504725897920607,0.42699926632428464,0.013232514177693762,291,14,1044,767,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_OOD,2116,0.01,0.979153871536255,0.00936768149882904,0.8578537098002815,0.8535668468880542,0.9655172413793104,0.18525519848771266,0.31086439333862015,0.006616257088846881,196,7,1051,862,0.5
DAPT,XGBOOST,42,0.1,TEMPLATE_OOD,2116,0.01,0.979153871536255,0.00936768149882904,0.8764508130267252,0.8675569341161589,0.9615384615384616,0.2599243856332703,0.40922619047619047,0.010396975425330813,275,11,1047,783,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.01,0.979153871536255,0.00936768149882904,0.8361195082406812,0.8335921112345939,0.9470588235294117,0.15217391304347827,0.26221498371335505,0.008506616257088847,161,9,1049,897,0.5
DAPT,XGBOOST,42,0.1,IID_BALANCED,2116,0.02,0.9385442137718202,0.01990632318501171,0.8689512930357273,0.8616884230688141,0.9284294234592445,0.44139886578449905,0.598334401024984,0.034026465028355386,467,36,1022,591,0.5
DAPT,XGBOOST,42,0.1,TEMPORAL,2116,0.02,0.9385442137718202,0.01990632318501171,0.8768491570739627,0.8700699683034294,0.9380733944954128,0.38657844990548207,0.5475234270414994,0.02551984877126654,409,27,1031,649,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_OOD,2116,0.02,0.9385442137718202,0.01990632318501171,0.8578537098002815,0.8535668468880542,0.9359756097560976,0.29017013232514177,0.443001443001443,0.01984877126654064,307,21,1037,751,0.5
DAPT,XGBOOST,42,0.1,TEMPLATE_OOD,2116,0.02,0.9385442137718202,0.01990632318501171,0.8764508130267252,0.8675569341161589,0.9473684210526315,0.3742911153119093,0.5365853658536586,0.020793950850661626,396,22,1036,662,0.5
DAPT,XGBOOST,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9385442137718202,0.01990632318501171,0.8361195082406812,0.8335921112345939,0.9266666666666666,0.2627599243856333,0.40942562592047127,0.020793950850661626,278,22,1036,780,0.5
DAPT,MLP,42,0.1,IID_BALANCED,2116,0.005,0.9953033924102784,0.00468384074941452,0.8864140450923769,0.8869063146572518,0.9471698113207547,0.23724007561436672,0.3794406651549509,0.013232514177693762,251,14,1044,807,0.5
DAPT,MLP,42,0.1,TEMPORAL,2116,0.005,0.9953033924102784,0.00468384074941452,0.9000987506475151,0.8958832872952855,0.9650145772594753,0.31285444234404536,0.4725196288365453,0.011342155009451797,331,12,1046,727,0.5
DAPT,MLP,42,0.1,DOMAIN_OOD,2116,0.005,0.9953033924102784,0.00468384074941452,0.8848938921610082,0.8793019964908644,0.9751243781094527,0.18525519848771266,0.3113582208101668,0.004725897920604915,196,5,1053,862,0.5
DAPT,MLP,42,0.1,TEMPLATE_OOD,2116,0.005,0.9953033924102784,0.00468384074941452,0.9023956585680222,0.8928132403757848,0.98,0.277882797731569,0.4329896907216495,0.005671077504725898,294,6,1052,764,0.5
DAPT,MLP,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9953033924102784,0.00468384074941452,0.8630882551422496,0.8594116837775736,0.9720670391061452,0.16446124763705103,0.2813257881972514,0.004725897920604915,174,5,1053,884,0.5
DAPT,MLP,42,0.1,IID_BALANCED,2116,0.01,0.9883024096488954,0.00936768149882904,0.8864140450923769,0.8869063146572518,0.9429429429429429,0.29678638941398866,0.45147375988497485,0.017958412098298678,314,19,1039,744,0.5
DAPT,MLP,42,0.1,TEMPORAL,2116,0.01,0.9883024096488954,0.00936768149882904,0.9000987506475151,0.8958832872952855,0.9627039627039627,0.390359168241966,0.5554808338937458,0.015122873345935728,413,16,1042,645,0.5
DAPT,MLP,42,0.1,DOMAIN_OOD,2116,0.01,0.9883024096488954,0.00936768149882904,0.8848938921610082,0.8793019964908644,0.9725085910652921,0.2674858223062382,0.4195700518902891,0.007561436672967864,283,8,1050,775,0.5
DAPT,MLP,42,0.1,TEMPLATE_OOD,2116,0.01,0.9883024096488954,0.00936768149882904,0.9023956585680222,0.8928132403757848,0.9762532981530343,0.3497164461247637,0.5149617258176757,0.008506616257088847,370,9,1049,688,0.5
DAPT,MLP,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9883024096488954,0.00936768149882904,0.8630882551422496,0.8594116837775736,0.9609375,0.23251417769376181,0.3744292237442922,0.00945179584120983,246,10,1048,812,0.5
DAPT,MLP,42,0.1,IID_BALANCED,2116,0.02,0.9425010681152345,0.01990632318501171,0.8864140450923769,0.8869063146572518,0.9296875,0.4499054820415879,0.6063694267515923,0.034026465028355386,476,36,1022,582,0.5
DAPT,MLP,42,0.1,TEMPORAL,2116,0.02,0.9425010681152345,0.01990632318501171,0.9000987506475151,0.8958832872952855,0.9550359712230215,0.501890359168242,0.6579925650557621,0.023629489603024575,531,25,1033,527,0.5
DAPT,MLP,42,0.1,DOMAIN_OOD,2116,0.02,0.9425010681152345,0.01990632318501171,0.8848938921610082,0.8793019964908644,0.9490022172949002,0.4045368620037807,0.5672630881378397,0.021739130434782608,428,23,1035,630,0.5
DAPT,MLP,42,0.1,TEMPLATE_OOD,2116,0.02,0.9425010681152345,0.01990632318501171,0.9023956585680222,0.8928132403757848,0.9551656920077972,0.46313799621928164,0.6238064926798218,0.021739130434782608,490,23,1035,568,0.5
DAPT,MLP,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9425010681152345,0.01990632318501171,0.8630882551422496,0.8594116837775736,0.9485861182519281,0.3487712665406427,0.5100207325501037,0.01890359168241966,369,20,1038,689,0.5
CONTRASTIVE,LOGREG,42,0.1,IID_BALANCED,2116,0.005,0.9992507696151735,0.00468384074941452,0.8435109946396964,0.8497244864047799,0.9047619047619048,0.035916824196597356,0.06909090909090909,0.003780718336483932,38,4,1054,1020,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPORAL,2116,0.005,0.9992507696151735,0.00468384074941452,0.8490202622562737,0.8467308221454326,0.9411764705882353,0.030245746691871456,0.05860805860805861,0.001890359168241966,32,2,1056,1026,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_OOD,2116,0.005,0.9992507696151735,0.00468384074941452,0.8386655506945145,0.8307217312688278,1.0,0.034026465028355386,0.06581352833638025,0.0,36,0,1058,1022,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.005,0.9992507696151735,0.00468384074941452,0.8587066703786386,0.8544655715209709,1.0,0.03969754253308128,0.07636363636363637,0.0,42,0,1058,1016,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9992507696151735,0.00468384074941452,0.8244574958542779,0.8130152479443684,1.0,0.024574669187145556,0.04797047970479705,0.0,26,0,1058,1032,0.5
CONTRASTIVE,LOGREG,42,0.1,IID_BALANCED,2116,0.01,0.9915851354599,0.00936768149882904,0.8435109946396964,0.8497244864047799,0.9504132231404959,0.21739130434782608,0.35384615384615387,0.011342155009451797,230,12,1046,828,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPORAL,2116,0.01,0.9915851354599,0.00936768149882904,0.8490202622562737,0.8467308221454326,0.9521531100478469,0.1880907372400756,0.31412786108918705,0.00945179584120983,199,10,1048,859,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_OOD,2116,0.01,0.9915851354599,0.00936768149882904,0.8386655506945145,0.8307217312688278,0.9545454545454546,0.1389413988657845,0.24257425742574257,0.006616257088846881,147,7,1051,911,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.01,0.9915851354599,0.00936768149882904,0.8587066703786386,0.8544655715209709,0.9605911330049262,0.1843100189035917,0.30927835051546393,0.007561436672967864,195,8,1050,863,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9915851354599,0.00936768149882904,0.8244574958542779,0.8130152479443684,0.9645390070921985,0.1285444234404537,0.2268557130942452,0.004725897920604915,136,5,1053,922,0.5
CONTRASTIVE,LOGREG,42,0.1,IID_BALANCED,2116,0.02,0.9833229184150697,0.01990632318501171,0.8435109946396964,0.8497244864047799,0.93125,0.28166351606805295,0.432510885341074,0.020793950850661626,298,22,1036,760,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPORAL,2116,0.02,0.9833229184150697,0.01990632318501171,0.8490202622562737,0.8467308221454326,0.9370860927152318,0.2674858223062382,0.4161764705882353,0.017958412098298678,283,19,1039,775,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_OOD,2116,0.02,0.9833229184150697,0.01990632318501171,0.8386655506945145,0.8307217312688278,0.9330543933054394,0.2107750472589792,0.3438704703161141,0.015122873345935728,223,16,1042,835,0.5
CONTRASTIVE,LOGREG,42,0.1,TEMPLATE_OOD,2116,0.02,0.9833229184150697,0.01990632318501171,0.8587066703786386,0.8544655715209709,0.9522184300341296,0.2637051039697543,0.41302738712065135,0.013232514177693762,279,14,1044,779,0.5
CONTRASTIVE,LOGREG,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9833229184150697,0.01990632318501171,0.8244574958542779,0.8130152479443684,0.9357798165137615,0.19281663516068054,0.31974921630094044,0.013232514177693762,204,14,1044,854,0.5
CONTRASTIVE,XGBOOST,42,0.1,IID_BALANCED,2116,0.005,0.9926748871803285,0.00468384074941452,0.8107757450371089,0.8093855081992989,0.9541284403669725,0.09829867674858223,0.17823479005998286,0.004725897920604915,104,5,1053,954,0.5
CONTRASTIVE,XGBOOST,42,0.1,TEMPORAL,2116,0.005,0.9926748871803285,0.00468384074941452,0.8319518472386367,0.8201925379054534,0.968421052631579,0.08695652173913043,0.1595836947094536,0.002835538752362949,92,3,1055,966,0.5
CONTRASTIVE,XGBOOST,42,0.1,DOMAIN_OOD,2116,0.005,0.9926748871803285,0.00468384074941452,0.8088974784526558,0.8020518794601219,0.9393939393939394,0.05860113421550094,0.1103202846975089,0.003780718336483932,62,4,1054,996,0.5
CONTRASTIVE,XGBOOST,42,0.1,TEMPLATE_OOD,2116,0.005,0.9926748871803285,0.00468384074941452,0.823850414089834,0.8223660936031533,0.9494949494949495,0.0888468809073724,0.16248919619706137,0.004725897920604915,94,5,1053,964,0.5
CONTRASTIVE,XGBOOST,42,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9926748871803285,0.00468384074941452,0.7884629683160411,0.7835243942095691,0.9473684210526315,0.05103969754253308,0.0968609865470852,0.002835538752362949,54,3,1055,1004,0.5
CONTRASTIVE,XGBOOST,42,0.1,IID_BALANCED,2116,0.01,0.9845676422119142,0.00936768149882904,0.8107757450371089,0.8093855081992989,0.923469387755102,0.17107750472589792,0.2886762360446571,0.014177693761814745,181,15,1043,877,0.5
CONTRASTIVE,XGBOOST,42,0.1,TEMPORAL,2116,0.01,0.9845676422119142,0.00936768149882904,0.8319518472386367,0.8201925379054534,0.9545454545454546,0.1389413988657845,0.24257425742574257,0.006616257088846881,147,7,1051,911,0.5
CONTRASTIVE,XGBOOST,42,0.1,DOMAIN_OOD,2116,0.01,0.9845676422119142,0.00936768149882904,0.8088974784526558,0.8020518794601219,0.9212598425196851,0.11058601134215501,0.19746835443037974,0.00945179584120983,117,10,1048,941,0.5
CONTRASTIVE,XGBOOST,42,0.1,TEMPLATE_OOD,2116,0.01,0.9845676422119142,0.00936768149882904,0.823850414089834,0.8223660936031533,0.9447852760736196,0.14555765595463138,0.25225225225225223,0.008506616257088847,154,9,1049,904,0.5
