representation,classifier,seed,label_budget,n_train,scenario,n_test,threshold,target_fpr,calibration_fpr,calibration_recall,fit_seconds,predict_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,iid_ap,iid_recall,iid_f1,iid_fpr,drop_ap,drop_recall,drop_f1,fpr_increase,ap_retention
CONTRASTIVE,MLP,42,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9996737837791443,0.005,0.00468384074941452,0.10375275938189846,0.4533132099999193,0.040356353999982275,0.829448874281036,0.8266289744672879,0.9473684210526315,0.06796116504854369,0.1268243583291394,0.0037756202804746495,126,7,1847,1728,0.7718509251397644,0.12287334593572778,0.21739130434782608,0.004014049172102358,-0.05759794914127159,0.054912180887184095,0.09056694601868667,-0.00023842889162770846,1.074623152302165
BASE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.05400793800004067,0.9364627804978285,0.9299934999999998,0.9941927990708479,0.214,0.3521909072207365,0.00125,856,5,3995,3144,0.8692856163366288,0.19281663516068054,0.32252964426877473,0.0015052684395383843,-0.06717716416119968,-0.021183364839319457,-0.029661262951961753,-0.0002552684395383843,1.0772785870359847
BASE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.023402653000061946,0.9163930765037394,0.9099695488439928,0.9914529914529915,0.18040435458786935,0.30526315789473685,0.0015552099533437014,348,3,1926,1581,0.8692856163366288,0.19281663516068054,0.32252964426877473,0.0015052684395383843,-0.04710746016711054,0.012412280572811185,0.01726648637403788,4.994151380531705e-05,1.0541910038332767
BASE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.04274984900007439,0.9314459231083095,0.9244958632472071,0.9931787175989086,0.21311475409836064,0.35092793444203424,0.0014637002341920376,728,5,3411,2688,0.8692856163366288,0.19281663516068054,0.32252964426877473,0.0015052684395383843,-0.06216030677168072,-0.020298118937680104,-0.02839829017325951,-4.156820534634677e-05,1.071507345345985
BASE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9976651294435303,0.005,0.00468384074941452,0.152317880794702,0.3258866209999951,0.020904214999973192,0.9084288200381455,0.9020168643208829,0.9911504424778761,0.18122977346278318,0.3064295485636115,0.0016181229773462784,336,3,1851,1518,0.8692856163366288,0.19281663516068054,0.32252964426877473,0.0015052684395383843,-0.03914320370151669,0.011586861697897355,0.016100095705163242,0.00011285453780789404,1.0450291629884263
BASE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.06150288599997111,0.9256401476110678,0.92030809375,0.9951124144672532,0.2545,0.40533545689826794,0.00125,1018,5,3995,2982,0.8545625272379214,0.2948960302457467,0.45348837209302323,0.0030105368790767687,-0.07107762037314647,0.04039603024574667,0.048152915194755286,-0.0017605368790767687,1.0831742770220458
BASE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.03417436100005489,0.8937490233996681,0.8905103437452047,0.992619926199262,0.1394504924831519,0.24454545454545454,0.0010368066355624676,269,2,1927,1660,0.8545625272379214,0.2948960302457467,0.45348837209302323,0.0030105368790767687,-0.03918649616174674,0.1554455377625948,0.2089429175475687,-0.001973730243514301,1.0458556219266992
BASE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.054059834999975465,0.9188520663073494,0.9129441576079504,0.994343891402715,0.25731850117096017,0.4088372093023256,0.0014637002341920376,879,5,3411,2537,0.8545625272379214,0.2948960302457467,0.45348837209302323,0.0030105368790767687,-0.06428953906942803,0.03757752907478651,0.04465116279069764,-0.0015468366448847311,1.0752309363215606
BASE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9927963018417358,0.005,0.00468384074941452,0.2980132450331126,3.9780903110000736,0.042732870000008916,0.8842646063958204,0.8807716543954645,0.9922178988326849,0.13754045307443366,0.24159166271909047,0.0010787486515641855,255,2,1852,1599,0.8545625272379214,0.2948960302457467,0.45348837209302323,0.0030105368790767687,-0.02970207915789902,0.15735557717131302,0.21189670937393276,-0.0019317882275125832,1.0347570578058234
BASE,MLP,42,0.25,1000,TEMPORAL,8000,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.06040305100009391,0.932125377759016,0.9282448750000002,0.9862490450725745,0.32275,0.48634394424562066,0.0045,1291,18,3982,2709,0.8740764355475602,0.3771266540642722,0.5443383356070941,0.004515805318615153,-0.058048942211455845,0.05437665406427222,0.05799439136147344,-1.580531861515317e-05,1.0664117459877425
BASE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.02814908099992408,0.8971163480498583,0.8974511433762755,0.972636815920398,0.20269569725246242,0.3354783354783355,0.005702436495593572,391,11,1918,1538,0.8740764355475602,0.3771266540642722,0.5443383356070941,0.004515805318615153,-0.023039912502298088,0.17443095681180978,0.2088600001287586,0.0011866311769784194,1.026359150716453
BASE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.04820106899990151,0.9256942404195135,0.9213884139385397,0.9836214740673339,0.3164519906323185,0.4788482834994463,0.005269320843091335,1081,18,3398,2335,0.8740764355475602,0.3771266540642722,0.5443383356070941,0.004515805318615153,-0.05161780487195333,0.06067466343195371,0.0654900521076478,0.0007535155244761818,1.0590541087400642
BASE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.990768313407898,0.005,0.00468384074941452,0.3841059602649007,0.6168722169999228,0.026007162000041717,0.8880807092531171,0.8888557234772712,0.9693593314763231,0.18770226537216828,0.3145051965657479,0.005933117583603021,348,11,1843,1506,0.8740764355475602,0.3771266540642722,0.5443383356070941,0.004515805318615153,-0.014004273705556902,0.18942438869210393,0.22983313904134622,0.001417312264987868,1.016021795275586
DAPT,LOGREG,42,0.25,1000,TEMPORAL,8000,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.05548265699997046,0.935913994398004,0.9278168750000001,0.9935275080906149,0.307,0.4690603514132926,0.002,1228,8,3992,2772,0.8644483335481177,0.2391304347826087,0.38479087452471483,0.002007024586051179,-0.07146566084988637,-0.06786956521739129,-0.08426947688857778,-7.024586051178946e-06,1.0826719863714196
DAPT,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.023834942000007686,0.9152257751992586,0.909447920622213,0.9900398406374502,0.2576464489372732,0.4088852324146442,0.002592016588906169,497,5,1924,1432,0.8644483335481177,0.2391304347826087,0.38479087452471483,0.002007024586051179,-0.05077744165114095,-0.018516014154664473,-0.024094357889929363,0.00058499200285499,1.0587397067939568
DAPT,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.04302720099997259,0.9326864021861703,0.9250019881642525,0.9922928709055877,0.3015222482435597,0.4625056129321958,0.00234192037470726,1030,8,3408,2386,0.8644483335481177,0.2391304347826087,0.38479087452471483,0.002007024586051179,-0.0682380686380526,-0.06239181346095102,-0.07771473840748094,0.00033489578865608096,1.078938284672226
DAPT,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.995419042603774,0.005,0.00468384074941452,0.26490066225165565,0.3726662999999917,0.021051413000009234,0.9056939559715602,0.8993205745412992,0.9892933618843683,0.24919093851132687,0.3981042654028436,0.002696871628910464,462,5,1849,1392,0.8644483335481177,0.2391304347826087,0.38479087452471483,0.002007024586051179,-0.04124562242344254,-0.010060503728718168,-0.013313390878128772,0.0006898470428592851,1.0477132303027878
DAPT,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.020969943999944007,0.9276769982674257,0.9232642812500002,0.9941520467836257,0.2125,0.35015447991761073,0.00125,850,5,3995,3150,0.8459863347139167,0.20793950850661624,0.34294621979734996,0.002508780732563974,-0.08169066355350896,-0.00456049149338375,-0.007208260120260768,-0.0012587807325639738,1.0965626277889393
DAPT,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.010450570999978481,0.8973448272398755,0.8980766403810116,0.9835390946502057,0.12389839294971487,0.22007366482504603,0.002073613271124935,239,4,1925,1690,0.8459863347139167,0.20793950850661624,0.34294621979734996,0.002508780732563974,-0.05135849252595881,0.08404111555690137,0.12287255497230393,-0.00043516746143903865,1.0607084185861306
DAPT,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.016892204999976457,0.9214239201167851,0.9171061909378103,0.9929478138222849,0.20608899297423888,0.3413333333333333,0.0014637002341920376,704,5,3411,2712,0.8459863347139167,0.20793950850661624,0.34294621979734996,0.002508780732563974,-0.07543758540286838,0.0018505155323773614,0.0016128864640166385,-0.0010450804983719363,1.0891711630642105
DAPT,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.996089518070221,0.005,0.00468384074941452,0.2097130242825607,3.802845314000024,0.00956677400006356,0.8846748125109842,0.8859070565522634,0.9800995024875622,0.10625674217907227,0.19172749391727495,0.002157497303128371,197,4,1850,1657,0.8459863347139167,0.20793950850661624,0.34294621979734996,0.002508780732563974,-0.03868847779706752,0.10168276632754397,0.151218725880075,-0.00035128342943560294,1.0457317999234002
DAPT,MLP,42,0.25,1000,TEMPORAL,8000,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.06606955300003392,0.9337253208821631,0.9292800625,0.985239852398524,0.4005,0.5694987557767508,0.006,1602,24,3976,2398,0.8516855034330265,0.32514177693761814,0.48450704225352115,0.009031610637230306,-0.08203981744913658,-0.07535822306238188,-0.08499171352322965,-0.0030316106372303055,1.0963264222749423
DAPT,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.029298073000063596,0.9015195446682549,0.9004426449480132,0.9716814159292035,0.2846034214618974,0.44025661587810744,0.00829445308449974,549,16,1913,1380,0.8516855034330265,0.32514177693761814,0.48450704225352115,0.009031610637230306,-0.04983404123522839,0.040538355475720766,0.04425042637541371,-0.0007371575527305649,1.058512257205687
DAPT,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.9433161616325378,0.005,0.00468384074941452,0.34216335540838855,0.4756644099999221,0.04632067400007145,0.9266647436538664,0.9218266670414471,0.9828741623231572,0.3864168618266979,0.5547383904181551,0.006733021077283372,1320,23,3393,2096,0.8516855034330265,0.32514177693761814,0.48450704225352115,0.009031610637230306,-0.0749792402208399,-0.061275084889079734,-0.07023134816463394,-0.0022985895599469336,1.088036299688804
