model,seed,target_fpr,comparison,iid_n,ood_n,iid_prevalence,ood_prevalence,iid_ap,ood_ap,ap_delta_ood_minus_iid,iid_empirical_fpr,ood_empirical_fpr,empirical_fpr_delta,iid_recall,ood_recall,recall_delta
B0_STRUCT_XGB,62,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9031747367208288,0.9476725661556972,0.04449782943486835,0.012287334593572778,0.00925,-0.0030373345935727786,0.4943289224952741,0.588,0.09367107750472586
B0_STRUCT_XGB,62,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9031747367208288,0.9214283360207876,0.018253599299958734,0.012287334593572778,0.012960082944530845,0.0006727483509580672,0.4943289224952741,0.49144634525660963,-0.0028825772386644744
B0_STRUCT_XGB,62,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9031747367208288,0.9435579486497017,0.04038321192887284,0.012287334593572778,0.01053864168618267,-0.0017486929073901088,0.4943289224952741,0.5708430913348946,0.07651416883962053
B0_STRUCT_XGB,62,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9031747367208288,0.9146627578990499,0.01148802117822112,0.012287334593572778,0.012944983818770227,0.000657649225197449,0.4943289224952741,0.45846817691477887,-0.035860745580495235
B0_STRUCT_XGB,62,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9031747367208288,0.9476725661556972,0.04449782943486835,0.013232514177693762,0.012,-0.0012325141776937613,0.5264650283553876,0.6235,0.0970349716446125
B0_STRUCT_XGB,62,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9031747367208288,0.9214283360207876,0.018253599299958734,0.013232514177693762,0.017107309486780714,0.0038747953090869525,0.5264650283553876,0.5282529808190772,0.0017879524636896793
B0_STRUCT_XGB,62,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9031747367208288,0.9435579486497017,0.04038321192887284,0.013232514177693762,0.01288056206088993,-0.00035195211680383136,0.5264650283553876,0.607728337236534,0.08126330888114641
B0_STRUCT_XGB,62,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9031747367208288,0.9146627578990499,0.01148802117822112,0.013232514177693762,0.016720604099244876,0.0034880899215511147,0.5264650283553876,0.5016181229773463,-0.02484690537804124
B0_STRUCT_XGB,62,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9031747367208288,0.9476725661556972,0.04449782943486835,0.02551984877126654,0.01625,-0.009269848771266541,0.5775047258979206,0.671,0.09349527410207947
B0_STRUCT_XGB,62,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9031747367208288,0.9214283360207876,0.018253599299958734,0.02551984877126654,0.02280974598237429,-0.0027101027888922526,0.5775047258979206,0.5940902021772939,0.016585476279373346
B0_STRUCT_XGB,62,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9031747367208288,0.9435579486497017,0.04038321192887284,0.02551984877126654,0.01756440281030445,-0.007955445960962093,0.5775047258979206,0.6583723653395784,0.08086763944165787
B0_STRUCT_XGB,62,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9031747367208288,0.9146627578990499,0.01148802117822112,0.02551984877126654,0.022114347357065803,-0.003405501414200738,0.5775047258979206,0.5636461704422869,-0.013858555455633637
B0_STRUCT_XGB,72,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9093319773659166,0.9529344252779909,0.04360244791207424,0.006616257088846881,0.00325,-0.003366257088846881,0.44801512287334594,0.4765,0.02848487712665404
B0_STRUCT_XGB,72,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9093319773659166,0.9306396960432652,0.021307718677348597,0.006616257088846881,0.0036288232244686366,-0.002987433864378244,0.44801512287334594,0.38413685847589424,-0.0638782643974517
B0_STRUCT_XGB,72,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9093319773659166,0.9489156556517959,0.039583678285879276,0.006616257088846881,0.0038056206088992973,-0.0028106364799475834,0.44801512287334594,0.46252927400468385,0.014514151131337916
B0_STRUCT_XGB,72,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9093319773659166,0.9249910771619769,0.015659099796060283,0.006616257088846881,0.0037756202804746495,-0.0028406368083722312,0.44801512287334594,0.35382955771305286,-0.09418556516029308
B0_STRUCT_XGB,72,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9093319773659166,0.9529344252779909,0.04360244791207424,0.008506616257088847,0.00425,-0.004256616257088846,0.4877126654064272,0.53925,0.05153733459357279
B0_STRUCT_XGB,72,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9093319773659166,0.9306396960432652,0.021307718677348597,0.008506616257088847,0.004665629860031105,-0.003840986397057742,0.4877126654064272,0.4603421461897356,-0.02737051921669159
B0_STRUCT_XGB,72,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9093319773659166,0.9489156556517959,0.039583678285879276,0.008506616257088847,0.004976580796252928,-0.003530035460835919,0.4877126654064272,0.5228337236533958,0.03512105824696854
B0_STRUCT_XGB,72,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9093319773659166,0.9249910771619769,0.015659099796060283,0.008506616257088847,0.0048543689320388345,-0.003652247325050012,0.4877126654064272,0.4223300970873786,-0.0653825683190486
B0_STRUCT_XGB,72,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9093319773659166,0.9529344252779909,0.04360244791207424,0.021739130434782608,0.0185,-0.003239130434782609,0.5964083175803403,0.7,0.10359168241965966
B0_STRUCT_XGB,72,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9093319773659166,0.9306396960432652,0.021307718677348597,0.021739130434782608,0.026438569206842923,0.004699438772060315,0.5964083175803403,0.6220839813374806,0.025675663757140255
B0_STRUCT_XGB,72,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9093319773659166,0.9489156556517959,0.039583678285879276,0.021739130434782608,0.01990632318501171,-0.0018328072497708972,0.5964083175803403,0.6879391100702577,0.09153079248991736
B0_STRUCT_XGB,72,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9093319773659166,0.9249910771619769,0.015659099796060283,0.021739130434782608,0.025889967637540454,0.004150837202757846,0.5964083175803403,0.6057173678532902,0.009309050272949926
B0_STRUCT_XGB,82,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9105762623384108,0.9507686587736568,0.04019239643524597,0.003780718336483932,0.0035,-0.000280718336483932,0.4158790170132325,0.43925,0.023370982986767486
B0_STRUCT_XGB,82,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9105762623384108,0.9316498038477534,0.021073541509342597,0.003780718336483932,0.0036288232244686366,-0.00015189511201529546,0.4158790170132325,0.35044064282011406,-0.06543837419311843
B0_STRUCT_XGB,82,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9105762623384108,0.9478682840255653,0.03729202168715451,0.003780718336483932,0.0038056206088992973,2.4902272415365263e-05,0.4158790170132325,0.41451990632318503,-0.0013591106900474603
B0_STRUCT_XGB,82,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9105762623384108,0.9257598950238283,0.015183632685417447,0.003780718336483932,0.0037756202804746495,-5.098056009282537e-06,0.4158790170132325,0.319848975188781,-0.09603004182445146
B0_STRUCT_XGB,82,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9105762623384108,0.9507686587736568,0.04019239643524597,0.007561436672967864,0.007,-0.000561436672967864,0.5141776937618148,0.5665,0.052322306238185234
B0_STRUCT_XGB,82,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9105762623384108,0.9316498038477534,0.021073541509342597,0.007561436672967864,0.006220839813374806,-0.0013405968595930585,0.5141776937618148,0.4909279419388284,-0.023249751822986386
B0_STRUCT_XGB,82,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9105762623384108,0.9478682840255653,0.03729202168715451,0.007561436672967864,0.007318501170960188,-0.00024293550200767643,0.5141776937618148,0.5436182669789227,0.029440573217107913
B0_STRUCT_XGB,82,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9105762623384108,0.9257598950238283,0.015183632685417447,0.007561436672967864,0.005933117583603021,-0.0016283190893648433,0.5141776937618148,0.45415318230852214,-0.06002451145329263
B0_STRUCT_XGB,82,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9105762623384108,0.9507686587736568,0.04019239643524597,0.013232514177693762,0.015,0.001767485822306238,0.5869565217391305,0.66225,0.07529347826086952
B0_STRUCT_XGB,82,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9105762623384108,0.9316498038477534,0.021073541509342597,0.013232514177693762,0.018144116122343183,0.004911601944649421,0.5869565217391305,0.5977190254017626,0.010762503662632095
B0_STRUCT_XGB,82,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9105762623384108,0.9478682840255653,0.03729202168715451,0.013232514177693762,0.014929742388758781,0.00169722821106502,0.5869565217391305,0.6411007025761124,0.054144180836981914
B0_STRUCT_XGB,82,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9105762623384108,0.9257598950238283,0.015183632685417447,0.013232514177693762,0.016720604099244876,0.0034880899215511147,0.5869565217391305,0.5711974110032363,-0.0157591107358942
BASE_EMB_MLP,42,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9201195641823804,0.932125377759016,0.01200581357663566,0.006616257088846881,0.0045,-0.002116257088846881,0.3771266540642722,0.32275,-0.05437665406427222
BASE_EMB_MLP,42,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9201195641823804,0.8971163480498583,-0.023003216132522097,0.006616257088846881,0.005702436495593572,-0.0009138205932533085,0.3771266540642722,0.20269569725246242,-0.17443095681180978
BASE_EMB_MLP,42,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9201195641823804,0.9256942404195135,0.005574676237133147,0.006616257088846881,0.005269320843091335,-0.001346936245755546,0.3771266540642722,0.3164519906323185,-0.06067466343195371
BASE_EMB_MLP,42,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9201195641823804,0.8880807092531171,-0.03203885492926328,0.006616257088846881,0.005933117583603021,-0.0006831395052438599,0.3771266540642722,0.18770226537216828,-0.18942438869210393
BASE_EMB_MLP,42,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9201195641823804,0.932125377759016,0.01200581357663566,0.00945179584120983,0.00675,-0.00270179584120983,0.43005671077504726,0.375,-0.05505671077504726
BASE_EMB_MLP,42,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9201195641823804,0.8971163480498583,-0.023003216132522097,0.00945179584120983,0.00933125972006221,-0.00012053612114762066,0.43005671077504726,0.2643856920684292,-0.16567101870661805
BASE_EMB_MLP,42,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9201195641823804,0.9256942404195135,0.005574676237133147,0.00945179584120983,0.007903981264637002,-0.0015478145765728275,0.43005671077504726,0.36416861826697894,-0.06588809250806832
BASE_EMB_MLP,42,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9201195641823804,0.8880807092531171,-0.03203885492926328,0.00945179584120983,0.009708737864077669,0.00025694202286783915,0.43005671077504726,0.24002157497303128,-0.19003513580201598
BASE_EMB_MLP,42,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9201195641823804,0.932125377759016,0.01200581357663566,0.020793950850661626,0.0165,-0.004293950850661626,0.5283553875236295,0.515,-0.013355387523629525
BASE_EMB_MLP,42,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9201195641823804,0.8971163480498583,-0.023003216132522097,0.020793950850661626,0.023846552617936754,0.0030526017672751274,0.5283553875236295,0.4250907205806117,-0.10326466694301784
BASE_EMB_MLP,42,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9201195641823804,0.9256942404195135,0.005574676237133147,0.020793950850661626,0.018442622950819672,-0.0023513278998419547,0.5283553875236295,0.5011709601873536,-0.027184427336275907
BASE_EMB_MLP,42,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9201195641823804,0.8880807092531171,-0.03203885492926328,0.020793950850661626,0.024271844660194174,0.003477893809532548,0.5283553875236295,0.40507011866235165,-0.12328526886127789
BASE_EMB_MLP,52,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9145822263971042,0.9317732443237148,0.017191017926610597,0.005671077504725898,0.00525,-0.00042107750472589797,0.32892249527410206,0.27275,-0.05617249527410206
BASE_EMB_MLP,52,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9145822263971042,0.9098049013512496,-0.004777325045854597,0.005671077504725898,0.004665629860031105,-0.0010054476446947937,0.32892249527410206,0.2011404872991187,-0.12778200797498335
BASE_EMB_MLP,52,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9145822263971042,0.9281080017633704,0.013525775366266202,0.005671077504725898,0.00468384074941452,-0.0009872367553113784,0.32892249527410206,0.2538056206088993,-0.07511687466520278
BASE_EMB_MLP,52,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9145822263971042,0.9018134782599003,-0.012768748137203856,0.005671077504725898,0.0048543689320388345,-0.0008167085726870638,0.32892249527410206,0.1871628910463862,-0.14175960422771586
BASE_EMB_MLP,52,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9145822263971042,0.9317732443237148,0.017191017926610597,0.024574669187145556,0.01925,-0.005324669187145557,0.505671077504726,0.5615,0.05582892249527405
BASE_EMB_MLP,52,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9145822263971042,0.9098049013512496,-0.004777325045854597,0.024574669187145556,0.02280974598237429,-0.0017649232047712675,0.505671077504726,0.4924831518921721,-0.01318792561255383
BASE_EMB_MLP,52,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9145822263971042,0.9281080017633704,0.013525775366266202,0.024574669187145556,0.018149882903981264,-0.006424786283164292,0.505671077504726,0.5386416861826698,0.03297060867794388
BASE_EMB_MLP,52,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9145822263971042,0.9018134782599003,-0.012768748137203856,0.024574669187145556,0.022114347357065803,-0.002460321830079753,0.505671077504726,0.4633225458468177,-0.04234853165790825
BASE_EMB_MLP,52,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9145822263971042,0.9317732443237148,0.017191017926610597,0.036862003780718335,0.02675,-0.010112003780718335,0.556710775047259,0.628,0.07128922495274104
BASE_EMB_MLP,52,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9145822263971042,0.9098049013512496,-0.004777325045854597,0.036862003780718335,0.030585795749092794,-0.006276208031625541,0.556710775047259,0.5624675997926387,0.005756824745379752
BASE_EMB_MLP,52,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9145822263971042,0.9281080017633704,0.013525775366266202,0.036862003780718335,0.024882903981264637,-0.011979099799453698,0.556710775047259,0.6083138173302107,0.05160304228295176
BASE_EMB_MLP,52,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9145822263971042,0.9018134782599003,-0.012768748137203856,0.036862003780718335,0.030204962243797196,-0.0066570415369211385,0.556710775047259,0.5323624595469255,-0.02434831550033345
BASE_EMB_MLP,62,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9085741599882311,0.9157362715187515,0.007162111530520376,0.001890359168241966,0.005,0.0031096408317580343,0.3553875236294896,0.378,0.022612476370510393
BASE_EMB_MLP,62,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9085741599882311,0.8817100173567283,-0.02686414263150283,0.001890359168241966,0.007776049766718507,0.005885690598476542,0.3553875236294896,0.2846034214618974,-0.07078410216759223
BASE_EMB_MLP,62,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9085741599882311,0.9105415885372715,0.0019674285490404175,0.001890359168241966,0.0055620608899297425,0.0036717017216877767,0.3553875236294896,0.3638758782201405,0.008488354590650893
BASE_EMB_MLP,62,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9085741599882311,0.8721632965405901,-0.036410863447640995,0.001890359168241966,0.007551240560949299,0.005660881392707333,0.3553875236294896,0.2626752966558792,-0.09271222697361042
BASE_EMB_MLP,62,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9085741599882311,0.9157362715187515,0.007162111530520376,0.003780718336483932,0.0115,0.007719281663516068,0.42533081285444235,0.4415,0.01616918714555765
BASE_EMB_MLP,62,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9085741599882311,0.8817100173567283,-0.02686414263150283,0.003780718336483932,0.017107309486780714,0.013326591150296782,0.42533081285444235,0.35303265940902023,-0.07229815344542212
BASE_EMB_MLP,62,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9085741599882311,0.9105415885372715,0.0019674285490404175,0.003780718336483932,0.012587822014051522,0.00880710367756759,0.42533081285444235,0.4244730679156909,-0.0008577449387514591
BASE_EMB_MLP,62,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9085741599882311,0.8721632965405901,-0.036410863447640995,0.003780718336483932,0.016720604099244876,0.012939885762760945,0.42533081285444235,0.3268608414239482,-0.09846997143049413
BASE_EMB_MLP,62,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9085741599882311,0.9157362715187515,0.007162111530520376,0.01984877126654064,0.0205,0.0006512287334593594,0.5,0.55625,0.05625000000000002
BASE_EMB_MLP,62,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9085741599882311,0.8817100173567283,-0.02686414263150283,0.01984877126654064,0.02695697252462416,0.007108201258083518,0.5,0.47433903576982894,-0.025660964230171057
BASE_EMB_MLP,62,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9085741599882311,0.9105415885372715,0.0019674285490404175,0.01984877126654064,0.021370023419203747,0.001521252152663105,0.5,0.5389344262295082,0.03893442622950816
BASE_EMB_MLP,62,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9085741599882311,0.8721632965405901,-0.036410863447640995,0.01984877126654064,0.026429341963322545,0.006580570696781904,0.5,0.4557713052858684,-0.0442286947141316
BASE_EMB_MLP,72,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9217646240426969,0.9404459686642013,0.018681344621504392,0.003780718336483932,0.00525,0.0014692816635160683,0.3790170132325142,0.37425,-0.004767013232514161
BASE_EMB_MLP,72,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9217646240426969,0.9119091733156228,-0.009855450727074055,0.003780718336483932,0.00933125972006221,0.005550541383578278,0.3790170132325142,0.2856402280974598,-0.09337678513505437
BASE_EMB_MLP,72,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9217646240426969,0.9353758454933137,0.013611221450616773,0.003780718336483932,0.006147540983606557,0.002366822647122625,0.3790170132325142,0.36885245901639346,-0.010164554216120725
BASE_EMB_MLP,72,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9217646240426969,0.9041990061073157,-0.01756561793538114,0.003780718336483932,0.009708737864077669,0.0059280195275937374,0.3790170132325142,0.2750809061488673,-0.10393610708364687
BASE_EMB_MLP,72,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9217646240426969,0.9404459686642013,0.018681344621504392,0.010396975425330813,0.0095,-0.0008969754253308135,0.4603024574669187,0.4985,0.038197542533081275
BASE_EMB_MLP,72,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9217646240426969,0.9119091733156228,-0.009855450727074055,0.010396975425330813,0.015552099533437015,0.005155124108106202,0.4603024574669187,0.4307931570762053,-0.029509300390713422
