filename,size,SHA256,possible_provenance_evidence
LOOP_statistics_n10.csv,6830,9c945deecf0c8518c8ac7bd7db98bcb74a16fd659d7f7d811874d42b48f5b322,basename_in_manifest:04_RESULTS/E04_PRODUCTIVE_AL/LOOP_statistics_n10.csv | basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/LOOP_statistics_n10.csv
LOOP_summary.csv,165122,984912c554df511be99071d4b603460f765bb8f044297149b1d83215f820aa9c,basename_in_manifest:04_RESULTS/E04_PRODUCTIVE_AL/LOOP_summary.csv | basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/LOOP_summary.csv
LOOP_T0_DAPT_same_AL_labels.csv,207467,7c88e27acea111f700bbe3151763f7084bdd17f869b909b3bf555d5d3f7c321b,basename_in_manifest:04_RESULTS/E04_PRODUCTIVE_AL/LOOP_T0_DAPT_same_AL_labels.csv | basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/LOOP_T0_DAPT_same_AL_labels.csv
LOOP_T0_DAPT_same_AL_labels_statistics.csv,3965,067f76367efc5df931024bc8c0de7cfe419c5cd041ac8dff9ee9713570c523b1,basename_in_manifest:04_RESULTS/E04_PRODUCTIVE_AL/LOOP_T0_DAPT_same_AL_labels_statistics.csv | basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/LOOP_T0_DAPT_same_AL_labels_statistics.csv
markdown(9).md eingefügt,1705569,250e295622012f4dbdd4d9c37deba1fe24ef853fa2628f750f8f83c4ba88e564,basename_in_manifest:06_LOGS_AUDITS/markdown(9).md eingefügt
MASTER_ap_equal_n_n10.csv,195418,7027981f0ac7aa621c9c241ea64b1ab8b769ac5f8f6bf04b78a6f32a094eee49,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/MASTER_ap_equal_n_n10.csv
MASTER_ap_n10.csv,194199,ef75aa0edad112089fe8816ff306007af77d04ce4e9e0c93672e7cb34aaba3f8,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/MASTER_ap_n10.csv
MASTER_summary_n10.csv,143969,d21d091376802b5cfe93c79dd96e1104aa934f79df0ce3490bc1102c8d7b0a8d,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/MASTER_summary_n10.csv
MASTER_threshold_results_n10.csv,2060046,298b4f1e226e6e19eb149817fa1752faeb6bc778aaca717de0f14a3aa258f15e,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/MASTER_threshold_results_n10.csv
N10_PROGRESS.json,101,4c0c0b8be9295bd793dd217fcf835d14f2f0980cb1abaac90d59a4c1be32fba1,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/N10_PROGRESS.json
N10_RUN_NOTES.txt,741,90f0d297396e1ab91fab27df3474e7d2572bd5f21a5d94988a8a8ae9c3633db9,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/N10_RUN_NOTES.txt
phase5.log,62364,4a54671443979d1c7112cbde5fcca37b68a42502df2b16b2719aea18745dd583,basename_in_manifest:06_LOGS_AUDITS/phase5.log
PRODUCTIVE_FINISH_ONLY_COMPLETE.json,1134,9273e67cc9044ab706bdea7469c9678a2aaab0c5d6ee4dd6aea53e3ce7c0bf1f,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/PRODUCTIVE_FINISH_ONLY_COMPLETE.json | basename_in_manifest:06_LOGS_AUDITS/PRODUCTIVE_FINISH_ONLY_COMPLETE.json
README_DO_NOT_USE_AS_FINAL_EVIDENCE.md,1074,1af8e025828a8a021d398df11da40b34da421562f164b86203a3d002e746e632,basename_in_manifest:99_LEGACY_PROVENANCE_ONLY/README_DO_NOT_USE_AS_FINAL_EVIDENCE.md
README_INTERACTION.md,892,045513b3c11e6abfdc5ed8d9b49446b81a98ac1b348566ea5574210a5dffaa0a,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/README_INTERACTION.md
README_PENDING.md,518,e7250146c452c1ef76cdee6884cfc24ff9ccf8a1063c17b139359c57dd567a56,basename_in_manifest:04_RESULTS/E07_REPLICATION10_PENDING/README_PENDING.md
REQUIRED_REPRO_ASSETS.md,3761,9c75542f9ed820a0e0614e3d1ed320aa994fb54128cd8fc1e030f7546af7b749,basename_in_manifest:05_REPRO_ASSETS_EXTERNAL/REQUIRED_REPRO_ASSETS.md
rescued_b0_false_negatives_seed42.csv,239006,843cb782395d6a52953a3540bf08de7741fc99b170622ed49d1fa123ad8def4c,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/rescued_b0_false_negatives_seed42.csv
results_long.csv,185169,fee1798044693cc7b38fb5a3e5454f180144f05613583fe2593d8dbf57851c86,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/results_long.csv
scenario_regression_audit.json,998,a6a49714769f83082bd915d239f1f9799d51ec459e159581f094a6f7e88eabda,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/scenario_regression_audit.json | basename_in_manifest:06_LOGS_AUDITS/scenario_regression_audit.json
scenario_summary.csv,205,6b1ea90b02ffb820063574d34faece0a62e070577dd3a9a2d3e515b01b7e466d,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/scenario_summary.csv
shift_degradation.csv,246963,e6427128248fa2325ee46e1d45b0dd47c8479bfafa064ef4db4c3dd74ecbb9d9,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/shift_degradation.csv
ssl_effects.csv,194256,728a49c082407d3df799525b969658fe1b833310fe7d406414d17b37751d6337,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/ssl_effects.csv
STATISTICS_original5_replication5_pooled10.csv,1685664,fd6f4da3cf9179280b8715924984223844dfe07e70723fe55a2f350c633686dc,basename_in_manifest:04_RESULTS/E03_FINAL_N10_PRIMARY/STATISTICS_original5_replication5_pooled10.csv
summary_metrics(2).csv,25285,2634e91dff7d0cbb1393dc32643b6cbab9622fd0cbed4f5fe8e2306b20f6ce12,basename_in_manifest:04_RESULTS/E01_CORE_FREEZE/summary_metrics(2).csv
system_25pct_results.csv,141068,fb7c723203782b1d4fd776c33b1150857829b95800dae6ec9ec1bf39fb7684c5,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/system_25pct_results.csv
system_25pct_summary.csv,27271,563cae84183e067074cb63a87e5b7cd2c3e024042a4105ef6509033a674bea44,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/system_25pct_summary.csv
system_ap_shift_corrected.csv,87332,c3273a92ef6780b87d97e66995b431460aabf060619e1278387ec8a6011f8996,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/system_ap_shift_corrected.csv
T0_acquisition_audit.csv,2974,cdf0271706660163b353a6d06d789de7e3755f99e4a951ad552b744ed9dc5738,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/audit/T0_acquisition_audit.csv
T0_ACTIVE_LEARNING_results_n10.csv,87738,d151f84e35b170d65219bcad9badfb6d3929fbaa0342e6b0856bb0b6e4b1de3e,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/T0_ACTIVE_LEARNING_results_n10.csv
T0_E2E_training_history_seed42.csv,249,6aa884bc8ef1af118cb61169d333a18e4a2dd83d5b6c74125ec4f0f1a2f3829b,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed42.csv
T0_E2E_training_history_seed52.csv,251,9ba377011780c411463be7e37b242d14074a5a09c7ec613cca0644aab6874b58,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed52.csv
T0_E2E_training_history_seed62.csv,253,70505d5e6d97b4cae3348d0ffbb34d82572fe156e70421f4cbc5ba1798f1c763,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed62.csv
T0_E2E_training_history_seed72.csv,252,66f53e4cd1a57478c012777804b1e99ed889ca59ece11713598760cf5b16d0ea,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed72.csv
T0_E2E_training_history_seed82.csv,252,d98745a305749f5428148ab95686ffb39078be3a0abe620dc2f42264aed167dc,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/T0_E2E_training_history_seed82.csv
TABLE01_primary_interaction_25pct_fpr005.csv,1033,96102f1cff4cd991d2f2a5a5ca69c9a6b71f2b96ca31484d6c7330c9640ed269,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE01_primary_interaction_25pct_fpr005.csv
TABLE01_SSL_refresh_primary.csv,22208,3f2d4712f7e130d8d686a5d98578aa796e901d957fc495fbe36d7e0e637ba925,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE01_SSL_refresh_primary.csv
TABLE02_SSL_refresh_statistics.csv,14905,d199aced031a5e6ebb117f8214195b2ef7d2b4074abf9aaf36c9bf35bbeb1789,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE02_SSL_refresh_statistics.csv
TABLE02_stress_mean_25pct.csv,595,58d349bf37fa5ba9b621cda2dc748dea9a2a69b3524603cddd8e2d5498633d9b,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE02_stress_mean_25pct.csv
TABLE03_stress_mean_interaction_25pct.csv,575,6045ce16661b87e3ca253e6abe05da7c67106b1b46c902ad919d3804da318710,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE03_stress_mean_interaction_25pct.csv
TABLE03_T0_DAPT_same_AL_labels.csv,203348,61c027bf9d2123d4cbfe215957cc3e03e80fef60edb87a24a4af04aaabb584f3,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE03_T0_DAPT_same_AL_labels.csv
TABLE04_core_25pct_stress_mean.csv,448,8b8084c7582f65d545195d6209e1ce6b95c05cc81a409f669d2eaf2b6d7c1694,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE04_core_25pct_stress_mean.csv
TABLE04_T0_DAPT_same_AL_labels_statistics.csv,3740,354ef75a75b3cf4515f0a66d13531a35bc64e80dcfa0ab1221688ca00303a01b,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE04_T0_DAPT_same_AL_labels_statistics.csv
TABLE05_DAPT_T0_gap_random_vs_uncertainty.csv,1657,7f14879bf7c9e705950b8a38f0524e9fc84831f82675b7990e4393dd0c0ebbbe,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE05_DAPT_T0_gap_random_vs_uncertainty.csv
TABLE05_productive_loop_summary.csv,159702,e9f55531acc07e4b2ce0b7d109619c72873888ec5c37bb305d46d1133d2ec96b,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE05_productive_loop_summary.csv
TABLE06_AL_gain_plot_data.csv,669,14a352218aef3aece047ecd7ded25a35cfea1625c325c0a9abe7dbd669772571,basename_in_manifest:04_RESULTS/E06_AL_SSL_ORIGINAL10/EXTRACTED/tables/TABLE06_AL_gain_plot_data.csv
TABLE06_SSL_refresh_summary.csv,1238,4d692000b260b82ea3c85aac9ef3778b3327acc5394d7132b988c6829f590c96,basename_in_manifest:04_RESULTS/E05_SSL_REFRESH_ABLATION/EXTRACTED/tables/TABLE06_SSL_refresh_summary.csv
TABLE_cascade_stress_all_fpr.csv,41683,5a0fc7097dc23303d992acaf356dc397c0e2a718253c62cdc3b8d647a9abfbf5,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_cascade_stress_all_fpr.csv
TABLE_error_complementarity_stress.csv,11932,a2a6820a6274a7f347398ada3b1cd1bfaf0224018d44d0497b8b8a9e78d33a64,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_error_complementarity_stress.csv
TABLE_freeze_25pct_primary_fpr.csv,14215,b7c99946e5301efdde920d4dab59bd7975bca6a58117107205ad3eed72dd73a5,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_freeze_25pct_primary_fpr.csv
TABLE_system_stress_all_fpr.csv,17984,7edfc3a879c6d1d614b9e23e724531466e196aa1e96ad9f7a69430e41db9458e,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/TABLE_system_stress_all_fpr.csv
testset_prevalence_audit.csv,619,f905501b66c3ca191a957762a7ebbb1595c467898a1ff515934684ce6f0100d1,basename_in_manifest:04_RESULTS/E02_HYBRID_5SEED_SUPPORT/EXTRACTED/testset_prevalence_audit.csv
