seed,scenario,target_fpr,stage1_model,stage1_threshold,stage1_calibration_empirical_fpr,stage1_empirical_fpr,stage1_fp,stage1_tn,stage1_tp,stage1_fn,stage1_recall,ranker,ranker_own_threshold,ranker_calibration_empirical_fpr,ranker_empirical_fpr_at_own_threshold,review_fraction_of_stage1_negatives,stage1_negative_n,review_n,review_fraction_of_all_cases,review_phishing_n,review_benign_n,review_precision,rescued_stage1_fn,capture_rate_of_stage1_fn,review_assisted_recall_upper_bound,potential_recall_gain_pp,self_rescued_stage1_fn,self_review_precision,self_review_assisted_recall_upper_bound,rescued_fn_lift_vs_self,review_precision_lift_vs_self,recall_upper_bound_lift_vs_self_pp
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.009031610637230306,0.1,2541,255,0.08357915437561456,195,60,0.7647058823529411,195,0.3500897666068223,0.6578449905482041,18.431001890359163,194,0.7607843137254902,0.6568998109640832,1,0.0039215686274509665,0.0945179584120881
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.006021073758153537,0.1,2541,255,0.08357915437561456,182,73,0.7137254901960784,182,0.3267504488330341,0.6455576559546313,17.202268431001883,194,0.7607843137254902,0.6568998109640832,-12,-0.04705882352941171,-1.1342155009451904
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,B0_SELF,0.9628620147705079,0.00468384074941452,0.004515805318615153,0.2,2541,509,0.1668305473615208,294,215,0.5776031434184676,294,0.5278276481149012,0.7514177693761814,27.788279773156894,294,0.5776031434184676,0.7514177693761814,0,0.0,0.0
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,T0_E2E,0.9969544410705568,0.00468384074941452,0.008028098344204716,0.2,2541,509,0.1668305473615208,340,169,0.6679764243614931,340,0.6104129263913824,0.7948960302457467,32.136105860113425,294,0.5776031434184676,0.7514177693761814,46,0.09037328094302544,4.34782608695653
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,DAPT_E2E,0.999014973640442,0.00468384074941452,0.006021073758153537,0.2,2541,509,0.1668305473615208,351,158,0.6895874263261297,351,0.63016157989228,0.8052930056710775,33.1758034026465,294,0.5776031434184676,0.7514177693761814,57,0.11198428290766205,5.3875236294896105
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.004515805318615153,0.2,2541,509,0.1668305473615208,311,198,0.6110019646365422,311,0.5583482944344704,0.7674858223062382,29.39508506616257,294,0.5776031434184676,0.7514177693761814,17,0.03339882121807458,1.6068052930056753
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.009031610637230306,0.2,2541,509,0.1668305473615208,302,207,0.593320235756385,302,0.5421903052064632,0.7589792060491494,28.544423440453688,294,0.5776031434184676,0.7514177693761814,8,0.015717092337917404,0.7561436672967936
42,IID_ORIGINAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.004515805318615153,9,1984,501,557,0.4735349716446125,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.006021073758153537,0.2,2541,509,0.1668305473615208,318,191,0.6247544204322201,318,0.5709156193895871,0.774102079395085,30.05671077504725,294,0.5776031434184676,0.7514177693761814,24,0.047151277013752435,2.2684310018903586
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,B0_SELF,0.9628620147705079,0.00468384074941452,0.006616257088846881,0.05,1608,81,0.03827977315689981,74,7,0.9135802469135802,74,0.13285457809694792,0.5434782608695652,6.994328922495269,74,0.9135802469135802,0.5434782608695652,0,0.0,0.0
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,T0_E2E,0.9969544410705568,0.00468384074941452,0.00945179584120983,0.05,1608,81,0.03827977315689981,81,0,1.0,81,0.14542190305206462,0.5500945179584121,7.655954631379963,74,0.9135802469135802,0.5434782608695652,7,0.0864197530864198,0.6616257088846944
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_E2E,0.999014973640442,0.00468384074941452,0.007561436672967864,0.05,1608,81,0.03827977315689981,81,0,1.0,81,0.14542190305206462,0.5500945179584121,7.655954631379963,74,0.9135802469135802,0.5434782608695652,7,0.0864197530864198,0.6616257088846944
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.006616257088846881,0.05,1608,81,0.03827977315689981,80,1,0.9876543209876543,80,0.1436265709156194,0.5491493383742911,7.561436672967864,74,0.9135802469135802,0.5434782608695652,6,0.07407407407407407,0.5671077504725952
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.010396975425330813,0.05,1608,81,0.03827977315689981,75,6,0.9259259259259259,75,0.13464991023339318,0.5444234404536862,7.088846880907368,74,0.9135802469135802,0.5434782608695652,1,0.012345679012345734,0.0945179584120992
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.007561436672967864,0.05,1608,81,0.03827977315689981,73,8,0.9012345679012346,73,0.1310592459605027,0.5425330812854442,6.899810964083169,74,0.9135802469135802,0.5434782608695652,-1,-0.012345679012345623,-0.0945179584120992
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,B0_SELF,0.9628620147705079,0.00468384074941452,0.006616257088846881,0.1,1608,161,0.07608695652173914,142,19,0.8819875776397516,142,0.25493716337522443,0.6077504725897921,13.42155009451796,142,0.8819875776397516,0.6077504725897921,0,0.0,0.0
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,T0_E2E,0.9969544410705568,0.00468384074941452,0.00945179584120983,0.1,1608,161,0.07608695652173914,158,3,0.9813664596273292,158,0.2836624775583483,0.6228733459357277,14.933837429111524,142,0.8819875776397516,0.6077504725897921,16,0.0993788819875776,1.512287334593565
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_E2E,0.999014973640442,0.00468384074941452,0.007561436672967864,0.1,1608,161,0.07608695652173914,159,2,0.9875776397515528,159,0.28545780969479356,0.6238185255198487,15.028355387523623,142,0.8819875776397516,0.6077504725897921,17,0.10559006211180122,1.6068052930056642
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.006616257088846881,0.1,1608,161,0.07608695652173914,147,14,0.9130434782608695,147,0.2639138240574506,0.6124763705103969,13.894139886578444,142,0.8819875776397516,0.6077504725897921,5,0.03105590062111796,0.4725897920604849
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.010396975425330813,0.1,1608,161,0.07608695652173914,143,18,0.8881987577639752,143,0.25673249551166966,0.6086956521739131,13.516068052930057,142,0.8819875776397516,0.6077504725897921,1,0.006211180124223614,0.0945179584120992
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.007561436672967864,0.1,1608,161,0.07608695652173914,134,27,0.8322981366459627,134,0.24057450628366248,0.6001890359168242,12.665406427221166,142,0.8819875776397516,0.6077504725897921,-8,-0.0496894409937888,-0.7561436672967936
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,B0_SELF,0.9628620147705079,0.00468384074941452,0.006616257088846881,0.2,1608,322,0.15217391304347827,256,66,0.7950310559006211,256,0.45960502692998206,0.7155009451795841,24.196597353497157,256,0.7950310559006211,0.7155009451795841,0,0.0,0.0
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,T0_E2E,0.9969544410705568,0.00468384074941452,0.00945179584120983,0.2,1608,322,0.15217391304347827,291,31,0.9037267080745341,291,0.5224416517055656,0.7485822306238186,27.504725897920608,256,0.7950310559006211,0.7155009451795841,35,0.10869565217391308,3.30812854442345
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_E2E,0.999014973640442,0.00468384074941452,0.007561436672967864,0.2,1608,322,0.15217391304347827,297,25,0.922360248447205,297,0.533213644524237,0.7542533081285444,28.07183364839319,256,0.7950310559006211,0.7155009451795841,41,0.12732919254658392,3.875236294896034
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.006616257088846881,0.2,1608,322,0.15217391304347827,260,62,0.8074534161490683,260,0.466786355475763,0.719281663516068,24.574669187145552,256,0.7950310559006211,0.7155009451795841,4,0.012422360248447228,0.3780718336483968
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.010396975425330813,0.2,1608,322,0.15217391304347827,250,72,0.7763975155279503,250,0.4488330341113106,0.7098298676748582,23.629489603024574,256,0.7950310559006211,0.7155009451795841,-6,-0.01863354037267073,-0.5671077504725841
42,IID_BALANCED,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.006616257088846881,7,1051,501,557,0.4735349716446125,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.007561436672967864,0.2,1608,322,0.15217391304347827,252,70,0.782608695652174,252,0.4524236983842011,0.7117202268431002,23.81852551984877,256,0.7950310559006211,0.7155009451795841,-4,-0.012422360248447117,-0.3780718336483857
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,B0_SELF,0.9628620147705079,0.00468384074941452,0.00275,0.05,5868,294,0.03675,272,22,0.9251700680272109,272,0.1447578499201703,0.59825,6.799999999999995,272,0.9251700680272109,0.59825,0,0.0,0.0
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,T0_E2E,0.9969544410705568,0.00468384074941452,0.0065,0.05,5868,294,0.03675,294,0,1.0,294,0.15646620542841938,0.60375,7.350000000000001,272,0.9251700680272109,0.59825,22,0.07482993197278909,0.550000000000006
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_E2E,0.999014973640442,0.00468384074941452,0.00375,0.05,5868,294,0.03675,292,2,0.9931972789115646,292,0.15540180947312401,0.60325,7.299999999999995,272,0.9251700680272109,0.59825,20,0.0680272108843537,0.5000000000000004
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.0045,0.05,5868,294,0.03675,270,24,0.9183673469387755,270,0.14369345396487493,0.59775,6.75,272,0.9251700680272109,0.59825,-2,-0.006802721088435382,-0.04999999999999449
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.006,0.05,5868,294,0.03675,283,11,0.9625850340136054,283,0.15061202767429482,0.601,7.0749999999999975,272,0.9251700680272109,0.59825,11,0.03741496598639449,0.275000000000003
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.00625,0.05,5868,294,0.03675,269,25,0.9149659863945578,269,0.14316125598722726,0.5975,6.725000000000003,272,0.9251700680272109,0.59825,-3,-0.010204081632653073,-0.07499999999999174
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,B0_SELF,0.9628620147705079,0.00468384074941452,0.00275,0.1,5868,587,0.073375,543,44,0.9250425894378195,543,0.28898350186269295,0.666,13.575000000000003,543,0.9250425894378195,0.666,0,0.0,0.0
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,T0_E2E,0.9969544410705568,0.00468384074941452,0.0065,0.1,5868,587,0.073375,581,6,0.989778534923339,581,0.30920702501330494,0.6755,14.524999999999999,543,0.9250425894378195,0.666,38,0.06473594548551953,0.9499999999999953
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_E2E,0.999014973640442,0.00468384074941452,0.00375,0.1,5868,587,0.073375,581,6,0.989778534923339,581,0.30920702501330494,0.6755,14.524999999999999,543,0.9250425894378195,0.666,38,0.06473594548551953,0.9499999999999953
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.0045,0.1,5868,587,0.073375,541,46,0.9216354344122658,541,0.28791910590739755,0.6655,13.524999999999999,543,0.9250425894378195,0.666,-2,-0.0034071550255536653,-0.050000000000005596
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.006,0.1,5868,587,0.073375,543,44,0.9250425894378195,543,0.28898350186269295,0.666,13.575000000000003,543,0.9250425894378195,0.666,0,0.0,0.0
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.00625,0.1,5868,587,0.073375,527,60,0.8977853492333902,527,0.28046833422032996,0.662,13.175000000000004,543,0.9250425894378195,0.666,-16,-0.027257240204429323,-0.40000000000000036
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,B0_SELF,0.9628620147705079,0.00468384074941452,0.00275,0.2,5868,1174,0.14675,1011,163,0.8611584327086882,1011,0.5380521554018095,0.783,25.275000000000002,1011,0.8611584327086882,0.783,0,0.0,0.0
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,T0_E2E,0.9969544410705568,0.00468384074941452,0.0065,0.2,5868,1174,0.14675,1113,61,0.9480408858603067,1113,0.5923363491218734,0.8085,27.825,1011,0.8611584327086882,0.783,102,0.08688245315161847,2.5499999999999967
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_E2E,0.999014973640442,0.00468384074941452,0.00375,0.2,5868,1174,0.14675,1117,57,0.9514480408858603,1117,0.5944651410324641,0.8095,27.925,1011,0.8611584327086882,0.783,106,0.09028960817717213,2.649999999999997
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.0045,0.2,5868,1174,0.14675,1015,159,0.8645655877342419,1015,0.5401809473124002,0.784,25.375000000000004,1011,0.8611584327086882,0.783,4,0.0034071550255536653,0.10000000000000009
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.006,0.2,5868,1174,0.14675,1010,164,0.8603066439522998,1010,0.5375199574241618,0.78275,25.249999999999993,1011,0.8611584327086882,0.783,-1,-0.0008517887563883608,-0.02500000000000835
42,TEMPORAL,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.00275,11,3989,2121,1879,0.53025,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.00625,0.2,5868,1174,0.14675,936,238,0.797274275979557,936,0.4981373070782331,0.76425,23.4,1011,0.8611584327086882,0.783,-75,-0.06388415672913117,-1.8750000000000044
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,B0_SELF,0.9628620147705079,0.00468384074941452,0.002592016588906169,0.05,3053,153,0.03965785381026438,135,18,0.8823529411764706,135,0.1195748449955713,0.4847071021254536,6.998444790046654,135,0.8823529411764706,0.4847071021254536,0,0.0,0.0
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,T0_E2E,0.9969544410705568,0.00468384074941452,0.006220839813374806,0.05,3053,153,0.03965785381026438,153,0,1.0,153,0.1355181576616475,0.4940383618455158,7.931570762052875,135,0.8823529411764706,0.4847071021254536,18,0.11764705882352944,0.9331259720062213
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,DAPT_E2E,0.999014973640442,0.00468384074941452,0.002073613271124935,0.05,3053,153,0.03965785381026438,153,0,1.0,153,0.1355181576616475,0.4940383618455158,7.931570762052875,135,0.8823529411764706,0.4847071021254536,18,0.11764705882352944,0.9331259720062213
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.005702436495593572,0.05,3053,153,0.03965785381026438,139,14,0.9084967320261438,139,0.12311780336581045,0.4867807153965785,7.205806117159147,135,0.8823529411764706,0.4847071021254536,4,0.02614379084967322,0.207361327112493
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.00829445308449974,0.05,3053,153,0.03965785381026438,148,5,0.9673202614379085,148,0.13108945969884853,0.49144634525660963,7.672369103162257,135,0.8823529411764706,0.4847071021254536,13,0.08496732026143794,0.6739243131156036
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.007257646448937273,0.05,3053,153,0.03965785381026438,143,10,0.934640522875817,143,0.1266607617360496,0.48885432866770345,7.4131674442716395,135,0.8823529411764706,0.4847071021254536,8,0.05228758169934644,0.414722654224986
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,B0_SELF,0.9628620147705079,0.00468384074941452,0.002592016588906169,0.1,3053,306,0.07931570762052877,277,29,0.9052287581699346,277,0.24534986713906112,0.5583203732503889,14.35977190254018,277,0.9052287581699346,0.5583203732503889,0,0.0,0.0
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,T0_E2E,0.9969544410705568,0.00468384074941452,0.006220839813374806,0.1,3053,306,0.07931570762052877,305,1,0.9967320261437909,305,0.27015057573073514,0.5728356661482633,15.811301192327626,277,0.9052287581699346,0.5583203732503889,28,0.09150326797385622,1.4515292897874454
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,DAPT_E2E,0.999014973640442,0.00468384074941452,0.002073613271124935,0.1,3053,306,0.07931570762052877,306,0,1.0,306,0.271036315323295,0.5733540694660446,15.863141524105757,277,0.9052287581699346,0.5583203732503889,29,0.09477124183006536,1.5033696215655756
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,BASE_EMB_MLP,0.9907682538032533,0.00468384074941452,0.005702436495593572,0.1,3053,306,0.07931570762052877,279,27,0.9117647058823529,279,0.2471213463241807,0.5593571798859512,14.463452566096418,277,0.9052287581699346,0.5583203732503889,2,0.006535947712418277,0.10368066355623817
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,DAPT_EMB_MLP,0.9433161020278932,0.00468384074941452,0.00829445308449974,0.1,3053,306,0.07931570762052877,285,21,0.9313725490196079,285,0.2524357838795394,0.5624675997926387,14.774494556765166,277,0.9052287581699346,0.5583203732503889,8,0.02614379084967322,0.414722654224986
42,DOMAIN_OOD,0.005,B0_STRUCT_XGB,0.9628620147705079,0.00468384074941452,0.002592016588906169,5,1924,800,1129,0.41472265422498705,CONTRASTIVE_EMB_MLP,0.9917105436325074,0.00468384074941452,0.007257646448937273,0.1,3053,306,0.07931570762052877,279,27,0.9117647058823529,279,0.2471213463241807,0.5593571798859512,14.463452566096418,277,0.9052287581699346,0.5583203732503889,2,0.006535947712418277,0.10368066355623817
